mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	crescendo_hairpin	crescendo_line	diminuendo_line	decrescendo_hairpin
78	78	621/2	621/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	861											
78	78	311	311	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	862											
78	78	623/2	623/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	863											
79	79	312	312	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	864											
79	79	625/2	625/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	865											
79	79	313	313	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	866											
79	79	627/2	627/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	867											
79	79	314	314	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	868											
79	79	629/2	629/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	869											
79	79	315	315	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	870											
79	79	631/2	631/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	871											
79	79	313	313	2.0		1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	872							128				
79	79	315	315	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	873							128				
79	79	312	312	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	874											
79	79	314	314	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	875											
80	80	316	316	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	876											
80	80	633/2	633/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	877											
80	80	317	317	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	878											
80	80	635/2	635/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	879											
80	80	318	318	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	880											
80	80	637/2	637/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	881											
80	80	319	319	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	882											
80	80	639/2	639/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	883											
80	80	316	316	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	884							128				
80	80	317	317	2.0		1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	885							128				
80	80	319	319	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	886											
80	80	316	316	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	887											
80	80	318	318	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	888											
81	81	321	321	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	889							129				
81	81	323	323	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	890							129				
81	81	320	320	3.0		0	0	Chord	4/4	1	2	3/4		1/2	3/2	891											
81	81	323	323	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	892											
81	81	320	320	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	893											
81	81	641/2	641/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	894											
81	81	321	321	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	895											
81	81	643/2	643/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	896											
81	81	322	322	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	897											
81	81	645/2	645/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	898											
81	81	323	323	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	899											
81	81	647/2	647/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	900											
82	82	324	324	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	901							129				
82	82	325	325	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	902							129				
82	82	327	327	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	903											
82	82	324	324	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	904											
82	82	325	325	2.0		1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	905											
82	82	327	327	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	906											
82	82	324	324	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	907											
82	82	649/2	649/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	908											
82	82	325	325	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	909											
82	82	651/2	651/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	910											
82	82	326	326	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	911											
82	82	653/2	653/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	912											
82	82	327	327	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	913											
82	82	655/2	655/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	914											
83	83	328	328	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	915											
83	83	657/2	657/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	916											
83	83	329	329	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	917											
83	83	659/2	659/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	918											
83	83	330	330	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	919											
83	83	661/2	661/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	920											
83	83	331	331	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	921											
83	83	663/2	663/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	922											
83	83	329	329	2.0		1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	923							130				
83	83	331	331	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	924							130				
83	83	328	328	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	925											
83	83	330	330	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	926											
84	84	332	332	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	927											
84	84	665/2	665/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	928											
84	84	333	333	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	929											
84	84	667/2	667/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	930											
84	84	334	334	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	931											
84	84	669/2	669/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	932											
84	84	335	335	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	933											
84	84	671/2	671/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	934											
84	84	332	332	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	935							130				
84	84	333	333	2.0		1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	936							130				
84	84	335	335	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	937											
84	84	332	332	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	938											
84	84	334	334	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	939											
85	85	336	336	0.0		0	0	Spanner	4/4	1	1	0												0			
85	85	336	336	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	940	<							0			
85	85	673/2	673/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	941								0			
85	85	337	337	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	942								0			
85	85	675/2	675/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	943								0			
85	85	338	338	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	944								0			
85	85	677/2	677/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	945								0			
85	85	339	339	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	946								0			
85	85	679/2	679/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	947								0			
85	85	336	336	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	948							131				
85	85	337	337	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	949							131				
85	85	338	338	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	950							131				
85	85	339	339	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	951							131				
85	85	336	336	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	952											
85	85	338	338	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	953											
86	86	340	340	0.0		0	0	Spanner	4/4	1	1	0															
86	86	340	340	0.0		0	0	Spanner	4/4	1	1	0															1
86	86	340	340	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	954	>										1
86	86	681/2	681/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	955											1
86	86	341	341	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	956											1
86	86	683/2	683/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	957											1
86	86	342	342	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	958											1
86	86	685/2	685/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	959											1
86	86	343	343	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	960											1
86	86	687/2	687/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	961											1
86	86	340	340	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	962							131				
86	86	341	341	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	963							131				
86	86	342	342	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	964							131				
86	86	343	343	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	965							131				
86	86	340	340	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	966											
86	86	342	342	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	967											
87	87	344	344	0.0		0	0	Spanner	4/4	1	1	0															
87	87	344	344	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	968											
87	87	346	346	0.0		1/2	1/2	Dynamic	4/4	1	1	0						p									
87	87	346	346	0.0		1/2	1/2	Spanner	4/4	1	1	0													4		
87	87	346	346	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	969	p								4		
87	87	344	344	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	970											
87	87	346	346	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	971											
88	88	348	348	0.0		0	0	Spanner	4/4	1	1	0															
88	88	348	348	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	972	<										
88	88	350	350	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	973											
88	88	348	348	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	974											
88	88	350	350	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	975											
89	89		352	0.0	1	0	0	Dynamic	4/4	1	1	0						sf									
89	89		352	0.0	1	0	0	Spanner	4/4	1	1	0															2
89	89		352	4.0	1	0	0	Chord	4/4	1	1	1		1	1	976	>										2
89	89		352	4.0	1	0	0	Chord	4/4	2	1	1		1	1	977											
90	90		356	4.0	1	0	0	Chord	4/4	1	1	1		1	1	978											2
90	90		356	4.0	1	0	0	Chord	4/4	2	1	1		1	1	979											
91	91		360	0.0	1	0	0	Spanner	4/4	1	1	0															
91	91		360	2.0	1	0	0	Chord	4/4	1	1	1/2		1/2	1	980	p						132				
91	91		362	2.0	1	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	981							132				
91	91		360	2.0	1	0	0	Chord	4/4	2	1	1/2		1/2	1	982							133				
91	91		362	2.0	1	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	983							133				
92	92		364	2.0	1	0	0	Chord	4/4	1	1	1/2		1/2	1	984							132				
92	92		366	1.0	1	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	985							132				
92	92		367	1.0	1	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	986											
92	92		364	2.0	1	0	0	Chord	4/4	2	1	1/2		1/2	1	987							133				
92	92		366	1.0	1	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	988							133				
92	92		367	1.0	1	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	989											
93	92	352	368	0.0	2	0	0	Dynamic	4/4	1	1	0						sf									
93	92	352	368	4.0	2	0	0	Chord	4/4	1	1	1		1	1	990	>										
93	92	352	368	4.0	2	0	0	Chord	4/4	2	1	1		1	1	991											
94	92	356	372	4.0		0	0	Chord	4/4	1	1	1		1	1	992											
94	92	356	372	4.0		0	0	Chord	4/4	2	1	1		1	1	993											
95	92	360	376	4.0		0	0	Chord	4/4	1	1	1		1	1	994	p										
95	92	360	376	4.0		0	0	Chord	4/4	2	1	1		1	1	995											
96	92	364	380	4.0		0	0	Chord	4/4	1	1	1		1	1	996											
96	92	364	380	4.0		0	0	Chord	4/4	2	1	1		1	1	997											
97	93	368	384	0.0		0	0	Dynamic	4/4	1	1	0						pp									
97	93	368	384	0.0		0	0	Tempo	4/4	1	1	0								Largo	50.0	1.0					
97	93	370	386	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	998											
97	93	372	388	1.0		1	1	Chord	4/4	1	1	1/4		1/4	1	999			articStaccatoBelow				134				
97	93	373	389	1.0		5/4	5/4	Chord	4/4	1	1	1/4		1/4	1	1000			articStaccatoBelow								
97	93	368	384	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	1001											
97	93	1473/4	1537/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1002											
97	93	737/2	769/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1003											
97	93	1475/4	1539/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1004											
97	93	369	385	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1005											
97	93	1477/4	1541/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1006											
97	93	739/2	771/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1007											
97	93	1479/4	1543/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1008											
98	94	374	390	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	1009	pp										
99	95	378	394	0.0		0	0	Dynamic	4/4	1	1	0						pp									
99	95	1519/4	1583/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1010											
99	95	380	396	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1011											
99	95	1521/4	1585/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1012											
99	95	761/2	793/2	2.0		5/8	5/8	Chord	4/4	1	1	1/2		1/2	1	1013											
99	95	765/2	797/2	1.0		9/8	9/8	Chord	4/4	1	1	1/4		1/4	1	1014			articStaccatoBelow				135				
99	95	767/2	799/2	1.0		11/8	11/8	Chord	4/4	1	1	1/4		1/4	1	1015			articStaccatoAbove								
99	95	378	394	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	1016											
99	95	1513/4	1577/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1017											
99	95	757/2	789/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1018											
99	95	1515/4	1579/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1019											
99	95	379	395	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1020											
99	95	1517/4	1581/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1021											
99	95	759/2	791/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1022											
100	96	769/2	801/2	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	1023	pp										
101	97	777/2	809/2	0.0		0	0	Dynamic	4/4	1	1	0						pp									
101	97	1559/4	1623/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1024											
101	97	390	406	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1025											
101	97	1561/4	1625/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1026											
101	97	781/2	813/2	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1027											
101	97	785/2	817/2	1.0		1	1	Chord	4/4	1	1	1/4		1/4	1	1028			articStaccatoAbove				136				
101	97	787/2	819/2	1.0		5/4	5/4	Chord	4/4	1	1	1/4		1/4	1	1029			articStaccatoAbove								
101	97	777/2	809/2	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	1030											
101	97	1555/4	1619/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1031											
101	97	389	405	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1032											
101	97	1557/4	1621/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1033											
101	97	779/2	811/2	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1034											
102	98	789/2	821/2	4.0		0	0	Chord	4/4	1	1	1		1	1	1035											
103	99	797/2	829/2	0.0		0	0	Dynamic	4/4	1	1	0						ff									
103	99	797/2	829/2	0.0		0	0	Tempo	4/4	1	1	0								Allegro	144.0	1.0					
103	99	797/2	829/2	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1036	ff										
103	99	2393/6	2489/6	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1037											
103	99	2395/6	2491/6	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1038											
103	99	799/2	831/2	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1039											
103	99	2399/6	2495/6	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1040											
103	99	2401/6	2497/6	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1041											
103	99	801/2	833/2	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1042											
103	99	2405/6	2501/6	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1043											
103	99	2407/6	2503/6	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1044											
103	99	803/2	835/2	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1045											
103	99	2411/6	2507/6	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1046											
103	99	2413/6	2509/6	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1047											
103	99	797/2	829/2	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1048											
103	99	801/2	833/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1049			articStaccatoBelow								
103	99	803/2	835/2	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1050			articStaccatoBelow								
104	100	805/2	837/2	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1051											
104	100	2417/6	2513/6	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1052											
104	100	2419/6	2515/6	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1053											
104	100	807/2	839/2	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1054											
104	100	2423/6	2519/6	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1055											
104	100	2425/6	2521/6	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1056											
104	100	809/2	841/2	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1057											
104	100	2429/6	2525/6	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1058											
104	100	2431/6	2527/6	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1059											
104	100	811/2	843/2	0.0		3/4	3/4	Dynamic	4/4	1	1	0						p									
104	100	811/2	843/2	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1060	p										
104	100	2435/6	2531/6	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1061											
104	100	2437/6	2533/6	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1062											
104	100	805/2	837/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1063			articStaccatoBelow								
104	100	811/2	843/2	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1064							137				
105	101	813/2	845/2	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1065											
105	101	2441/6	2537/6	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1066											
105	101	2443/6	2539/6	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1067											
105	101	815/2	847/2	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1068											
105	101	2447/6	2543/6	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1069											
105	101	2449/6	2545/6	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1070											
105	101	817/2	849/2	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1071											
105	101	2453/6	2549/6	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1072											
105	101	2455/6	2551/6	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1073											
105	101	819/2	851/2	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1074											
105	101	2459/6	2555/6	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1075											
105	101	2461/6	2557/6	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1076											
105	101	813/2	845/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1077							137				
105	101	815/2	847/2	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1078							137				
105	101	817/2	849/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1079							137				
105	101	819/2	851/2	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1080											
106	102	821/2	853/2	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1081											
106	102	2465/6	2561/6	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1082											
106	102	2467/6	2563/6	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1083											
106	102	823/2	855/2	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1084											
106	102	2471/6	2567/6	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1085											
106	102	2473/6	2569/6	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1086											
106	102	825/2	857/2	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1087											
106	102	2477/6	2573/6	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1088											
106	102	2479/6	2575/6	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1089											
106	102	827/2	859/2	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1090											
106	102	2483/6	2579/6	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1091											
106	102	2485/6	2581/6	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1092											
106	102	821/2	853/2	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1093											
106	102	825/2	857/2	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1094											
107	103	829/2	861/2	0.0		0	0	Dynamic	4/4	1	1	0						f									
107	103	829/2	861/2	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1095	f										
107	103	2489/6	2585/6	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1096											
107	103	2491/6	2587/6	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1097											
107	103	831/2	863/2	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1098											
107	103	2495/6	2591/6	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1099											
107	103	2497/6	2593/6	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1100											
107	103	833/2	865/2	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1101											
107	103	2501/6	2597/6	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1102											
107	103	2503/6	2599/6	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1103											
107	103	835/2	867/2	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1104											
107	103	2507/6	2603/6	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1105											
107	103	2509/6	2605/6	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1106											
107	103	829/2	861/2	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1107											
107	103	833/2	865/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1108			articStaccatoBelow								
107	103	835/2	867/2	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1109			articStaccatoBelow								
108	104	837/2	869/2	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1110											
108	104	2513/6	2609/6	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1111											
108	104	2515/6	2611/6	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1112											
108	104	839/2	871/2	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1113											
108	104	2519/6	2615/6	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1114											
108	104	2521/6	2617/6	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1115											
108	104	841/2	873/2	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1116											
108	104	2525/6	2621/6	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1117											
108	104	2527/6	2623/6	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1118											
108	104	843/2	875/2	0.0		3/4	3/4	Dynamic	4/4	1	1	0						p									
108	104	843/2	875/2	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1119	p										
108	104	2531/6	2627/6	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1120											
108	104	2533/6	2629/6	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1121											
108	104	837/2	869/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1122			articStaccatoBelow								
