mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	crescendo_hairpin	crescendo_line	diminuendo_line	decrescendo_hairpin
48	48	189	189	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	586							89				
48	48	379/2	379/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	587											
48	48	190	190	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	588							90				
48	48	381/2	381/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	589											
48	48	191	191	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	590							91				
48	48	383/2	383/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	591											
48	48	188	188	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	592											
48	48	377/2	377/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	593											
48	48	189	189	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	594											
48	48	379/2	379/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	595											
48	48	190	190	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	596											
48	48	381/2	381/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	597											
48	48	191	191	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	598											
48	48	383/2	383/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	599											
49	49	192	192	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	600							92				
49	49	385/2	385/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	601											
49	49	193	193	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	602			articStaccatoAbove								
49	49	195	195	0.0		3/4	3/4	Spanner	4/4	1	1	0													2		
49	49	195	195	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	603	<						93		2		
49	49	391/2	391/2	0.0		7/8	7/8	Spanner	4/4	1	1	0															
49	49	391/2	391/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	604											
49	49	192	192	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	605											
49	49	385/2	385/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	606											
49	49	193	193	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	607											
49	49	387/2	387/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	608											
49	49	194	194	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	609											
49	49	389/2	389/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	610											
49	49	195	195	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	611											
49	49	391/2	391/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	612											
50	50	196	196	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	613							94				
50	50	393/2	393/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	614											
50	50	197	197	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	615			articStaccatoAbove								
50	50	199	199	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	616							95				
50	50	399/2	399/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	617											
50	50	196	196	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	618											
50	50	393/2	393/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	619											
50	50	197	197	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	620											
50	50	395/2	395/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	621											
50	50	198	198	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	622											
50	50	397/2	397/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	623											
50	50	199	199	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	624											
50	50	399/2	399/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	625											
51	51	200	200	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	626							96				
51	51	401/2	401/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	627											
51	51	201	201	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	628			articStaccatoAbove								
51	51	203	203	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	629							97				
51	51	407/2	407/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	630											
51	51	200	200	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	631											
51	51	401/2	401/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	632											
51	51	201	201	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	633											
51	51	403/2	403/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	634											
51	51	202	202	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	635											
51	51	405/2	405/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	636											
51	51	203	203	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	637											
51	51	407/2	407/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	638											
52	52	204	204	0.0		0	0	Dynamic	4/4	1	1	0						f									
52	52	204	204	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	639	f						98				
52	52	409/2	409/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	640											
52	52	205	205	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	641							99				
52	52	411/2	411/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	642											
52	52	206	206	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	643							100				
52	52	413/2	413/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	644											
52	52	207	207	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	645							101				
52	52	415/2	415/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	646											
52	52	204	204	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	647											
53	53	208	208	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	648							102				
53	53	417/2	417/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	649											
53	53	209	209	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	650							103				
53	53	419/2	419/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	651											
53	53	210	210	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	652							104				
53	53	421/2	421/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	653											
53	53	211	211	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	654							105				
53	53	423/2	423/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	655											
54	54	212	212	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	656							106				
54	54	425/2	425/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	657											
54	54	213	213	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	658							107				
54	54	427/2	427/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	659							107				
54	54	214	214	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	660							107				
54	54	429/2	429/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	661							107				
54	54	215	215	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	662							107				
54	54	431/2	431/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	663											
54	54	213	213	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	664							108				
54	54	427/2	427/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	665							108				
54	54	214	214	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	666							108				
54	54	429/2	429/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	667							108				
54	54	215	215	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	668							108				
54	54	431/2	431/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	669											
55	55	216	216	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	670			articStaccatoAbove								
55	55	217	217	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	671			articStaccatoAbove								
55	55	218	218	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf									
55	55	218	218	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	672							109				
55	55	216	216	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	673			articStaccatoBelow								
55	55	217	217	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	674			articStaccatoBelow								
55	55	218	218	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	675											
56	56	220	220	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	676							109				
56	56	222	222	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	677							109				
56	56	223	223	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	678							109				
56	56	220	220	4.0		0	0	Chord	4/4	1	2	1		1	1	679											
56	56	220	220	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	680							110				
56	56	222	222	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	681							110				
56	56	223	223	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	682							110				
56	56	220	220	4.0		0	0	Chord	4/4	2	2	1		1	1	683											
57	57	224	224	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	684			articStaccatoAbove								
57	57	225	225	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	685			articStaccatoBelow								
57	57	226	226	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf									
57	57	226	226	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	686							111				
57	57	224	224	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	687			articStaccatoBelow								
57	57	225	225	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	688			articStaccatoAbove								
57	57	226	226	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	689							112				
58	58	228	228	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	690							111				
58	58	230	230	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	691							111				
58	58	231	231	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	692							111				
58	58	228	228	4.0		0	0	Chord	4/4	1	2	1		1	1	693											
58	58	228	228	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	694							112				
58	58	230	230	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	695							112				
58	58	231	231	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	696							112				
58	58	228	228	4.0		0	0	Chord	4/4	2	2	1		1	1	697											
59	59	232	232	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	698			articStaccatoBelow								
59	59	233	233	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	699			articStaccatoAbove								
59	59	234	234	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf									
59	59	234	234	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	700											
59	59	232	232	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	701			articStaccatoAbove								
59	59	233	233	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	702			articStaccatoBelow								
59	59	234	234	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	703											
60	60	236	236	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	704											
60	60	237	237	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	705			articStaccatoAbove								
60	60	238	238	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf									
60	60	238	238	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	706											
60	60	236	236	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	707											
60	60	237	237	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	708			articStaccatoBelow								
60	60	238	238	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	709											
61	61	240	240	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	710	>										
61	61	241	241	0.0		1/4	1/4	Spanner	4/4	1	1	0														0	
61	61	241	241	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	711							113			0	
61	61	242	242	0.0		1/2	1/2	Spanner	4/4	1	1	0											113				
61	61	242	242	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	712							113				
61	61	243	243	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	713							113				
61	61	240	240	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	714											
61	61	241	241	3.0		1/4	1/4	Chord	4/4	2	1	3/4		1/2	3/2	715											
61	61	241	241	1.0		1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	716							114				
61	61	242	242	1.0		1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	717							114				
61	61	243	243	1.0		3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	718							114				
62	62	244	244	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	719											
62	62	245	245	0.0		1/4	1/4	Dynamic	4/4	1	1	0						p									
62	62	245	245	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	720	p						115				
62	62	247	247	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	721							115				
62	62	244	244	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	722											
62	62	245	245	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	723							116				
62	62	246	246	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	724							116				
62	62	247	247	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	725							116				
62	62	244	244	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	726											
62	62	245	245	1.0		1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	727											
62	62	246	246	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	728											
63	63	248	248	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	729			articStaccatoBelow								
63	63	251	251	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	730			articStaccatoBelow								
63	63	248	248	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	731			articStaccatoAbove								
63	63	249	249	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	732			articStaccatoBelow								
63	63	250	250	0.0		1/2	1/2	Dynamic	4/4	2	1	0						sf									
63	63	250	250	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	733							117				
64	64	252	252	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	734			articStaccatoBelow								
64	64	253	253	0.0		1/4	1/4	Dynamic	4/4	1	1	0						sf									
64	64	253	253	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	735											
64	64	255	255	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	736			articStaccatoBelow								
64	64	252	252	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	737							117				
64	64	254	254	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	738							117				
64	64	255	255	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	739							117				
65	65	256	256	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	740			articStaccatoBelow								
65	65	258	258	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf									
65	65	259	259	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	741			articStaccatoBelow								
65	65	256	256	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	742			articStaccatoBelow								
65	65	257	257	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	743			articStaccatoBelow								
65	65	258	258	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	744							118				
66	66	260	260	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	745			articStaccatoBelow								
66	66	261	261	0.0		1/4	1/4	Dynamic	4/4	1	1	0						sf									
66	66	261	261	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	746											
66	66	263	263	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	747			articStaccatoAbove								
66	66	260	260	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	748							118				
66	66	262	262	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	749							118				
66	66	263	263	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	750							118				
67	67	264	264	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	751			articStaccatoAbove								
67	67	266	266	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf									
67	67	267	267	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	752			articStaccatoBelow								
67	67	264	264	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	753			articStaccatoBelow								
67	67	265	265	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	754			articStaccatoBelow								
67	67	266	266	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	755							119				
68	68	268	268	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	756			articStaccatoBelow								
68	68	269	269	0.0		1/4	1/4	Dynamic	4/4	1	1	0						sf									
68	68	269	269	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	757											
68	68	271	271	0.0		3/4	3/4	Dynamic	4/4	1	1	0						ff									
68	68	271	271	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	758	ff										
68	68	268	268	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	759							119				
68	68	270	270	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	760							119				
68	68	271	271	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	761											
69	69	272	272	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	762											
69	69	275	275	0.0		3/4	3/4	Dynamic	4/4	1	1	0						p									
69	69	275	275	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	763	p						120				
69	69	272	272	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	764											
69	69	545/2	545/2	0.0		1/8	1/8	Dynamic	4/4	2	1	0						p									
69	69	545/2	545/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	765											
69	69	273	273	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	766											
69	69	547/2	547/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	767											
69	69	274	274	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	768											
69	69	549/2	549/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	769											
69	69	275	275	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	770											
69	69	551/2	551/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	771											
70	70	276	276	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	772			articStaccatoAbove								
70	70	279	279	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	773							121				
70	70	276	276	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	774											
70	70	553/2	553/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	775											
70	70	277	277	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	776											
70	70	555/2	555/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	777											
70	70	278	278	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	778											
70	70	557/2	557/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	779											
70	70	279	279	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	780											
70	70	559/2	559/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	781											
71	71	280	280	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	782	<		articStaccatoAbove								
71	71	283	283	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	783							122				
71	71	280	280	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	784											
71	71	561/2	561/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	785											
71	71	281	281	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	786											
71	71	563/2	563/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	787											
71	71	282	282	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	788											
71	71	565/2	565/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	789											
71	71	283	283	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	790											
71	71	567/2	567/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	791											
72	72	284	284	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	792			articStaccatoAbove								
72	72	287	287	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	793							123				
72	72	284	284	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	794											
72	72	569/2	569/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	795											
72	72	285	285	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	796											
72	72	571/2	571/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	797											
72	72	286	286	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	798											
72	72	573/2	573/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	799											
72	72	287	287	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	800											
72	72	575/2	575/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	801											
73	73	288	288	0.0		0	0	Spanner	4/4	1	1	0													3		
73	73	288	288	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	802			articStaccatoAbove						3		
73	73	289	289	0.0		1/4	1/4	Spanner	4/4	1	1	0															
73	73	291	291	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	803							124				
73	73	288	288	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	804											
73	73	577/2	577/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	805											
73	73	289	289	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	806											
73	73	579/2	579/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	807											
73	73	290	290	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	808											
73	73	581/2	581/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	809											
73	73	291	291	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	810											
73	73	583/2	583/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	811											
74	74	292	292	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	812			articStaccatoBelow								
74	74	295	295	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	813							125				
74	74	292	292	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	814											
74	74	585/2	585/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	815											
74	74	293	293	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	816											
74	74	587/2	587/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	817											
74	74	294	294	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	818											
74	74	589/2	589/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	819											
74	74	295	295	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	820											
74	74	591/2	591/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	821											
75	75	296	296	0.0		0	0	Dynamic	4/4	1	1	0						p									
75	75	296	296	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	822											
75	75	593/2	593/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	823											
75	75	297	297	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	824											
75	75	595/2	595/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	825											
75	75	298	298	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	826											
75	75	597/2	597/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	827											
75	75	299	299	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	828											
75	75	599/2	599/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	829											
75	75	296	296	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	830							126				
75	75	298	298	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	831							126				
75	75	296	296	4.0		0	0	Chord	4/4	2	2	1		1	1	832											
76	76	300	300	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	833											
76	76	601/2	601/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	834											
76	76	301	301	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	835											
76	76	603/2	603/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	836	<										
76	76	302	302	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	837											
76	76	605/2	605/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	838											
76	76	303	303	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	839											
76	76	607/2	607/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	840											
76	76	300	300	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	841							126				
76	76	302	302	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	842											
76	76	300	300	4.0		0	0	Chord	4/4	2	2	1		1	1	843											
77	77	304	304	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	844							127				
77	77	306	306	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	845							127				
77	77	304	304	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	846											
77	77	609/2	609/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	847											
77	77	305	305	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	848											
77	77	611/2	611/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	849											
77	77	306	306	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	850											
77	77	613/2	613/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	851											
77	77	307	307	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	852											
77	77	615/2	615/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	853											
78	78	308	308	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	854							127				
78	78	310	310	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	855											
78	78	308	308	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	856											
78	78	617/2	617/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	857											
78	78	309	309	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	858											
78	78	619/2	619/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	859											
78	78	310	310	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	860											
