mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_line
74	68	541/2	565/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	747						70		
74	68	1083/4	1131/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	748						70		
74	68	271	283	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	749						70		
74	68	1085/4	1133/4	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	750						70		
74	68	543/2	567/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	751						70		
74	68	1087/4	1135/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	752						70		
74	68	272	284	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	753								
74	68	1073/4	1121/4	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	754						67		
74	68	1077/4	1125/4	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	755						67		
74	68	1081/4	1129/4	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	756								
75	69	545/2	569/2	0.0		1/16	1/16	Dynamic	4/4	1	1	0					other-dynamics							
75	69	545/2	569/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	757						71		
75	69	1091/4	1139/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	758						71		
75	69	273	285	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	759								
75	69	547/2	571/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	760						72		
75	69	1095/4	1143/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	761						72		
75	69	274	286	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	762								
75	69	549/2	573/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	763						73		
75	69	1099/4	1147/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	764						73		
75	69	275	287	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	765								
75	69	551/2	575/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	766						74		
75	69	1103/4	1151/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	767						74		
75	69	276	288	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	768								
75	69	1089/4	1137/4	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	769						75		
75	69	1093/4	1141/4	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	770						75		
75	69	1097/4	1145/4	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	771						75		
75	69	1101/4	1149/4	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	772						75		
76	70	553/2	577/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	773						76		
76	70	1107/4	1155/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	774						76		
76	70	277	289	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	775								
76	70	555/2	579/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	776						77		
76	70	1111/4	1159/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	777						77		
76	70	278	290	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	778								
76	70	1113/4	1161/4	0.0		1/2	1/2	Dynamic	4/4	1	1	0					other-dynamics							
76	70	557/2	581/2	0.0		9/16	9/16	Dynamic	4/4	1	1	0					rf							
76	70	557/2	581/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	779						78		
76	70	1115/4	1163/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	780						78		
76	70	279	291	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	781						78		
76	70	1117/4	1165/4	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	782						78		
76	70	559/2	583/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	783						78		
76	70	1119/4	1167/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	784						78		
76	70	280	292	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	785								
76	70	1105/4	1153/4	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	786						75		
76	70	1109/4	1157/4	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	787						75		
76	70	1113/4	1161/4	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	788								
77	71	1121/4	1169/4	0.0		0	0	Spanner	4/4	1	1	0												2
77	71	561/2	585/2	0.0		1/16	1/16	Dynamic	4/4	1	1	0					other-dynamics							
77	71	561/2	585/2	0.0		1/16	1/16	Spanner	4/4	1	1	0												
77	71	561/2	585/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	789						79		
77	71	1123/4	1171/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	790						79		
77	71	281	293	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	791								
77	71	563/2	587/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	792						80		
77	71	1127/4	1175/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	793						80		
77	71	282	294	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	794								
77	71	1129/4	1177/4	0.0		1/2	1/2	Dynamic	4/4	1	1	0					other-dynamics							
77	71	1129/4	1177/4	0.0		1/2	1/2	Dynamic	4/4	1	1	0					rf							
77	71	565/2	589/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	795						81		
77	71	1131/4	1179/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	796						81		
77	71	283	295	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	797						81		
77	71	1133/4	1181/4	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	798						81		
77	71	567/2	591/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	799						81		
77	71	1135/4	1183/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	800						81		
77	71	284	296	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	801								
77	71	1121/4	1169/4	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	802						82		
77	71	1125/4	1173/4	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	803						82		
77	71	1129/4	1177/4	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	804								
78	72	1137/4	1185/4	0.0		0	0	Dynamic	4/4	1	1	0					p							
78	72	1137/4	1185/4	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	805						83		
78	72	569/2	593/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	806						83		
78	72	1139/4	1187/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	807						83		
78	72	285	297	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	808						83		
78	72	1141/4	1189/4	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	809						83		
78	72	571/2	595/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	810						83		
78	72	1143/4	1191/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	811						83		
78	72	286	298	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	812								
78	72	1145/4	1193/4	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	813						84		
78	72	573/2	597/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	814						84		
78	72	1147/4	1195/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	815						84		
78	72	287	299	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	816						84		
78	72	1149/4	1197/4	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	817						84		
78	72	575/2	599/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	818						84		
78	72	1151/4	1199/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	819						84		
78	72	288	300	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	820								
78	72	1137/4	1185/4	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	821						85		
78	72	1141/4	1189/4	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	822								
78	72	1145/4	1193/4	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	823								
79	73	1153/4	1201/4	0.0		0	0	Dynamic	4/4	1	1	0					p							
79	73	577/2	601/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	824						86		
79	73	1155/4	1203/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	825						86		
79	73	289	301	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	826								
79	73	579/2	603/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	827						87		
79	73	1159/4	1207/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	828						87		
79	73	290	302	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	829								
79	73	581/2	605/2	0.0		9/16	9/16	Spanner	4/4	1	1	0												3
79	73	581/2	605/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	830						88		3
79	73	1163/4	1211/4	0.0		5/8	5/8	Spanner	4/4	1	1	0										88		
79	73	1163/4	1211/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	831						88		
79	73	291	303	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	832								
79	73	583/2	607/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	833						89		
79	73	1167/4	1215/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	834						89		
79	73	292	304	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	835								
79	73	1153/4	1201/4	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	836						90		
79	73	1157/4	1205/4	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	837						90		
79	73	1161/4	1209/4	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	838						90		
79	73	1165/4	1213/4	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	839						90		
80	74	585/2	609/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	840						91		
80	74	1171/4	1219/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	841						91		
80	74	293	305	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	842								
80	74	587/2	611/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	843						92		
80	74	1175/4	1223/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	844						92		
80	74	294	306	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	845								
80	74	589/2	613/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	846						93		
80	74	1179/4	1227/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	847						93		
80	74	295	307	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	848						93		
80	74	1181/4	1229/4	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	849						93		
80	74	591/2	615/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	850						93		
80	74	1183/4	1231/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	851						93		
80	74	296	308	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	852								
80	74	1169/4	1217/4	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	853						90		
80	74	1173/4	1221/4	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	854						90		
80	74	1177/4	1225/4	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	855								
81	75	1185/4	1233/4	0.0		0	0	Dynamic	4/4	1	1	0					p							
81	75	593/2	617/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	856						94		
81	75	1187/4	1235/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	857						94		
81	75	297	309	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	858								
81	75	595/2	619/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	859						95		
81	75	1191/4	1239/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	860						95		
81	75	298	310	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	861								
81	75	597/2	621/2	0.0		9/16	9/16	Dynamic	4/4	1	1	0					other-dynamics							
81	75	597/2	621/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	862						96		
81	75	1195/4	1243/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	863						96		
81	75	299	311	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	864								
81	75	599/2	623/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	865						97		
81	75	1199/4	1247/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	866						97		
81	75	300	312	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	867								
81	75	1185/4	1233/4	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	868						98		
81	75	1189/4	1237/4	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	869						98		
81	75	1193/4	1241/4	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	870						98		
81	75	1197/4	1245/4	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	871						98		
82	76	601/2	625/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	872						99		
82	76	1203/4	1251/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	873						99		
82	76	301	313	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	874								
82	76	603/2	627/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	875						100		
82	76	1207/4	1255/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	876						100		
82	76	302	314	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	877								
82	76	605/2	629/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	878						101		
82	76	1211/4	1259/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	879						101		
82	76	303	315	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	880						101		
82	76	1213/4	1261/4	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	881						101		
82	76	607/2	631/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	882						101		
82	76	1215/4	1263/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	883						101		
82	76	304	316	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	884								
82	76	1201/4	1249/4	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	885						98		
82	76	1205/4	1253/4	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	886						98		
82	76	1209/4	1257/4	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	887						98		
82	76	1215/4	1263/4	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	888								
83	77	1217/4	1265/4	0.0		0	0	Dynamic	4/4	1	1	0					p							
83	77	609/2	633/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	889						102		
83	77	1219/4	1267/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	890						102		
83	77	305	317	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	891								
83	77	611/2	635/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	892						103		
83	77	1223/4	1271/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	893						103		
83	77	306	318	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	894								
83	77	613/2	637/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	895						104		
83	77	1227/4	1275/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	896						104		
83	77	307	319	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	897								
83	77	615/2	639/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	898						105		
83	77	1231/4	1279/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	899						105		
83	77	308	320	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	900								
83	77	1217/4	1265/4	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	901						106		
83	77	1221/4	1269/4	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	902						106		
83	77	1225/4	1273/4	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	903						106		
83	77	1229/4	1277/4	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	904						106		
84	78	617/2	641/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	905						107		
84	78	1235/4	1283/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	906						107		
84	78	309	321	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	907								
84	78	619/2	643/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	908						108		
84	78	1239/4	1287/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	909						108		
84	78	310	322	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	910								
84	78	621/2	645/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	911						109		
84	78	1243/4	1291/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	912						109		
84	78	311	323	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	913						109		
84	78	1245/4	1293/4	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	914						109		
84	78	623/2	647/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	915						109		
84	78	1247/4	1295/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	916						109		
84	78	312	324	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	917								
84	78	1233/4	1281/4	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	918						106		
84	78	1237/4	1285/4	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	919						106		
84	78	1241/4	1289/4	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	920						106		
84	78	1247/4	1295/4	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	921								
85	79	625/2	649/2	0.0		1/16	1/16	Dynamic	4/4	1	1	0					other-dynamics							
85	79	625/2	649/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	922						110		
85	79	1251/4	1299/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	923						110		
85	79	313	325	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	924								
85	79	627/2	651/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	925						111		
85	79	1255/4	1303/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	926						111		
85	79	314	326	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	927								
85	79	629/2	653/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	928						112		
85	79	1259/4	1307/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	929						112		
85	79	315	327	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	930								
85	79	631/2	655/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	931						113		
85	79	1263/4	1311/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	932						113		
85	79	316	328	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	933								
85	79	1249/4	1297/4	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	934						114		
85	79	1253/4	1301/4	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	935						114		
85	79	1257/4	1305/4	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	936						114		
85	79	1261/4	1309/4	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	937								
85	79	1249/4	1297/4	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	938								
85	79	1257/4	1305/4	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	939								
86	80	633/2	657/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	940						115		
86	80	1267/4	1315/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	941						115		
86	80	317	329	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	942								
86	80	635/2	659/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	943						116		
86	80	1271/4	1319/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	944						116		
86	80	318	330	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	945								
86	80	637/2	661/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	946						117		
86	80	1275/4	1323/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	947						117		
86	80	319	331	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	948						117		
86	80	1277/4	1325/4	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	949						117		
86	80	639/2	663/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	950						117		
86	80	1279/4	1327/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	951						117		
86	80	320	332	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	952								
86	80	1265/4	1313/4	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	953						118		
86	80	1269/4	1317/4	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	954						118		
86	80	1273/4	1321/4	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	955								
86	80	1265/4	1313/4	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	956								
86	80	1273/4	1321/4	1.0		1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	957								
87	81	641/2	665/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	958						119		
87	81	1283/4	1331/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	959						119		
87	81	321	333	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	960								
87	81	643/2	667/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	961						120		
87	81	1287/4	1335/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	962						120		
87	81	322	334	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	963								
87	81	645/2	669/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	964						121		
87	81	1291/4	1339/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	965						121		
87	81	323	335	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	966								
87	81	647/2	671/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	967						122		
87	81	1295/4	1343/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	968						122		
87	81	324	336	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	969								
87	81	1281/4	1329/4	0.0		0	0	Dynamic	4/4	2	1	0					sf							
87	81	1281/4	1329/4	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	970						123		
87	81	1285/4	1333/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	971								
87	81	1289/4	1337/4	0.0		1/2	1/2	Dynamic	4/4	2	1	0					sf							
87	81	1289/4	1337/4	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	972						124		
87	81	1293/4	1341/4	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	973								
88	82	649/2	673/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	974						125		
88	82	1299/4	1347/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	975						125		
88	82	325	337	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	976								
88	82	651/2	675/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	977						126		
88	82	1303/4	1351/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	978						126		
88	82	326	338	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	979								
88	82	653/2	677/2	0.0		9/16	9/16	Dynamic	4/4	1	1	0					f							
88	82	653/2	677/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	980						127		
88	82	1307/4	1355/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	981						127		
88	82	327	339	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	982						127		
88	82	1309/4	1357/4	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	983						127		
88	82	655/2	679/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	984						127		
88	82	1311/4	1359/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	985						127		
88	82	328	340	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	986								
88	82	1297/4	1345/4	0.0		0	0	Dynamic	4/4	2	1	0					sf							
88	82	1297/4	1345/4	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	987						128		
88	82	1301/4	1349/4	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	988								
88	82	1305/4	1353/4	0.0		1/2	1/2	Dynamic	4/4	2	1	0					f							
88	82	1305/4	1353/4	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	989								
89	83	657/2	681/2	0.0		1/16	1/16	Dynamic	4/4	1	1	0					other-dynamics							
89	83	657/2	681/2	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	990						129		
89	83	1315/4	1363/4	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	991						129		
89	83	329	341	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	992								
89	83	659/2	683/2	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	993						130		
89	83	1319/4	1367/4	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	994						130		
89	83	330	342	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	995								
89	83	661/2	685/2	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	996						131		
89	83	1323/4	1371/4	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	997						131		
89	83	331	343	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	998								
89	83	663/2	687/2	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	999						132		
89	83	1327/4	1375/4	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1000						132		
89	83	332	344	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1001								
89	83	1313/4	1361/4	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1002						133		
