mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
49	46	136	136	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	279									
49	46	136	136	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	280							47		
49	46	273/2	273/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	281							47		
49	46	137	137	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	282							47		
49	46	275/2	275/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	283							47		
49	46	138	138	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	284							47		
49	46	277/2	277/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	285							47		
50	47	140	140	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	286							49		
50	47	141	141	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	287									
50	47	139	139	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	288									
50	47	139	139	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	289							47		
50	47	279/2	279/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	290							47		
50	47	140	140	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	291							47		
50	47	281/2	281/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	292							47		
50	47	141	141	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	293							47		
50	47	283/2	283/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	294							47		
51	48	143	143	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	295							50		
51	48	144	144	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	296									
51	48	142	142	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	297									
51	48	144	144	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	298									
51	48	142	142	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	299							47		
51	48	285/2	285/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	300							47		
51	48	143	143	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	301							47		
51	48	287/2	287/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	302							47		
51	48	144	144	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	303							47		
51	48	289/2	289/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	304							47		
52	49	291/2	291/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	305							51		
52	49	146	146	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	306							51		
52	49	293/2	293/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	307							51		
52	49	147	147	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	308							51		
52	49	295/2	295/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	309									
52	49	147	147	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	310									
52	49	145	145	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	311							52		
52	49	147	147	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	312							52		
53	50	148	148	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	313									
53	50	148	148	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	314									
53	50	149	149	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	315									
54	50	150	150	1.0	0	1/2	Chord	3/4	1	1	1/4		1/4	1	316									
54	50	150	150	0.0	0	1/2	Dynamic	3/4	2	1	0					p								
55	51	151	151	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	317							53		
55	51	303/2	303/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	318							53		
55	51	152	152	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	319							53		
55	51	305/2	305/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	320							53		
55	51	153	153	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	321							53		
55	51	307/2	307/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	322							53		
55	51	151	151	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	323									
55	51	151	151	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	324									
56	52	154	154	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	325							53		
56	52	309/2	309/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	326							53		
56	52	155	155	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	327							53		
56	52	311/2	311/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	328							53		
56	52	156	156	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	329							53		
56	52	313/2	313/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	330							53		
56	52	154	154	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	331									
56	52	154	154	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	332									
57	53	157	157	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	333							53		
57	53	315/2	315/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	334							53		
57	53	158	158	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	335							53		
57	53	317/2	317/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	336							53		
57	53	159	159	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	337							53		
57	53	319/2	319/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	338									
57	53	157	157	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	339									
57	53	157	157	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	340									
58	54	160	160	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	341									
58	54	321/2	321/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	342									
58	54	161	161	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	343									
58	54	323/2	323/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	344									
58	54	162	162	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	345									
58	54	325/2	325/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	346									
58	54	160	160	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	347									
58	54	160	160	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	348									
59	55	163	163	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	349							54		
59	55	163	163	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	350							55		
59	55	327/2	327/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	351							55		
59	55	164	164	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	352							55		
59	55	329/2	329/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	353							55		
59	55	165	165	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	354							55		
59	55	331/2	331/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	355							55		
60	56	166	166	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	356							54		
60	56	166	166	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	357							55		
60	56	333/2	333/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	358							55		
60	56	167	167	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	359							55		
60	56	335/2	335/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	360							55		
60	56	168	168	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	361							55		
60	56	337/2	337/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	362							55		
61	57	169	169	0.0	0	0	Dynamic	3/4	1	1	0					mp								
61	57	169	169	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	363									
61	57	341/2	341/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	364							56		
61	57	171	171	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	365							56		
61	57	343/2	343/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	366							56		
61	57	169	169	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	367							55		
61	57	339/2	339/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	368							55		
61	57	170	170	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	369							55		
61	57	341/2	341/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	370							55		
61	57	171	171	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	371							55		
61	57	343/2	343/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	372							55		
62	58	172	172	0.0	0	0	Dynamic	3/4	1	1	0					mf						56		
62	58	172	172	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	373							56		
62	58	345/2	345/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	374							56		
62	58	173	173	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	375							56		
62	58	347/2	347/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	376							56		
62	58	174	174	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	377							56		
62	58	349/2	349/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	378									
62	58	172	172	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	379							55		
62	58	345/2	345/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	380							55		
62	58	173	173	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	381							55		
62	58	347/2	347/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	382							55		
62	58	174	174	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	383							55		
62	58	349/2	349/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	384									
63	59	175	175	0.0	0	0	Spanner	3/4	1	1	0												0	
63	59	175	175	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	385								0	
63	59	351/2	351/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	386								0	
63	59	176	176	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	387								0	
63	59	353/2	353/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	388								0	
63	59	177	177	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	389								0	
63	59	355/2	355/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	390								0	
63	59	353/2	353/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	391							57	0	
63	59	177	177	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	392							57	0	
63	59	355/2	355/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	393								0	
63	59	175	175	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	394							58		
63	59	351/2	351/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	395							58		
63	59	176	176	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	396							58		
63	59	353/2	353/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	397							58		
63	59	177	177	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	398							58		
63	59	355/2	355/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	399									
64	60	178	178	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	400							59	0	
64	60	357/2	357/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	401							59	0	
64	60	179	179	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	402							59	0	
64	60	359/2	359/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	403							59	0	
64	60	180	180	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	404							59	0	
64	60	361/2	361/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	405								0	
64	60	178	178	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	406							60		
64	60	357/2	357/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	407							60		
64	60	179	179	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	408							60		
64	60	359/2	359/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	409							60		
64	60	180	180	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	410							60		
64	60	361/2	361/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	411									
65	61	181	181	0.0	0	0	Dynamic	3/4	1	1	0					ff								
65	61	181	181	0.0	0	0	Spanner	3/4	1	1	0													
65	61	181	181	0.0	0	0	Spanner	3/4	1	1	0													0
65	61	181	181	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	412							61		0
65	61	363/2	363/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	413							61		0
65	61	182	182	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	414							61		0
65	61	365/2	365/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	415							61		0
65	61	183	183	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	416							61		0
65	61	367/2	367/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	417							61		0
65	61	181	181	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	418							62		
65	61	363/2	363/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	419							62		
65	61	182	182	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	420							62		
65	61	365/2	365/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	421							62		
65	61	183	183	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	422							62		
65	61	367/2	367/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	423							62		
66	62	184	184	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	424							61		0
66	62	369/2	369/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	425							61		0
66	62	185	185	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	426							61		0
66	62	371/2	371/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	427							61		0
66	62	186	186	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	428							61		0
66	62	373/2	373/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	429									0
66	62	184	184	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	430							62		
66	62	369/2	369/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	431							62		
66	62	185	185	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	432							62		
66	62	371/2	371/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	433							62		
66	62	186	186	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	434							62		
66	62	373/2	373/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	435									
67	63	187	187	0.0	0	0	Dynamic	3/4	1	1	0					p								
67	63	187	187	0.0	0	0	Spanner	3/4	1	1	0													
67	63	187	187	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	436							63		
67	63	187	187	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	437							64		
68	64	190	190	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	438							63		
68	64	190	190	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	439							64		
69	65	193	193	0.0	0	0	Dynamic	3/4	1	1	0					pp								
69	65	193	193	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	440									
69	65	193	193	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	441									
70	66	196	196	0.0	0	0	Dynamic	3/4	1	1	0					p								
70	66	196	196	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	442							65		
70	66	393/2	393/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	443							65		
70	66	197	197	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	444							65		
70	66	395/2	395/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	445							65		
70	66	198	198	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	446							65		
70	66	397/2	397/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	447							65		
70	66	196	196	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	448							66		
70	66	197	197	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	449							66		
70	66	198	198	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	450							66		
71	67	199	199	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	451							65		
71	67	399/2	399/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	452							65		
71	67	200	200	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	453							65		
71	67	401/2	401/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	454							65		
71	67	201	201	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	455							65		
71	67	403/2	403/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	456							65		
71	67	199	199	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	457							66		
71	67	200	200	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	458							66		
71	67	201	201	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	459							66		
72	68	202	202	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	460							65		
72	68	405/2	405/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	461							65		
72	68	203	203	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	462							65		
72	68	407/2	407/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	463							65		
72	68	204	204	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	464							65		
72	68	409/2	409/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	465							65		
72	68	202	202	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	466							66		
72	68	203	203	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	467							66		
72	68	204	204	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	468							66		
73	69	205	205	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	469							65		
73	69	411/2	411/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	470							65		
73	69	206	206	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	471							65		
73	69	413/2	413/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	472							65		
73	69	207	207	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	473							65		
73	69	415/2	415/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	474									
73	69	205	205	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	475							66		
73	69	206	206	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	476							66		
73	69	207	207	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	477									
74	70	208	208	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	478							67		
74	70	209	209	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	479							67		
74	70	210	210	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	480							67		
74	70	208	208	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	481							68		
74	70	417/2	417/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	482							68		
74	70	209	209	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	483							68		
74	70	419/2	419/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	484							68		
74	70	210	210	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	485							68		
74	70	421/2	421/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	486							68		
75	71	211	211	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	487							67		
75	71	212	212	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	488							67		
75	71	213	213	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	489							67		
75	71	211	211	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	490							68		
75	71	423/2	423/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	491							68		
75	71	212	212	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	492							68		
75	71	425/2	425/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	493							68		
75	71	213	213	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	494							68		
75	71	427/2	427/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	495							68		
76	72	214	214	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	496							67		
76	72	215	215	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	497							67		
76	72	216	216	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	498							67		
76	72	214	214	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	499							68		
76	72	429/2	429/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	500							68		
76	72	215	215	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	501							68		
76	72	431/2	431/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	502							68		
76	72	216	216	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	503							68		
76	72	433/2	433/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	504									
77	73	217	217	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	505									
77	73	217	217	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	506									
77	73	218	218	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	507									
