mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation
23	22	88	88	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	299		
23	22	355/4	355/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	300		
23	22	85	85	0.75		0	0	Chord	4/4	2	2	3/16	1/8	3/2	301		
23	22	343/4	343/4	0.25		3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	302		
23	22	86	86	0.75		1/4	1/4	Chord	4/4	2	2	3/16	1/8	3/2	303		
23	22	347/4	347/4	0.25		7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	304		
23	22	87	87	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	305		
23	22	88	88	0.75		3/4	3/4	Chord	4/4	2	2	3/16	1/8	3/2	306		
23	22	355/4	355/4	0.25		15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	307		
24	23	89	89	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	308		
24	23	90	90	0.75		1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	309		
24	23	363/4	363/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	310		
24	23	91	91	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	311		
24	23	92	92	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	312		
24	23	371/4	371/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	313		
24	23	89	89	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	314		
24	23	90	90	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	315		
24	23	363/4	363/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	316		
24	23	91	91	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	317		
24	23	92	92	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	318		
24	23	371/4	371/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	319		
24	23	89	89	1.5		0	0	Chord	4/4	2	2	3/8	1/4	3/2	320		
24	23	181/2	181/2	0.25		3/8	3/8	Chord	4/4	2	2	1/16	1/16	1	321		
24	23	363/4	363/4	0.25		7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	322		
24	23	91	91	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	323		
24	23	92	92	0.75		3/4	3/4	Chord	4/4	2	2	3/16	1/8	3/2	324		
24	23	371/4	371/4	0.25		15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	325		
25	24	93	93	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	326		
25	24	94	94	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	327		
25	24	95	95	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	328		
25	24	96	96	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	329	p	
25	24	387/4	387/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	330		
25	24	93	93	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	331		
25	24	94	94	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	332		
25	24	95	95	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	333		
25	24	96	96	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	334		
25	24	387/4	387/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	335		
25	24	93	93	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	336		
25	24	94	94	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	337		
25	24	95	95	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	338		
26	25	97	97	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	339		
26	25	98	98	0.75		1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	340		
26	25	395/4	395/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	341		
26	25	99	99	0.75		1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	342		
26	25	399/4	399/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	343		
26	25	100	100	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	344		
26	25	403/4	403/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	345		
26	25	97	97	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	346		
26	25	98	98	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	347		
26	25	395/4	395/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	348		
26	25	99	99	0.75		1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	349		
26	25	399/4	399/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	350		
26	25	100	100	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	351		
26	25	403/4	403/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	352		
26	25	97	97	2.0		0	0	Chord	4/4	2	2	1/2	1/2	1	353		
26	25	99	99	2.0		1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	354		
26	25	97	97	4.0		0	0	Chord	4/4	2	3	1	1	1	355		
27	26	101	101	3.0		0	0	Chord	4/4	1	1	3/4	1/2	3/2	356	<	
27	26	104	104	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	357		
27	26	101	101	3.0		0	0	Chord	4/4	2	1	3/4	1/2	3/2	358		
27	26	104	104	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	359		
27	26	101	101	0.75		0	0	Chord	4/4	2	2	3/16	1/8	3/2	360		
27	26	407/4	407/4	0.25		3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	361		
27	26	102	102	0.75		1/4	1/4	Chord	4/4	2	2	3/16	1/8	3/2	362		
27	26	411/4	411/4	0.25		7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	363		
27	26	103	103	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	364		
28	27	105	105	3.0		0	0	Chord	4/4	1	1	3/4	1/2	3/2	365	f	
28	27	108	108	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	366		
28	27	423/4	423/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	367		
28	27	106	106	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	368		
28	27	427/4	427/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	369		
28	27	107	107	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	370		
29	28	109	109	3.0		0	0	Chord	4/4	1	1	3/4	1/2	3/2	371	ff	
29	28	112	112	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	372		
29	28	439/4	439/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	373		
29	28	110	110	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	374		
29	28	443/4	443/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	375		
29	28	111	111	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	376		
29	28	112	112	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	377		
30	29	113	113	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	378	ff	
30	29	115	115	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	379		
30	29	116	116	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	380		
30	29	113	113	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	381		
30	29	115	115	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	382		
30	29	116	116	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	383		
31	30	117	117	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	384		
31	30	117	117	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	385		
31	30	118	118	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	386		
31	30	119	119	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	387		
31	30	118	118	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	388		
31	30	119	119	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	389		
32	31	495/4	495/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	390	ff	
32	31	124	124	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	391		
32	31	121	121	0.125		0	0	Chord	4/4	2	1	1/32	1/32	1	392		
32	31	969/8	969/8	0.125		1/32	1/32	Chord	4/4	2	1	1/32	1/32	1	393		
32	31	485/4	485/4	0.125		1/16	1/16	Chord	4/4	2	1	1/32	1/32	1	394		
32	31	971/8	971/8	0.125		3/32	3/32	Chord	4/4	2	1	1/32	1/32	1	395		
32	31	243/2	243/2	0.125		1/8	1/8	Chord	4/4	2	1	1/32	1/32	1	396		
32	31	973/8	973/8	0.125		5/32	5/32	Chord	4/4	2	1	1/32	1/32	1	397		
32	31	487/4	487/4	0.125		3/16	3/16	Chord	4/4	2	1	1/32	1/32	1	398		
32	31	975/8	975/8	0.125		7/32	7/32	Chord	4/4	2	1	1/32	1/32	1	399		
32	31	122	122	0.125		1/4	1/4	Chord	4/4	2	1	1/32	1/32	1	400		
32	31	977/8	977/8	0.125		9/32	9/32	Chord	4/4	2	1	1/32	1/32	1	401		
32	31	489/4	489/4	0.125		5/16	5/16	Chord	4/4	2	1	1/32	1/32	1	402		
32	31	979/8	979/8	0.125		11/32	11/32	Chord	4/4	2	1	1/32	1/32	1	403		
32	31	245/2	245/2	0.125		3/8	3/8	Chord	4/4	2	1	1/32	1/32	1	404		
32	31	981/8	981/8	0.125		13/32	13/32	Chord	4/4	2	1	1/32	1/32	1	405		
32	31	491/4	491/4	0.125		7/16	7/16	Chord	4/4	2	1	1/32	1/32	1	406		
32	31	983/8	983/8	0.125		15/32	15/32	Chord	4/4	2	1	1/32	1/32	1	407		
32	31	123	123	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	408		
32	31	495/4	495/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	409		
32	31	124	124	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	410		
32	31	121	121	0.125		0	0	Chord	4/4	2	2	1/32	1/32	1	411		
32	31	969/8	969/8	0.125		1/32	1/32	Chord	4/4	2	2	1/32	1/32	1	412		
32	31	485/4	485/4	0.125		1/16	1/16	Chord	4/4	2	2	1/32	1/32	1	413		
32	31	971/8	971/8	0.125		3/32	3/32	Chord	4/4	2	2	1/32	1/32	1	414		
32	31	243/2	243/2	0.125		1/8	1/8	Chord	4/4	2	2	1/32	1/32	1	415		
32	31	973/8	973/8	0.125		5/32	5/32	Chord	4/4	2	2	1/32	1/32	1	416		
32	31	487/4	487/4	0.125		3/16	3/16	Chord	4/4	2	2	1/32	1/32	1	417		
32	31	975/8	975/8	0.125		7/32	7/32	Chord	4/4	2	2	1/32	1/32	1	418		
32	31	122	122	0.125		1/4	1/4	Chord	4/4	2	2	1/32	1/32	1	419		
32	31	977/8	977/8	0.125		9/32	9/32	Chord	4/4	2	2	1/32	1/32	1	420		
32	31	489/4	489/4	0.125		5/16	5/16	Chord	4/4	2	2	1/32	1/32	1	421		
32	31	979/8	979/8	0.125		11/32	11/32	Chord	4/4	2	2	1/32	1/32	1	422		
32	31	245/2	245/2	0.125		3/8	3/8	Chord	4/4	2	2	1/32	1/32	1	423		
32	31	981/8	981/8	0.125		13/32	13/32	Chord	4/4	2	2	1/32	1/32	1	424		
32	31	491/4	491/4	0.125		7/16	7/16	Chord	4/4	2	2	1/32	1/32	1	425		
32	31	983/8	983/8	0.125		15/32	15/32	Chord	4/4	2	2	1/32	1/32	1	426		
32	31	123	123	0.5		1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	427		
33	32	511/4	511/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	428	ff	
33	32	128	128	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	429		
33	32	125	125	0.125		0	0	Chord	4/4	2	1	1/32	1/32	1	430		
33	32	1001/8	1001/8	0.125		1/32	1/32	Chord	4/4	2	1	1/32	1/32	1	431		
33	32	501/4	501/4	0.125		1/16	1/16	Chord	4/4	2	1	1/32	1/32	1	432		
33	32	1003/8	1003/8	0.125		3/32	3/32	Chord	4/4	2	1	1/32	1/32	1	433		
33	32	251/2	251/2	0.125		1/8	1/8	Chord	4/4	2	1	1/32	1/32	1	434		
33	32	1005/8	1005/8	0.125		5/32	5/32	Chord	4/4	2	1	1/32	1/32	1	435		
33	32	503/4	503/4	0.125		3/16	3/16	Chord	4/4	2	1	1/32	1/32	1	436		
33	32	1007/8	1007/8	0.125		7/32	7/32	Chord	4/4	2	1	1/32	1/32	1	437		
33	32	126	126	0.125		1/4	1/4	Chord	4/4	2	1	1/32	1/32	1	438		
33	32	1009/8	1009/8	0.125		9/32	9/32	Chord	4/4	2	1	1/32	1/32	1	439		
33	32	505/4	505/4	0.125		5/16	5/16	Chord	4/4	2	1	1/32	1/32	1	440		
33	32	1011/8	1011/8	0.125		11/32	11/32	Chord	4/4	2	1	1/32	1/32	1	441		
33	32	253/2	253/2	0.125		3/8	3/8	Chord	4/4	2	1	1/32	1/32	1	442		
33	32	1013/8	1013/8	0.125		13/32	13/32	Chord	4/4	2	1	1/32	1/32	1	443		
33	32	507/4	507/4	0.125		7/16	7/16	Chord	4/4	2	1	1/32	1/32	1	444		
33	32	1015/8	1015/8	0.125		15/32	15/32	Chord	4/4	2	1	1/32	1/32	1	445		
33	32	127	127	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	446		
33	32	125	125	0.125		0	0	Chord	4/4	2	2	1/32	1/32	1	447		
33	32	1001/8	1001/8	0.125		1/32	1/32	Chord	4/4	2	2	1/32	1/32	1	448		
33	32	501/4	501/4	0.125		1/16	1/16	Chord	4/4	2	2	1/32	1/32	1	449		
33	32	1003/8	1003/8	0.125		3/32	3/32	Chord	4/4	2	2	1/32	1/32	1	450		
33	32	251/2	251/2	0.125		1/8	1/8	Chord	4/4	2	2	1/32	1/32	1	451		
33	32	1005/8	1005/8	0.125		5/32	5/32	Chord	4/4	2	2	1/32	1/32	1	452		
33	32	503/4	503/4	0.125		3/16	3/16	Chord	4/4	2	2	1/32	1/32	1	453		
33	32	1007/8	1007/8	0.125		7/32	7/32	Chord	4/4	2	2	1/32	1/32	1	454		
33	32	126	126	0.125		1/4	1/4	Chord	4/4	2	2	1/32	1/32	1	455		
33	32	1009/8	1009/8	0.125		9/32	9/32	Chord	4/4	2	2	1/32	1/32	1	456		
33	32	505/4	505/4	0.125		5/16	5/16	Chord	4/4	2	2	1/32	1/32	1	457		
33	32	1011/8	1011/8	0.125		11/32	11/32	Chord	4/4	2	2	1/32	1/32	1	458		
33	32	253/2	253/2	0.125		3/8	3/8	Chord	4/4	2	2	1/32	1/32	1	459		
33	32	1013/8	1013/8	0.125		13/32	13/32	Chord	4/4	2	2	1/32	1/32	1	460		
33	32	507/4	507/4	0.125		7/16	7/16	Chord	4/4	2	2	1/32	1/32	1	461		
33	32	1015/8	1015/8	0.125		15/32	15/32	Chord	4/4	2	2	1/32	1/32	1	462		
33	32	127	127	0.5		1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	463		
33	32	511/4	511/4	0.25		11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	464		
33	32	128	128	0.5		3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	465		
34	33	129	129	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	466		
34	33	519/4	519/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	467		
34	33	130	130	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	468		
34	33	131	131	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	469		
34	33	527/4	527/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	470		
34	33	132	132	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	471		
34	33	531/4	531/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	472		articStaccatoAbove
34	33	129	129	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	473		
34	33	519/4	519/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	474		
34	33	130	130	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	475		
34	33	131	131	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	476		
34	33	527/4	527/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	477		
34	33	132	132	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	478		
34	33	531/4	531/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	479		
35	34	133	133	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	480		
35	34	535/4	535/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	481		
35	34	134	134	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	482		
35	34	539/4	539/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	483		
35	34	135	135	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	484		
35	34	133	133	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	485		
35	34	134	134	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	486		
35	34	135	135	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	487		
36	35	137	137	0.125		0	0	Chord	4/4	1	1	1/32	1/32	1	488	p	
36	35	1097/8	1097/8	0.125		1/32	1/32	Chord	4/4	1	1	1/32	1/32	1	489		
36	35	549/4	549/4	0.125		1/16	1/16	Chord	4/4	1	1	1/32	1/32	1	490		
36	35	1099/8	1099/8	0.125		3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	491		
36	35	275/2	275/2	0.125		1/8	1/8	Chord	4/4	1	1	1/32	1/32	1	492		
36	35	1101/8	1101/8	0.125		5/32	5/32	Chord	4/4	1	1	1/32	1/32	1	493		
36	35	551/4	551/4	0.125		3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	494		
36	35	1103/8	1103/8	0.125		7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	495		
36	35	138	138	0.125		1/4	1/4	Chord	4/4	1	1	1/32	1/32	1	496		
36	35	1105/8	1105/8	0.125		9/32	9/32	Chord	4/4	1	1	1/32	1/32	1	497		
36	35	553/4	553/4	0.125		5/16	5/16	Chord	4/4	1	1	1/32	1/32	1	498		
36	35	1107/8	1107/8	0.125		11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	499		
36	35	277/2	277/2	0.125		3/8	3/8	Chord	4/4	1	1	1/32	1/32	1	500		
36	35	1109/8	1109/8	0.125		13/32	13/32	Chord	4/4	1	1	1/32	1/32	1	501		
36	35	555/4	555/4	0.125		7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	502		
36	35	1111/8	1111/8	0.125		15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	503		
36	35	139	139	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	504	f	
36	35	559/4	559/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	505	ff	
36	35	140	140	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	506		
36	35	137	137	0.125		0	0	Chord	4/4	2	1	1/32	1/32	1	507		
36	35	1097/8	1097/8	0.125		1/32	1/32	Chord	4/4	2	1	1/32	1/32	1	508		
36	35	549/4	549/4	0.125		1/16	1/16	Chord	4/4	2	1	1/32	1/32	1	509		
36	35	1099/8	1099/8	0.125		3/32	3/32	Chord	4/4	2	1	1/32	1/32	1	510		
36	35	275/2	275/2	0.125		1/8	1/8	Chord	4/4	2	1	1/32	1/32	1	511		
36	35	1101/8	1101/8	0.125		5/32	5/32	Chord	4/4	2	1	1/32	1/32	1	512		
36	35	551/4	551/4	0.125		3/16	3/16	Chord	4/4	2	1	1/32	1/32	1	513		
36	35	1103/8	1103/8	0.125		7/32	7/32	Chord	4/4	2	1	1/32	1/32	1	514		
36	35	138	138	0.125		1/4	1/4	Chord	4/4	2	1	1/32	1/32	1	515		
36	35	1105/8	1105/8	0.125		9/32	9/32	Chord	4/4	2	1	1/32	1/32	1	516		
36	35	553/4	553/4	0.125		5/16	5/16	Chord	4/4	2	1	1/32	1/32	1	517		
36	35	1107/8	1107/8	0.125		11/32	11/32	Chord	4/4	2	1	1/32	1/32	1	518		
36	35	277/2	277/2	0.125		3/8	3/8	Chord	4/4	2	1	1/32	1/32	1	519		
36	35	1109/8	1109/8	0.125		13/32	13/32	Chord	4/4	2	1	1/32	1/32	1	520		
36	35	555/4	555/4	0.125		7/16	7/16	Chord	4/4	2	1	1/32	1/32	1	521		
36	35	1111/8	1111/8	0.125		15/32	15/32	Chord	4/4	2	1	1/32	1/32	1	522		
36	35	139	139	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	523		articStaccatoBelow
36	35	559/4	559/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	524		
36	35	140	140	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	525		
37	36	141	141	0.125		0	0	Chord	4/4	1	1	1/32	1/32	1	526	<	
37	36	1129/8	1129/8	0.125		1/32	1/32	Chord	4/4	1	1	1/32	1/32	1	527		
37	36	565/4	565/4	0.125		1/16	1/16	Chord	4/4	1	1	1/32	1/32	1	528		
37	36	1131/8	1131/8	0.125		3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	529		
37	36	283/2	283/2	0.125		1/8	1/8	Chord	4/4	1	1	1/32	1/32	1	530		
37	36	1133/8	1133/8	0.125		5/32	5/32	Chord	4/4	1	1	1/32	1/32	1	531		
37	36	567/4	567/4	0.125		3/16	3/16	Chord	4/4	1	1	1/32	1/32	1	532		
37	36	1135/8	1135/8	0.125		7/32	7/32	Chord	4/4	1	1	1/32	1/32	1	533		
37	36	142	142	0.125		1/4	1/4	Chord	4/4	1	1	1/32	1/32	1	534		
37	36	1137/8	1137/8	0.125		9/32	9/32	Chord	4/4	1	1	1/32	1/32	1	535		
37	36	569/4	569/4	0.125		5/16	5/16	Chord	4/4	1	1	1/32	1/32	1	536		
37	36	1139/8	1139/8	0.125		11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	537		
37	36	285/2	285/2	0.125		3/8	3/8	Chord	4/4	1	1	1/32	1/32	1	538		
37	36	1141/8	1141/8	0.125		13/32	13/32	Chord	4/4	1	1	1/32	1/32	1	539		
37	36	571/4	571/4	0.125		7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	540		
37	36	1143/8	1143/8	0.125		15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	541		
37	36	143	143	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	542	f	
37	36	575/4	575/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	543	ff	
37	36	144	144	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	544		
37	36	141	141	0.125		0	0	Chord	4/4	2	1	1/32	1/32	1	545		
37	36	1129/8	1129/8	0.125		1/32	1/32	Chord	4/4	2	1	1/32	1/32	1	546		
37	36	565/4	565/4	0.125		1/16	1/16	Chord	4/4	2	1	1/32	1/32	1	547		
37	36	1131/8	1131/8	0.125		3/32	3/32	Chord	4/4	2	1	1/32	1/32	1	548		
37	36	283/2	283/2	0.125		1/8	1/8	Chord	4/4	2	1	1/32	1/32	1	549		
37	36	1133/8	1133/8	0.125		5/32	5/32	Chord	4/4	2	1	1/32	1/32	1	550		
37	36	567/4	567/4	0.125		3/16	3/16	Chord	4/4	2	1	1/32	1/32	1	551		
37	36	1135/8	1135/8	0.125		7/32	7/32	Chord	4/4	2	1	1/32	1/32	1	552		
37	36	142	142	0.125		1/4	1/4	Chord	4/4	2	1	1/32	1/32	1	553		
37	36	1137/8	1137/8	0.125		9/32	9/32	Chord	4/4	2	1	1/32	1/32	1	554		
37	36	569/4	569/4	0.125		5/16	5/16	Chord	4/4	2	1	1/32	1/32	1	555		
37	36	1139/8	1139/8	0.125		11/32	11/32	Chord	4/4	2	1	1/32	1/32	1	556		
37	36	285/2	285/2	0.125		3/8	3/8	Chord	4/4	2	1	1/32	1/32	1	557		
37	36	1141/8	1141/8	0.125		13/32	13/32	Chord	4/4	2	1	1/32	1/32	1	558		
37	36	571/4	571/4	0.125		7/16	7/16	Chord	4/4	2	1	1/32	1/32	1	559		
37	36	1143/8	1143/8	0.125		15/32	15/32	Chord	4/4	2	1	1/32	1/32	1	560		
37	36	143	143	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	561		
37	36	575/4	575/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	562		
37	36	144	144	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	563		
38	37	145	145	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	564		
38	37	583/4	583/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	565		
38	37	146	146	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	566		
38	37	147	147	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	567		
38	37	591/4	591/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	568		
38	37	148	148	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	569		
38	37	595/4	595/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	570		
38	37	145	145	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	571		
38	37	583/4	583/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	572		
38	37	146	146	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	573		
38	37	147	147	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	574		
38	37	591/4	591/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	575		
38	37	148	148	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	576		
38	37	595/4	595/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	577		
39	38		149	0.5	1	0	0	Chord	4/4	1	1	1/8	1/8	1	578		
39	38		599/4	0.25	1	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	579		
39	38		150	0.5	1	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	580		
39	38		603/4	0.25	1	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	581		
39	38		151	0.5	1	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	582		
39	38		149	0.5	1	0	0	Chord	4/4	2	1	1/8	1/8	1	583		
39	38		150	0.5	1	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	584		
39	38		151	0.5	1	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	585		
40	38	149	153	0.5	2	0	0	Chord	4/4	1	1	1/8	1/8	1	586		
40	38	599/4	615/4	0.25	2	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	587		
40	38	150	154	0.5	2	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	588		
40	38	603/4	619/4	0.25	2	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	589		
40	38	151	155	0.5	2	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	590		
40	38	152	156	0.75	2	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	591	p	
