mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	decrescendo_hairpin	crescendo_line	diminuendo_line	HairPin:3_decresc.	HairPin:3_decresc	crescendo_hairpin
11	11	32	32	0.0	1/2	1/2	Tempo	3/4	1	1	0								"

𝅘𝅥
=39
"	39.0	0.0	14							
11	11	32	32	0.0	1/2	1/2	Spanner	3/4	1	1	0											14							
11	11	32	32	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	145							14							
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	146														
11	11	30	30	0.0	0	0	Dynamic	3/4	2	1	0					p													
11	11	30	30	0.0	0	0	Spanner	3/4	2	1	0																		
11	11	30	30	0.0	0	0	Spanner	3/4	2	1	0																		
11	11	30	30	0.0	0	0	Spanner	3/4	2	1	0												42						
11	11	30	30	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	147								42						
11	11	61/2	61/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	148								42						
11	11	31	31	0.0	1/4	1/4	Spanner	3/4	2	1	0																		
11	11	31	31	0.0	1/4	1/4	Spanner	3/4	2	1	0														7				
11	11	31	31	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	149										7				
11	11	63/2	63/2	0.0	3/8	3/8	Spanner	3/4	2	1	0												43		7				
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	150								43		7				
11	11	32	32	0.0	1/2	1/2	Spanner	3/4	2	1	0														7				
11	11	32	32	0.0	1/2	1/2	Spanner	3/4	2	1	0												44		7				
11	11	32	32	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	151								44		7				
11	11	65/2	65/2	0.0	5/8	5/8	Dynamic	3/4	2	1	0					p													
11	11	65/2	65/2	0.0	5/8	5/8	Spanner	3/4	2	1	0																		
11	11	65/2	65/2	0.0	5/8	5/8	Spanner	3/4	2	1	0																		
11	11	65/2	65/2	0.0	5/8	5/8	Spanner	3/4	2	1	0												45						
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	152								45						
12	12	33	33	0.0	0	0	Tempo	3/4	1	1	0								"

𝅘𝅥
=40
"	40.0	0.0								
12	12	33	33	0.0	0	0	Dynamic	3/4	1	1	0					p													
12	12	33	33	0.0	0	0	Spanner	3/4	1	1	0														8				
12	12	33	33	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	153										8				
12	12	69/2	69/2	0.0	3/8	3/8	Tempo	3/4	1	1	0								"

𝅘𝅥
=39
"	39.0	0.0				8				
12	12	69/2	69/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	154										8				
12	12	71/2	71/2	0.0	5/8	5/8	Tempo	3/4	1	1	0								"

𝅘𝅥
=38
"	38.0	0.0				8				
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	155										8				
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	156							15			8				
12	12	35	35	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	157										8				
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	158										8				
12	12	33	33	0.0	0	0	Spanner	3/4	2	1	0																		
12	12	33	33	0.0	0	0	Spanner	3/4	2	1	0												46						
12	12	33	33	0.0	0	0	Spanner	3/4	2	1	0												46		9				
12	12	33	33	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	159								46		9				
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	160								46		9				
12	12	34	34	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	161								46		9				
12	12	69/2	69/2	0.0	3/8	3/8	Spanner	3/4	2	1	0														9				
12	12	69/2	69/2	0.0	3/8	3/8	Spanner	3/4	2	1	0												47		9				
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	162							16	47		9				
12	12	35	35	0.0	1/2	1/2	Spanner	3/4	2	1	0														9				
12	12	35	35	0.0	1/2	1/2	Spanner	3/4	2	1	0												48		9				
12	12	35	35	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	163								48		9				
12	12	71/2	71/2	0.0	5/8	5/8	Spanner	3/4	2	1	0														9				
12	12	71/2	71/2	0.0	5/8	5/8	Spanner	3/4	2	1	0												49		9				
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	164								49		9				
13	13	36	36	0.0	0	0	Dynamic	3/4	1	1	0					fp													
13	13	36	36	0.0	0	0	Tempo	3/4	1	1	0								"

𝅘𝅥
=36
"	36.0	0.0								
13	13	36	36	0.0	0	0	Spanner	3/4	1	1	0																		
13	13	36	36	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	165														
13	13	145/4	145/4	0.0	1/16	1/16	Tempo	3/4	1	1	0								"

𝅘𝅥
=40
"	40.0	0.0								
13	13	145/4	145/4	0.5	1/16	1/16	Chord	3/4	1	1	1/8		1/8	1	166														
13	13	147/4	147/4	0.5	3/16	3/16	Chord	3/4	1	1	1/8		1/8	1	167														
13	13	149/4	149/4	0.5	5/16	5/16	Chord	3/4	1	1	1/8		1/8	1	168														
13	13	151/4	151/4	0.5	7/16	7/16	Chord	3/4	1	1	1/8		1/8	1	169														
13	13	153/4	153/4	0.0	9/16	9/16	Tempo	3/4	1	1	0								"

𝅘𝅥
=39
"	39.0	0.0								
13	13	153/4	153/4	0.5	9/16	9/16	Chord	3/4	1	1	1/8		1/8	1	170														
13	13	155/4	155/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	171														
13	13	36	36	0.0	0	0	Dynamic	3/4	2	1	0					fp													
13	13	36	36	0.0	0	0	Spanner	3/4	2	1	0																		
13	13	36	36	0.0	0	0	Spanner	3/4	2	1	0																		
13	13	36	36	0.0	0	0	Spanner	3/4	2	1	0												50						
13	13	36	36	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	172		articStaccatoBelow						50						
13	13	73/2	73/2	0.0	1/8	1/8	Spanner	3/4	2	1	0																		
13	13	73/2	73/2	0.0	1/8	1/8	Spanner	3/4	2	1	0												51						
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	173		articStaccatoBelow						51						
13	13	37	37	0.0	1/4	1/4	Spanner	3/4	2	1	0																		
13	13	37	37	0.0	1/4	1/4	Spanner	3/4	2	1	0												52						
13	13	37	37	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	174		articStaccatoBelow						52						
13	13	75/2	75/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																		
13	13	75/2	75/2	0.0	3/8	3/8	Spanner	3/4	2	1	0												53						
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	175		articStaccatoBelow						53						
13	13	38	38	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
13	13	38	38	0.0	1/2	1/2	Spanner	3/4	2	1	0												54						
13	13	38	38	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	176		articStaccatoBelow						54						
13	13	77/2	77/2	0.0	5/8	5/8	Spanner	3/4	2	1	0												55						
13	13	77/2	77/2	0.0	5/8	5/8	Spanner	3/4	2	1	0												55						
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	177		articStaccatoBelow						55						
14	14	39	39	0.0	0	0	Spanner	3/4	1	1	0														10				
14	14	39	39	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	178										10				
14	14	157/4	157/4	0.0	1/16	1/16	Tempo	3/4	1	1	0								"

𝅘𝅥
=40
"	40.0	0.0				10				
14	14	157/4	157/4	0.5	1/16	1/16	Chord	3/4	1	1	1/8		1/8	1	179										10				
14	14	159/4	159/4	0.5	3/16	3/16	Chord	3/4	1	1	1/8		1/8	1	180										10				
14	14	161/4	161/4	0.5	5/16	5/16	Chord	3/4	1	1	1/8		1/8	1	181										10				
14	14	163/4	163/4	0.5	7/16	7/16	Chord	3/4	1	1	1/8		1/8	1	182										10				
14	14	165/4	165/4	0.0	9/16	9/16	Tempo	3/4	1	1	0								"

𝅘𝅥
=39
"	39.0	0.0				10				
14	14	165/4	165/4	0.5	9/16	9/16	Chord	3/4	1	1	1/8		1/8	1	183										10				
14	14	167/4	167/4	0.0	11/16	11/16	Dynamic	3/4	1	1	0					mp													
14	14	167/4	167/4	0.0	11/16	11/16	Spanner	3/4	1	1	0																		
14	14	167/4	167/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	184														
14	14	39	39	0.0	0	0	Spanner	3/4	2	1	0																		
14	14	39	39	0.0	0	0	Spanner	3/4	2	1	0														11				
14	14	39	39	0.0	0	0	Spanner	3/4	2	1	0												56		11				
14	14	39	39	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	185		articStaccatoBelow						56		11				
14	14	79/2	79/2	0.0	1/8	1/8	Spanner	3/4	2	1	0														11				
14	14	79/2	79/2	0.0	1/8	1/8	Spanner	3/4	2	1	0												57		11				
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	186		articStaccatoBelow						57		11				
14	14	40	40	0.0	1/4	1/4	Spanner	3/4	2	1	0														11				
14	14	40	40	0.0	1/4	1/4	Spanner	3/4	2	1	0												58		11				
14	14	40	40	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	187		articStaccatoBelow						58		11				
14	14	81/2	81/2	0.0	3/8	3/8	Spanner	3/4	2	1	0														11				
14	14	81/2	81/2	0.0	3/8	3/8	Spanner	3/4	2	1	0												59		11				
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	188		articStaccatoBelow						59		11				
14	14	41	41	0.0	1/2	1/2	Spanner	3/4	2	1	0														11				
14	14	41	41	0.0	1/2	1/2	Spanner	3/4	2	1	0												60		11				
14	14	41	41	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	189		articStaccatoBelow						60		11				
14	14	83/2	83/2	0.0	5/8	5/8	Spanner	3/4	2	1	0														11				
14	14	83/2	83/2	0.0	5/8	5/8	Spanner	3/4	2	1	0												61		11				
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	190		articStaccatoBelow						61		11				
15	15	42	42	0.0	0	0	Spanner	3/4	1	1	0															2	2		
15	15	42	42	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	191											2	2		
15	15	169/4	169/4	0.0	1/16	1/16	Tempo	3/4	1	1	0								"

𝅘𝅥
=40
"	40.0	0.0					2	2		
15	15	169/4	169/4	0.5	1/16	1/16	Chord	3/4	1	1	1/8		1/8	1	192											2	2		
15	15	171/4	171/4	0.5	3/16	3/16	Chord	3/4	1	1	1/8		1/8	1	193											2	2		
15	15	173/4	173/4	0.5	5/16	5/16	Chord	3/4	1	1	1/8		1/8	1	194											2	2		
15	15	175/4	175/4	0.5	7/16	7/16	Chord	3/4	1	1	1/8		1/8	1	195											2	2		
15	15	177/4	177/4	0.0	9/16	9/16	Tempo	3/4	1	1	0								"

𝅘𝅥
=39
"	39.0	0.0					2	2		
15	15	177/4	177/4	0.5	9/16	9/16	Chord	3/4	1	1	1/8		1/8	1	196											2	2		
15	15	179/4	179/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	197											2	2		
15	15	42	42	0.0	0	0	Dynamic	3/4	2	1	0					mp													
15	15	42	42	0.0	0	0	Spanner	3/4	2	1	0																		
15	15	42	42	0.0	0	0	Spanner	3/4	2	1	0																		
15	15	42	42	0.0	0	0	Spanner	3/4	2	1	0												62						
15	15	42	42	0.0	0	0	Spanner	3/4	2	1	0												62			3	3		
15	15	42	42	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	198		articStaccatoAbove						62			3	3		
15	15	85/2	85/2	0.0	1/8	1/8	Spanner	3/4	2	1	0															3	3		
15	15	85/2	85/2	0.0	1/8	1/8	Spanner	3/4	2	1	0												63			3	3		
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	199		articStaccatoAbove						63			3	3		
15	15	43	43	0.0	1/4	1/4	Spanner	3/4	2	1	0															3	3		
15	15	43	43	0.0	1/4	1/4	Spanner	3/4	2	1	0												64			3	3		
15	15	43	43	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	200		articStaccatoAbove						64			3	3		
15	15	87/2	87/2	0.0	3/8	3/8	Spanner	3/4	2	1	0															3	3		
15	15	87/2	87/2	0.0	3/8	3/8	Spanner	3/4	2	1	0												65			3	3		
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	201		articStaccatoAbove						65			3	3		
15	15	44	44	0.0	1/2	1/2	Spanner	3/4	2	1	0															3	3		
15	15	44	44	0.0	1/2	1/2	Spanner	3/4	2	1	0												66			3	3		
15	15	44	44	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	202		articStaccatoAbove						66			3	3		
15	15	89/2	89/2	0.0	5/8	5/8	Spanner	3/4	2	1	0															3	3		
15	15	89/2	89/2	0.0	5/8	5/8	Spanner	3/4	2	1	0												67			3	3		
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	203		articStaccatoAbove						67			3	3		
16	16	45	45	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	204											2	2		
16	16	181/4	181/4	0.0	1/16	1/16	Tempo	3/4	1	1	0								"

𝅘𝅥
=40
"	40.0	0.0					2	2		
16	16	181/4	181/4	0.5	1/16	1/16	Chord	3/4	1	1	1/8		1/8	1	205											2	2		
16	16	183/4	183/4	0.5	3/16	3/16	Chord	3/4	1	1	1/8		1/8	1	206											2	2		
16	16	185/4	185/4	0.0	5/16	5/16	Tempo	3/4	1	1	0								"

𝅘𝅥
=38
"	38.0	0.0					2	2		
16	16	185/4	185/4	0.5	5/16	5/16	Chord	3/4	1	1	1/8		1/8	1	207											2	2		
16	16	187/4	187/4	0.0	7/16	7/16	Dynamic	3/4	1	1	0					pp													
16	16	187/4	187/4	0.0	7/16	7/16	Spanner	3/4	1	1	0																		
16	16	187/4	187/4	0.5	7/16	7/16	Chord	3/4	1	1	1/8		1/8	1	208														
16	16	189/4	189/4	0.0	9/16	9/16	Tempo	3/4	1	1	0								"

𝅘𝅥
=36
"	36.0	0.0								
16	16	189/4	189/4	0.5	9/16	9/16	Chord	3/4	1	1	1/8		1/8	1	209														
16	16	191/4	191/4	0.0	11/16	11/16	Tempo	3/4	1	1	0								"

𝅘𝅥
=30
"	30.0	0.0								
16	16	191/4	191/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	210														
16	16	45	45	0.0	0	0	Spanner	3/4	2	1	0															3	3		
16	16	45	45	0.0	0	0	Spanner	3/4	2	1	0												68			3	3		
16	16	45	45	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	211		articStaccatoAbove						68			3	3		
16	16	91/2	91/2	0.0	1/8	1/8	Spanner	3/4	2	1	0															3	3		
16	16	91/2	91/2	0.0	1/8	1/8	Spanner	3/4	2	1	0												69			3	3		
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	212		articStaccatoAbove						69			3	3		
16	16	46	46	0.0	1/4	1/4	Spanner	3/4	2	1	0																		
16	16	46	46	0.0	1/4	1/4	Spanner	3/4	2	1	0																		
16	16	46	46	0.0	1/4	1/4	Spanner	3/4	2	1	0												70						
16	16	46	46	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	213		articStaccatoAbove						70						
16	16	93/2	93/2	0.0	3/8	3/8	Dynamic	3/4	2	1	0					pp													
16	16	93/2	93/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																		
16	16	93/2	93/2	0.0	3/8	3/8	Spanner	3/4	2	1	0												71						
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	214		articStaccatoAbove						71						
16	16	47	47	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
16	16	47	47	0.0	1/2	1/2	Spanner	3/4	2	1	0												72						
16	16	47	47	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	215		articStaccatoAbove						72						
16	16	95/2	95/2	0.0	5/8	5/8	Spanner	3/4	2	1	0																		
16	16	95/2	95/2	0.0	5/8	5/8	Spanner	3/4	2	1	0												73						
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	216		articStaccatoAbove						73						
17	17	48	48	0.0	0	0	Dynamic	3/4	1	1	0					pp													
17	17	48	48	0.0	0	0	Tempo	3/4	1	1	0								"

𝅘𝅥
=40
"	40.0	0.0								
17	17	48	48	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	217														
17	17	50	50	0.0	1/2	1/2	Tempo	3/4	1	1	0								"

𝅘𝅥
=39
"	39.0	0.0								
17	17	50	50	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	218														
17	17	201/4	201/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	219														
17	17	101/2	101/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	220														
17	17	203/4	203/4	0.0	11/16	11/16	Tempo	3/4	1	1	0								"

𝅘𝅥
=36
"	36.0	0.0								
17	17	203/4	203/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	221														
17	17	407/8	407/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	222														
17	17	48	48	0.25	0	0	Chord	3/4	1	2	1/16		1/16	1	223														
17	17	193/4	193/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16		1/16	1	224														
17	17	97/2	97/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16		1/16	1	225														
17	17	195/4	195/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	226														
17	17	49	49	0.25	1/4	1/4	Chord	3/4	1	2	1/16		1/16	1	227														
17	17	197/4	197/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16		1/16	1	228														
17	17	99/2	99/2	0.25	3/8	3/8	Chord	3/4	1	2	1/16		1/16	1	229														
17	17	199/4	199/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	230														
17	17	50	50	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	231														
17	17	201/4	201/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	232														
17	17	101/2	101/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	233														
17	17	203/4	203/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	234														
17	17	48	48	0.0	0	0	Spanner	3/4	2	1	0																		
17	17	48	48	0.0	0	0	Spanner	3/4	2	1	0												74						
17	17	48	48	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	235								74						
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	236								74						
17	17	49	49	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	237								74						
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	238								74						
17	17	50	50	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
17	17	50	50	0.0	1/2	1/2	Spanner	3/4	2	1	0												75						
17	17	50	50	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	239								75						
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	240								75						
18	18	51	51	0.0	0	0	Tempo	3/4	1	1	0								"

𝅘𝅥
=40
"	40.0	0.0								
18	18	51	51	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	241														
18	18	105/2	105/2	0.0	3/8	3/8	Tempo	3/4	1	1	0								"

𝅘𝅥
=39
"	39.0	0.0								
18	18	105/2	105/2	0.0	3/8	3/8	Spanner	3/4	1	1	0														12				
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	242		ornamentTrill					17			12				
18	18	53	53	0.0	1/2	1/2	Tempo	3/4	1	1	0								"

𝅘𝅥
=38
"	38.0	0.0	17			12				
18	18	53	53	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	243							17			12				
18	18	107/2	107/2	0.0	5/8	5/8	Tempo	3/4	1	1	0								"

𝅘𝅥
=36
"	36.0	0.0				12				
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	244										12				
18	18	51	51	0.25	0	0	Chord	3/4	1	2	1/16		1/16	1	245										12				
18	18	205/4	205/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16		1/16	1	246										12				
18	18	103/2	103/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16		1/16	1	247										12				
18	18	207/4	207/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	248										12				
18	18	52	52	0.25	1/4	1/4	Chord	3/4	1	2	1/16		1/16	1	249										12				
18	18	209/4	209/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16		1/16	1	250										12				
18	18	105/2	105/2	0.25	3/8	3/8	Chord	3/4	1	2	1/16		1/16	1	251										12				
18	18	211/4	211/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	252										12				
18	18	53	53	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	253										12				
18	18	213/4	213/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	254										12				
18	18	107/2	107/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	255										12				
18	18	215/4	215/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	256										12				
18	18	105/2	105/2	0.05555555555555555	3/8	3/8	Chord	3/4	1	3	1/72		1/64	8/9	257										12				
18	18	473/9	473/9	0.05555555555555555	7/18	7/18	Chord	3/4	1	3	1/72		1/64	8/9	258										12				
18	18	947/18	947/18	0.05555555555555555	29/72	29/72	Chord	3/4	1	3	1/72		1/64	8/9	259										12				
18	18	158/3	158/3	0.05555555555555555	5/12	5/12	Chord	3/4	1	3	1/72		1/64	8/9	260										12				
18	18	949/18	949/18	0.05555555555555555	31/72	31/72	Chord	3/4	1	3	1/72		1/64	8/9	261										12				
18	18	475/9	475/9	0.05555555555555555	4/9	4/9	Chord	3/4	1	3	1/72		1/64	8/9	262										12				
18	18	317/6	317/6	0.05555555555555555	11/24	11/24	Chord	3/4	1	3	1/72		1/64	8/9	263										12				
18	18	476/9	476/9	0.05555555555555555	17/36	17/36	Chord	3/4	1	3	1/72		1/64	8/9	264										12				
18	18	953/18	953/18	0.05555555555555555	35/72	35/72	Chord	3/4	1	3	1/72		1/64	8/9	265										12				
18	18	51	51	0.0	0	0	Spanner	3/4	2	1	0																		
18	18	51	51	0.0	0	0	Spanner	3/4	2	1	0												76						
18	18	51	51	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	266								76						
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	267								76						
18	18	52	52	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	268								76						
18	18	105/2	105/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																		
18	18	105/2	105/2	0.0	3/8	3/8	Spanner	3/4	2	1	0												77						
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	269								77						
18	18	53	53	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
18	18	53	53	0.0	1/2	1/2	Spanner	3/4	2	1	0												78						
18	18	53	53	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	270								78						
18	18	107/2	107/2	0.0	5/8	5/8	Spanner	3/4	2	1	0																		
18	18	107/2	107/2	0.0	5/8	5/8	Spanner	3/4	2	1	0												79						
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	271								79						
19	19	54	54	0.0	0	0	Dynamic	3/4	1	1	0					fp													
19	19	54	54	0.0	0	0	Tempo	3/4	1	1	0								"

𝅘𝅥
=38
"	38.0	0.0								
19	19	54	54	0.0	0	0	Spanner	3/4	1	1	0																		
19	19	54	54	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	272														
19	19	217/4	217/4	0.0	1/16	1/16	Tempo	3/4	1	1	0								"

𝅘𝅥
=40
"	40.0	0.0								
19	19	55	55	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	273		articStaccatoBelow					18							
19	19	221/4	221/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	274		articStaccatoBelow					18							
19	19	111/2	111/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	275		articStaccatoBelow					18							
19	19	223/4	223/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	276		articStaccatoBelow					18							
19	19	56	56	0.0	1/2	1/2	Tempo	3/4	1	1	0								"

𝅘𝅥
=39
"	39.0	0.0	18							
19	19	56	56	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	277		articStaccatoAbove					18							
19	19	225/4	225/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	278		articStaccatoAbove					18							
19	19	113/2	113/2	0.0	5/8	5/8	Tempo	3/4	1	1	0								"

𝅘𝅥
=38
"	38.0	0.0	18							
19	19	113/2	113/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	279		articAccentBelow					18							
19	19	227/4	227/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	280		articStaccatoAbove												
19	19	54	54	0.25	0	0	Chord	3/4	1	2	1/16		1/16	1	281														
19	19	217/4	217/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16		1/16	1	282														
19	19	109/2	109/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16		1/16	1	283														
19	19	219/4	219/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	284														
19	19	54	54	0.0	0	0	Spanner	3/4	2	1	0																		
19	19	54	54	0.0	0	0	Spanner	3/4	2	1	0												80						
19	19	54	54	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	285								80						
19	19	109/2	109/2	0.0	1/8	1/8	Spanner	3/4	2	1	0																		
19	19	109/2	109/2	0.0	1/8	1/8	Spanner	3/4	2	1	0												81						
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	286								81						
19	19	55	55	0.0	1/4	1/4	Spanner	3/4	2	1	0																		
19	19	55	55	0.0	1/4	1/4	Spanner	3/4	2	1	0												82						
19	19	55	55	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	287								82						
19	19	221/4	221/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	288								82						
19	19	111/2	111/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																		
19	19	111/2	111/2	0.0	3/8	3/8	Spanner	3/4	2	1	0												83						
19	19	111/2	111/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	289								83						
19	19	223/4	223/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	290								83						
19	19	56	56	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
19	19	56	56	0.0	1/2	1/2	Spanner	3/4	2	1	0												84						
19	19	56	56	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	291								84						
19	19	225/4	225/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	292								84						
