mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin
68	66	263	263	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1073							
68	66	1053/4	1053/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1074							
68	66	527/2	527/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1075							
68	66	1055/4	1055/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1076							
68	66	264	264	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1077							
68	66	1057/4	1057/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1078							
69	67	529/2	529/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1079				115			
69	67	265	265	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1080							
69	67	531/2	531/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1081			articStaccatoBelow				
69	67	266	266	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1082			articStaccatoBelow				
69	67	533/2	533/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1083			articStaccatoBelow				
69	67	267	267	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1084			articStaccatoBelow				
69	67	535/2	535/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1085			articStaccatoBelow				
69	67	268	268	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1086			articStaccatoBelow				
69	67	529/2	529/2	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1087							
69	67	1059/4	1059/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1088							
69	67	265	265	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1089							
69	67	1061/4	1061/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1090							
69	67	531/2	531/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1091							
69	67	1063/4	1063/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1092							
69	67	266	266	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1093							
69	67	1065/4	1065/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1094							
69	67	533/2	533/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1095							
69	67	1067/4	1067/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1096							
69	67	267	267	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1097							
69	67	1069/4	1069/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1098							
69	67	535/2	535/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1099							
69	67	1071/4	1071/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1100							
69	67	268	268	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1101							
69	67	1073/4	1073/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1102							
70	68	537/2	537/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1103							
70	68	1075/4	1075/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1104				116			
70	68	269	269	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1105				116			
70	68	1077/4	1077/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1106				116			
70	68	539/2	539/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1107				116			
70	68	1079/4	1079/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1108				116			
70	68	270	270	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1109				116			
70	68	1081/4	1081/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1110							
70	68	1083/4	1083/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1111				117			
70	68	271	271	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1112				117			
70	68	1085/4	1085/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1113				117			
70	68	543/2	543/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1114				117			
70	68	1087/4	1087/4	0.0	13/16	13/16	Dynamic	4/4	1	1	0						sf		117			
70	68	1087/4	1087/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1115				117			
70	68	272	272	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1116				117			
70	68	1089/4	1089/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1117							
70	68	537/2	537/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1118							
70	68	539/2	539/2	0.0	1/4	1/4	Dynamic	4/4	2	1	0						sf					
70	68	539/2	539/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1119							
70	68	541/2	541/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1120							
70	68	543/2	543/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1121				118			
70	68	541/2	541/2	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	1122							
71	69	1091/4	1091/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1123				119			
71	69	273	273	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1124				119			
71	69	1093/4	1093/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1125				119			
71	69	547/2	547/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1126				119			
71	69	1095/4	1095/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1127				119			
71	69	274	274	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1128				119			
71	69	1097/4	1097/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1129							
71	69	1099/4	1099/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1130				120			
71	69	275	275	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1131				120			
71	69	1101/4	1101/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1132				120			
71	69	551/2	551/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1133				120			
71	69	1103/4	1103/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1134				120			
71	69	276	276	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1135				120			
71	69	1105/4	1105/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1136							
71	69	545/2	545/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1137				118			
71	69	273	273	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1138				118			
71	69	547/2	547/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1139				118			
71	69	274	274	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1140				118			
71	69	549/2	549/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1141				118			
71	69	275	275	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1142				118			
71	69	551/2	551/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1143				118			
71	69	276	276	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1144							
71	69	545/2	545/2	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	1145							
71	69	549/2	549/2	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	1146							
72	70	1107/4	1107/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1147				121			
72	70	277	277	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1148				121			
72	70	1109/4	1109/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1149				121			
72	70	555/2	555/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1150				121			
72	70	1111/4	1111/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1151				121			
72	70	278	278	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1152				121			
72	70	1113/4	1113/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1153							
72	70	1115/4	1115/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1154				122			
72	70	279	279	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1155				122			
72	70	1117/4	1117/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1156				122			
72	70	559/2	559/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1157				122			
72	70	1119/4	1119/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1158				122			
72	70	280	280	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1159				122			
72	70	1121/4	1121/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1160							
72	70	553/2	553/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1161				123			
72	70	555/2	555/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1162							
72	70	559/2	559/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1163				124			
72	70	553/2	553/2	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	1164							
72	70	557/2	557/2	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	1165							
73	71	561/2	561/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1166				125			
73	71	1123/4	1123/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1167				125			
73	71	281	281	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1168				125			
73	71	1125/4	1125/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1169				125			
73	71	563/2	563/2	0.2	1/4	1/4	Chord	4/4	1	1	1/20		1/16	4/5	1170				125			
73	71	2817/10	2817/10	0.2	3/10	3/10	Chord	4/4	1	1	1/20		1/16	4/5	1171				125			
73	71	2819/10	2819/10	0.2	7/20	7/20	Chord	4/4	1	1	1/20		1/16	4/5	1172				125			
73	71	2821/10	2821/10	0.2	2/5	2/5	Chord	4/4	1	1	1/20		1/16	4/5	1173				125			
73	71	2823/10	2823/10	0.2	9/20	9/20	Chord	4/4	1	1	1/20		1/16	4/5	1174				125			
73	71	565/2	565/2	0.2	1/2	1/2	Chord	4/4	1	1	1/20		1/16	4/5	1175				125			
73	71	2827/10	2827/10	0.2	11/20	11/20	Chord	4/4	1	1	1/20		1/16	4/5	1176				125			
73	71	2829/10	2829/10	0.2	3/5	3/5	Chord	4/4	1	1	1/20		1/16	4/5	1177				125			
73	71	2831/10	2831/10	0.2	13/20	13/20	Chord	4/4	1	1	1/20		1/16	4/5	1178				125			
73	71	2833/10	2833/10	0.2	7/10	7/10	Chord	4/4	1	1	1/20		1/16	4/5	1179				125			
73	71	567/2	567/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1180				125			
73	71	1135/4	1135/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1181				125			
73	71	284	284	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1182				125			
73	71	1137/4	1137/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1183							
73	71	561/2	561/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1184				124			
73	71	563/2	563/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1185				124			
73	71	565/2	565/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1186				124			
73	71	567/2	567/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1187							
73	71	561/2	561/2	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	1188							
73	71	565/2	565/2	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	1189							
74	72	569/2	569/2	0.0	0	0	Dynamic	4/4	1	1	0						fp					
74	72	569/2	569/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1190							
74	72	1139/4	1139/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1191							
74	72	285	285	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1192							
74	72	1141/4	1141/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1193							
74	72	571/2	571/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1194							
74	72	1143/4	1143/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1195							
74	72	286	286	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1196							
74	72	1145/4	1145/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1197							
74	72	573/2	573/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1198							
74	72	1147/4	1147/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1199							
74	72	287	287	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1200							
74	72	1149/4	1149/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1201							
74	72	575/2	575/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1202							
74	72	1151/4	1151/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1203							
74	72	288	288	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1204							
74	72	1153/4	1153/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1205							
74	72	569/2	569/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1206							
74	72	286	286	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1207				126			
74	72	573/2	573/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1208				126			
74	72	287	287	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1209							
74	72	569/2	569/2	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	1210							
74	72	573/2	573/2	1.5	1/2	1/2	Chord	4/4	2	2	3/8		1/4	3/2	1211							
74	72	288	288	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	1212				127			
75	73	577/2	577/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1213							
75	73	1155/4	1155/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1214							
75	73	289	289	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1215							
75	73	1157/4	1157/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1216							
75	73	579/2	579/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1217							
75	73	1159/4	1159/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1218							
75	73	290	290	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1219							
75	73	1161/4	1161/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1220							
75	73	581/2	581/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1221							
75	73	1163/4	1163/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1222							
75	73	291	291	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1223							
75	73	1165/4	1165/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1224							
75	73	583/2	583/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1225							
75	73	1167/4	1167/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1226							
75	73	292	292	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1227							
75	73	1169/4	1169/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1228							
75	73	577/2	577/2	0.0	0	0	Dynamic	4/4	2	1	0						fp					
75	73	577/2	577/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1229							
75	73	289	289	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1230							
75	73	290	290	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1231				128			
75	73	581/2	581/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1232				128			
75	73	291	291	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1233							
75	73	292	292	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1234				129			
75	73	577/2	577/2	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	1235				127			
75	73	581/2	581/2	1.5	1/2	1/2	Chord	4/4	2	2	3/8		1/4	3/2	1236							
76	74	585/2	585/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1237							
76	74	293	293	0.0	1/8	1/8	Dynamic	4/4	1	1	0						pp					
76	74	293	293	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1238							
76	74	587/2	587/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1239							
76	74	294	294	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1240	pp						
76	74	589/2	589/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1241							
76	74	295	295	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1242							
76	74	591/2	591/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1243							
76	74	296	296	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1244							
76	74	585/2	585/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1245				129			
76	74	293	293	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1246							
76	74	294	294	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1247				130			
76	74	589/2	589/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1248				130			
76	74	295	295	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1249							
76	74	296	296	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1250				131			
77	75	593/2	593/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1251							
77	75	297	297	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1252							
77	75	595/2	595/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1253							
77	75	298	298	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1254							
77	75	597/2	597/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1255							
77	75	299	299	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1256							
77	75	599/2	599/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1257							
77	75	300	300	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1258							
77	75	593/2	593/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1259				131			
77	75	297	297	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1260							
77	75	300	300	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1261				132			
78	76	601/2	601/2	0.0	0	0	Dynamic	4/4	1	1	0						pp					
78	76	601/2	601/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1262							
78	76	301	301	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1263							
78	76	603/2	603/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1264							
78	76	302	302	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1265							
78	76	605/2	605/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1266							
78	76	303	303	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1267							
78	76	607/2	607/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1268							
78	76	304	304	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1269							
78	76	304	304	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1270				133			
78	76	601/2	601/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1271				132			
78	76	301	301	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1272							
78	76	302	302	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1273				134			
78	76	605/2	605/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1274				134			
78	76	303	303	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1275							
78	76	304	304	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1276				135			
79	77	609/2	609/2	0.0	0	0	Spanner	4/4	1	1	0										8	
79	77	609/2	609/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1277						8	
79	77	305	305	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1278						8	
79	77	611/2	611/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1279						8	
79	77	306	306	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1280						8	
79	77	613/2	613/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1281						8	
79	77	307	307	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1282						8	
79	77	615/2	615/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1283						8	
79	77	308	308	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1284						8	
79	77	609/2	609/2	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	1285	<			133		8	
79	77	305	305	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1286						8	
79	77	609/2	609/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1287				135			
79	77	305	305	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1288							
79	77	308	308	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1289				136			
80	78	617/2	617/2	0.0	0	0	Dynamic	4/4	1	1	0						sf					
80	78	617/2	617/2	0.0	0	0	Spanner	4/4	1	1	0											
80	78	617/2	617/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1290							
80	78	309	309	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1291							
80	78	619/2	619/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1292							
80	78	310	310	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1293							
80	78	621/2	621/2	0.0	1/2	1/2	Dynamic	4/4	1	1	0						sf					
80	78	621/2	621/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1294							
80	78	311	311	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1295							
80	78	623/2	623/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1296							
80	78	312	312	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1297							
80	78	617/2	617/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1298				136			
80	78	309	309	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1299							
80	78	310	310	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1300				137			
80	78	621/2	621/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1301				137			
80	78	311	311	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1302							
80	78	312	312	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1303				138			
81	79	625/2	625/2	0.0	0	0	Dynamic	4/4	1	1	0						sf					
81	79	625/2	625/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1304							
81	79	313	313	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1305							
81	79	627/2	627/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1306							
81	79	314	314	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1307							
81	79	629/2	629/2	0.0	1/2	1/2	Dynamic	4/4	1	1	0						sf					
81	79	629/2	629/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1308							
81	79	315	315	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1309							
81	79	631/2	631/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1310							
81	79	316	316	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1311							
81	79	625/2	625/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1312				138			
81	79	313	313	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1313							
81	79	314	314	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1314				139			
81	79	629/2	629/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1315				139			
81	79	315	315	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1316							
81	79	316	316	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1317				140			
82	80	633/2	633/2	0.0	0	0	Dynamic	4/4	1	1	0						p					
82	80	633/2	633/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1318							
82	80	1267/4	1267/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1319							
82	80	317	317	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1320							
82	80	1269/4	1269/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1321							
82	80	635/2	635/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1322							
82	80	1271/4	1271/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1323							
82	80	318	318	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1324							
82	80	1273/4	1273/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1325							
82	80	637/2	637/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1326							
82	80	1275/4	1275/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1327							
82	80	319	319	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1328							
82	80	1277/4	1277/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1329							
82	80	639/2	639/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1330							
82	80	1279/4	1279/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1331							
82	80	320	320	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1332							
82	80	1281/4	1281/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1333							
82	80	633/2	633/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1334				140			
82	80	317	317	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1335							
82	80	318	318	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1336				141			
82	80	637/2	637/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1337				141			
82	80	319	319	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1338							
82	80	320	320	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1339				142			
83	81	641/2	641/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1340							
