mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin
17	16	249/4	249/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	267							
17	16	125/2	125/2	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	268			articStaccatoAbove				
17	16	377/6	377/6	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	269			articStaccatoAbove				
17	16	379/6	379/6	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	270			articStaccatoAbove				
17	16	127/2	127/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	271			articStaccatoBelow				
17	16	383/6	383/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	272			articStaccatoBelow				
17	16	385/6	385/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	273			articStaccatoBelow				
17	16	121/2	121/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	274							
18	17	129/2	129/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	275				37			
18	17	131/2	131/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	276				37			
18	17	263/4	263/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	277				37			
18	17	66	66	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	278				37			
18	17	265/4	265/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	279							
18	17	133/2	133/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	280				38			
18	17	135/2	135/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	281				38			
18	17	271/4	271/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	282				38			
18	17	68	68	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	283				38			
18	17	273/4	273/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	284							
18	17	65	65	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	285							
18	17	131/2	131/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	286							
18	17	67	67	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	287							
18	17	135/2	135/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	288							
19	18	137/2	137/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	289				39			
19	18	275/4	275/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	290				39			
19	18	69	69	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	291				39			
19	18	277/4	277/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	292	<			39			
19	18	139/2	139/2	0.0	1/4	1/4	Spanner	4/4	1	1	0								39		3	
19	18	139/2	139/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	293				39		3	
19	18	279/4	279/4	0.0	5/16	5/16	Spanner	4/4	1	1	0								39			
19	18	279/4	279/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	294				39			
19	18	70	70	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	295				39			
19	18	281/4	281/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	296				39			
19	18	141/2	141/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	297				39			
19	18	283/4	283/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	298				39			
19	18	71	71	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	299				39			
19	18	285/4	285/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	300				39			
19	18	143/2	143/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	301				39			
19	18	287/4	287/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	302				39			
19	18	72	72	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	303				39			
19	18	289/4	289/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	304							
19	18	69	69	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	305							
19	18	139/2	139/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	306							
20	19	145/2	145/2	0.0	0	0	Dynamic	4/4	1	1	0						sf					
20	19	145/2	145/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	307				40			
20	19	147/2	147/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	308				40			
20	19	295/4	295/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	309				40			
20	19	74	74	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	310				40			
20	19	297/4	297/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	311							
20	19	149/2	149/2	0.0	1/2	1/2	Dynamic	4/4	1	1	0						sf					
20	19	149/2	149/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	312				41			
20	19	151/2	151/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	313				41			
20	19	303/4	303/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	314				41			
20	19	76	76	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	315				41			
20	19	305/4	305/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	316							
20	19	73	73	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	317							
20	19	147/2	147/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	318							
20	19	75	75	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	319							
20	19	151/2	151/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	320							
21	20	153/2	153/2	0.0	0	0	Dynamic	4/4	1	1	0						sf					
21	20	153/2	153/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	321				42			
21	20	155/2	155/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	322				42			
21	20	311/4	311/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	323				42			
21	20	78	78	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	324				42			
21	20	313/4	313/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	325				42			
21	20	157/2	157/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	326				42			
21	20	315/4	315/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	327				42			
21	20	79	79	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	328				42			
21	20	317/4	317/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	329				42			
21	20	159/2	159/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	330				42			
21	20	319/4	319/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	331				42			
21	20	80	80	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	332				42			
21	20	321/4	321/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	333							
21	20	77	77	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	334							
21	20	155/2	155/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	335							
22	21	161/2	161/2	0.0	0	0	Dynamic	4/4	1	1	0						p					
22	21	161/2	161/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	336	p			43			
22	21	163/2	163/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	337				43			
22	21	327/4	327/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	338				43			
22	21	82	82	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	339				43			
22	21	329/4	329/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	340							
22	21	165/2	165/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	341				44			
22	21	167/2	167/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	342				44			
22	21	335/4	335/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	343				44			
22	21	84	84	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	344				44			
22	21	337/4	337/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	345							
22	21	81	81	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	346							
22	21	163/2	163/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	347							
22	21	83	83	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	348							
22	21	167/2	167/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	349							
23	22	169/2	169/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	350				45			
23	22	339/4	339/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	351				45			
23	22	85	85	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	352				45			
23	22	341/4	341/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	353				45			
23	22	171/2	171/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	354				45			
23	22	343/4	343/4	0.0	5/16	5/16	Spanner	4/4	1	1	0								45		4	
23	22	343/4	343/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	355	<			45		4	
23	22	86	86	0.0	3/8	3/8	Spanner	4/4	1	1	0								45			
23	22	86	86	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	356				45			
23	22	345/4	345/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	357				45			
23	22	173/2	173/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	358				45			
23	22	347/4	347/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	359				45			
23	22	87	87	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	360				45			
23	22	349/4	349/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	361				45			
23	22	175/2	175/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	362				45			
23	22	351/4	351/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	363				45			
23	22	88	88	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	364				45			
23	22	353/4	353/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	365							
23	22	85	85	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	366							
23	22	171/2	171/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	367							
24	23	177/2	177/2	0.0	0	0	Dynamic	4/4	1	1	0						ff					
24	23	177/2	177/2	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	368	ff			46			
24	23	90	90	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	369				46			
24	23	361/4	361/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	370				46			
24	23	181/2	181/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	371				46			
24	23	363/4	363/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	372				46			
24	23	91	91	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	373				46			
24	23	365/4	365/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	374				46			
24	23	183/2	183/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	375				46			
24	23	367/4	367/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	376				46			
24	23	92	92	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	377				46			
24	23	369/4	369/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	378							
24	23	177/2	177/2	4.0	0	0	Chord	4/4	2	1	1		1	1	379							
25	24	185/2	185/2	0.0	0	0	Dynamic	4/4	1	1	0						sf					
25	24	185/2	185/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	380							
25	24	189/2	189/2	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	381							
25	24	96	96	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	382				47			
25	24	96	96	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	383	p			48			
25	24	185/2	185/2	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	384							
25	24	189/2	189/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	385							
25	24	96	96	0.0	7/8	7/8	Dynamic	4/4	2	1	0						p					
25	24	96	96	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	386				49			
26	25	193/2	193/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	387				47			
26	25	97	97	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	388							
26	25	100	100	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	389				50			
26	25	193/2	193/2	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	390							
26	25	100	100	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	391	p						
26	25	193/2	193/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	392				49			
26	25	97	97	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	393							
26	25	100	100	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	394				51			
27	26	201/2	201/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	395				50			
27	26	101	101	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	396							
27	26	104	104	0.0	7/8	7/8	Spanner	4/4	1	1	0										5	
27	26	104	104	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	397				52		5	
27	26	201/2	201/2	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	398						5	
27	26	201/2	201/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	399				51			
27	26	101	101	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	400							
27	26	104	104	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	401				53			
28	27	209/2	209/2	0.0	0	0	Spanner	4/4	1	1	0								52			
28	27	209/2	209/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	402	<			52			
28	27	105	105	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	403				52			
28	27	211/2	211/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	404				52			
28	27	106	106	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	405				52			
28	27	213/2	213/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	406				52			
28	27	107	107	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	407				52			
28	27	215/2	215/2	0.0	3/4	3/4	Dynamic	4/4	1	1	0						f		52			
28	27	215/2	215/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	408				52			
28	27	108	108	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	409	f			52			
28	27	209/2	209/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	410				53			
28	27	211/2	211/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	411				53			
28	27	213/2	213/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	412				53			
28	27	215/2	215/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	413							
28	27	215/2	215/2	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	414							
29	28	217/2	217/2	0.0	0	0	Spanner	4/4	1	1	0								52	1		
29	28	217/2	217/2	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	415				52	1		
29	28	435/4	435/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	416				52	1		
29	28	109	109	0.0	1/8	1/8	Dynamic	4/4	1	1	0						pp		52	1		
29	28	109	109	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	417				52	1		
29	28	437/4	437/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	418				52	1		
29	28	219/2	219/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	419				52	1		
29	28	439/4	439/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	420				52	1		
29	28	110	110	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	421				52	1		
29	28	441/4	441/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	422					1		
29	28	221/2	221/2	0.0	1/2	1/2	Dynamic	4/4	1	1	0						p					
29	28	221/2	221/2	0.0	1/2	1/2	Spanner	4/4	1	1	0											
29	28	221/2	221/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	423							
29	28	223/2	223/2	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	424							
29	28	223/2	223/2	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	425							
29	28	223/2	223/2	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16	1/16	1	426							
29	28	223/2	223/2	0.0	3/4	3/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	427							
29	28	223/2	223/2	0.0	3/4	3/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	428							
29	28	223/2	223/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	429							
29	28	112	112	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	430							
29	28	112	112	0.0	7/8	7/8	Dynamic	4/4	1	2	0						pp					
29	28	112	112	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	431	pp						
29	28	217/2	217/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	432							
29	28	219/2	219/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	433							
29	28	221/2	221/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	434							
29	28	223/2	223/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	435							
29	28	112	112	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	436				54			
29	28	217/2	217/2	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	437				55			
29	28	221/2	221/2	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	438							
29	28	223/2	223/2	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	439							
30	29	225/2	225/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	440							
30	29	113	113	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	441							
30	29	114	114	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	442				56			
30	29	229/2	229/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	443				56			
30	29	115	115	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	444							
30	29	116	116	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	445				57			
30	29	225/2	225/2	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	446							
30	29	114	114	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	447	<						
30	29	229/2	229/2	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	448							
30	29	116	116	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	449				58			
30	29	225/2	225/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	450				54			
30	29	113	113	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	451							
30	29	114	114	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	452				59			
30	29	229/2	229/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	453				59			
30	29	115	115	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	454							
30	29	116	116	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	455				60			
31	30	233/2	233/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	456				57			
31	30	117	117	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	457							
31	30	118	118	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	458				61			
31	30	237/2	237/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	459							
31	30	239/2	239/2	0.0	3/4	3/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	460							
31	30	239/2	239/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	461							
31	30	481/4	481/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	462							
31	30	233/2	233/2	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	463							
31	30	239/2	239/2	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	464							
31	30	118	118	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	465							
31	30	237/2	237/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	466				62			
31	30	239/2	239/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	467							
31	30	233/2	233/2	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	468							
31	30	117	117	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	469							
31	30	118	118	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	470							
31	30	237/2	237/2	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	471							
32	31	241/2	241/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	472							
32	31	124	124	0.0	7/8	7/8	Dynamic	4/4	1	1	0						ff					
32	31	124	124	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	473				63			
32	31	241/2	241/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	474							
32	31	124	124	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	475				64			
32	31	241/2	241/2	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	476							
33	32	249/2	249/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	477				63			
33	32	125	125	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	478							
33	32	126	126	0.0	3/8	3/8	Dynamic	4/4	1	1	0						p					
33	32	126	126	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	479				65			
33	32	253/2	253/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	480							
33	32	255/2	255/2	0.0	3/4	3/4	Chord	4/4	1	1	0	appoggiatura	1/8	1	481							
33	32	255/2	255/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	482							
33	32	513/4	513/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	483							
33	32	255/2	255/2	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	484							
33	32	249/2	249/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	485				64			
33	32	125	125	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	486							
33	32	126	126	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	487							
33	32	253/2	253/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	488				66			
33	32	255/2	255/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	489							
33	32	126	126	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	490							
33	32	253/2	253/2	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	491							
34	33	131	131	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	492				67			
34	33	263/2	263/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	493				67			
34	33	132	132	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	494							
34	33	257/2	257/2	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	495	ff						
34	33	261/2	261/2	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	496							
34	33	131	131	1.5	5/8	5/8	Chord	4/4	1	2	3/8		1/4	3/2	497							
34	33	257/2	257/2	4.0	0	0	Chord	4/4	2	1	1		1	1	498							
34	33	131	131	0.0	5/8	5/8	Dynamic	4/4	2	1	0						sf					
34	33	257/2	257/2	1.5	0	0	Chord	4/4	2	2	3/8		1/4	3/2	499							
34	33	130	130	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	500				68			
34	33	261/2	261/2	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	501				68			
34	33	131	131	0.5	5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	502							
34	33	132	132	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	503				69			
35	34	133	133	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	504				70			
35	34	267/2	267/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	505				70			
35	34	134	134	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	506							
35	34	135	135	0.0	5/8	5/8	Dynamic	4/4	1	1	0						sf					
35	34	135	135	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	507				71			
35	34	271/2	271/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	508				71			
35	34	136	136	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	509							
35	34	133	133	1.5	1/8	1/8	Chord	4/4	1	2	3/8		1/4	3/2	510							
35	34	135	135	1.5	5/8	5/8	Chord	4/4	1	2	3/8		1/4	3/2	511							
35	34	265/2	265/2	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	512							
35	34	133	133	0.0	1/8	1/8	Dynamic	4/4	2	1	0						sf					
35	34	269/2	269/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	513							
35	34	136	136	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	514							
35	34	265/2	265/2	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	515				69			
35	34	133	133	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	516							
35	34	134	134	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	517				72			
35	34	269/2	269/2	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	518				72			
35	34	135	135	0.5	5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	519							
35	34	136	136	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	520							
36	35	137	137	0.0	1/8	1/8	Dynamic	4/4	1	1	0						sf					
36	35	137	137	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	521							
36	35	138	138	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	522				73			
36	35	553/4	553/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	523							
36	35	277/2	277/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	524			articStaccatoAbove				
36	35	139	139	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	525			articStaccatoAbove				
36	35	279/2	279/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	526			articStaccatoBelow				
36	35	140	140	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	527			articStaccatoBelow				
36	35	273/2	273/2	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	528							
