mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	Trill:trill	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line
12	12	619/12	619/12	0.08333333333333333	25/48	25/48	Chord	9/8	1	1	1/48		1/32	2/3	257									
12	12	155/3	155/3	0.08333333333333333	13/24	13/24	Chord	9/8	1	1	1/48		1/32	2/3	258									
12	12	207/4	207/4	0.08333333333333333	9/16	9/16	Chord	9/8	1	1	1/48		1/32	2/3	259									
12	12	311/6	311/6	0.08333333333333333	7/12	7/12	Chord	9/8	1	1	1/48		1/32	2/3	260									
12	12	623/12	623/12	0.08333333333333333	29/48	29/48	Chord	9/8	1	1	1/48		1/32	2/3	261									
12	12	52	52	0.08333333333333333	5/8	5/8	Chord	9/8	1	1	1/48		1/32	2/3	262									
12	12	625/12	625/12	0.08333333333333333	31/48	31/48	Chord	9/8	1	1	1/48		1/32	2/3	263									
12	12	313/6	313/6	0.08333333333333333	2/3	2/3	Chord	9/8	1	1	1/48		1/32	2/3	264									
12	12	209/4	209/4	0.08333333333333333	11/16	11/16	Chord	9/8	1	1	1/48		1/32	2/3	265									
12	12	157/3	157/3	0.08333333333333333	17/24	17/24	Chord	9/8	1	1	1/48		1/32	2/3	266									
12	12	629/12	629/12	0.08333333333333333	35/48	35/48	Chord	9/8	1	1	1/48		1/32	2/3	267									
12	12	105/2	105/2	0.08333333333333333	3/4	3/4	Chord	9/8	1	1	1/48		1/32	2/3	268									
12	12	631/12	631/12	0.08333333333333333	37/48	37/48	Chord	9/8	1	1	1/48		1/32	2/3	269									
12	12	158/3	158/3	0.08333333333333333	19/24	19/24	Chord	9/8	1	1	1/48		1/32	2/3	270									
12	12	211/4	211/4	0.08333333333333333	13/16	13/16	Chord	9/8	1	1	1/48		1/32	2/3	271									
12	12	317/6	317/6	0.08333333333333333	5/6	5/6	Chord	9/8	1	1	1/48		1/32	2/3	272									
12	12	635/12	635/12	0.08333333333333333	41/48	41/48	Chord	9/8	1	1	1/48		1/32	2/3	273									
12	12	53	53	0.0625	7/8	7/8	Chord	9/8	1	1	1/64		1/64	1	274									
12	12	849/16	849/16	0.0625	57/64	57/64	Chord	9/8	1	1	1/64		1/64	1	275									
12	12	425/8	425/8	0.0625	29/32	29/32	Chord	9/8	1	1	1/64		1/64	1	276									
12	12	851/16	851/16	0.0625	59/64	59/64	Chord	9/8	1	1	1/64		1/64	1	277									
12	12	213/4	213/4	0.0625	15/16	15/16	Chord	9/8	1	1	1/64		1/64	1	278									
12	12	853/16	853/16	0.0625	61/64	61/64	Chord	9/8	1	1	1/64		1/64	1	279									
12	12	427/8	427/8	0.0625	31/32	31/32	Chord	9/8	1	1	1/64		1/64	1	280									
12	12	855/16	855/16	0.0625	63/64	63/64	Chord	9/8	1	1	1/64		1/64	1	281									
12	12	107/2	107/2	0.0625	1	1	Chord	9/8	1	1	1/64		1/64	1	282									
12	12	857/16	857/16	0.0625	65/64	65/64	Chord	9/8	1	1	1/64		1/64	1	283									
12	12	429/8	429/8	0.0625	33/32	33/32	Chord	9/8	1	1	1/64		1/64	1	284									
12	12	859/16	859/16	0.0625	67/64	67/64	Chord	9/8	1	1	1/64		1/64	1	285									
12	12	215/4	215/4	0.0625	17/16	17/16	Chord	9/8	1	1	1/64		1/64	1	286									
12	12	861/16	861/16	0.0625	69/64	69/64	Chord	9/8	1	1	1/64		1/64	1	287									
12	12	431/8	431/8	0.0625	35/32	35/32	Chord	9/8	1	1	1/64		1/64	1	288									
12	12	863/16	863/16	0.0625	71/64	71/64	Chord	9/8	1	1	1/64		1/64	1	289									
12	12	99/2	99/2	0.0	0	0	Spanner	9/8	2	1	0													
12	12	99/2	99/2	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	290									
12	12	50	50	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	291									
12	12	101/2	101/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	292									
12	12	51	51	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	293									
12	12	103/2	103/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	294									
12	12	52	52	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	295									
12	12	105/2	105/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	296									
12	12	53	53	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	297									
12	12	107/2	107/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	298									
12	12	50	50	1.0	1/8	1/8	Chord	9/8	2	2	1/4		1/4	1	299									
12	12	51	51	1.5	3/8	3/8	Chord	9/8	2	2	3/8		1/4	3/2	300									
12	12	105/2	105/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	301									
13	13	54	54	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	302									
13	13	109/2	109/2	1.0	1/8	1/8	Chord	9/8	1	1	1/4		1/4	1	303									
13	13	111/2	111/2	0.0	3/8	3/8	Chord	9/8	1	1	0	acciaccatura	1/8	1	304									
13	13	111/2	111/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	305									
13	13	57	57	0.25	3/4	3/4	Chord	9/8	1	1	1/16		1/16	1	306									
13	13	229/4	229/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16		1/16	1	307			articStaccatoAbove						
13	13	115/2	115/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16		1/16	1	308			articStaccatoAbove						
13	13	231/4	231/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16		1/16	1	309			articStaccatoAbove						
13	13	58	58	0.25	1	1	Chord	9/8	1	1	1/16		1/16	1	310			articStaccatoAbove						
13	13	233/4	233/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	311			articStaccatoAbove						
13	13	54	54	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	312			articStaccatoAbove						
13	13	109/2	109/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	313			articStaccatoAbove						
13	13	55	55	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	314			articStaccatoAbove						
13	13	111/2	111/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	315			articStaccatoAbove						
13	13	56	56	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	316			articStaccatoAbove						
13	13	113/2	113/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	317			articStaccatoAbove						
13	13	57	57	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	318			articStaccatoAbove						
13	13	115/2	115/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	319			articStaccatoAbove						
13	13	58	58	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	320			articStaccatoAbove						
14	14	117/2	117/2	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	321				8					
14	14	59	59	1.0	1/8	1/8	Chord	9/8	1	1	1/4		1/4	1	322				8					
14	14	60	60	0.25	3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	323									
14	14	241/4	241/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16		1/16	1	324			articStaccatoAbove						
14	14	121/2	121/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	325			articStaccatoAbove						
14	14	243/4	243/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	326			articStaccatoAbove						
14	14	61	61	0.25	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	327			articStaccatoAbove						
14	14	245/4	245/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	328			articStaccatoAbove						
14	14	123/2	123/2	0.25	3/4	3/4	Chord	9/8	1	1	1/16		1/16	1	329			articStaccatoAbove						
14	14	247/4	247/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16		1/16	1	330			articStaccatoAbove						
14	14	62	62	0.25	7/8	7/8	Chord	9/8	1	1	1/16		1/16	1	331			articStaccatoAbove						
14	14	249/4	249/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16		1/16	1	332			articStaccatoAbove						
14	14	125/2	125/2	0.25	1	1	Chord	9/8	1	1	1/16		1/16	1	333			articStaccatoAbove						
14	14	251/4	251/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	334			articStaccatoAbove						
14	14	117/2	117/2	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	335			articStaccatoAbove						
14	14	59	59	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	336			articStaccatoAbove						
14	14	119/2	119/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	337			articStaccatoAbove						
14	14	60	60	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	338			articStaccatoAbove						
14	14	121/2	121/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	339			articStaccatoAbove						
14	14	61	61	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	340			articStaccatoAbove						
14	14	123/2	123/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	341			articStaccatoAbove						
14	14	62	62	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	342			articStaccatoAbove						
14	14	125/2	125/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	343			articStaccatoAbove						
15	15	63	63	0.25	0	0	Chord	9/8	1	1	1/16		1/16	1	344			articStaccatoBelow						
15	15	253/4	253/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16		1/16	1	345			articStaccatoBelow						
15	15	127/2	127/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16		1/16	1	346			articStaccatoBelow						
15	15	255/4	255/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16		1/16	1	347			articStaccatoBelow						
15	15	64	64	0.16666666666666666	1/4	1/4	Chord	9/8	1	1	1/24		1/16	2/3	348			articStaccatoAbove						
15	15	385/6	385/6	0.16666666666666666	7/24	7/24	Chord	9/8	1	1	1/24		1/16	2/3	349			articStaccatoAbove						
15	15	193/3	193/3	0.16666666666666666	1/3	1/3	Chord	9/8	1	1	1/24		1/16	2/3	350			articStaccatoAbove						
15	15	129/2	129/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	351			articAccentAbove	9					
15	15	65	65	1.0	1/2	1/2	Chord	9/8	1	1	1/4		1/4	1	352									
15	15	66	66	0.25	3/4	3/4	Chord	9/8	1	1	1/16		1/16	1	353									
15	15	265/4	265/4	0.125	13/16	13/16	Chord	9/8	1	1	1/32		1/32	1	354				10					
15	15	531/8	531/8	0.125	27/32	27/32	Chord	9/8	1	1	1/32		1/32	1	355				10					
15	15	133/2	133/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16		1/16	1	356				10					
15	15	267/4	267/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16		1/16	1	357			articStaccatoBelow						
15	15	67	67	0.25	1	1	Chord	9/8	1	1	1/16		1/16	1	358			articStaccatoBelow						
15	15	269/4	269/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	359			articStaccatoBelow						
15	15	63	63	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	360			articStaccatoBelow						
15	15	127/2	127/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	361			articStaccatoBelow						
15	15	64	64	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	362			articStaccatoBelow						
15	15	129/2	129/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	363			articStaccatoBelow						
15	15	65	65	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	364			articStaccatoBelow						
15	15	131/2	131/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	365			articStaccatoBelow						
15	15	66	66	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	366			articStaccatoBelow						
15	15	133/2	133/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	367			articStaccatoBelow						
15	15	67	67	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	368			articStaccatoBelow						
16	16	135/2	135/2	0.0	0	0	Chord	9/8	1	1	0	acciaccatura	1/8	1	369									
16	16	135/2	135/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	370				11					
16	16	69	69	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	371									
16	16	139/2	139/2	0.0	1/2	1/2	Dynamic	9/8	1	1	0						pp							
16	16	139/2	139/2	0.5	1/2	1/2	Chord	9/8	1	1	1/8		1/8	1	372	pp		articStaccatoBelow	12					
16	16	70	70	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	373			articStaccatoBelow						
16	16	141/2	141/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	374				13					
16	16	71	71	0.5	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	375				13					
16	16	143/2	143/2	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	376									
16	16	135/2	135/2	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	377			articStaccatoAbove						
16	16	68	68	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	378			articStaccatoAbove						
16	16	137/2	137/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	379			articStaccatoAbove						
16	16	69	69	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	380									
17	17	72	72	0.0	0	0	Spanner	9/8	1	1	0													0
17	17	145/2	145/2	0.0	1/8	1/8	Spanner	9/8	1	1	0													
17	17	76	76	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	381									
17	17	72	72	0.5	0	0	Chord	9/8	1	2	1/8		1/8	1	382	<			14					
17	17	145/2	145/2	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	383				14					
17	17	73	73	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	384									
17	17	147/2	147/2	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	385				15					
17	17	74	74	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	386				15					
17	17	149/2	149/2	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	387									
17	17	75	75	0.5	3/4	3/4	Chord	9/8	1	2	1/8		1/8	1	388				16					
17	17	151/2	151/2	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	389				16					
17	17	76	76	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	390									
17	17	73	73	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	391									
17	17	147/2	147/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	392				17					
17	17	74	74	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	393				17					
17	17	149/2	149/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	394									
17	17	75	75	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	395				18					
17	17	151/2	151/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	396				18					
17	17	76	76	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	397									
18	18	153/2	153/2	0.0	0	0	Spanner	9/8	1	1	0											0		
18	18	153/2	153/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	398							0		
18	18	78	78	1.0	3/8	3/8	Chord	9/8	1	1	1/4		1/4	1	399							0		
18	18	79	79	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	400							0		
18	18	159/2	159/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	401							0		
18	18	80	80	0.5	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	402							0		
18	18	161/2	161/2	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	403							0		
18	18	153/2	153/2	0.5	0	0	Chord	9/8	1	2	1/8		1/8	1	404	sf >			19			0		
18	18	77	77	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	405				19			0		
18	18	155/2	155/2	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	406							0		
18	18	78	78	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	407				20			0		
18	18	157/2	157/2	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	408				20			0		
18	18	79	79	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	409							0		
18	18	159/2	159/2	0.5	3/4	3/4	Chord	9/8	1	2	1/8		1/8	1	410							0		
18	18	80	80	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	411							0		
18	18	161/2	161/2	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	412	]						0		
18	18	153/2	153/2	0.0	0	0	Dynamic	9/8	2	1	0						sf							
18	18	153/2	153/2	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	413				21					
18	18	77	77	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	414				21					
18	18	155/2	155/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	415									
18	18	78	78	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	416				22					
18	18	157/2	157/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	417				22					
18	18	79	79	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	418									
18	18	159/2	159/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	419				23					
18	18	80	80	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	420				23					
18	18	161/2	161/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	421									
18	18	153/2	153/2	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	422									
18	18	159/2	159/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	423									
19	19	81	81	0.0	0	0	Spanner	9/8	1	1	0													
19	19	81	81	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	424				24					
19	19	165/2	165/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	425									
19	19	83	83	0.0	1/2	1/2	Dynamic	9/8	1	1	0						pp							
19	19	83	83	0.5	1/2	1/2	Chord	9/8	1	1	1/8		1/8	1	426			articStaccatoBelow	25					
19	19	167/2	167/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	427			articStaccatoBelow						
19	19	84	84	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	428				26					
19	19	169/2	169/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	429				26					
19	19	85	85	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	430									
19	19	81	81	0.0	0	0	Dynamic	9/8	1	2	0						p							
19	19	81	81	1.5	0	0	Chord	9/8	1	2	3/8		1/4	3/2	431									
19	19	165/2	165/2	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	432									
19	19	81	81	1.5	0	0	Chord	9/8	2	1	3/8		1/4	3/2	433				27					
19	19	165/2	165/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	434									
19	19	81	81	1.5	0	0	Chord	9/8	2	2	3/8		1/4	3/2	435									
19	19	165/2	165/2	0.5	3/8	3/8	Chord	9/8	2	2	1/8		1/8	1	436									
20	20	171/2	171/2	0.0	0	0	Spanner	9/8	1	1	0													1
20	20	86	86	0.0	1/8	1/8	Spanner	9/8	1	1	0													
20	20	179/2	179/2	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	437									
20	20	171/2	171/2	0.5	0	0	Chord	9/8	1	2	1/8		1/8	1	438				28					
20	20	86	86	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	439				28					
20	20	173/2	173/2	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	440									
20	20	87	87	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	441				29					
20	20	175/2	175/2	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	442				29					
20	20	88	88	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	443									
20	20	177/2	177/2	0.5	3/4	3/4	Chord	9/8	1	2	1/8		1/8	1	444				30					
20	20	89	89	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	445				30					
20	20	179/2	179/2	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	446									
20	20	173/2	173/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	447									
20	20	87	87	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	448				31					
20	20	175/2	175/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	449				31					
20	20	88	88	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	450									
20	20	177/2	177/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	451				32					
20	20	89	89	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	452				32					
20	20	179/2	179/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	453									
21	21	90	90	0.0	0	0	Spanner	9/8	1	1	0											1		
21	21	90	90	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	454							1		
21	21	183/2	183/2	1.0	3/8	3/8	Chord	9/8	1	1	1/4		1/4	1	455							1		
21	21	185/2	185/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	456							1		
21	21	93	93	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	457							1		
21	21	187/2	187/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	458							1		
21	21	94	94	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	459							1		
21	21	90	90	0.5	0	0	Chord	9/8	1	2	1/8		1/8	1	460	sf >			33			1		
21	21	181/2	181/2	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	461				33			1		
21	21	91	91	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	462							1		
21	21	183/2	183/2	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	463				34			1		
21	21	92	92	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	464				34			1		
21	21	185/2	185/2	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	465							1		
21	21	93	93	0.5	3/4	3/4	Chord	9/8	1	2	1/8		1/8	1	466							1		
21	21	187/2	187/2	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	467							1		
21	21	94	94	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	468	]						1		
21	21	90	90	0.0	0	0	Dynamic	9/8	2	1	0						sf							
21	21	90	90	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	469				35					
21	21	181/2	181/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	470				35					
21	21	91	91	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	471									
21	21	183/2	183/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	472				36					
21	21	92	92	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	473				36					
21	21	185/2	185/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	474									
21	21	93	93	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	475				37					
21	21	187/2	187/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	476				37					
21	21	94	94	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	477									
21	21	90	90	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	478									
21	21	93	93	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	479									
22	22	189/2	189/2	0.0	0	0	Spanner	9/8	1	1	0													
22	22	189/2	189/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	480				38					
22	22	96	96	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	481				38					
22	22	195/2	195/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	482				38					
22	22	189/2	189/2	0.0	0	0	Dynamic	9/8	1	2	0						p							
22	22	189/2	189/2	0.5	0	0	Chord	9/8	1	2	1/8		1/8	1	483	p								
22	22	95	95	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	484				39					
22	22	191/2	191/2	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	485									
22	22	193/2	193/2	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	486				40					
22	22	97	97	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	487									
22	22	98	98	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	488				41					
22	22	197/2	197/2	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	489									
22	22	189/2	189/2	1.5	0	0	Chord	9/8	2	1	3/8		1/4	3/2	490				42					
22	22	96	96	1.5	3/8	3/8	Chord	9/8	2	1	3/8		1/4	3/2	491				42					
22	22	195/2	195/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	492									
23	23	99	99	1.0	0	0	Chord	9/8	1	1	1/4		1/4	1	493									
23	23	201/2	201/2	0.0	3/8	3/8	Spanner	9/8	1	1	0										0			
23	23	201/2	201/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	494				43		0			
23	23	101	101	0.5	1/2	1/2	Chord	9/8	1	1	1/8		1/8	1	495				43		0			
23	23	203/2	203/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	496			ornamentTrill	43		0			
23	23	102	102	0.0	3/4	3/4	Spanner	9/8	1	1	0								43					
23	23	102	102	0.0	3/4	3/4	Spanner	9/8	1	1	0								43			2		
23	23	102	102	1.0	3/4	3/4	Chord	9/8	1	1	1/4		1/4	1	497				43			2		
23	23	103	103	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	498							2		
23	23	99	99	1.0	0	0	Chord	9/8	1	2	1/4		1/4	1	499							2		
23	23	201/2	201/2	1.0	3/8	3/8	Chord	9/8	1	2	1/4		1/4	1	500	<						2		
23	23	203/2	203/2	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	501	[						2		
23	23	102	102	0.5	3/4	3/4	Chord	9/8	1	2	1/8		1/8	1	502	>						2		
23	23	205/2	205/2	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	503							2		
23	23	103	103	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	504	]						2		
23	23	99	99	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	505									
23	23	199/2	199/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	506									
23	23	100	100	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	507									
23	23	201/2	201/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	508									
23	23	101	101	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	509									
23	23	203/2	203/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	510									
23	23	102	102	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	511									
23	23	205/2	205/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	512									
23	23	103	103	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	513									
23	23	99	99	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	514									
23	23	102	102	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	515									
24	24	207/2	207/2	0.0	0	0	Spanner	9/8	1	1	0													
24	24	207/2	207/2	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	516				44					
