mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	Trill:trill	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line
32	32	287/2	287/2	0.25	1	1	Chord	9/8	1	1	1/16		1/16	1	762				59			4		
32	32	575/4	575/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	763	]						4		
32	32	279/2	279/2	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	764			articStaccatoAbove						
32	32	140	140	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	765			articStaccatoAbove						
32	32	281/2	281/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	766			articStaccatoAbove						
32	32	141	141	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	767			articStaccatoAbove						
32	32	283/2	283/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	768			articStaccatoAbove						
32	32	142	142	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	769			articStaccatoAbove						
32	32	285/2	285/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	770			articStaccatoAbove						
32	32	143	143	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	771			articStaccatoAbove						
32	32	287/2	287/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	772			articStaccatoAbove						
33	33	144	144	0.0	0	0	Dynamic	9/8	1	1	0						p							
33	33	144	144	0.0	0	0	Spanner	9/8	1	1	0													
33	33	144	144	0.125	0	0	Chord	9/8	1	1	1/32		1/32	1	773				60					
33	33	1153/8	1153/8	0.125	1/32	1/32	Chord	9/8	1	1	1/32		1/32	1	774				60					
33	33	577/4	577/4	0.125	1/16	1/16	Chord	9/8	1	1	1/32		1/32	1	775				60					
33	33	1155/8	1155/8	0.125	3/32	3/32	Chord	9/8	1	1	1/32		1/32	1	776	<								
33	33	289/2	289/2	0.0	1/8	1/8	Spanner	9/8	1	1	0													3
33	33	289/2	289/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16		1/16	1	777			articStaccatoAbove						3
33	33	579/4	579/4	0.0	3/16	3/16	Spanner	9/8	1	1	0													
33	33	579/4	579/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16		1/16	1	778			articStaccatoAbove						
33	33	145	145	0.25	1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	779			articStaccatoAbove						
33	33	581/4	581/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	780			articStaccatoAbove						
33	33	291/2	291/2	0.25	3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	781			articStaccatoAbove						
33	33	583/4	583/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16		1/16	1	782			articStaccatoAbove						
33	33	146	146	0.25	1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	783			articStaccatoAbove						
33	33	585/4	585/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	784			articStaccatoAbove						
33	33	293/2	293/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	785			articStaccatoAbove						
33	33	587/4	587/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	786			articStaccatoAbove						
33	33	147	147	0.0	3/4	3/4	Dynamic	9/8	1	1	0						sf							
33	33	147	147	0.0	3/4	3/4	Chord	9/8	1	1	0	grace32	1/32	1	787									
33	33	147	147	0.0	3/4	3/4	Chord	9/8	1	1	0	grace32	1/32	1	788									
33	33	147	147	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	789	sf								
33	33	148	148	0.0	1	1	Dynamic	9/8	1	1	0						p							
33	33	148	148	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	790	p								
33	33	144	144	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	791			articStaccatoAbove						
33	33	289/2	289/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	792			articStaccatoAbove						
33	33	145	145	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	793			articStaccatoAbove						
33	33	291/2	291/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	794			articStaccatoAbove						
33	33	146	146	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	795			articStaccatoAbove						
33	33	293/2	293/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	796			articStaccatoAbove						
33	33	147	147	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	797			articStaccatoAbove						
33	33	295/2	295/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	798			articStaccatoAbove						
33	33	148	148	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	799			articStaccatoAbove						
34	34	297/2	297/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	800				61					
34	34	150	150	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	801									
34	34	301/2	301/2	0.5	1/2	1/2	Chord	9/8	1	1	1/8		1/8	1	802				62					
34	34	151	151	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	803				62					
34	34	303/2	303/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	804				62					
34	34	152	152	0.5	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	805				62					
34	34	305/2	305/2	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	806									
34	34	297/2	297/2	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	807									
34	34	149	149	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	808									
34	34	299/2	299/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	809									
34	34	150	150	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	810									
34	34	301/2	301/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	811				63					
34	34	151	151	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	812				63					
34	34	303/2	303/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	813				63					
34	34	152	152	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	814				63					
34	34	305/2	305/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	815									
35	35	153	153	1.0	0	0	Chord	9/8	1	1	1/4		1/4	1	816	pp								
35	35	153	153	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	817				64					
35	35	613/4	613/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	818				64					
35	35	307/2	307/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	819									
35	35	615/4	615/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	820			articStaccatoBelow						
35	35	154	154	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	821			articStaccatoBelow						
35	35	617/4	617/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	822			articStaccatoBelow						
35	35	309/2	309/2	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	823				65					
35	35	619/4	619/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	824				65					
35	35	155	155	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	825									
35	35	621/4	621/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	826			articStaccatoBelow						
35	35	311/2	311/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	827			articStaccatoBelow						
35	35	623/4	623/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	828			articStaccatoBelow						
35	35	156	156	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	829				66					
35	35	625/4	625/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	830				66					
35	35	313/2	313/2	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	831									
35	35	627/4	627/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	832			articStaccatoBelow						
35	35	157	157	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	833			articStaccatoBelow						
35	35	629/4	629/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	834			articStaccatoBelow						
36	36	315/2	315/2	0.0	0	0	Dynamic	9/8	1	1	0						pp							
36	36	315/2	315/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	835	pp			67					
36	36	159	159	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	836				67					
36	36	321/2	321/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	837				67					
36	36	315/2	315/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	838				68					
36	36	631/4	631/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	839				68					
36	36	158	158	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	840									
36	36	633/4	633/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	841									
36	36	317/2	317/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	842			articStaccatoBelow						
36	36	635/4	635/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	843			articStaccatoBelow						
36	36	159	159	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	844				69					
36	36	637/4	637/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	845				69					
36	36	319/2	319/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	846									
36	36	639/4	639/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	847			articStaccatoBelow						
36	36	160	160	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	848			articStaccatoBelow						
36	36	641/4	641/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	849			articStaccatoBelow						
36	36	321/2	321/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	850				70					
36	36	643/4	643/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	851				70					
36	36	161	161	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	852									
36	36	645/4	645/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	853			articStaccatoBelow						
36	36	323/2	323/2	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	854			articStaccatoBelow						
36	36	647/4	647/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	855			articStaccatoBelow						
37	37	162	162	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	856				67					
37	37	165	165	1.0	3/4	3/4	Chord	9/8	1	1	1/4		1/4	1	857									
37	37	166	166	0.25	1	1	Chord	9/8	1	1	1/16		1/16	1	858									
37	37	665/4	665/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	859									
37	37	162	162	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	860				71					
37	37	649/4	649/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	861				71					
37	37	325/2	325/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	862									
37	37	651/4	651/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	863			articStaccatoBelow						
37	37	163	163	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	864			articStaccatoBelow						
37	37	653/4	653/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	865			articStaccatoBelow						
37	37	327/2	327/2	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	866				72					
37	37	655/4	655/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	867				72					
37	37	164	164	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	868									
37	37	657/4	657/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	869			articStaccatoBelow						
37	37	329/2	329/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	870			articStaccatoBelow						
37	37	659/4	659/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	871			articStaccatoBelow						
37	37	165	165	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	872				73					
37	37	661/4	661/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	873				73					
37	37	331/2	331/2	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	874									
37	37	663/4	663/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	875			articStaccatoBelow						
37	37	166	166	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	876			articStaccatoBelow						
37	37	665/4	665/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	877			articStaccatoBelow						
38	38	333/2	333/2	0.0	0	0	Spanner	9/8	1	1	0													4
38	38	333/2	333/2	1.0	0	0	Chord	9/8	1	1	1/4		1/4	1	878	<								4
38	38	335/2	335/2	0.0	1/4	1/4	Spanner	9/8	1	1	0													
38	38	335/2	335/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	879									
38	38	671/4	671/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	880									
38	38	168	168	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	881				74					
38	38	337/2	337/2	0.75	1/2	1/2	Chord	9/8	1	1	3/16		1/8	3/2	882				74					
38	38	677/4	677/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	883									
38	38	339/2	339/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	884				75					
38	38	170	170	0.75	7/8	7/8	Chord	9/8	1	1	3/16		1/8	3/2	885				75					
38	38	683/4	683/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	886									
38	38	333/2	333/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	887				76					
38	38	667/4	667/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	888				76					
38	38	167	167	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	889									
38	38	669/4	669/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	890			articStaccatoBelow						
38	38	335/2	335/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	891			articStaccatoBelow						
38	38	671/4	671/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	892			articStaccatoBelow						
38	38	168	168	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	893				77					
38	38	673/4	673/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	894				77					
38	38	337/2	337/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	895									
38	38	675/4	675/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	896			articStaccatoBelow						
38	38	169	169	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	897			articStaccatoBelow						
38	38	677/4	677/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	898			articStaccatoBelow						
38	38	339/2	339/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	899				78					
38	38	679/4	679/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	900				78					
38	38	170	170	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	901									
38	38	681/4	681/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	902			articStaccatoBelow						
38	38	341/2	341/2	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	903			articStaccatoBelow						
38	38	683/4	683/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	904			articStaccatoBelow						
39	39	171	171	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	905	f								
39	39	345/2	345/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	906				79					
39	39	174	174	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	907				79					
39	39	171	171	0.0	0	0	Dynamic	9/8	2	1	0						f							
39	39	171	171	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	908				80					
39	39	685/4	685/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	909				80					
39	39	343/2	343/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	910									
39	39	687/4	687/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	911			articStaccatoBelow						
39	39	172	172	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	912			articStaccatoBelow						
39	39	689/4	689/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	913			articStaccatoBelow						
39	39	345/2	345/2	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	914				81					
39	39	691/4	691/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	915				81					
39	39	173	173	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	916									
39	39	693/4	693/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	917			articStaccatoBelow						
39	39	347/2	347/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	918			articStaccatoBelow						
39	39	695/4	695/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	919			articStaccatoBelow						
39	39	174	174	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	920				82					
39	39	697/4	697/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	921				82					
39	39	349/2	349/2	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	922									
39	39	699/4	699/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	923			articStaccatoBelow						
39	39	175	175	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	924			articStaccatoBelow						
39	39	701/4	701/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	925			articStaccatoBelow						
40	40	351/2	351/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	926	>			79					
40	40	177	177	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	927				79					
40	40	357/2	357/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	928									
40	40	351/2	351/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	929				83					
40	40	703/4	703/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	930				83					
40	40	176	176	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	931									
40	40	705/4	705/4	0.0	3/16	3/16	Spanner	9/8	2	1	0												0	
40	40	705/4	705/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	932			articStaccatoBelow					0	
40	40	353/2	353/2	0.0	1/4	1/4	Spanner	9/8	2	1	0													
40	40	353/2	353/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	933			articStaccatoBelow						
40	40	707/4	707/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	934			articStaccatoBelow						
40	40	177	177	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	935				84					
40	40	709/4	709/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	936				84					
40	40	355/2	355/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	937									
40	40	711/4	711/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	938			articStaccatoBelow						
40	40	178	178	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	939			articStaccatoBelow						
40	40	713/4	713/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	940			articStaccatoBelow						
40	40	357/2	357/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	941				85					
40	40	715/4	715/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	942				85					
40	40	179	179	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	943									
40	40	717/4	717/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	944			articStaccatoBelow						
40	40	359/2	359/2	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	945			articStaccatoBelow						
40	40	719/4	719/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	946			articStaccatoBelow						
41	41	180	180	0.25	0	0	Chord	9/8	1	1	1/16		1/16	1	947	fp								
41	41	721/4	721/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16		1/16	1	948			articStaccatoBelow						
41	41	361/2	361/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16		1/16	1	949			articStaccatoBelow						
41	41	723/4	723/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16		1/16	1	950			articStaccatoBelow						
41	41	181	181	0.25	1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	951			articStaccatoBelow						
41	41	725/4	725/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	952			articStaccatoBelow						
41	41	363/2	363/2	0.25	3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	953			articStaccatoBelow						
41	41	727/4	727/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16		1/16	1	954			articStaccatoBelow						
41	41	182	182	0.25	1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	955			articStaccatoBelow						
41	41	729/4	729/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	956			articStaccatoBelow						
41	41	365/2	365/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	957			articStaccatoBelow						
41	41	731/4	731/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	958			articStaccatoBelow						
41	41	183	183	0.25	3/4	3/4	Chord	9/8	1	1	1/16		1/16	1	959			articStaccatoBelow						
41	41	733/4	733/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16		1/16	1	960			articStaccatoBelow						
41	41	367/2	367/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16		1/16	1	961			articStaccatoBelow						
41	41	735/4	735/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16		1/16	1	962			articStaccatoBelow						
41	41	184	184	0.25	1	1	Chord	9/8	1	1	1/16		1/16	1	963			articStaccatoBelow						
41	41	737/4	737/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	964			articStaccatoBelow						
41	41	180	180	0.0	0	0	Dynamic	9/8	2	1	0						fp							
41	41	180	180	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	965									
41	41	721/4	721/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	966			articStaccatoBelow						
41	41	361/2	361/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	967			articStaccatoBelow						
41	41	723/4	723/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	968			articStaccatoBelow						
41	41	181	181	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	969			articStaccatoBelow						
41	41	725/4	725/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	970			articStaccatoBelow						
41	41	363/2	363/2	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	971			articStaccatoAbove						
41	41	727/4	727/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	972			articStaccatoAbove						
41	41	182	182	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	973			articStaccatoAbove						
41	41	729/4	729/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	974			articStaccatoAbove						
41	41	365/2	365/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	975			articStaccatoAbove						
41	41	731/4	731/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	976			articStaccatoAbove						
41	41	183	183	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	977			articStaccatoAbove						
41	41	733/4	733/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	978			articStaccatoAbove						
41	41	367/2	367/2	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	979			articStaccatoAbove						
41	41	735/4	735/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	980			articStaccatoAbove						
41	41	184	184	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	981			articStaccatoAbove						
41	41	737/4	737/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	982			articStaccatoAbove						
42	42	369/2	369/2	0.0	0	0	Chord	9/8	1	1	0	grace32	1/32	1	983									
42	42	369/2	369/2	0.0	0	0	Chord	9/8	1	1	0	grace32	1/32	1	984									
42	42	369/2	369/2	0.25	0	0	Chord	9/8	1	1	1/16		1/16	1	985			articStaccatoAbove						
42	42	739/4	739/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16		1/16	1	986			articStaccatoAbove						
42	42	185	185	0.25	1/8	1/8	Chord	9/8	1	1	1/16		1/16	1	987			articStaccatoAbove						
42	42	741/4	741/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16		1/16	1	988			articStaccatoAbove						
42	42	371/2	371/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	989			articStaccatoAbove						
42	42	743/4	743/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	990			articStaccatoAbove						
42	42	186	186	0.25	3/8	3/8	Chord	9/8	1	1	1/16		1/16	1	991			articStaccatoAbove						
42	42	745/4	745/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16		1/16	1	992			articStaccatoAbove						
42	42	373/2	373/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16		1/16	1	993			articStaccatoAbove						
42	42	747/4	747/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16		1/16	1	994			articStaccatoAbove						
42	42	187	187	0.25	5/8	5/8	Chord	9/8	1	1	1/16		1/16	1	995			articStaccatoAbove						
42	42	749/4	749/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16		1/16	1	996			articStaccatoAbove						
42	42	375/2	375/2	0.25	3/4	3/4	Chord	9/8	1	1	1/16		1/16	1	997			articStaccatoBelow						
42	42	751/4	751/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16		1/16	1	998			articStaccatoBelow						
42	42	188	188	0.25	7/8	7/8	Chord	9/8	1	1	1/16		1/16	1	999			articStaccatoBelow						
42	42	753/4	753/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16		1/16	1	1000			articStaccatoBelow						
42	42	377/2	377/2	0.25	1	1	Chord	9/8	1	1	1/16		1/16	1	1001			articStaccatoBelow						
42	42	755/4	755/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16		1/16	1	1002			articStaccatoBelow						
42	42	369/2	369/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	1003			articStaccatoAbove						
42	42	739/4	739/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1004			articStaccatoAbove						
42	42	185	185	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1005			articStaccatoAbove						
42	42	741/4	741/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1006			articStaccatoAbove						
42	42	371/2	371/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1007			articStaccatoAbove						
42	42	743/4	743/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1008			articStaccatoAbove						
42	42	186	186	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	1009			articStaccatoAbove						
42	42	745/4	745/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	1010			articStaccatoAbove						
