mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
200	198	756	764	4.0		0	0	Chord	2/2	1	1	1	1	1	1701												
200	198	756	764	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1702												
200	198	1513/2	1529/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1703												
200	198	757	765	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1704												
200	198	1515/2	1531/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1705												
200	198	758	766	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1706												
200	198	1517/2	1533/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1707												
200	198	759	767	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1708												
200	198	1519/2	1535/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1709												
201	199	760	768	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	1710												
201	199	762	770	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1711									167			
201	199	763	771	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1712												
201	199	760	768	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1713												
201	199	1521/2	1537/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1714												
201	199	761	769	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1715												
201	199	1523/2	1539/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1716												
201	199	762	770	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1717												
201	199	1525/2	1541/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1718												
201	199	763	771	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1719												
201	199	1527/2	1543/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1720												
202	200	764	772	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1721									168			
202	200	765	773	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1722									168			
202	200	766	774	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1723									168			
202	200	767	775	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1724												
202	200	764	772	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1725									169			
202	200	1529/2	1545/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1726									169			
202	200	765	773	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1727									169			
202	200	1531/2	1547/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1728									169			
202	200	766	774	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1729									169			
202	200	767	775	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1730												
202	200	764	772	4.0		0	0	Chord	2/2	2	2	1	1	1	1731												
203	201	768	776	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1732									170			
203	201	1537/2	1553/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1733									170			
203	201	769	777	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1734									170			
203	201	1539/2	1555/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1735									170			
203	201	770	778	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1736									170			
203	201	1541/2	1557/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1737									170			
203	201	771	779	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1738									170			
203	201	1543/2	1559/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1739									170			
203	201	768	776	4.0		0	0	Chord	2/2	2	1	1	1	1	1740												
204	202	772	780	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1741									170			
204	202	1545/2	1561/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1742									170			
204	202	773	781	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1743									170			
204	202	1547/2	1563/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1744									170			
204	202	774	782	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1745									170			
204	202	1549/2	1565/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1746									170			
204	202	775	783	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1747									170			
204	202	1551/2	1567/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1748									170			
204	202	772	780	4.0		0	0	Chord	2/2	2	1	1	1	1	1749												
205	203	776	784	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1750									170			
205	203	1553/2	1569/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1751									170			
205	203	777	785	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1752									170			
205	203	1555/2	1571/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1753									170			
205	203	778	786	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1754									170			
205	203	1557/2	1573/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1755									170			
205	203	779	787	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1756									170			
205	203	1559/2	1575/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1757									170			
205	203	776	784	4.0		0	0	Chord	2/2	2	1	1	1	1	1758												
206	204	780	788	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1759									170			
206	204	1561/2	1577/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1760									170			
206	204	781	789	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1761									170			
206	204	1563/2	1579/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1762									170			
206	204	782	790	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1763									170			
206	204	1565/2	1581/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1764									170			
206	204	783	791	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1765									170			
206	204	1567/2	1583/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1766												
206	204	780	788	4.0		0	0	Chord	2/2	2	1	1	1	1	1767												
207	205	784	792	0.0		0	0	Spanner	2/2	1	1	0															3
207	205	784	792	0.0		0	0	Spanner	2/2	1	1	0														16	3
207	205	784	792	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1768											16	3
207	205	1569/2	1585/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1769											16	3
207	205	785	793	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1770											16	3
207	205	1571/2	1587/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1771											16	3
207	205	786	794	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1772											16	3
207	205	1573/2	1589/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1773											16	3
207	205	787	795	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1774											16	3
207	205	1575/2	1591/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1775											16	3
207	205	784	792	4.0		0	0	Chord	2/2	2	1	1	1	1	1776												
208	206	788	796	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1777											16	3
208	206	1577/2	1593/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1778											16	3
208	206	789	797	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1779											16	3
208	206	1579/2	1595/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1780											16	3
208	206	790	798	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1781											16	3
208	206	1581/2	1597/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1782											16	3
208	206	791	799	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1783											16	3
208	206	1583/2	1599/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1784											16	3
208	206	788	796	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	1785												
208	206	790	798	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1786												
209	207	792	800	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1787											16	3
209	207	1585/2	1601/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1788											16	3
209	207	793	801	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1789											16	3
209	207	1587/2	1603/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1790											16	3
209	207	794	802	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1791											16	3
209	207	1589/2	1605/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1792											16	3
209	207	795	803	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1793											16	3
209	207	1591/2	1607/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1794											16	3
209	207	792	800	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	1795												
209	207	794	802	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1796												
210	208	796	804	0.0		0	0	Spanner	2/2	1	1	0														16	
210	208	796	804	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1797											16	
210	208	1593/2	1609/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1798											16	
210	208	797	805	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1799											16	
210	208	1595/2	1611/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1800											16	
210	208	798	806	0.0		1/2	1/2	Spanner	2/2	1	1	0															
210	208	798	806	0.0		1/2	1/2	Spanner	2/2	1	1	0													11		
210	208	798	806	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1801										11		
210	208	1597/2	1613/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1802										11		
210	208	799	807	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1803										11		
210	208	1599/2	1615/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1804										11		
210	208	796	804	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	1805												
210	208	798	806	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1806												
211	209	800	808	0.0		0	0	Spanner	2/2	1	1	0															
211	209	800	808	4.0		0	0	Chord	2/2	1	1	1	1	1	1807												
211	209	1601/2	1617/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1808												
211	209	801	809	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1809												
211	209	1603/2	1619/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1810												
211	209	802	810	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1811												
211	209	1605/2	1621/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1812												
211	209	803	811	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1813												
211	209	1607/2	1623/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1814												
212	210	804	812	4.0		0	0	Chord	2/2	1	1	1	1	1	1815												
212	210	804	812	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1816												
212	210	1609/2	1625/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1817												
212	210	805	813	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1818												
212	210	1611/2	1627/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1819												
212	210	806	814	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1820												
212	210	1613/2	1629/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1821												
212	210	807	815	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1822												
212	210	1615/2	1631/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1823												
213	211	808	816	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	1824									171			
213	211	810	818	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1825									171			
213	211	811	819	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1826												
213	211	808	816	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1827												
213	211	1617/2	1633/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1828												
213	211	809	817	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1829												
213	211	1619/2	1635/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1830												
213	211	810	818	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1831												
213	211	1621/2	1637/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1832												
213	211	811	819	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1833												
213	211	1623/2	1639/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1834												
214	212	812	820	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1835									172			
214	212	813	821	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1836									172			
214	212	814	822	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1837									172			
214	212	815	823	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1838												
214	212	812	820	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1839									173			
214	212	1625/2	1641/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1840									173			
214	212	813	821	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1841									173			
214	212	1627/2	1643/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1842									173			
214	212	814	822	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1843									173			
214	212	815	823	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1844												
214	212	812	820	4.0		0	0	Chord	2/2	2	2	1	1	1	1845												
215	213	816	824	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1846									174			
215	213	1633/2	1649/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1847									174			
215	213	817	825	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1848									174			
215	213	1635/2	1651/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1849									174			
215	213	818	826	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1850									174			
215	213	1637/2	1653/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1851									174			
215	213	819	827	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1852									174			
215	213	1639/2	1655/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1853									174			
215	213	816	824	4.0		0	0	Chord	2/2	2	1	1	1	1	1854												
216	214	820	828	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1855									174			
216	214	1641/2	1657/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1856									174			
216	214	821	829	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1857									174			
216	214	1643/2	1659/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1858									174			
216	214	822	830	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1859									174			
216	214	1645/2	1661/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1860									174			
216	214	823	831	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1861									174			
216	214	1647/2	1663/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1862									174			
216	214	820	828	4.0		0	0	Chord	2/2	2	1	1	1	1	1863												
217	215	824	832	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1864									174			
217	215	1649/2	1665/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1865									174			
217	215	825	833	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1866									174			
217	215	1651/2	1667/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1867									174			
217	215	826	834	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1868									174			
217	215	1653/2	1669/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1869									174			
217	215	827	835	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1870									174			
217	215	1655/2	1671/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1871									174			
217	215	824	832	4.0		0	0	Chord	2/2	2	1	1	1	1	1872												
218	216	828	836	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1873									174			
218	216	1657/2	1673/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1874									174			
218	216	829	837	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1875									174			
218	216	1659/2	1675/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1876									174			
218	216	830	838	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1877									174			
218	216	1661/2	1677/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1878									174			
218	216	831	839	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1879									174			
218	216	1663/2	1679/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1880												
218	216	828	836	4.0		0	0	Chord	2/2	2	1	1	1	1	1881												
219	217	832	840	0.0		0	0	Spanner	2/2	1	1	0															4
219	217	832	840	0.0		0	0	Spanner	2/2	1	1	0														17	4
219	217	832	840	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1882											17	4
219	217	1665/2	1681/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1883											17	4
219	217	833	841	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1884											17	4
219	217	1667/2	1683/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1885											17	4
219	217	834	842	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1886											17	4
219	217	1669/2	1685/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1887											17	4
219	217	835	843	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1888											17	4
219	217	1671/2	1687/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1889											17	4
219	217	832	840	4.0		0	0	Chord	2/2	2	1	1	1	1	1890												
220	218	836	844	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1891											17	4
220	218	1673/2	1689/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1892											17	4
220	218	837	845	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1893											17	4
220	218	1675/2	1691/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1894											17	4
220	218	838	846	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1895											17	4
220	218	1677/2	1693/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1896											17	4
220	218	839	847	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1897											17	4
220	218	1679/2	1695/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1898											17	4
220	218	836	844	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	1899												
220	218	838	846	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1900												
221	219	840	848	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1901											17	4
221	219	1681/2	1697/2	0.0		1/8	1/8	Spanner	2/2	1	1	0														17	
221	219	1681/2	1697/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1902											17	
221	219	841	849	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1903											17	
221	219	1683/2	1699/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1904											17	
221	219	842	850	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1905											17	
221	219	1685/2	1701/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1906											17	
221	219	843	851	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1907											17	
221	219	1687/2	1703/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1908											17	
221	219	840	848	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1909												
221	219	841	849	2.0		1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	1910												
221	219	843	851	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1911												
222	220	844	852	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1912											17	
222	220	1689/2	1705/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1913											17	
222	220	845	853	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1914											17	
222	220	1691/2	1707/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1915											17	
222	220	846	854	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1916											17	
222	220	1693/2	1709/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1917											17	
222	220	847	855	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1918											17	
222	220	1695/2	1711/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1919											17	
222	220	844	852	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	1920												
222	220	846	854	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1921												
223	221	848	856	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1922											17	
223	221	1697/2	1713/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1923											17	
223	221	849	857	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1924											17	
223	221	1699/2	1715/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1925											17	
223	221	850	858	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1926											17	
223	221	1701/2	1717/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1927											17	
223	221	851	859	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1928											17	
223	221	1703/2	1719/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1929											17	
223	221	848	856	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1930												
223	221	849	857	2.0		1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	1931												
223	221	851	859	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1932												
224	222	852	860	0.0		0	0	Spanner	2/2	1	1	0															
224	222	852	860	0.0		0	0	Spanner	2/2	1	1	0													12		
224	222	852	860	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1933										12		
224	222	1705/2	1721/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1934										12		
224	222	853	861	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1935										12		
224	222	1707/2	1723/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1936										12		
224	222	854	862	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1937										12		
224	222	1709/2	1725/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1938										12		
224	222	855	863	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1939										12		
224	222	1711/2	1727/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1940										12		
224	222	852	860	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	1941												
224	222	854	862	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1942												
225	223	856	864	0.0		0	0	Spanner	2/2	1	1	0															
225	223	856	864	4.0		0	0	Chord	2/2	1	1	1	1	1	1943												
226	224	860	868	4.0		0	0	Chord	2/2	1	1	1	1	1	1944												
227	225	864	872	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1945												
227	225	864	872	4.0		0	0	Chord	2/2	2	1	1	1	1	1946												
228	226	868	876	4.0		0	0	Chord	2/2	2	1	1	1	1	1947												
229	227	872	880	4.0		0	0	Chord	2/2	1	1	1	1	1	1948												
229	227	872	880	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1949												
230	228	876	884	4.0		0	0	Chord	2/2	1	1	1	1	1	1950												
231	229	880	888	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1951												
231	229	880	888	4.0		0	0	Chord	2/2	2	1	1	1	1	1952												
232	230	887	895	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1953												
232	230	884	892	4.0		0	0	Chord	2/2	2	1	1	1	1	1954												
233	231	888	896	4.0		0	0	Chord	2/2	1	1	1	1	1	1955												
233	231	888	896	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1956												
233	231	891	899	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1957												
234	232	892	900	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1958												
234	232	895	903	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1959												
234	232	892	900	4.0		0	0	Chord	2/2	2	1	1	1	1	1960												
235	233	896	904	4.0		0	0	Chord	2/2	1	1	1	1	1	1961												
235	233	896	904	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1962												
235	233	899	907	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1963												
236	234	900	908	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1964												
236	234	903	911	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1965												
236	234	900	908	4.0		0	0	Chord	2/2	2	1	1	1	1	1966												
237	235	905	913	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1967									175			
237	235	906	914	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1968									175			
237	235	907	915	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1969												
237	235	904	912	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1970												
238	236	908	916	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1971												
238	236	909	917	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1972									176			
238	236	910	918	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1973									176			
238	236	911	919	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1974												
239	237	913	921	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1975									177			
239	237	914	922	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1976									177			
239	237	915	923	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1977												
239	237	912	920	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1978												
240	238	916	924	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1979												
240	238	917	925	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1980									178			
