mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	crescendo_line
66	66	263	263	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	960							
66	66	1053/4	1053/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	961							
66	66	527/2	527/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	962							
66	66	1055/4	1055/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	963							
66	66	260	260	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	964							
66	66	261	261	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	965							
66	66	523/2	523/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	966							
66	66	262	262	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	967							
66	66	263	263	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	968							
66	66	527/2	527/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	969							
67	67	264	264	0.0		0	0	Dynamic	4/4	1	1	0						sf					
67	67	264	264	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	970							
67	67	1057/4	1057/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	971							
67	67	529/2	529/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	972							
67	67	1059/4	1059/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	973							
67	67	265	265	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	974							
67	67	1061/4	1061/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	975							
67	67	531/2	531/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	976							
67	67	1063/4	1063/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	977							
67	67	266	266	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf					
67	67	266	266	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	978							
67	67	1065/4	1065/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	979							
67	67	533/2	533/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	980							
67	67	1067/4	1067/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	981							
67	67	267	267	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	982							
67	67	1069/4	1069/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	983							
67	67	535/2	535/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	984							
67	67	1071/4	1071/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	985							
67	67	264	264	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	986							
67	67	529/2	529/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	987							
67	67	265	265	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	988							
67	67	531/2	531/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	989							
67	67	266	266	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	990							
67	67	533/2	533/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	991							
67	67	267	267	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	992							
67	67	535/2	535/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	993							
68	68	268	268	0.0		0	0	Dynamic	4/4	1	1	0						sf					
68	68	268	268	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	994							
68	68	1073/4	1073/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	995							
68	68	537/2	537/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	996							
68	68	1075/4	1075/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	997							
68	68	269	269	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	998							
68	68	1077/4	1077/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	999							
68	68	539/2	539/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1000							
68	68	1079/4	1079/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1001							
68	68	270	270	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf					
68	68	270	270	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1002							
68	68	1081/4	1081/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1003							
68	68	541/2	541/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1004							
68	68	1083/4	1083/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1005							
68	68	271	271	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1006							
68	68	1085/4	1085/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1007							
68	68	543/2	543/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1008							
68	68	1087/4	1087/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1009							
68	68	268	268	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1010							
68	68	537/2	537/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1011							
68	68	269	269	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1012							
68	68	539/2	539/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1013							
68	68	270	270	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1014							
68	68	541/2	541/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1015							
68	68	271	271	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1016							
68	68	543/2	543/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1017							
69	69	272	272	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1018			articStaccatissimoBelow				
69	69	273	273	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1019			articStaccatissimoBelow				
69	69	274	274	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1020			articStaccatissimoBelow				
69	69	275	275	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1021			articStaccatissimoBelow				
69	69	545/2	545/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	1022							
69	69	547/2	547/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	1023							
69	69	549/2	549/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	1024							
69	69	551/2	551/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1025							
70	70	276	276	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1026			articStaccatissimoBelow				
70	70	277	277	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1027			articStaccatissimoBelow				
70	70	278	278	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1028			articStaccatissimoBelow				
70	70	279	279	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1029			articStaccatissimoBelow				
70	70	276	276	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1030							
70	70	553/2	553/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	1031							
70	70	555/2	555/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	1032							
70	70	557/2	557/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	1033							
70	70	559/2	559/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1034							
71	71	280	280	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1035			articStaccatissimoBelow				
71	71	281	281	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1036			articStaccatissimoBelow				
71	71	282	282	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1037			articStaccatissimoBelow				
71	71	283	283	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1038			articStaccatissimoBelow				
71	71	280	280	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1039							
71	71	561/2	561/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	1040							
71	71	563/2	563/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	1041							
71	71	565/2	565/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	1042							
71	71	567/2	567/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1043							
72	72	284	284	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1044			articStaccatissimoBelow				
72	72	285	285	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1045			articStaccatissimoBelow				
72	72	286	286	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1046			articStaccatissimoBelow				
72	72	287	287	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1047			articStaccatissimoBelow				
72	72	284	284	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1048							
72	72	569/2	569/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	1049							
72	72	571/2	571/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	1050							
72	72	573/2	573/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	1051							
72	72	575/2	575/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1052							
73	73	288	288	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1053							
73	73	290	290	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1054							
73	73	871/3	871/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1055							
73	73	872/3	872/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1056							
73	73	291	291	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1057							
73	73	1165/4	1165/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1058							
73	73	583/2	583/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1059							
73	73	1167/4	1167/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1060							
73	73	289	289	0.0		1/4	1/4	Dynamic	4/4	2	1	0						ff					
73	73	289	289	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1061			articStaccatoBelow				
74	74	292	292	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1062							
74	74	294	294	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1063							
74	74	883/3	883/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1064							
74	74	884/3	884/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1065							
74	74	295	295	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1066							
74	74	1181/4	1181/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1067							
74	74	591/2	591/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1068							
74	74	1183/4	1183/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1069							
74	74	293	293	0.0		1/4	1/4	Dynamic	4/4	2	1	0						ff					
74	74	293	293	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1070			articStaccatoBelow				
75	75	296	296	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1071							
75	75	298	298	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1072							
75	75	895/3	895/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1073							
75	75	896/3	896/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1074							
75	75	299	299	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1075							
75	75	1197/4	1197/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1076							
75	75	599/2	599/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1077							
75	75	1199/4	1199/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1078							
75	75	297	297	0.0		1/4	1/4	Dynamic	4/4	2	1	0						ff					
75	75	297	297	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1079			articStaccatoBelow				
76	76	300	300	0.0		0	0	Dynamic	4/4	1	1	0						f					
76	76	300	300	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1080							
76	76	302	302	0.0		1/2	1/2	Dynamic	4/4	1	1	0						f					
76	76	302	302	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1081							
76	76	300	300	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1082							
76	76	302	302	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1083							
77	77	304	304	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1084							
77	77	306	306	0.0		1/2	1/2	Dynamic	4/4	1	1	0						p					
77	77	306	306	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1085							
77	77	307	307	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1086							
77	77	304	304	0.0		0	0	Dynamic	4/4	2	1	0						f					
77	77	304	304	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1087							
77	77	306	306	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1088							
77	77	307	307	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1089							
78	78	308	308	0.0		0	0	Chord	4/4	1	1	0	acciaccatura	1/8	1	1090							
78	78	308	308	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1091			ornamentTrill	48			
78	78	617/2	617/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1092				48			
78	78	1235/4	1235/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1093							
78	78	309	309	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1094							
78	78	310	310	0.0		1/2	1/2	Dynamic	4/4	1	1	0						pp					
78	78	310	310	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1095				49			
78	78	308	308	0.0		0	0	Chord	4/4	2	1	0	acciaccatura	1/8	1	1096							
78	78	308	308	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1097			ornamentTrill	50			
78	78	617/2	617/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1098				50			
78	78	1235/4	1235/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1099							
78	78	309	309	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1100							
78	78	310	310	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1101				51			
79	79	312	312	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1102							
79	79	314	314	0.0		1/2	1/2	Dynamic	4/4	1	1	0						p					
79	79	314	314	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1103							
79	79	315	315	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1104							
79	79	312	312	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1105							
79	79	314	314	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1106							
79	79	315	315	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1107							
80	80	316	316	0.0		0	0	Chord	4/4	1	1	0	acciaccatura	1/8	1	1108							
80	80	316	316	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1109			ornamentTrill	52			
80	80	633/2	633/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1110				52			
80	80	1267/4	1267/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1111							
80	80	317	317	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1112							
80	80	318	318	0.0		1/2	1/2	Dynamic	4/4	1	1	0						pp					
80	80	318	318	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1113				53			
80	80	316	316	0.0		0	0	Chord	4/4	2	1	0	acciaccatura	1/8	1	1114							
80	80	316	316	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1115			ornamentTrill	54			
80	80	633/2	633/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1116				54			
80	80	1267/4	1267/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1117							
80	80	317	317	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1118							
80	80	318	318	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1119				55			
81	81	320	320	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1120							
81	81	322	322	0.0		1/2	1/2	Dynamic	4/4	1	1	0						f					
81	81	322	322	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1121							
81	81	323	323	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1122							
81	81	320	320	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1123							
81	81	322	322	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1124							
81	81	323	323	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1125							
82	82	324	324	0.0		0	0	Chord	4/4	1	1	0	acciaccatura	1/8	1	1126							
82	82	324	324	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1127			ornamentTrill	56			
82	82	649/2	649/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1128				56			
82	82	1299/4	1299/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1129							
82	82	325	325	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1130							
82	82	326	326	0.0		1/2	1/2	Chord	4/4	1	1	0	acciaccatura	1/8	1	1131							
82	82	326	326	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1132			ornamentTrill	57			
82	82	653/2	653/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1133				57			
82	82	1307/4	1307/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1134							
82	82	327	327	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1135							
82	82	324	324	0.0		0	0	Chord	4/4	2	1	0	acciaccatura	1/8	1	1136							
82	82	324	324	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1137			ornamentTrill	58			
82	82	649/2	649/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1138				58			
82	82	1299/4	1299/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1139							
82	82	325	325	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1140							
82	82	326	326	0.0		1/2	1/2	Chord	4/4	2	1	0	acciaccatura	1/8	1	1141							
82	82	326	326	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1142			ornamentTrill	59			
82	82	653/2	653/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1143				59			
82	82	1307/4	1307/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1144							
82	82	327	327	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1145							
83	83	328	328	0.0		0	0	Chord	4/4	1	1	0	acciaccatura	1/8	1	1146							
83	83	328	328	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1147			ornamentTrill	60			
83	83	657/2	657/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1148				60			
83	83	1315/4	1315/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1149							
83	83	329	329	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1150							
83	83	330	330	0.0		1/2	1/2	Chord	4/4	1	1	0	acciaccatura	1/8	1	1151							
83	83	330	330	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1152			ornamentTrill	61			
83	83	661/2	661/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1153				61			
83	83	1323/4	1323/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1154							
83	83	331	331	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1155							
83	83	328	328	0.0		0	0	Chord	4/4	2	1	0	acciaccatura	1/8	1	1156							
83	83	328	328	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1157			ornamentTrill	62			
83	83	657/2	657/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1158				62			
83	83	1315/4	1315/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1159							
83	83	329	329	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1160							
83	83	330	330	0.0		1/2	1/2	Chord	4/4	2	1	0	acciaccatura	1/8	1	1161							
83	83	330	330	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1162			ornamentTrill	63			
83	83	661/2	661/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1163				63			
83	83	1323/4	1323/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1164							
83	83	331	331	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1165							
84	84	332	332	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1166							
84	84	334	334	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1167							
84	84	332	332	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1168							
84	84	334	334	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1169							
85	85	336	336	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1170							
85	85	1345/4	1345/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1171							
85	85	673/2	673/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1172							
85	85	1347/4	1347/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1173							
85	85	337	337	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1174							
85	85	1349/4	1349/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1175							
85	85	675/2	675/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1176							
85	85	1351/4	1351/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1177							
85	85	338	338	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1178							
85	85	1353/4	1353/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1179							
85	85	677/2	677/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1180							
85	85	1355/4	1355/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1181							
85	85	339	339	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1182							
85	85	1357/4	1357/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1183							
85	85	679/2	679/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1184							
85	85	1359/4	1359/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1185							
85	85	336	336	0.0		0	0	Dynamic	4/4	2	1	0						ff					
85	85	336	336	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	1186							
85	85	1345/4	1345/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1187							
85	85	673/2	673/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1188							
85	85	1347/4	1347/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1189							
85	85	337	337	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1190							
85	85	1349/4	1349/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1191							
85	85	675/2	675/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1192							
85	85	1351/4	1351/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1193							
85	85	338	338	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1194							
85	85	1353/4	1353/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1195							
85	85	677/2	677/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1196							
85	85	1355/4	1355/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1197							
85	85	339	339	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1198							
85	85	1357/4	1357/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1199							
85	85	679/2	679/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1200							
85	85	1359/4	1359/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1201							
86	86	340	340	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1202							
86	86	1361/4	1361/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1203							
86	86	681/2	681/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1204							
86	86	1363/4	1363/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1205							
86	86	341	341	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1206							
86	86	1365/4	1365/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1207							
86	86	683/2	683/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1208							
86	86	1367/4	1367/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1209							
86	86	342	342	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1210							
86	86	1369/4	1369/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1211							
86	86	685/2	685/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1212							
86	86	1371/4	1371/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1213							
86	86	343	343	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1214							
86	86	1373/4	1373/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1215							
86	86	687/2	687/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1216							
86	86	1375/4	1375/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1217							
86	86	340	340	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	1218							
86	86	1361/4	1361/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1219							
86	86	681/2	681/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1220							
86	86	1363/4	1363/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1221							
86	86	341	341	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1222							
86	86	1365/4	1365/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1223							
86	86	683/2	683/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1224							
86	86	1367/4	1367/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1225							
86	86	342	342	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1226							
