mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	decrescendo_hairpin	crescendo_hairpin	diminuendo_line	pedal	Pedal_<sym>keyboardPedalPed</sym>	Trill:trill	Ottava:8vb
72	65	919/4	919/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1309																	
72	65	923/4	923/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1310																	
72	65	925/4	925/4	0.0	1/2	1/2	Spanner	3/4	1	1	0																					14	
72	65	925/4	925/4	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1311																14	
72	65	917/4	917/4	0.25	0	0	Chord	3/4	1	2	1/16			1/16	1	1312																	
72	65	459/2	459/2	0.25	1/16	1/16	Chord	3/4	1	2	1/16			1/16	1	1313																	
72	65	919/4	919/4	0.25	1/8	1/8	Chord	3/4	1	2	1/16			1/16	1	1314																	
72	65	230	230	0.25	3/16	3/16	Chord	3/4	1	2	1/16			1/16	1	1315																	
72	65	921/4	921/4	0.25	1/4	1/4	Chord	3/4	1	2	1/16			1/16	1	1316																	
72	65	461/2	461/2	0.25	5/16	5/16	Chord	3/4	1	2	1/16			1/16	1	1317																	
72	65	923/4	923/4	0.25	3/8	3/8	Chord	3/4	1	2	1/16			1/16	1	1318																	
72	65	231	231	0.25	7/16	7/16	Chord	3/4	1	2	1/16			1/16	1	1319																	
72	65	925/4	925/4	0.25	1/2	1/2	Chord	3/4	1	2	1/16			1/16	1	1320																	
72	65	463/2	463/2	0.25	9/16	9/16	Chord	3/4	1	2	1/16			1/16	1	1321																	
72	65	927/4	927/4	0.25	5/8	5/8	Chord	3/4	1	2	1/16			1/16	1	1322																	
72	65	232	232	0.25	11/16	11/16	Chord	3/4	1	2	1/16			1/16	1	1323																	
72	65	925/4	925/4	1.0	1/2	1/2	Chord	3/4	1	4	1/4			1/4	1	1324		ornamentTrill															
72	65	921/4	921/4	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1325																	
72	65	925/4	925/4	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1326																	
72	65	927/4	927/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1327																	
73	66	929/4	929/4	0.0	0	0	Chord	3/4	1	1	0	grace32after		1/32	1	1328																14	
73	66	929/4	929/4	0.0	0	0	Chord	3/4	1	1	0	grace32after		1/32	1	1329																14	
73	66	929/4	929/4	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1330																14	
73	66	1865/8	1865/8	0.0	7/32	7/32	Spanner	3/4	1	1	0																						
73	66	933/4	933/4	0.0	1/4	1/4	SystemText	3/4	1	1	0								"<font size=""12""/>(   )"														
73	66	933/4	933/4	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1331																	
73	66	939/4	939/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1332																	
73	66	235	235	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1333																	
73	66	929/4	929/4	0.25	0	0	Chord	3/4	1	2	1/16			1/16	1	1334																	
73	66	465/2	465/2	0.25	1/16	1/16	Chord	3/4	1	2	1/16			1/16	1	1335																	
73	66	931/4	931/4	0.25	1/8	1/8	Chord	3/4	1	2	1/16			1/16	1	1336																	
73	66	233	233	0.25	3/16	3/16	Chord	3/4	1	2	1/16			1/16	1	1337																	
73	66	939/4	939/4	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	1338		articStaccatissimoBelow															
73	66	929/4	929/4	0.75	0	0	Chord	3/4	1	3	3/16			1/8	3/2	1339																	
73	66	233	233	0.125	3/16	3/16	Chord	3/4	1	3	1/32			1/32	1	1340																	
73	66	1865/8	1865/8	0.125	7/32	7/32	Chord	3/4	1	3	1/32			1/32	1	1341																	
73	66	929/4	929/4	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1342																	
73	66	931/4	931/4	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1343																	
73	66	935/4	935/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1344		articStaccatissimoBelow															
73	66	937/4	937/4	0.0	1/2	1/2	Dynamic	3/4	2	1	0						sf																
73	66	937/4	937/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1345																	
74	67	941/4	941/4	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1346																	
74	67	471/2	471/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1347																	
74	67	943/4	943/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1348																	
74	67	236	236	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1349																	
74	67	945/4	945/4	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1350																	
74	67	951/4	951/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1351																	
74	67	238	238	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1352																	
74	67	941/4	941/4	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	1353																	
74	67	951/4	951/4	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	1354		articStaccatissimoBelow															
74	67	947/4	947/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1355		articStaccatissimoBelow															
74	67	949/4	949/4	0.0	1/2	1/2	Dynamic	3/4	2	1	0						sf																
74	67	949/4	949/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1356																	
75	68	953/4	953/4	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1357																	
75	68	477/2	477/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1358																	
75	68	955/4	955/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1359																	
75	68	239	239	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1360																	
75	68	957/4	957/4	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1361																	
75	68	963/4	963/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1362																	
75	68	241	241	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1363																	
75	68	953/4	953/4	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	1364																	
75	68	963/4	963/4	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	1365																	
75	68	959/4	959/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1366		articStaccatissimoAbove															
75	68	961/4	961/4	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1367		articStaccatissimoAbove															
75	68	963/4	963/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1368		articStaccatissimoAbove															
76	69	965/4	965/4	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1369																	
76	69	483/2	483/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1370																	
76	69	967/4	967/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1371																	
76	69	242	242	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1372																	
76	69	969/4	969/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1373																	
76	69	485/2	485/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1374																	
76	69	971/4	971/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1375																	
76	69	243	243	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1376																	
76	69	973/4	973/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1377																	
76	69	487/2	487/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1378																	
76	69	975/4	975/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1379																	
76	69	244	244	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1380																	
76	69	965/4	965/4	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	1381																	
76	69	967/4	967/4	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	1382																	
76	69	969/4	969/4	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	1383																	
76	69	965/4	965/4	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1384																	
76	69	967/4	967/4	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1385																	
76	69	969/4	969/4	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1386																	
76	69	973/4	973/4	0.0	1/2	1/2	Dynamic	3/4	2	1	0						sf																
76	69	973/4	973/4	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	1387																	
77	70	977/4	977/4	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1388																	
77	70	489/2	489/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1389																	
77	70	979/4	979/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1390																	
77	70	245	245	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1391																	
77	70	981/4	981/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1392																	
77	70	491/2	491/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1393																	
77	70	983/4	983/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1394																	
77	70	246	246	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1395																	
77	70	985/4	985/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1396																	
77	70	493/2	493/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1397																	
77	70	987/4	987/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1398																	
77	70	247	247	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1399																	
77	70	977/4	977/4	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1400																	
77	70	979/4	979/4	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1401																	
77	70	981/4	981/4	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1402									28								
77	70	983/4	983/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1403									28								
77	70	985/4	985/4	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1404									28								
77	70	987/4	987/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1405									28								
78	71	989/4	989/4	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1406																	
78	71	495/2	495/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1407																	
78	71	991/4	991/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1408																	
78	71	248	248	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1409																	
78	71	993/4	993/4	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1410																	
78	71	997/4	997/4	0.0	1/2	1/2	Dynamic	3/4	1	1	0						sf																
78	71	997/4	997/4	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	1411																	
78	71	993/4	993/4	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	1412																	
78	71	989/4	989/4	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1413									28								
78	71	991/4	991/4	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1414																	
78	71	993/4	993/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	1415																	
78	71	497/2	497/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	1416																	
78	71	995/4	995/4	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	1417																	
78	71	249	249	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	1418																	
78	71	997/4	997/4	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	1419																	
78	71	499/2	499/2	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1420																	
78	71	999/4	999/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1421																	
78	71	250	250	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1422																	
79	72	1001/4	1001/4	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1423																	
79	72	1003/4	1003/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1424																	
79	72	1005/4	1005/4	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1425									29								
79	72	1007/4	1007/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1426									29								
79	72	1009/4	1009/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1427									29								
79	72	1011/4	1011/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1428									29								
79	72	1001/4	1001/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	1429																	
79	72	501/2	501/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1430																	
79	72	1003/4	1003/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1431																	
79	72	251	251	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1432																	
79	72	1005/4	1005/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	1433																	
79	72	503/2	503/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	1434																	
79	72	1007/4	1007/4	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	1435																	
79	72	252	252	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	1436																	
79	72	1009/4	1009/4	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	1437																	
79	72	505/2	505/2	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1438																	
79	72	1011/4	1011/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1439																	
79	72	253	253	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1440																	
80	73	1013/4	1013/4	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1441									29								
80	73	1015/4	1015/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1442																	
80	73	1017/4	1017/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1443																	
80	73	509/2	509/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1444																	
80	73	1019/4	1019/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1445																	
80	73	255	255	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1446																	
80	73	1021/4	1021/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1447																	
80	73	511/2	511/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1448																	
80	73	1023/4	1023/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1449																	
80	73	256	256	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1450																	
80	73	1013/4	1013/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	1451																	
80	73	507/2	507/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1452																	
80	73	1015/4	1015/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1453																	
80	73	254	254	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1454																	
80	73	1017/4	1017/4	0.0	1/4	1/4	Dynamic	3/4	2	1	0						sf																
80	73	1017/4	1017/4	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1455									30								
80	73	1019/4	1019/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1456									30								
80	73	1021/4	1021/4	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1457									30								
80	73	1023/4	1023/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1458									30								
81	74	1025/4	1025/4	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1459																	
81	74	513/2	513/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1460																	
81	74	1027/4	1027/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1461																	
81	74	257	257	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1462																	
81	74	1029/4	1029/4	0.0	1/4	1/4	Dynamic	3/4	1	1	0						sf																
81	74	1029/4	1029/4	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1463									31								
81	74	1031/4	1031/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1464									31								
81	74	1033/4	1033/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1465									31								
81	74	1035/4	1035/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1466									31								
81	74	1025/4	1025/4	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1467									30								
81	74	1027/4	1027/4	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1468																	
81	74	1029/4	1029/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	1469																	
81	74	515/2	515/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	1470																	
81	74	1031/4	1031/4	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	1471																	
81	74	258	258	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	1472																	
81	74	1033/4	1033/4	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	1473																	
81	74	517/2	517/2	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1474																	
81	74	1035/4	1035/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1475																	
81	74	259	259	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1476																	
82	75	1037/4	1037/4	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1477									31								
82	75	1039/4	1039/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1478																	
82	75	1037/4	1037/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	1479																	
82	75	519/2	519/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1480																	
82	75	1039/4	1039/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1481																	
82	75	260	260	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1482																	
82	75	1041/4	1041/4	0.0	1/4	1/4	Dynamic	3/4	2	1	0						sf																
82	75	1041/4	1041/4	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1483									32								
82	75	1043/4	1043/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1484									32								
82	75	1045/4	1045/4	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1485									32								
82	75	1047/4	1047/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1486									32								
82	75	1041/4	1041/4	0.25	1/4	1/4	Chord	3/4	2	3	1/16			1/16	1	1487																	
82	75	521/2	521/2	0.25	5/16	5/16	Chord	3/4	2	3	1/16			1/16	1	1488																	
82	75	1043/4	1043/4	0.25	3/8	3/8	Chord	3/4	2	3	1/16			1/16	1	1489																	
82	75	261	261	0.25	7/16	7/16	Chord	3/4	2	3	1/16			1/16	1	1490																	
82	75	1045/4	1045/4	0.25	1/2	1/2	Chord	3/4	2	3	1/16			1/16	1	1491																	
82	75	523/2	523/2	0.25	9/16	9/16	Chord	3/4	2	3	1/16			1/16	1	1492																	
82	75	1047/4	1047/4	0.25	5/8	5/8	Chord	3/4	2	3	1/16			1/16	1	1493																	
82	75	262	262	0.25	11/16	11/16	Chord	3/4	2	3	1/16			1/16	1	1494																	
83	76	1049/4	1049/4	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1495									32								
83	76	1051/4	1051/4	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1496																	
83	76	1053/4	1053/4	0.0	1/4	1/4	Dynamic	3/4	2	1	0						sf																
83	76	1053/4	1053/4	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1497									33								
83	76	1055/4	1055/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1498									33								
83	76	1057/4	1057/4	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1499									33								
83	76	1059/4	1059/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1500									33								
83	76	1049/4	1049/4	0.25	0	0	Chord	3/4	2	3	1/16			1/16	1	1501																	
83	76	525/2	525/2	0.25	1/16	1/16	Chord	3/4	2	3	1/16			1/16	1	1502																	
83	76	1051/4	1051/4	0.25	1/8	1/8	Chord	3/4	2	3	1/16			1/16	1	1503																	
83	76	263	263	0.25	3/16	3/16	Chord	3/4	2	3	1/16			1/16	1	1504																	
83	76	1053/4	1053/4	0.25	1/4	1/4	Chord	3/4	2	3	1/16			1/16	1	1505																	
83	76	527/2	527/2	0.25	5/16	5/16	Chord	3/4	2	3	1/16			1/16	1	1506																	
83	76	1055/4	1055/4	0.25	3/8	3/8	Chord	3/4	2	3	1/16			1/16	1	1507																	
83	76	264	264	0.25	7/16	7/16	Chord	3/4	2	3	1/16			1/16	1	1508																	
83	76	1057/4	1057/4	0.25	1/2	1/2	Chord	3/4	2	3	1/16			1/16	1	1509																	
83	76	529/2	529/2	0.25	9/16	9/16	Chord	3/4	2	3	1/16			1/16	1	1510																	
83	76	1059/4	1059/4	0.25	5/8	5/8	Chord	3/4	2	3	1/16			1/16	1	1511																	
83	76	265	265	0.25	11/16	11/16	Chord	3/4	2	3	1/16			1/16	1	1512																	
84	77	1065/4	1065/4	0.0	1/4	1/4	Dynamic	3/4	1	1	0						sf																
84	77	1065/4	1065/4	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1513									34								
84	77	1067/4	1067/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1514									34								
84	77	1069/4	1069/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1515									34								
84	77	1071/4	1071/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1516									34								
84	77	1061/4	1061/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	1517									33								
84	77	531/2	531/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1518									33								
84	77	1063/4	1063/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1519																	
84	77	266	266	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1520																	
84	77	1065/4	1065/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	1521																	
84	77	533/2	533/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	1522																	
84	77	1067/4	1067/4	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	1523																	
84	77	267	267	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	1524																	
84	77	1069/4	1069/4	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	1525																	
84	77	535/2	535/2	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1526																	
84	77	1071/4	1071/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1527																	
84	77	268	268	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1528																	
84	77	1061/4	1061/4	0.5	0	0	Chord	3/4	2	2	1/8			1/8	1	1529																	
84	77	1063/4	1063/4	0.5	1/8	1/8	Chord	3/4	2	2	1/8			1/8	1	1530																	
85	78	1073/4	1073/4	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1531									34								
85	78	1075/4	1075/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1532																	
85	78	1077/4	1077/4	0.0	1/4	1/4	Dynamic	3/4	1	1	0						sf																
85	78	1077/4	1077/4	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1533																	
85	78	1079/4	1079/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1534																	
85	78	1081/4	1081/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1535																	
85	78	1083/4	1083/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1536																	
85	78	1073/4	1073/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	1537																	
85	78	537/2	537/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1538																	
85	78	1075/4	1075/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1539																	
85	78	269	269	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1540																	
85	78	1077/4	1077/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	1541																	
85	78	539/2	539/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	1542																	
85	78	1079/4	1079/4	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	1543																	
85	78	270	270	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	1544																	
85	78	1081/4	1081/4	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	1545																	
85	78	541/2	541/2	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1546																	
85	78	1083/4	1083/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1547																	
85	78	271	271	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1548																	
86	79	1085/4	1085/4	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1549																	
86	79	1087/4	1087/4	1.0	1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	1550																	
86	79	1091/4	1091/4	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	1551																	
86	79	1095/4	1095/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1552																	
86	79	1085/4	1085/4	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	1553																	
86	79	543/2	543/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1554																	
86	79	1087/4	1087/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1555																	
86	79	272	272	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1556																	
86	79	1089/4	1089/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	1557																	
86	79	545/2	545/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	1558																	
86	79	1091/4	1091/4	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	1559																	
86	79	273	273	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	1560																	
86	79	1093/4	1093/4	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	1561																	
86	79	547/2	547/2	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1562																	
86	79	1095/4	1095/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1563																	
86	79	274	274	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1564																	
87	80	1097/4	1097/4	0.0	0	0	SystemText	3/4	1	1	0								"<i><font size=""12""/>ben marcato</i>"														
87	80	1097/4	1097/4	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	1565																	
