mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	decrescendo_hairpin	crescendo_hairpin	diminuendo_line	pedal	Pedal_<sym>keyboardPedalPed</sym>	Trill:trill	Ottava:8vb
7	4	103/4	103/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	219																	
7	4	105/4	105/4	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	220																	
8	5	107/4	107/4	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	221																	
8	5	111/4	111/4	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	222																	
8	5	115/4	115/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	223																	
8	5	29	29	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	224																	
8	5	117/4	117/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	225																	
8	5	59/2	59/2	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	226																	
8	5	119/4	119/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	227																	
8	5	30	30	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	228																	
8	5	121/4	121/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	229																	
8	5	61/2	61/2	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	230																	
8	5	107/4	107/4	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	231																	
8	5	27	27	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	232																	
8	5	109/4	109/4	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	233																	
8	5	55/2	55/2	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	234																	
8	5	111/4	111/4	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	235																	
8	5	28	28	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	236																	
8	5	113/4	113/4	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	237																	
8	5	57/2	57/2	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	238																	
8	5	115/4	115/4	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	239																	
8	5	121/4	121/4	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	240																	
9	6	123/4	123/4	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	241																	
9	6	125/4	125/4	1.0	1/8	1/8	Chord	4/4	1	1	1/4			1/4	1	242																	
9	6	129/4	129/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	243																	
9	6	131/4	131/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	244																	
9	6	33	33	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	245																	
9	6	133/4	133/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	246																	
9	6	67/2	67/2	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	247																	
9	6	135/4	135/4	0.0	3/4	3/4	Spanner	4/4	1	1	0															0							
9	6	135/4	135/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	248										0							
9	6	34	34	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	249										0							
9	6	137/4	137/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	250										0							
9	6	69/2	69/2	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	251										0							
9	6	135/4	135/4	1.0	3/4	3/4	Chord	4/4	1	2	1/4			1/4	1	252										0							
9	6	123/4	123/4	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	253																	
9	6	31	31	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	254																	
9	6	125/4	125/4	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	255																	
9	6	63/2	63/2	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	256																	
9	6	127/4	127/4	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	257																	
9	6	32	32	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	258																	
9	6	129/4	129/4	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	259																	
9	6	65/2	65/2	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	260																	
9	6	131/4	131/4	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	261																	
9	6	33	33	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	262																	
9	6	133/4	133/4	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	263																	
9	6	67/2	67/2	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	264																	
9	6	135/4	135/4	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	265																	
9	6	34	34	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	266																	
9	6	137/4	137/4	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	267																	
9	6	69/2	69/2	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	268																	
9	6	123/4	123/4	2.0	0	0	Chord	4/4	2	2	1/2			1/2	1	269																	
9	6	137/4	137/4	0.5	7/8	7/8	Chord	4/4	2	2	1/8			1/8	1	270																	
10	7	139/4	139/4	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	271										0							
10	7	143/4	143/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	272										0							
10	7	36	36	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	273										0							
10	7	145/4	145/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	274										0							
10	7	73/2	73/2	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	275										0							
10	7	147/4	147/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	276										0							
10	7	37	37	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	277										0							
10	7	149/4	149/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	278										0							
10	7	75/2	75/2	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	279										0							
10	7	151/4	151/4	0.0	3/4	3/4	Dynamic	4/4	1	1	0						f																
10	7	151/4	151/4	0.0	3/4	3/4	Spanner	4/4	1	1	0																						
10	7	151/4	151/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	280																	
10	7	38	38	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	281																	
10	7	153/4	153/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	282																	
10	7	77/2	77/2	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	283																	
10	7	139/4	139/4	0.25	0	0	Chord	4/4	1	2	1/16			1/16	1	284																	
10	7	35	35	0.25	1/16	1/16	Chord	4/4	1	2	1/16			1/16	1	285																	
10	7	141/4	141/4	0.25	1/8	1/8	Chord	4/4	1	2	1/16			1/16	1	286																	
10	7	71/2	71/2	0.25	3/16	3/16	Chord	4/4	1	2	1/16			1/16	1	287																	
10	7	143/4	143/4	0.5	1/4	1/4	Chord	4/4	1	2	1/8			1/8	1	288																	
10	7	145/4	145/4	0.5	3/8	3/8	Chord	4/4	1	2	1/8			1/8	1	289																	
10	7	147/4	147/4	0.5	1/2	1/2	Chord	4/4	1	2	1/8			1/8	1	290																	
10	7	149/4	149/4	0.5	5/8	5/8	Chord	4/4	1	2	1/8			1/8	1	291																	
10	7	151/4	151/4	0.5	3/4	3/4	Chord	4/4	1	2	1/8			1/8	1	292																	
10	7	153/4	153/4	0.5	7/8	7/8	Chord	4/4	1	2	1/8			1/8	1	293																	
10	7	139/4	139/4	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	294																	
10	7	141/4	141/4	1.0	1/8	1/8	Chord	4/4	2	1	1/4			1/4	1	295																	
10	7	145/4	145/4	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	296																	
10	7	147/4	147/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	297																	
10	7	149/4	149/4	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	298																	
10	7	151/4	151/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	299																	
10	7	153/4	153/4	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	300																	
10	7	139/4	139/4	1.5	0	0	Chord	4/4	2	2	3/8			1/4	3/2	301																	
10	7	145/4	145/4	0.5	3/8	3/8	Chord	4/4	2	2	1/8			1/8	1	302																	
10	7	147/4	147/4	1.5	1/2	1/2	Chord	4/4	2	2	3/8			1/4	3/2	303																	
10	7	153/4	153/4	0.5	7/8	7/8	Chord	4/4	2	2	1/8			1/8	1	304																	
11	8	155/4	155/4	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=24	24.0	𝅘𝅥	24.0	0.0									
11	8	313/8	313/8	0.0	3/32	3/32	Dynamic	4/4	1	1	0						p																
11	8	313/8	313/8	0.0	3/32	3/32	SystemText	4/4	1	1	0								"<i><font size=""12""/>tempo I.</i>"														
11	8	313/8	313/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32			1/32	1	305																	
11	8	157/4	157/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	306																	
11	8	321/8	321/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32			1/32	1	307																	
11	8	161/4	161/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	308																	
11	8	329/8	329/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32			1/32	1	309																	
11	8	165/4	165/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	310																	
11	8	337/8	337/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32			1/32	1	311																	
11	8	313/8	313/8	0.0	3/32	3/32	Spanner	4/4	2	1	0																			10	10		
11	8	79/2	79/2	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	312														10	10		
11	8	40	40	0.0	5/16	5/16	Spanner	4/4	2	1	0																						
11	8	161/4	161/4	0.0	3/8	3/8	Spanner	4/4	2	1	0																			11	11		
11	8	81/2	81/2	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	313														11	11		
11	8	41	41	0.0	9/16	9/16	Spanner	4/4	2	1	0																						
11	8	165/4	165/4	0.0	5/8	5/8	Spanner	4/4	2	1	0																			12	12		
11	8	83/2	83/2	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	314														12	12		
11	8	42	42	0.0	13/16	13/16	Spanner	4/4	2	1	0																						
11	8	42	42	0.0	13/16	13/16	Spanner	4/4	2	1	0																			13	13		
12	9	169/4	169/4	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=28	28.0	𝅘𝅥	28.0	0.0									
12	9	169/4	169/4	0.0	0	0	SystemText	4/4	1	1	0								"<i><font size=""12""/>tenuto</i>"														
12	9	169/4	169/4	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	315																	
12	9	85/2	85/2	0.08333333333333333	1/16	1/16	Chord	4/4	1	1	1/48			1/32	2/3	316									10								
12	9	511/12	511/12	0.08333333333333333	1/12	1/12	Chord	4/4	1	1	1/48			1/32	2/3	317																	
12	9	128/3	128/3	0.08333333333333333	5/48	5/48	Chord	4/4	1	1	1/48			1/32	2/3	318									11								
12	9	171/4	171/4	0.08333333333333333	1/8	1/8	Chord	4/4	1	1	1/48			1/32	2/3	319																	
12	9	257/6	257/6	0.08333333333333333	7/48	7/48	Chord	4/4	1	1	1/48			1/32	2/3	320									12								
12	9	515/12	515/12	0.08333333333333333	1/6	1/6	Chord	4/4	1	1	1/48			1/32	2/3	321																	
12	9	43	43	0.08333333333333333	3/16	3/16	Chord	4/4	1	1	1/48			1/32	2/3	322									13								
12	9	517/12	517/12	0.08333333333333333	5/24	5/24	Chord	4/4	1	1	1/48			1/32	2/3	323																	
12	9	259/6	259/6	0.08333333333333333	11/48	11/48	Chord	4/4	1	1	1/48			1/32	2/3	324																	
12	9	173/4	173/4	0.0	1/4	1/4	Tempo	4/4	1	1	0									𝅘𝅥=26	26.0	𝅘𝅥	26.0	0.0									
12	9	173/4	173/4	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	325									14								
12	9	523/12	523/12	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	326									14								
12	9	527/12	527/12	0.0	5/12	5/12	Tempo	4/4	1	1	0									𝅘𝅥=31	31.0	𝅘𝅥	31.0	0.0	14								
12	9	527/12	527/12	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	327									14								
12	9	177/4	177/4	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	328									14								
12	9	535/12	535/12	0.0	7/12	7/12	Tempo	4/4	1	1	0									𝅘𝅥=36	36.0	𝅘𝅥	36.0	0.0	14								
12	9	535/12	535/12	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12			1/8	2/3	329									14								
12	9	539/12	539/12	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12			1/8	2/3	330																	
12	9	169/4	169/4	0.0	0	0	Spanner	4/4	2	1	0																						
12	9	127/3	127/3	0.08333333333333333	1/48	1/48	Chord	4/4	2	1	1/48			1/32	2/3	331									15								
12	9	509/12	509/12	0.08333333333333333	1/24	1/24	Chord	4/4	2	1	1/48			1/32	2/3	332																	
12	9	259/6	259/6	0.08333333333333333	11/48	11/48	Chord	4/4	2	1	1/48			1/32	2/3	333									16								
12	9	173/4	173/4	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	334																	
13	10	181/4	181/4	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=41	41.0	𝅘𝅥	41.0	0.0									
13	10	181/4	181/4	0.16666666666666666	0	0	Chord	4/4	1	1	1/24			1/16	2/3	335									17								
13	10	545/12	545/12	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24			1/16	2/3	336									17								
13	10	547/12	547/12	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24			1/16	2/3	337									17								
13	10	183/4	183/4	0.0	1/8	1/8	Tempo	4/4	1	1	0									𝅘𝅥=46	46.0	𝅘𝅥	46.0	0.0	17								
13	10	183/4	183/4	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24			1/16	2/3	338									17								
13	10	551/12	551/12	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24			1/16	2/3	339									17								
13	10	553/12	553/12	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24			1/16	2/3	340																	
13	10	185/4	185/4	0.0	1/4	1/4	Tempo	4/4	1	1	0									𝅘𝅥=50	50.0	𝅘𝅥	50.0	0.0									
13	10	185/4	185/4	0.16666666666666666	1/4	1/4	Chord	4/4	1	1	1/24			1/16	2/3	341									18								
13	10	557/12	557/12	0.16666666666666666	7/24	7/24	Chord	4/4	1	1	1/24			1/16	2/3	342									18								
13	10	559/12	559/12	0.16666666666666666	1/3	1/3	Chord	4/4	1	1	1/24			1/16	2/3	343									18								
13	10	187/4	187/4	0.125	3/8	3/8	Chord	4/4	1	1	1/32			1/32	1	344									18								
13	10	375/8	375/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32			1/32	1	345									18								
13	10	47	47	0.125	7/16	7/16	Chord	4/4	1	1	1/32			1/32	1	346									18								
13	10	377/8	377/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32			1/32	1	347																	
13	10	189/4	189/4	0.0	1/2	1/2	Spanner	4/4	1	1	0																					0	
13	10	189/4	189/4	0.0	1/2	1/2	Spanner	4/4	1	1	0																					0	0
13	10	189/4	189/4	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	348																0	0
13	10	195/4	195/4	0.0	7/8	7/8	Spanner	4/4	1	1	0																						0
13	10	195/4	195/4	0.0	7/8	7/8	Spanner	4/4	1	1	0																					1	0
13	10	195/4	195/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	349																1	0
13	10	197/4	197/4	0.5	1	1	Chord	4/4	1	1	1/8			1/8	1	350																1	0
13	10	199/4	199/4	0.0	9/8	9/8	Tempo	4/4	1	1	0									𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0									0
13	10	199/4	199/4	0.0	9/8	9/8	Spanner	4/4	1	1	0																						0
13	10	199/4	199/4	0.0	9/8	9/8	Spanner	4/4	1	1	0																					2	0
13	10	199/4	199/4	0.0	9/8	9/8	Chord	4/4	1	1	0	grace32after		1/32	1	351																2	0
13	10	199/4	199/4	0.0	9/8	9/8	Chord	4/4	1	1	0	grace32after		1/32	1	352																2	0
13	10	199/4	199/4	1.5	9/8	9/8	Chord	4/4	1	1	3/8			1/4	3/2	353																2	0
13	10	407/8	407/8	0.0	45/32	45/32	Tempo	4/4	1	1	0									𝅘𝅥=33	33.0	𝅘𝅥	33.0	0.0								2	0
13	10	613/12	613/12	0.0	35/24	35/24	Tempo	4/4	1	1	0									𝅘𝅥=26	26.0	𝅘𝅥	26.0	0.0								2	0
13	10	189/4	189/4	1.0	1/2	1/2	Chord	4/4	1	2	1/4		c64	1/4	1	354																	0
13	10	189/4	189/4	1.0	1/2	1/2	Chord	4/4	1	2	1/4			1/4	1	355																	0
13	10	193/4	193/4	0.5	3/4	3/4	Chord	4/4	1	2	1/8		c32	1/8	1	356																	0
13	10	193/4	193/4	0.5	3/4	3/4	Chord	4/4	1	2	1/8			1/8	1	357																	0
13	10	195/4	195/4	1.0	7/8	7/8	Chord	4/4	1	2	1/4		c64	1/4	1	358																	0
13	10	195/4	195/4	1.0	7/8	7/8	Chord	4/4	1	2	1/4			1/4	1	359																	0
13	10	199/4	199/4	1.0	9/8	9/8	Chord	4/4	1	2	1/4		c64	1/4	1	360																	0
13	10	199/4	199/4	1.0	9/8	9/8	Chord	4/4	1	2	1/4			1/4	1	361																	0
13	10	203/4	203/4	0.25	11/8	11/8	Chord	4/4	1	2	1/16		c16	1/16	1	362																	0
13	10	203/4	203/4	0.25	11/8	11/8	Chord	4/4	1	2	1/16			1/16	1	363																	0
13	10	51	51	0.08333333333333333	23/16	23/16	Chord	4/4	1	2	1/48			1/32	2/3	364																	0
13	10	613/12	613/12	0.08333333333333333	35/24	35/24	Chord	4/4	1	2	1/48			1/32	2/3	365																	0
13	10	307/6	307/6	0.08333333333333333	71/48	71/48	Chord	4/4	1	2	1/48			1/32	2/3	366																	0
13	10	181/4	181/4	4.0	0	0	Chord	4/4	2	1	1			1	1	367																	
13	10	197/4	197/4	2.0	1	1	Chord	4/4	2	1	1/2			1/2	1	368																	
14	10	205/4	205/4	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=24	24.0	𝅘𝅥	24.0	0.0									
14	10	205/4	205/4	0.0	0	0	SystemText	4/4	1	1	0								"<i><font size=""12""/>a tempo</i>"														
14	10	205/4	205/4	0.0	0	0	Spanner	4/4	1	1	0																						
14	10	205/4	205/4	0.0	0	0	Spanner	4/4	1	1	0																						
14	10	205/4	205/4	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	369																	
14	10	103/2	103/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	370																	
14	10	207/4	207/4	0.125	1/8	1/8	Chord	4/4	1	1	1/32			1/32	1	371																	
14	10	52	52	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	372																	
14	10	209/4	209/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	373																	
14	10	105/2	105/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	374																	
14	10	211/4	211/4	0.125	3/8	3/8	Chord	4/4	1	1	1/32			1/32	1	375																	
14	10	53	53	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	376																	
14	10	213/4	213/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	377																	
14	10	107/2	107/2	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	378																	
14	10	215/4	215/4	0.125	5/8	5/8	Chord	4/4	1	1	1/32			1/32	1	379																	
14	10	54	54	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	380																	
14	10	217/4	217/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	381																	
14	10	109/2	109/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	382																	
14	10	219/4	219/4	0.0	7/8	7/8	Tempo	4/4	1	1	0									𝅘𝅥=28	28.0	𝅘𝅥	28.0	0.0									
14	10	219/4	219/4	0.125	7/8	7/8	Chord	4/4	1	1	1/32			1/32	1	383																	
14	10	55	55	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	384																	
14	10	103/2	103/2	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	385																	
14	10	831/16	831/16	0.0625	11/64	11/64	Chord	4/4	2	1	1/64			1/64	1	386																	
14	10	105/2	105/2	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	387																	
14	10	847/16	847/16	0.0625	27/64	27/64	Chord	4/4	2	1	1/64			1/64	1	388																	
14	10	107/2	107/2	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	389																	
14	10	863/16	863/16	0.0625	43/64	43/64	Chord	4/4	2	1	1/64			1/64	1	390																	
14	10	109/2	109/2	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	391																	
14	10	879/16	879/16	0.0625	59/64	59/64	Chord	4/4	2	1	1/64			1/64	1	392																	
15	10	221/4	221/4	0.0	0	0	Spanner	4/4	1	1	0															1							
15	10	221/4	221/4	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	393										1							
15	10	111/2	111/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	394										1							
15	10	223/4	223/4	0.0	1/8	1/8	Tempo	4/4	1	1	0									𝅘𝅥=32	32.0	𝅘𝅥	32.0	0.0		1							
15	10	223/4	223/4	0.125	1/8	1/8	Chord	4/4	1	1	1/32			1/32	1	395										1							
15	10	56	56	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	396										1							
15	10	225/4	225/4	0.0	1/4	1/4	SystemText	4/4	1	1	0								"<i><font size=""12""/>-         -        acce        -         le        -</i>"							1							
15	10	225/4	225/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	397										1							
15	10	113/2	113/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	398										1							
15	10	227/4	227/4	0.0	3/8	3/8	Tempo	4/4	1	1	0									𝅘𝅥=36	36.0	𝅘𝅥	36.0	0.0		1							
15	10	227/4	227/4	0.125	3/8	3/8	Chord	4/4	1	1	1/32			1/32	1	399										1							
15	10	57	57	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	400										1							
15	10	229/4	229/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	401										1							
15	10	115/2	115/2	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	402										1							
15	10	231/4	231/4	0.0	5/8	5/8	Tempo	4/4	1	1	0									𝅘𝅥=41	41.0	𝅘𝅥	41.0	0.0		1							
15	10	231/4	231/4	0.125	5/8	5/8	Chord	4/4	1	1	1/32			1/32	1	403										1							
15	10	58	58	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	404										1							
15	10	233/4	233/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	405										1							
15	10	117/2	117/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	406										1							
15	10	235/4	235/4	0.0	7/8	7/8	Tempo	4/4	1	1	0									𝅘𝅥=46	46.0	𝅘𝅥	46.0	0.0		1							
15	10	235/4	235/4	0.125	7/8	7/8	Chord	4/4	1	1	1/32			1/32	1	407										1							
15	10	59	59	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	408										1							
15	10	111/2	111/2	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	409																	
15	10	895/16	895/16	0.0625	11/64	11/64	Chord	4/4	2	1	1/64			1/64	1	410																	
15	10	113/2	113/2	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	411																	
15	10	911/16	911/16	0.0625	27/64	27/64	Chord	4/4	2	1	1/64			1/64	1	412																	
15	10	115/2	115/2	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	413																	
15	10	927/16	927/16	0.0625	43/64	43/64	Chord	4/4	2	1	1/64			1/64	1	414																	
15	10	117/2	117/2	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	415																	
15	10	471/8	471/8	0.125	29/32	29/32	Chord	4/4	2	1	1/32			1/32	1	416																	
16	10	237/4	237/4	0.0	0	0	SystemText	4/4	1	1	0								"<i><font size=""12""/>-        ran       -       do</i>"							1							
16	10	237/4	237/4	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	417										1							
16	10	119/2	119/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	418										1							
16	10	239/4	239/4	0.0	1/8	1/8	Tempo	4/4	1	1	0									𝅘𝅥=53	53.0	𝅘𝅥	53.0	0.0		1							
16	10	239/4	239/4	0.125	1/8	1/8	Chord	4/4	1	1	1/32			1/32	1	419										1							
16	10	60	60	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	420										1							
16	10	241/4	241/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	421										1							
16	10	121/2	121/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	422										1							
16	10	243/4	243/4	0.0	3/8	3/8	Tempo	4/4	1	1	0									𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0		1							
16	10	243/4	243/4	0.125	3/8	3/8	Chord	4/4	1	1	1/32			1/32	1	423										1							
16	10	61	61	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	424										1							
16	10	245/4	245/4	0.0	1/2	1/2	Tempo	4/4	1	1	0									𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0									
16	10	245/4	245/4	0.0	1/2	1/2	Dynamic	4/4	1	1	0						ff																
16	10	245/4	245/4	0.0	1/2	1/2	SystemText	4/4	1	1	0								"<i><font size=""12""/>prestissimo</i>"														
16	10	245/4	245/4	0.0	1/2	1/2	Spanner	4/4	1	1	0																						
16	10	245/4	245/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	425																	
16	10	123/2	123/2	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	426																	
16	10	247/4	247/4	0.125	5/8	5/8	Chord	4/4	1	1	1/32			1/32	1	427																	
16	10	62	62	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	428																	
16	10	249/4	249/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	429																	
16	10	125/2	125/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	430																	
16	10	251/4	251/4	0.125	7/8	7/8	Chord	4/4	1	1	1/32			1/32	1	431																	
16	10	63	63	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	432																	
16	10	119/2	119/2	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	433																	
16	10	479/8	479/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32			1/32	1	434																	
16	10	121/2	121/2	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	435																	
