mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	diminuendo_line	crescendo_line
67	65	781/3	781/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	784						
67	65	782/3	782/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	785						
67	65	261	261	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	786						
67	65	784/3	784/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	787						
67	65	785/3	785/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	788						
67	65	258	258	4.0	0	0	Chord	2/2	2	1	1	1	1	789						
68	66	262	262	0.0	0	0	Dynamic	2/2	1	1	0					p				
68	66	787/3	787/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	790	p					
68	66	788/3	788/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	791						
68	66	263	263	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	792						
68	66	790/3	790/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	793						
68	66	791/3	791/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	794						
68	66	264	264	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	795			articStaccatoAbove			
68	66	793/3	793/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	796						
68	66	794/3	794/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	797						
68	66	265	265	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	798						
68	66	796/3	796/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	799						
68	66	797/3	797/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	800						
68	66	262	262	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	801						
69	67	266	266	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	802			articStaccatoAbove			
69	67	799/3	799/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	803						
69	67	800/3	800/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	804						
69	67	267	267	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	805						
69	67	802/3	802/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	806						
69	67	803/3	803/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	807						
69	67	268	268	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	808			articStaccatoAbove			
69	67	805/3	805/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	809						
69	67	806/3	806/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	810						
69	67	269	269	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	811			articStaccatoAbove			
69	67	808/3	808/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	812						
69	67	809/3	809/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	813						
69	67	269	269	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	814			articStaccatoBelow			
70	68	270	270	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	815			articStaccatoAbove			
70	68	811/3	811/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	816						
70	68	812/3	812/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	817						
70	68	271	271	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	818						
70	68	814/3	814/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	819						
70	68	815/3	815/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	820						
70	68	272	272	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	821			articStaccatoBelow			
70	68	817/3	817/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	822						
70	68	818/3	818/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	823						
70	68	273	273	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	824						
70	68	820/3	820/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	825						
70	68	821/3	821/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	826						
70	68	270	270	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	827			articStaccatoBelow			
71	69	274	274	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	828			articStaccatoBelow			
71	69	823/3	823/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	829						
71	69	824/3	824/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	830						
71	69	275	275	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	831						
71	69	826/3	826/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	832						
71	69	827/3	827/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	833						
71	69	276	276	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	834			articStaccatoBelow			
71	69	829/3	829/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	835						
71	69	830/3	830/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	836						
71	69	277	277	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	837			articStaccatoBelow			
71	69	832/3	832/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	838						
71	69	833/3	833/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	839						
71	69	277	277	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	840			articStaccatoAbove			
72	70	278	278	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	841			articStaccatoBelow			
72	70	835/3	835/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	842						
72	70	836/3	836/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	843						
72	70	279	279	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	844						
72	70	838/3	838/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	845						
72	70	839/3	839/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	846						
72	70	280	280	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	847						
72	70	841/3	841/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	848						
72	70	842/3	842/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	849						
72	70	281	281	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	850						
72	70	844/3	844/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	851						
72	70	845/3	845/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	852						
72	70	278	278	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	853			articStaccatoAbove			
72	70	281	281	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	854			articStaccatoAbove			
73	71	282	282	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	855						
73	71	847/3	847/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	856						
73	71	848/3	848/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	857						
73	71	283	283	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	858						
73	71	850/3	850/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	859						
73	71	851/3	851/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	860						
73	71	284	284	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	861						
73	71	853/3	853/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	862						
73	71	854/3	854/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	863						
73	71	285	285	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	864						
73	71	856/3	856/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	865						
73	71	857/3	857/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	866						
73	71	282	282	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	867			articStaccatoBelow			
73	71	285	285	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	868						
74	72	859/3	859/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	869						
74	72	860/3	860/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	870						
74	72	287	287	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	871						
74	72	862/3	862/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	872						
74	72	863/3	863/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	873						
74	72	865/3	865/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	874						
74	72	866/3	866/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	875						
74	72	289	289	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	876						
74	72	868/3	868/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	877						
74	72	869/3	869/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	878						
74	72	286	286	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	879						
74	72	288	288	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	880						
75	73	871/3	871/3	0.0	1/12	1/12	Spanner	2/2	1	1	0								1	
75	73	871/3	871/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	881					1	
75	73	872/3	872/3	0.0	1/6	1/6	Spanner	2/2	1	1	0									
75	73	872/3	872/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	882						
75	73	291	291	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	883	>					
75	73	874/3	874/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	884						
75	73	875/3	875/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	885						
75	73	292	292	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	886						
75	73	877/3	877/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	887						
75	73	878/3	878/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	888						
75	73	293	293	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	889						
75	73	880/3	880/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	890						
75	73	881/3	881/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	891						
75	73	290	290	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	892						
75	73	293	293	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	893						
76	74	883/3	883/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	894						
76	74	884/3	884/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	895						
76	74	295	295	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	896						
76	74	886/3	886/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	897						
76	74	887/3	887/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	898						
76	74	296	296	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	899						
76	74	889/3	889/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	900						
76	74	890/3	890/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	901						
76	74	297	297	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	902						
76	74	892/3	892/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	903						
76	74	893/3	893/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	904						
76	74	294	294	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	905						
76	74	297	297	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	906						
77	75	895/3	895/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	907						
77	75	896/3	896/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	908						
77	75	299	299	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	909						
77	75	898/3	898/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	910						
77	75	899/3	899/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	911						
77	75	901/3	901/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	912						
77	75	902/3	902/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	913						
77	75	301	301	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	914						
77	75	904/3	904/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	915						
77	75	905/3	905/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	916						
77	75	298	298	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	917						
77	75	300	300	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	918						
78	76	303	303	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	919						
78	76	910/3	910/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	920						
78	76	911/3	911/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	921						
78	76	304	304	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	922						
78	76	913/3	913/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	923						
78	76	914/3	914/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	924						
78	76	305	305	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	925						
78	76	916/3	916/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	926						
78	76	917/3	917/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	927						
78	76	302	302	4.0	0	0	Chord	2/2	2	1	1	1	1	928						
79	77	307	307	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	929						
79	77	922/3	922/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	930						
79	77	923/3	923/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	931						
79	77	308	308	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	932						
79	77	925/3	925/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	933						
79	77	926/3	926/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	934						
79	77	309	309	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	935						
79	77	928/3	928/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	936						
79	77	929/3	929/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	937						
79	77	306	306	4.0	0	0	Chord	2/2	2	2	1	1	1	938						
80	78	311	311	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	939						
80	78	934/3	934/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	940						
80	78	935/3	935/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	941						
80	78	312	312	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	942						
80	78	937/3	937/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	943						
80	78	938/3	938/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	944						
80	78	313	313	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	945						
80	78	940/3	940/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	946						
80	78	941/3	941/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	947						
80	78	310	310	4.0	0	0	Chord	2/2	2	1	1	1	1	948						
81	79	315	315	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	949						
81	79	946/3	946/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	950						
81	79	947/3	947/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	951						
81	79	316	316	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	952						
81	79	949/3	949/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	953						
81	79	950/3	950/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	954						
81	79	317	317	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	955						
81	79	952/3	952/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	956						
81	79	953/3	953/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	957						
81	79	314	314	4.0	0	0	Chord	2/2	2	1	1	1	1	958						
82	80	318	318	0.0	0	0	Spanner	2/2	1	1	0									5
82	80	318	318	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	959	<					5
82	80	955/3	955/3	0.0	1/12	1/12	Spanner	2/2	1	1	0									
82	80	955/3	955/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	960						
82	80	956/3	956/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	961						
82	80	319	319	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	962						
82	80	958/3	958/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	963						
82	80	959/3	959/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	964						
82	80	320	320	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	965						
82	80	961/3	961/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	966						
82	80	962/3	962/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	967						
82	80	321	321	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	968						
82	80	964/3	964/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	969						
82	80	965/3	965/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	970						
82	80	318	318	4.0	0	0	Chord	2/2	2	1	1	1	1	971						
83	81	322	322	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	972						
83	81	967/3	967/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	973						
83	81	968/3	968/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	974						
83	81	323	323	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	975						
83	81	970/3	970/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	976						
83	81	971/3	971/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	977						
83	81	324	324	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	978						
83	81	973/3	973/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	979						
83	81	974/3	974/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	980						
83	81	325	325	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	981						
83	81	976/3	976/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	982						
83	81	977/3	977/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	983						
83	81	322	322	4.0	0	0	Chord	2/2	2	1	1	1	1	984						
84	82	326	326	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	985	>					
84	82	979/3	979/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	986						
84	82	980/3	980/3	0.0	1/6	1/6	Spanner	2/2	1	1	0								2	
84	82	980/3	980/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	987					2	
84	82	327	327	0.0	1/4	1/4	Spanner	2/2	1	1	0									
84	82	327	327	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	988						
84	82	982/3	982/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	989						
84	82	983/3	983/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	990						
84	82	328	328	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	991						
84	82	985/3	985/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	992						
84	82	986/3	986/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	993						
84	82	329	329	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	994						
84	82	988/3	988/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	995						
84	82	989/3	989/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	996						
84	82	326	326	4.0	0	0	Chord	2/2	2	1	1	1	1	997						
85	83	330	330	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	998	p					
85	83	330	330	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	999						
86	83	332	332	0.0	0	1/2	Dynamic	2/2	1	1	0					p				
86	83	332	332	1.0	0	1/2	Chord	2/2	1	1	1/4	1/4	1	1000	p			46		
86	83	333	333	1.0	1/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1001						
86	83	332	332	0.3333333333333333	0	1/2	Chord	2/2	2	1	1/12	1/8	2/3	1002						
86	83	997/3	997/3	0.3333333333333333	1/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	1003						
86	83	998/3	998/3	0.3333333333333333	1/6	2/3	Chord	2/2	2	1	1/12	1/8	2/3	1004						
86	83	333	333	0.3333333333333333	1/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	1005						
86	83	1000/3	1000/3	0.3333333333333333	1/3	5/6	Chord	2/2	2	1	1/12	1/8	2/3	1006						
86	83	1001/3	1001/3	0.3333333333333333	5/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	1007						
87	84	334	334	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1008						
87	84	336	336	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1009			articStaccatoAbove			
87	84	337	337	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1010			articStaccatoAbove			
87	84	334	334	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	1011						
87	84	1003/3	1003/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	1012						
87	84	1004/3	1004/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	1013						
87	84	335	335	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	1014						
87	84	1006/3	1006/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	1015						
87	84	1007/3	1007/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	1016						
87	84	336	336	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	1017						
87	84	1009/3	1009/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	1018						
87	84	1010/3	1010/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	1019						
87	84	337	337	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	1020						
87	84	1012/3	1012/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	1021						
87	84	1013/3	1013/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	1022						
88	85	338	338	1.5	0	0	Chord	2/2	1	1	3/8	1/4	3/2	1023				47		
88	85	679/2	679/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1024						
88	85	340	340	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1025			articStaccatoAbove			
88	85	341	341	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1026			articStaccatoAbove			
88	85	338	338	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	1027						
88	85	1015/3	1015/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	1028						
88	85	1016/3	1016/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	1029						
88	85	339	339	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	1030						
88	85	1018/3	1018/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	1031						
88	85	1019/3	1019/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	1032						
88	85	340	340	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	1033						
88	85	1021/3	1021/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	1034						
