mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	diminuendo_line	crescendo_line
22	20	323/4	323/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	266						
22	20	81	81	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	267			articStaccatoAbove			
22	20	78	78	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	268						
22	20	79	79	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	269			articStaccatoBelow			
22	20	80	80	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	270			articStaccatoBelow			
22	20	81	81	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	271			articStaccatoBelow			
23	21	82	82	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	272						
23	21	84	84	0.0	1/2	1/2	Dynamic	2/2	1	1	0					p				
23	21	84	84	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	273	p			23		
23	21	82	82	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	274						
24	22	86	86	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	275				23		
24	22	88	88	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	276				23		
25	23	90	90	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	277						
25	23	92	92	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	278						
25	23	92	92	2.0	1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	279						
25	23	93	93	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	280			articStaccatoAbove			
26	24	94	94	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	281						
26	24	96	96	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	282				24		
26	24	193/2	193/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	283				24		
26	24	97	97	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	284				24		
26	24	195/2	195/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	285						
26	24	94	94	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	286						
26	24	96	96	2.0	1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	287						
26	24	95	95	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	288			articStaccatoAbove			
26	24	97	97	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	289			articStaccatoBelow			
27	25	98	98	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	290						
27	25	100	100	0.0	1/2	1/2	Dynamic	2/2	1	1	0					pp				
27	25	100	100	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	291			articStaccatoAbove			
27	25	101	101	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	292				25		
27	25	98	98	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	293						
27	25	99	99	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	294						
28	26	102	102	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	295			articStaccatoAbove			
28	26	103	103	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	296				26		
28	26	104	104	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	297			articStaccatoBelow			
28	26	105	105	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	298				27		
29	27	106	106	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	299						
29	27	108	108	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	300						
29	27	108	108	2.0	1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	301						
29	27	109	109	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	302			articStaccatoAbove			
30	28	110	110	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	303						
30	28	112	112	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	304				28		
30	28	225/2	225/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	305				28		
30	28	113	113	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	306				28		
30	28	227/2	227/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	307						
30	28	110	110	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	308						
30	28	112	112	2.0	1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	309						
30	28	111	111	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	310			articStaccatoAbove			
30	28	113	113	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	311			articStaccatoBelow			
31	29	114	114	0.0	0	0	Spanner	2/2	1	1	0								0	
31	29	114	114	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	312	>				0	
31	29	116	116	0.0	1/2	1/2	Spanner	2/2	1	1	0									
31	29	116	116	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	313						
31	29	114	114	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	314						
31	29	116	116	2.0	1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	315						
31	29	115	115	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	316			articStaccatoBelow			
31	29	117	117	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	317			articStaccatoAbove			
32	30	118	118	0.0	0	0	Dynamic	2/2	1	1	0					pp				
32	30	118	118	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	318	pp					
32	30	120	120	0.0	1/2	1/2	Dynamic	2/2	1	1	0					p				
32	30	120	120	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	319	p			29		
32	30	121	121	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	320						
32	30	119	119	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	321						
32	30	120	120	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	322						
32	30	361/3	361/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	323						
32	30	362/3	362/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	324						
32	30	121	121	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	325						
32	30	364/3	364/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	326						
32	30	365/3	365/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	327						
33	31	122	122	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	328						
33	31	124	124	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	329			articStaccatoAbove			
33	31	125	125	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	330			articStaccatoAbove			
33	31	122	122	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	331						
33	31	367/3	367/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	332						
33	31	368/3	368/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	333						
33	31	123	123	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	334						
33	31	370/3	370/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	335						
33	31	371/3	371/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	336						
33	31	124	124	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	337						
33	31	373/3	373/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	338						
33	31	374/3	374/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	339						
33	31	125	125	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	340						
33	31	376/3	376/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	341						
33	31	377/3	377/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	342						
34	32	126	126	1.5	0	0	Chord	2/2	1	1	3/8	1/4	3/2	343				30		
34	32	255/2	255/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	344						
34	32	128	128	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	345			articStaccatoAbove			
34	32	129	129	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	346			articStaccatoAbove			
34	32	126	126	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	347						
34	32	379/3	379/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	348						
34	32	380/3	380/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	349						
34	32	127	127	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	350						
34	32	382/3	382/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	351						
34	32	383/3	383/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	352						
34	32	128	128	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	353						
34	32	385/3	385/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	354						
34	32	386/3	386/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	355						
34	32	129	129	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	356						
34	32	388/3	388/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	357						
34	32	389/3	389/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	358						
35	33	130	130	0.0	0	0	Spanner	2/2	1	1	0									3
35	33	130	130	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	359	<		articStaccatoAbove			3
35	33	131	131	0.0	1/4	1/4	Spanner	2/2	1	1	0									
35	33	131	131	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	360			articStaccatoAbove			
35	33	132	132	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	361			articStaccatoAbove			
35	33	133	133	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	362			articStaccatoAbove			
35	33	130	130	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	363						
35	33	391/3	391/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	364						
35	33	392/3	392/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	365						
35	33	131	131	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	366						
35	33	394/3	394/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	367						
35	33	395/3	395/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	368						
35	33	132	132	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	369						
35	33	397/3	397/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	370						
35	33	398/3	398/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	371						
35	33	133	133	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	372						
35	33	400/3	400/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	373						
35	33	401/3	401/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	374						
36	34	134	134	0.0	0	0	Dynamic	2/2	1	1	0					p				
36	34	134	134	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	375	f					
36	34	136	136	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	376	p			31		
36	34	545/4	545/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	377				31		
36	34	273/2	273/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	378				31		
36	34	547/4	547/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	379				31		
36	34	137	137	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	380				31		
36	34	549/4	549/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	381				31		
36	34	275/2	275/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	382				31		
36	34	551/4	551/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	383						
36	34	134	134	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	384				32		
36	34	135	135	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	385						
36	34	134	134	2.0	0	0	Chord	2/2	2	2	1/2	1/2	1	386						
37	35	138	138	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	387				33		
37	35	139	139	0.0	1/4	1/4	Dynamic	2/2	1	1	0					sf		33		
37	35	139	139	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	388				33		
37	35	141	141	0.75	3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	389				33		
37	35	567/4	567/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	390						
37	35	138	138	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	391						
37	35	140	140	2.0	1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	392						
37	35	139	139	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	393						
37	35	141	141	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	394						
37	35	138	138	2.0	0	0	Chord	2/2	2	2	1/2	1/2	1	395						
37	35	140	140	2.0	1/2	1/2	Chord	2/2	2	2	1/2	1/2	1	396						
38	36	142	142	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	397						
38	36	144	144	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	398				34		
38	36	577/4	577/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	399				34		
38	36	289/2	289/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	400				34		
38	36	579/4	579/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	401				34		
38	36	145	145	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	402				34		
38	36	581/4	581/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	403				34		
38	36	291/2	291/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	404				34		
38	36	583/4	583/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	405						
38	36	142	142	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	406						
38	36	142	142	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	407						
38	36	143	143	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	408						
38	36	142	142	2.0	0	0	Chord	2/2	2	2	1/2	1/2	1	409						
39	37	146	146	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	410				35		
39	37	147	147	0.0	1/4	1/4	Dynamic	2/2	1	1	0					sf		35		
39	37	147	147	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	411				35		
39	37	149	149	0.75	3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	412				35		
39	37	599/4	599/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	413						
39	37	146	146	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	414						
39	37	148	148	2.0	1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	415						
39	37	147	147	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	416						
39	37	149	149	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	417						
39	37	146	146	2.0	0	0	Chord	2/2	2	2	1/2	1/2	1	418						
39	37	148	148	2.0	1/2	1/2	Chord	2/2	2	2	1/2	1/2	1	419						
40	38	150	150	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	420						
40	38	150	150	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	421						
40	38	152	152	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	422	p			36		
40	38	153	153	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	423						
40	38	150	150	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	424						
40	38	151	151	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	425						
40	38	152	152	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	426						
40	38	457/3	457/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	427						
40	38	458/3	458/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	428						
40	38	153	153	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	429						
40	38	460/3	460/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	430						
40	38	461/3	461/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	431						
41	39	154	154	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	432						
41	39	156	156	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	433			articStaccatoAbove			
41	39	157	157	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	434			articStaccatoAbove			
41	39	154	154	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	435						
41	39	463/3	463/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	436						
41	39	464/3	464/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	437						
41	39	155	155	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	438						
41	39	466/3	466/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	439						
41	39	467/3	467/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	440						
41	39	156	156	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	441						
41	39	469/3	469/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	442						
41	39	470/3	470/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	443						
41	39	157	157	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	444						
41	39	472/3	472/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	445						
41	39	473/3	473/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	446						
42	40	158	158	0.0	0	0	Spanner	2/2	1	1	0									4
42	40	158	158	1.5	0	0	Chord	2/2	1	1	3/8	1/4	3/2	447				37		4
42	40	319/2	319/2	0.0	3/8	3/8	Spanner	2/2	1	1	0									
42	40	319/2	319/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	448						
42	40	160	160	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	449			articStaccatoAbove			
42	40	161	161	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	450			articStaccatoAbove			
42	40	158	158	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	451						
42	40	475/3	475/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	452						
42	40	476/3	476/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	453						
42	40	159	159	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	454						
42	40	478/3	478/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	455						
42	40	479/3	479/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	456						
42	40	160	160	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	457						
42	40	481/3	481/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	458						
42	40	482/3	482/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	459						
42	40	161	161	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	460						
42	40	484/3	484/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	461						
42	40	485/3	485/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	462						
43	41	162	162	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	463	<		articStaccatoAbove			
43	41	163	163	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	464			articStaccatoAbove			
43	41	164	164	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	465			articStaccatoAbove			
43	41	165	165	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	466			articStaccatoAbove			
43	41	162	162	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	467						
43	41	487/3	487/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	468						
43	41	488/3	488/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	469						
43	41	163	163	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	470						
43	41	490/3	490/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	471						
43	41	491/3	491/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	472						
43	41	164	164	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	473						
43	41	493/3	493/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	474						
43	41	494/3	494/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	475						
43	41	165	165	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	476						
43	41	496/3	496/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	477						
43	41	497/3	497/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	478						
44	42	166	166	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	479	f					
44	42	168	168	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	480				38		
44	42	673/4	673/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	481				38		
44	42	337/2	337/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	482				38		
44	42	675/4	675/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	483				38		
44	42	169	169	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	484				38		
44	42	677/4	677/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	485				38		
44	42	339/2	339/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	486				38		
44	42	679/4	679/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	487						
44	42	166	166	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	488				39		
44	42	167	167	0.0	1/4	1/4	Dynamic	2/2	2	1	0					sf				
44	42	167	167	3.0	1/4	1/4	Chord	2/2	2	1	3/4	1/2	3/2	489						
44	42	166	166	4.0	0	0	Chord	2/2	2	2	1	1	1	490						
45	43	170	170	0.0	0	0	Dynamic	2/2	1	1	0					sf				
45	43	170	170	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	491				40		
45	43	172	172	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	492				40		
45	43	689/4	689/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	493				40		
45	43	345/2	345/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	494				40		
45	43	691/4	691/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	495				40		
45	43	173	173	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	496				40		
45	43	693/4	693/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	497				40		
45	43	347/2	347/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	498				40		
45	43	695/4	695/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	499						
45	43	170	170	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	500						
45	43	172	172	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	501						
45	43	170	170	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	502				41		
45	43	171	171	0.0	1/4	1/4	Dynamic	2/2	2	1	0					sf				
45	43	171	171	3.0	1/4	1/4	Chord	2/2	2	1	3/4	1/2	3/2	503						
45	43	170	170	4.0	0	0	Chord	2/2	2	2	1	1	1	504						
46	44	174	174	0.0	0	0	Dynamic	2/2	1	1	0					sf				
46	44	174	174	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	505						
46	44	176	176	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	506				42		
46	44	705/4	705/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	507				42		
46	44	353/2	353/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	508				42		
46	44	707/4	707/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	509				42		
46	44	177	177	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	510				42		
46	44	709/4	709/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	511				42		
46	44	355/2	355/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	512				42		
46	44	711/4	711/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	513						
46	44	174	174	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	514						
46	44	174	174	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	515				43		
46	44	175	175	0.0	1/4	1/4	Dynamic	2/2	2	1	0					sf				
46	44	175	175	3.0	1/4	1/4	Chord	2/2	2	1	3/4	1/2	3/2	516						
46	44	174	174	4.0	0	0	Chord	2/2	2	2	1	1	1	517						
47	45	178	178	0.0	0	0	Dynamic	2/2	1	1	0					sf				
47	45	178	178	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	518				44		
47	45	180	180	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	519				44		
47	45	721/4	721/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	520				44		
47	45	361/2	361/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	521				44		
47	45	723/4	723/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	522				44		
47	45	181	181	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	523				44		
47	45	725/4	725/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	524				44		
47	45	363/2	363/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	525				44		
47	45	727/4	727/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	526						
47	45	178	178	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	527						
47	45	180	180	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	528						
47	45	178	178	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	529				45		
47	45	179	179	0.0	1/4	1/4	Dynamic	2/2	2	1	0					sf				
