mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_line	diminuendo_line	crescendo_hairpin
138	138	411	411	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	848								
138	138	413	413	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	849								
138	138	411	411	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	850								
138	138	413	413	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	851								
139	139	414	414	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	852				133				
139	139	416	416	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	853				133				
139	139	833/2	833/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	854				133				
139	139	414	414	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	855								
139	139	416	416	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	856								
139	139	414	414	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	857				134				
139	139	416	416	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	858				134				
139	139	414	414	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	859								
140	140	417	417	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	860			articStaccatoAbove					
140	140	419	419	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	861								
140	140	417	417	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	862								
140	140	417	417	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	863			articStaccatoAbove					
141	141	420	420	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	864				135				
141	141	843/2	843/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	865				135				
141	141	422	422	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	866								
141	141	420	420	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	867				136				
141	141	420	420	1.5	0	0	Chord	3/4	2	2	3/8	1/4	3/2	868								
141	141	843/2	843/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	869								
141	141	422	422	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	870								
142	142	423	423	0.0	0	0	Spanner	3/4	1	1	0									7		
142	142	423	423	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	871				137		7		
142	142	849/2	849/2	0.0	3/8	3/8	Spanner	3/4	1	1	0							137				
142	142	849/2	849/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	872				137				
142	142	425	425	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	873								
142	142	423	423	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	874				138				
142	142	849/2	849/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	875				138				
142	142	425	425	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	876								
142	142	423	423	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	877								
143	143	426	426	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	878				139				
143	143	426	426	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	879								
143	143	426	426	0.0	0	0	Dynamic	3/4	2	1	0					sf						
143	143	426	426	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	880				140				
143	143	426	426	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	881								
144	144	429	429	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	882				139				
144	144	430	430	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	883				139				
144	144	861/2	861/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	884				139				
144	144	431	431	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	885				139				
144	144	863/2	863/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	886								
144	144	429	429	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	887								
144	144	429	429	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	888				140				
144	144	430	430	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	889				140				
144	144	861/2	861/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	890				140				
144	144	431	431	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	891				140				
144	144	863/2	863/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	892								
144	144	429	429	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	893								
145	145	432	432	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	894			articStaccatoBelow					
145	145	433	433	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	895				141				
145	145	867/2	867/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	896				141				
145	145	434	434	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	897				141				
145	145	869/2	869/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	898								
145	145	433	433	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	899								
145	145	432	432	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	900			articStaccatoAbove					
145	145	433	433	0.0	1/4	1/4	Dynamic	3/4	2	1	0					sf						
145	145	433	433	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	901								
145	145	432	432	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	902								
146	146	435	435	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	903			articStaccatoAbove					
146	146	436	436	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	904				142				
146	146	873/2	873/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	905				142				
146	146	437	437	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	906				142				
146	146	875/2	875/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	907								
146	146	435	435	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	908								
146	146	436	436	0.0	1/4	1/4	Dynamic	3/4	1	2	0					sf						
146	146	436	436	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	909								
146	146	435	435	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	910			articStaccatoAbove					
146	146	436	436	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	911								
146	146	435	435	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	912								
147	147	438	438	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	913			articStaccatoAbove					
147	147	439	439	0.0	1/4	1/4	Spanner	3/4	1	1	0									8		
147	147	439	439	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	914	<			143		8		
147	147	879/2	879/2	0.0	3/8	3/8	Spanner	3/4	1	1	0							143				
147	147	879/2	879/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	915				143				
147	147	440	440	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	916				143				
147	147	881/2	881/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	917				143				
147	147	438	438	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	918								
147	147	438	438	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	919			articStaccatoAbove					
148	148	441	441	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	920				143				
148	148	883/2	883/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	921				143				
148	148	442	442	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	922				143				
148	148	885/2	885/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	923				143				
148	148	443	443	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	924				143				
148	148	887/2	887/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	925								
148	148	443	443	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	926								
149	149	444	444	0.0	0	0	Dynamic	3/4	1	1	0					p						
149	149	444	444	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	927	p		articStaccatoBelow					
149	149	445	445	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	928				144				
149	149	891/2	891/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	929				144				
149	149	446	446	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	930				144				
149	149	893/2	893/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	931				144				
149	149	444	444	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	932			articStaccatoAbove					
150	150	447	447	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	933			articStaccatoBelow					
150	150	448	448	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	934				145				
150	150	897/2	897/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	935				145				
150	150	449	449	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	936				145				
150	150	899/2	899/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	937								
150	150	447	447	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	938			articStaccatoBelow					
151	151	450	450	0.0	0	0	Spanner	3/4	1	1	0									9		
151	151	450	450	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	939				146		9		
151	151	451	451	0.0	1/4	1/4	Spanner	3/4	1	1	0							146				
151	151	452	452	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	940								
151	151	452	452	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	941								
151	151	450	450	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	942								
152	152	453	453	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	943				146				
152	152	453	453	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	944								
152	152	454	454	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	945				147				
152	152	909/2	909/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	946				147				
152	152	455	455	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	947				147				
152	152	911/2	911/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	948								
152	152	453	453	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	949								
152	152	454	454	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	950				148				
152	152	909/2	909/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	951				148				
152	152	455	455	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	952				148				
152	152	911/2	911/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	953								
152	152	453	453	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	954								
153	153	456	456	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	955								
153	153	458	458	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	956								
153	153	456	456	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	957								
153	153	458	458	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	958								
153	153	456	456	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	959								
153	153	456	456	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	960								
153	153	458	458	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	961								
154	154	459	459	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	962								
154	154	460	460	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	963				149				
154	154	921/2	921/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	964				149				
154	154	461	461	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	965				149				
154	154	923/2	923/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	966								
154	154	459	459	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	967								
154	154	459	459	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	968								
154	154	460	460	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	969				150				
154	154	921/2	921/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	970				150				
154	154	461	461	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	971				150				
154	154	923/2	923/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	972								
154	154	459	459	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	973								
155	155	462	462	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	974								
155	155	464	464	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	975								
155	155	462	462	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	976								
155	155	464	464	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	977								
155	155	462	462	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	978								
155	155	464	464	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	979								
155	155	462	462	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	980								
156	156	465	465	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	981								
156	156	465	465	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	982								
156	156	466	466	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	983				151				
156	156	933/2	933/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	984				151				
156	156	467	467	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	985				151				
156	156	935/2	935/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	986								
156	156	465	465	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	987								
156	156	466	466	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	988				152				
156	156	933/2	933/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	989				152				
156	156	467	467	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	990				152				
156	156	935/2	935/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	991								
156	156	465	465	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	992								
157	157	468	468	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	993			articStaccatoAbove					
157	157	469	469	0.0	1/4	1/4	Dynamic	3/4	1	1	0					sf						
157	157	469	469	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	994								
157	157	468	468	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	995								
157	157	469	469	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	996				153				
157	157	939/2	939/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	997				153				
157	157	470	470	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	998				153				
157	157	941/2	941/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	999								
157	157	468	468	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1000								
157	157	469	469	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1001				154				
157	157	939/2	939/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1002				154				
157	157	470	470	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1003				154				
157	157	941/2	941/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1004								
157	157	468	468	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	1005			articStaccatoBelow					
157	157	469	469	0.0	1/4	1/4	Dynamic	3/4	2	2	0					sf						
157	157	469	469	2.0	1/4	1/4	Chord	3/4	2	2	1/2	1/2	1	1006								
158	158	471	471	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1007			articStaccatoAbove					
158	158	472	472	0.0	1/4	1/4	Dynamic	3/4	1	1	0					sf						
158	158	472	472	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	1008								
158	158	471	471	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	1009								
158	158	472	472	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	1010				155				
158	158	945/2	945/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	1011				155				
158	158	473	473	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	1012				155				
158	158	947/2	947/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	1013								
158	158	471	471	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1014								
158	158	472	472	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1015				156				
158	158	945/2	945/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1016				156				
158	158	473	473	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1017				156				
158	158	947/2	947/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1018								
158	158	471	471	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	1019			articStaccatoBelow					
158	158	472	472	0.0	1/4	1/4	Dynamic	3/4	2	2	0					sf						
158	158	472	472	2.0	1/4	1/4	Chord	3/4	2	2	1/2	1/2	1	1020								
159	159	474	474	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1021								
159	159	474	474	0.0	0	0	Dynamic	3/4	1	2	0					p						
159	159	474	474	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	1022	p							
159	159	474	474	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1023								
159	159	474	474	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	1024								
160	160	477	477	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1025								
160	160	477	477	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	1026								
160	160	477	477	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1027								
160	160	477	477	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	1028								
161	161	480	480	0.0	0	0	Dynamic	3/4	1	1	0					pp						
161	161	480	480	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1029	pp							
161	161	480	480	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1030								
162	162	483	483	0.0	0	0	Spanner	3/4	1	1	0									10		
162	162	483	483	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	1031	<			157		10		
162	162	485	485	0.0	1/2	1/2	Spanner	3/4	1	1	0							157				
162	162	485	485	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	1032				157				
162	162	1943/4	1943/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1033								
163	163	486	486	0.0	0	0	Dynamic	3/4	1	1	0					p						
163	163	486	486	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1034	p			158				
163	163	486	486	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	1035								
163	163	486	486	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	1036								
164	164	489	489	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1037				158				
164	164	490	490	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1038				158				
164	164	491	491	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1039								
164	164	489	489	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	1040								
164	164	489	489	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	1041								
164	164	491	491	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	1042								
164	164	489	489	3.0	0	0	Chord	3/4	2	3	3/4	1/2	3/2	1043								
165	165	492	492	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1044			articStaccatoBelow	159				
165	165	493	493	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1045			articStaccatoBelow	159				
165	165	494	494	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1046			articStaccatoBelow					
165	165	492	492	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1047								
165	165	492	492	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	1048								
166	166	495	495	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1049			articStaccatoAbove	160				
166	166	496	496	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1050			articStaccatoAbove	160				
166	166	497	497	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1051			articStaccatoAbove					
167	167	498	498	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1052				161				
167	167	498	498	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	1053								
167	167	498	498	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	1054								
168	168	501	501	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1055				161				
168	168	502	502	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1056				161				
168	168	503	503	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1057								
168	168	501	501	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	1058								
168	168	501	501	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	1059								
168	168	503	503	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1060								
168	168	501	501	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	1061								
169	169	504	504	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1062			articStaccatoAbove	162				
169	169	505	505	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1063			articStaccatoAbove	162				
169	169	506	506	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1064			articStaccatoAbove					
169	169	504	504	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	1065								
169	169	504	504	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1066								
170	170	507	507	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1067	<		articStaccatoAbove	163				
170	170	508	508	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1068			articStaccatoAbove	163				
170	170	509	509	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1069			articStaccatoAbove					
171	171	510	510	0.0	0	0	Dynamic	3/4	1	1	0					p						
171	171	510	510	0.0	0	0	Spanner	3/4	1	1	0										2	
171	171	510	510	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1070	p						2	
171	171	510	510	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	1071				164				
172	172	513	513	0.0	0	0	Spanner	3/4	1	1	0											
172	172	513	513	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1072								
172	172	513	513	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	1073								
173	173	516	516	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1074								
173	173	516	516	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	1075								
174	174	519	519	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1076								
174	174	519	519	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	1077								
175	175	522	522	0.0	0	0	Dynamic	3/4	1	1	0					pp						
175	175	522	522	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1078	pp							
175	175	522	522	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1079								
176	176	525	525	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1080								
176	176	525	525	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1081								
177	177	528	528	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1082								
177	177	528	528	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1083								
