mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
45	44	1397/8	1397/8	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	916					23							
45	44	1401/8	1401/8	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	917					23							
45	44	1405/8	1405/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	918					23							
46	45	1409/8	1409/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	919												
46	45	1411/8	1411/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	920												
46	45	1413/8	1413/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	921												
46	45	1415/8	1415/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	922												
46	45	1417/8	1417/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	923												
46	45	1419/8	1419/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	924												
46	45	1421/8	1421/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	925												
46	45	1423/8	1423/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	926												
46	45	1425/8	1425/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	927												
46	45	1427/8	1427/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	928												
46	45	1429/8	1429/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	929												
46	45	1431/8	1431/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	930												
46	45	1433/8	1433/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	931												
46	45	1435/8	1435/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	932												
46	45	1437/8	1437/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	933												
46	45	1439/8	1439/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	934												
46	45	1409/8	1409/8	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	935					23							
46	45	1413/8	1413/8	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	936												
46	45	1417/8	1417/8	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	937			articStaccatoBelow									
46	45	1421/8	1421/8	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	938			articStaccatoBelow									
46	45	1429/8	1429/8	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	939					24							
46	45	1433/8	1433/8	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	940					24							
46	45	1437/8	1437/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	941					24							
47	46	1441/8	1441/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	942												
47	46	1443/8	1443/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	943												
47	46	1445/8	1445/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	944												
47	46	1447/8	1447/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	945												
47	46	1449/8	1449/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	946												
47	46	1451/8	1451/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	947												
47	46	1453/8	1453/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	948												
47	46	1455/8	1455/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	949												
47	46	1457/8	1457/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	950												
47	46	1459/8	1459/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	951												
47	46	1461/8	1461/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	952												
47	46	1463/8	1463/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	953												
47	46	1465/8	1465/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	954												
47	46	1467/8	1467/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	955												
47	46	1469/8	1469/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	956												
47	46	1471/8	1471/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	957												
47	46	1441/8	1441/8	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	958					24							
47	46	1445/8	1445/8	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	959												
47	46	1449/8	1449/8	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	960			articStaccatoBelow									
47	46	1453/8	1453/8	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	961			articStaccatoBelow									
47	46	1461/8	1461/8	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	962					25							
47	46	1465/8	1465/8	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	963					25							
47	46	1469/8	1469/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	964					25							
48	47	1473/8	1473/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	965												
48	47	1475/8	1475/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	966												
48	47	1477/8	1477/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	967												
48	47	1479/8	1479/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	968												
48	47	1481/8	1481/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	969												
48	47	1483/8	1483/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	970												
48	47	1485/8	1485/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	971												
48	47	1487/8	1487/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	972												
48	47	1489/8	1489/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	973												
48	47	1491/8	1491/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	974												
48	47	1493/8	1493/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	975												
48	47	1495/8	1495/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	976												
48	47	1497/8	1497/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	977												
48	47	1499/8	1499/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	978												
48	47	1501/8	1501/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	979												
48	47	1503/8	1503/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	980												
48	47	1473/8	1473/8	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	981					25							
48	47	1477/8	1477/8	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	982												
48	47	1481/8	1481/8	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	983			articStaccatoBelow									
48	47	1485/8	1485/8	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	984			articStaccatoBelow									
48	47	1493/8	1493/8	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	985												
48	47	1497/8	1497/8	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	986												
48	47	1501/8	1501/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	987												
49	48	1505/8	1505/8	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	988												
49	48	1521/8	1521/8	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf										
49	48	1521/8	1521/8	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	989												
49	48	1505/8	1505/8	0.0		0	0	Spanner	4/4	2	1	0															3	3
49	48	1505/8	1505/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	990											3	3
49	48	1507/8	1507/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	991											3	3
49	48	1509/8	1509/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	992											3	3
49	48	1511/8	1511/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	993											3	3
49	48	1513/8	1513/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	994											3	3
49	48	1515/8	1515/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	995											3	3
49	48	1517/8	1517/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	996											3	3
49	48	1519/8	1519/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	997											3	3
49	48	1521/8	1521/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	998											3	3
49	48	1523/8	1523/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	999											3	3
49	48	1525/8	1525/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1000											3	3
49	48	1527/8	1527/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1001											3	3
49	48	1529/8	1529/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1002											3	3
49	48	1531/8	1531/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1003											3	3
49	48	1533/8	1533/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1004											3	3
49	48	1535/8	1535/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1005											3	3
50	49	1537/8	1537/8	0.0		0	0	Dynamic	4/4	1	1	0						sf										
50	49	1537/8	1537/8	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1006												
50	49	1553/8	1553/8	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf										
50	49	1553/8	1553/8	0.0		1/2	1/2	Spanner	4/4	1	1	0														0		
50	49	1553/8	1553/8	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1007										0		
50	49	1537/8	1537/8	0.0		0	0	Spanner	4/4	2	1	0															4	4
50	49	1537/8	1537/8	0.0		0	0	Spanner	4/4	2	1	0															4	4
50	49	1537/8	1537/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	1008											4	4
50	49	1539/8	1539/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1009											4	4
50	49	1541/8	1541/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1010											4	4
50	49	1543/8	1543/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1011											4	4
50	49	1545/8	1545/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1012											4	4
50	49	1547/8	1547/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1013											4	4
50	49	1549/8	1549/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1014											4	4
50	49	1551/8	1551/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1015											4	4
50	49	1553/8	1553/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1016											4	4
50	49	1555/8	1555/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1017											4	4
50	49	1557/8	1557/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1018											4	4
50	49	1559/8	1559/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1019											4	4
50	49	1561/8	1561/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1020											4	4
50	49	1563/8	1563/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1021											4	4
50	49	1565/8	1565/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1022											4	4
50	49	1567/8	1567/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1023											4	4
51	50	1569/8	1569/8	0.0		0	0	Dynamic	4/4	1	1	0						sf										
51	50	1569/8	1569/8	0.0		0	0	Spanner	4/4	1	1	0																
51	50	1577/8	1577/8	0.0		1/4	1/4	Dynamic	4/4	1	1	0						sf										
51	50	1577/8	1577/8	0.0		1/4	1/4	Spanner	4/4	1	1	0											6					
51	50	1577/8	1577/8	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	1024					26		6					
51	50	1593/8	1593/8	0.75		3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1025					26		6					
51	50	1599/8	1599/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1026							6					
51	50	1569/8	1569/8	0.0		0	0	Spanner	4/4	2	1	0																
51	50	1569/8	1569/8	0.0		0	0	Spanner	4/4	2	1	0															5	5
51	50	1569/8	1569/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1027											5	5
51	50	1599/8	1599/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1028											5	5
52	51	1601/8	1601/8	0.0		0	0	Dynamic	4/4	1	1	0						p										
52	51	1601/8	1601/8	0.0		0	0	Spanner	4/4	1	1	0																
52	51	1601/8	1601/8	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1029					27							
52	51	1609/8	1609/8	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1030												
52	51	1615/8	1615/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1031												
52	51	1617/8	1617/8	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1032					28							
52	51	1625/8	1625/8	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1033												
52	51	1631/8	1631/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1034												
52	51	1601/8	1601/8	0.0		0	0	Spanner	4/4	2	1	0																
52	51	1601/8	1601/8	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	1035												
52	51	1615/8	1615/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1036												
52	51	1617/8	1617/8	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1037												
52	51	1625/8	1625/8	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1038												
52	51	1631/8	1631/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1039												
53	52	1633/8	1633/8	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1040												
53	52	1641/8	1641/8	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1041												
53	52	1649/8	1649/8	0.08333333333333333		1/2	1/2	Chord	4/4	1	1	1/48		1/32	2/3	1042					29							
53	52	4949/24	4949/24	0.08333333333333333		25/48	25/48	Chord	4/4	1	1	1/48		1/32	2/3	1043					29							
53	52	4951/24	4951/24	0.08333333333333333		13/24	13/24	Chord	4/4	1	1	1/48		1/32	2/3	1044					29							
53	52	1651/8	1651/8	0.08333333333333333		9/16	9/16	Chord	4/4	1	1	1/48		1/32	2/3	1045					29							
53	52	4955/24	4955/24	0.08333333333333333		7/12	7/12	Chord	4/4	1	1	1/48		1/32	2/3	1046					29							
53	52	4957/24	4957/24	0.08333333333333333		29/48	29/48	Chord	4/4	1	1	1/48		1/32	2/3	1047					29							
53	52	1653/8	1653/8	0.08333333333333333		5/8	5/8	Chord	4/4	1	1	1/48		1/32	2/3	1048					29							
53	52	4961/24	4961/24	0.08333333333333333		31/48	31/48	Chord	4/4	1	1	1/48		1/32	2/3	1049					29							
53	52	4963/24	4963/24	0.08333333333333333		2/3	2/3	Chord	4/4	1	1	1/48		1/32	2/3	1050					29							
53	52	1655/8	1655/8	0.08333333333333333		11/16	11/16	Chord	4/4	1	1	1/48		1/32	2/3	1051					29							
53	52	4967/24	4967/24	0.08333333333333333		17/24	17/24	Chord	4/4	1	1	1/48		1/32	2/3	1052					29							
53	52	4969/24	4969/24	0.08333333333333333		35/48	35/48	Chord	4/4	1	1	1/48		1/32	2/3	1053												
53	52	1657/8	1657/8	0.16666666666666666		3/4	3/4	Chord	4/4	1	1	1/24		1/16	2/3	1054					30							
53	52	4975/24	4975/24	0.16666666666666666		19/24	19/24	Chord	4/4	1	1	1/24		1/16	2/3	1055					30							
53	52	4979/24	4979/24	0.16666666666666666		5/6	5/6	Chord	4/4	1	1	1/24		1/16	2/3	1056					30							
53	52	1661/8	1661/8	0.16666666666666666		7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	1057					30							
53	52	4987/24	4987/24	0.16666666666666666		11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	1058					30							
53	52	4991/24	4991/24	0.16666666666666666		23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	1059												
53	52	1633/8	1633/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1060												
53	52	1641/8	1641/8	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1061												
54	53	1665/8	1665/8	0.2		0	0	Chord	4/4	1	1	1/20		1/16	4/5	1062					31							
54	53	8333/40	8333/40	0.2		1/20	1/20	Chord	4/4	1	1	1/20		1/16	4/5	1063					31							
54	53	8341/40	8341/40	0.2		1/10	1/10	Chord	4/4	1	1	1/20		1/16	4/5	1064					31							
54	53	8349/40	8349/40	0.2		3/20	3/20	Chord	4/4	1	1	1/20		1/16	4/5	1065					31							
54	53	8357/40	8357/40	0.2		1/5	1/5	Chord	4/4	1	1	1/20		1/16	4/5	1066												
54	53	1673/8	1673/8	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1067												
54	53	1679/8	1679/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1068												
54	53	1681/8	1681/8	0.2		1/2	1/2	Chord	4/4	1	1	1/20		1/16	4/5	1069					32							
54	53	8413/40	8413/40	0.2		11/20	11/20	Chord	4/4	1	1	1/20		1/16	4/5	1070					32							
54	53	8421/40	8421/40	0.2		3/5	3/5	Chord	4/4	1	1	1/20		1/16	4/5	1071					32							
54	53	8429/40	8429/40	0.2		13/20	13/20	Chord	4/4	1	1	1/20		1/16	4/5	1072					32							
54	53	8437/40	8437/40	0.2		7/10	7/10	Chord	4/4	1	1	1/20		1/16	4/5	1073												
54	53	1689/8	1689/8	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1074												
54	53	1695/8	1695/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1075												
54	53	1665/8	1665/8	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	1076												
54	53	1679/8	1679/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1077												
54	53	1681/8	1681/8	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	1078												
54	53	1695/8	1695/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1079												
55	54	1697/8	1697/8	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1080												
55	54	1705/8	1705/8	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1081												
55	54	1727/8	1727/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1082												
55	54	1697/8	1697/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1083												
55	54	1705/8	1705/8	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1084												
55	54	1727/8	1727/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1085												
56	55	1729/8	1729/8	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1086												
56	55	1737/8	1737/8	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1087												
56	55	1757/8	1757/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1088					33							
56	55	1759/8	1759/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1089												
56	55	1729/8	1729/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1090												
56	55	1737/8	1737/8	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1091												
56	55	1757/8	1757/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1092												
57	56	1761/8	1761/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1093					34							
57	56	1763/8	1763/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1094												
57	56	1765/8	1765/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1095					35							
57	56	1767/8	1767/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1096												
57	56	1769/8	1769/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1097					36							
57	56	1771/8	1771/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1098												
57	56	1773/8	1773/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1099					37							
57	56	1775/8	1775/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1100												
57	56	1777/8	1777/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1101					38							
57	56	1779/8	1779/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1102												
57	56	1781/8	1781/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1103					39							
57	56	1783/8	1783/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1104												
57	56	1785/8	1785/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1105					40							
57	56	1787/8	1787/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1106												
57	56	1789/8	1789/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1107					41							
57	56	1791/8	1791/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1108												
57	56	1761/8	1761/8	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1109												
57	56	1765/8	1765/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1110					42							
57	56	1767/8	1767/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1111												
57	56	1769/8	1769/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1112					43							
57	56	1771/8	1771/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1113												
57	56	1773/8	1773/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1114					44							
57	56	1775/8	1775/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1115												
57	56	1777/8	1777/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1116					45							
57	56	1779/8	1779/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1117												
57	56	1781/8	1781/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1118					46							
57	56	1783/8	1783/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1119												
57	56	1785/8	1785/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1120					47							
57	56	1787/8	1787/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1121												
57	56	1789/8	1789/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1122					48							
57	56	1791/8	1791/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1123												
58	57	1793/8	1793/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1124					49							
58	57	1795/8	1795/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1125												
58	57	1797/8	1797/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1126					50							
58	57	1799/8	1799/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1127												
58	57	1801/8	1801/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1128												
58	57	1803/8	1803/8	0.0		5/16	5/16	Spanner	4/4	1	1	0													4			
58	57	1803/8	1803/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1129									4			
58	57	1805/8	1805/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1130									4			
58	57	1807/8	1807/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1131									4			
58	57	1809/8	1809/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1132									4			
58	57	1811/8	1811/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1133									4			
58	57	1813/8	1813/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1134									4			
58	57	1815/8	1815/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1135									4			
58	57	1817/8	1817/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1136									4			
58	57	1819/8	1819/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1137									4			
58	57	1821/8	1821/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1138									4			
58	57	1823/8	1823/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1139									4			
58	57	1793/8	1793/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	1140					51							
58	57	1795/8	1795/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1141												
58	57	1797/8	1797/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1142					52							
58	57	1799/8	1799/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1143												
58	57	1801/8	1801/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1144												
58	57	1803/8	1803/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1145												
58	57	1805/8	1805/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1146												
58	57	1807/8	1807/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1147												
58	57	1809/8	1809/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1148												
58	57	1811/8	1811/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1149												
58	57	1813/8	1813/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1150												
58	57	1815/8	1815/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1151												
58	57	1817/8	1817/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1152												
58	57	1819/8	1819/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1153												
58	57	1821/8	1821/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1154												
58	57	1823/8	1823/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1155												
59	58	1825/8	1825/8	0.0		0	0	Spanner	4/4	1	1	0																
59	58	1825/8	1825/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1156												
59	58	1827/8	1827/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1157												
59	58	1829/8	1829/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1158												
59	58	1831/8	1831/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1159												
59	58	1833/8	1833/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1160												
59	58	1835/8	1835/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1161												
