mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
34	33	1033/8	1033/8	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	660												
34	33	1037/8	1037/8	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	661												
34	33	1041/8	1041/8	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	662												
34	33	1045/8	1045/8	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	663												
34	33	1053/8	1053/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	664												
35	34	1057/8	1057/8	0.0		0	0	Spanner	4/4	1	1	0											4					
35	34	1057/8	1057/8	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	665					14		4					
35	34	1061/8	1061/8	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	666							4					
35	34	1065/8	1065/8	0.0		1/4	1/4	Dynamic	4/4	1	1	0						p					4					
35	34	1065/8	1065/8	0.0		1/4	1/4	Spanner	4/4	1	1	0										2	4					
35	34	1065/8	1065/8	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	667						2	4					
35	34	1081/8	1081/8	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	668						2	4					
35	34	1057/8	1057/8	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	669						2	4					
35	34	1065/8	1065/8	1.0		1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	670					15	2	4					
35	34	1073/8	1073/8	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	671						2	4					
35	34	1081/8	1081/8	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	672						2	4					
35	34	1057/8	1057/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	673												
35	34	1065/8	1065/8	2.0		1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	674												
35	34	1081/8	1081/8	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	675												
35	34	1057/8	1057/8	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	676												
35	34	1065/8	1065/8	1.0		1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	677					16							
35	34	1073/8	1073/8	1.0		1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	678												
35	34	1081/8	1081/8	1.0		3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	679												
36	35	1089/8	1089/8	0.0		0	0	Spanner	4/4	1	1	0																
36	35	1089/8	1089/8	0.0		0	0	Spanner	4/4	1	1	0																
36	35	1089/8	1089/8	0.0		0	0	Spanner	4/4	1	1	0											5					
36	35	1089/8	1089/8	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	680			ornamentTrill		17		5					
36	35	1097/8	1097/8	0.0		1/4	1/4	Chord	4/4	1	1	0	acciaccatura	1/16	1	681					17		5					
36	35	1097/8	1097/8	0.0		1/4	1/4	Chord	4/4	1	1	0	acciaccatura	1/16	1	682					17		5					
36	35	1097/8	1097/8	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	683					17		5					
36	35	1101/8	1101/8	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	684							5					
36	35	1105/8	1105/8	0.0		1/2	1/2	Dynamic	4/4	1	1	0						f					5					
36	35	1105/8	1105/8	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	685							5					
36	35	1089/8	1089/8	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	686							5					
36	35	1097/8	1097/8	1.0		1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	687							5					
36	35	1105/8	1105/8	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	688			articStaccatoBelow				5					
36	35	1113/8	1113/8	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	689			articStaccatoBelow				5					
36	35	1089/8	1089/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	690												
36	35	1097/8	1097/8	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	691												
36	35	1105/8	1105/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	692												
36	35	1107/8	1107/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	693												
36	35	1109/8	1109/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	694												
36	35	1111/8	1111/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	695												
36	35	1113/8	1113/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	696												
36	35	1115/8	1115/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	697												
36	35	1117/8	1117/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	698												
36	35	1119/8	1119/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	699												
37	36	1121/8	1121/8	0.0		0	0	Dynamic	4/4	1	1	0						sf										
37	36	1121/8	1121/8	0.0		0	0	Spanner	4/4	1	1	0																
37	36	1121/8	1121/8	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	700												
37	36	1129/8	1129/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	701												
37	36	1131/8	1131/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	702												
37	36	1133/8	1133/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	703												
37	36	1135/8	1135/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	704												
37	36	1137/8	1137/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	705												
37	36	1139/8	1139/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	706												
37	36	1141/8	1141/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	707												
37	36	1143/8	1143/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	708												
37	36	1145/8	1145/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	709												
37	36	1147/8	1147/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	710												
37	36	1149/8	1149/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	711												
37	36	1151/8	1151/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	712												
37	36	1121/8	1121/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	713												
37	36	1123/8	1123/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	714												
37	36	1125/8	1125/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	715												
37	36	1127/8	1127/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	716												
37	36	1129/8	1129/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	717												
37	36	1131/8	1131/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	718												
37	36	1133/8	1133/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	719												
37	36	1135/8	1135/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	720												
37	36	1137/8	1137/8	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	721												
37	36	1141/8	1141/8	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	722					18							
37	36	1145/8	1145/8	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	723					18							
37	36	1149/8	1149/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	724					18							
38	37	1153/8	1153/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	725												
38	37	1155/8	1155/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	726												
38	37	1157/8	1157/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	727												
38	37	1159/8	1159/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	728												
38	37	1161/8	1161/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	729												
38	37	1163/8	1163/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	730												
38	37	1165/8	1165/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	731												
38	37	1167/8	1167/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	732												
38	37	1169/8	1169/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	733												
38	37	1171/8	1171/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	734												
38	37	1173/8	1173/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	735												
38	37	1175/8	1175/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	736												
38	37	1177/8	1177/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	737												
38	37	1179/8	1179/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	738												
38	37	1181/8	1181/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	739												
38	37	1183/8	1183/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	740												
38	37	1153/8	1153/8	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	741					18							
38	37	1157/8	1157/8	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	742												
38	37	1161/8	1161/8	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	743			articStaccatoBelow									
38	37	1165/8	1165/8	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	744			articStaccatoBelow									
38	37	1173/8	1173/8	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	745					19							
38	37	1177/8	1177/8	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	746					19							
38	37	1181/8	1181/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	747					19							
39	38	1185/8	1185/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	748												
39	38	1187/8	1187/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	749												
39	38	1189/8	1189/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	750												
39	38	1191/8	1191/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	751												
39	38	1193/8	1193/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	752												
39	38	1195/8	1195/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	753												
39	38	1197/8	1197/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	754												
39	38	1199/8	1199/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	755												
39	38	1201/8	1201/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	756												
39	38	1203/8	1203/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	757												
39	38	1205/8	1205/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	758												
39	38	1207/8	1207/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	759												
39	38	1209/8	1209/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	760												
39	38	1211/8	1211/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	761												
39	38	1213/8	1213/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	762												
39	38	1215/8	1215/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	763												
39	38	1185/8	1185/8	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	764					19							
39	38	1189/8	1189/8	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	765												
39	38	1193/8	1193/8	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	766			articStaccatoBelow									
39	38	1197/8	1197/8	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	767			articStaccatoBelow									
39	38	1201/8	1201/8	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	768			articStaccatoBelow									
39	38	1205/8	1205/8	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	769			articStaccatoBelow									
39	38	1209/8	1209/8	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	770			articStaccatoBelow									
39	38	1213/8	1213/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	771			articStaccatoBelow									
40	39	1217/8	1217/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	772												
40	39	1219/8	1219/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	773												
40	39	1221/8	1221/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	774												
40	39	1223/8	1223/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	775												
40	39	1225/8	1225/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	776												
40	39	1227/8	1227/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	777												
40	39	1229/8	1229/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	778												
40	39	1231/8	1231/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	779												
40	39	1233/8	1233/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	780												
40	39	1235/8	1235/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	781												
40	39	1237/8	1237/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	782												
40	39	1239/8	1239/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	783												
40	39	1241/8	1241/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	784												
40	39	1243/8	1243/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	785												
40	39	1245/8	1245/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	786												
40	39	1247/8	1247/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	787												
40	39	1217/8	1217/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	788			articStaccatoBelow									
40	39	1225/8	1225/8	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	789			articStaccatoBelow									
40	39	1233/8	1233/8	0.0		1/2	1/2	Dynamic	4/4	2	1	0						sf										
40	39	1233/8	1233/8	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	790												
40	39	1237/8	1237/8	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	791												
40	39	1241/8	1241/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	792												
40	39	1243/8	1243/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	793												
40	39	1245/8	1245/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	794												
40	39	1247/8	1247/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	795												
41	40	1249/8	1249/8	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	796												
41	40	1253/8	1253/8	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	797					20							
41	40	1257/8	1257/8	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	798					20							
41	40	1261/8	1261/8	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	799					20							
41	40	1265/8	1265/8	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	800					20							
41	40	1269/8	1269/8	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	801												
41	40	1273/8	1273/8	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	802			articStaccatoBelow									
41	40	1277/8	1277/8	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	803			articStaccatoBelow									
41	40	1249/8	1249/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	804												
41	40	1251/8	1251/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	805												
41	40	1253/8	1253/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	806												
41	40	1255/8	1255/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	807												
41	40	1257/8	1257/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	808												
41	40	1259/8	1259/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	809												
41	40	1261/8	1261/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	810												
41	40	1263/8	1263/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	811												
41	40	1265/8	1265/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	812												
41	40	1267/8	1267/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	813												
41	40	1269/8	1269/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	814												
41	40	1271/8	1271/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	815												
41	40	1273/8	1273/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	816												
41	40	1275/8	1275/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	817												
41	40	1277/8	1277/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	818												
41	40	1279/8	1279/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	819												
42	41	1285/8	1285/8	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	820					21							
42	41	1289/8	1289/8	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	821					21							
42	41	1293/8	1293/8	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	822					21							
42	41	1297/8	1297/8	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	823					21							
42	41	1301/8	1301/8	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	824												
42	41	1305/8	1305/8	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	825			articStaccatoBelow									
42	41	1309/8	1309/8	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	826			articStaccatoBelow									
42	41	1281/8	1281/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	827												
42	41	1283/8	1283/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	828												
42	41	1285/8	1285/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	829												
42	41	1287/8	1287/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	830												
42	41	1289/8	1289/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	831												
42	41	1291/8	1291/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	832												
42	41	1293/8	1293/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	833												
42	41	1295/8	1295/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	834												
42	41	1297/8	1297/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	835												
42	41	1299/8	1299/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	836												
42	41	1301/8	1301/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	837												
42	41	1303/8	1303/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	838												
42	41	1305/8	1305/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	839												
42	41	1307/8	1307/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	840												
42	41	1309/8	1309/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	841												
42	41	1311/8	1311/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	842												
43	42	1317/8	1317/8	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	843					22							
43	42	1321/8	1321/8	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	844					22							
43	42	1325/8	1325/8	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	845					22							
43	42	1329/8	1329/8	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	846					22							
43	42	1333/8	1333/8	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	847												
43	42	1337/8	1337/8	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	848			articStaccatoBelow									
43	42	1341/8	1341/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	849												
43	42	1343/8	1343/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	850												
43	42	1313/8	1313/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	851												
43	42	1315/8	1315/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	852												
43	42	1317/8	1317/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	853												
43	42	1319/8	1319/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	854												
43	42	1321/8	1321/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	855												
43	42	1323/8	1323/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	856												
43	42	1325/8	1325/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	857												
43	42	1327/8	1327/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	858												
43	42	1329/8	1329/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	859												
43	42	1331/8	1331/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	860												
43	42	1333/8	1333/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	861												
43	42	1335/8	1335/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	862												
43	42	1337/8	1337/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	863												
43	42	1339/8	1339/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	864												
43	42	1341/8	1341/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	865												
43	42	1343/8	1343/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	866												
44	43	1361/8	1361/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	867												
44	43	1363/8	1363/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	868												
44	43	1365/8	1365/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	869												
44	43	1367/8	1367/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	870												
44	43	1345/8	1345/8	0.25		0	0	Chord	4/4	1	2	1/16		1/16	1	871												
44	43	1347/8	1347/8	0.25		1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	872												
44	43	1349/8	1349/8	0.25		1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	873												
44	43	1351/8	1351/8	0.25		3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	874												
44	43	1353/8	1353/8	0.25		1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	875												
44	43	1355/8	1355/8	0.25		5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	876												
44	43	1357/8	1357/8	0.25		3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	877												
44	43	1359/8	1359/8	0.25		7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	878												
44	43	1361/8	1361/8	0.0		1/2	1/2	Dynamic	4/4	1	2	0						f										
44	43	1361/8	1361/8	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	879			articStaccatoAbove									
44	43	1369/8	1369/8	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	880			articStaccatoAbove									
44	43	1345/8	1345/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	881												
44	43	1347/8	1347/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	882												
44	43	1349/8	1349/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	883												
44	43	1351/8	1351/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	884												
44	43	1353/8	1353/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	885												
44	43	1355/8	1355/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	886												
44	43	1357/8	1357/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	887												
44	43	1359/8	1359/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	888												
44	43	1361/8	1361/8	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	889												
44	43	1369/8	1369/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	890												
44	43	1371/8	1371/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	891												
44	43	1373/8	1373/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	892												
44	43	1375/8	1375/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	893												
45	44	1377/8	1377/8	0.0		0	0	Dynamic	4/4	1	1	0						sf										
45	44	1377/8	1377/8	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	894												
45	44	1385/8	1385/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	895												
45	44	1387/8	1387/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	896												
45	44	1389/8	1389/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	897												
45	44	1391/8	1391/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	898												
45	44	1393/8	1393/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	899												
45	44	1395/8	1395/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	900												
45	44	1397/8	1397/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	901												
45	44	1399/8	1399/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	902												
45	44	1401/8	1401/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	903												
45	44	1403/8	1403/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	904												
45	44	1405/8	1405/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	905												
45	44	1407/8	1407/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	906												
45	44	1377/8	1377/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	907												
45	44	1379/8	1379/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	908												
45	44	1381/8	1381/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	909												
45	44	1383/8	1383/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	910												
45	44	1385/8	1385/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	911												
45	44	1387/8	1387/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	912												
45	44	1389/8	1389/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	913												
45	44	1391/8	1391/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	914												
45	44	1393/8	1393/8	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	915												
