mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	crescendo_line	diminuendo_line
19	19	227/4	227/4	0.0	11/16	11/16	Spanner	6/8	2	1	0								28				
19	19	227/4	227/4	0.0	11/16	11/16	Spanner	6/8	2	1	0								28	3			
19	19	227/4	227/4	0.125	11/16	11/16	Chord	6/8	2	1	1/32		1/32	1	234				28	3			
19	19	455/8	455/8	0.125	23/32	23/32	Chord	6/8	2	1	1/32		1/32	1	235					3			
19	19	54	54	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	236					3			
20	20	57	57	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	237								
20	20	115/2	115/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	238			articStaccatoBelow	29				
20	20	58	58	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	239			articStaccatoBelow					
20	20	117/2	117/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	240	<							
20	20	59	59	0.0	1/2	1/2	Spanner	6/8	1	1	0											4	
20	20	57	57	0.0	0	0	Spanner	6/8	2	1	0												
20	20	57	57	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	241								
20	20	115/2	115/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	242			articStaccatoBelow	30				
20	20	58	58	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	243			articStaccatoBelow					
20	20	117/2	117/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	244								
20	20	59	59	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	245			articStaccatoAbove	31				
20	20	119/2	119/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	246			articStaccatoAbove					
20	20	59	59	0.5	1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	247			articStaccatoBelow	32				
20	20	119/2	119/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	248			articStaccatoBelow					
21	21	60	60	0.0	0	0	Spanner	6/8	1	1	0												
21	21	60	60	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	249	pp							
21	21	121/2	121/2	0.375	1/8	1/8	Chord	6/8	1	1	3/32		1/16	3/2	250								
21	21	487/8	487/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	251								
21	21	61	61	0.0	1/4	1/4	Spanner	6/8	1	1	0											5	
21	21	61	61	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	252	<						5	
21	21	123/2	123/2	0.0	3/8	3/8	Spanner	6/8	1	1	0												
21	21	123/2	123/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	253								
21	21	62	62	0.375	1/2	1/2	Chord	6/8	1	1	3/32		1/16	3/2	254								
21	21	499/8	499/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32		1/32	1	255								
21	21	125/2	125/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	256								
21	21	60	60	0.0	0	0	Dynamic	6/8	2	1	0						pp						
21	21	60	60	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	257								
21	21	61	61	0.125	1/4	1/4	Chord	6/8	2	1	1/32		1/32	1	258								
21	21	489/8	489/8	0.125	9/32	9/32	Chord	6/8	2	1	1/32		1/32	1	259								
21	21	245/4	245/4	0.125	5/16	5/16	Chord	6/8	2	1	1/32		1/32	1	260								
21	21	491/8	491/8	0.125	11/32	11/32	Chord	6/8	2	1	1/32		1/32	1	261								
21	21	123/2	123/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	262								
21	21	125/2	125/2	0.125	5/8	5/8	Chord	6/8	2	1	1/32		1/32	1	263								
21	21	501/8	501/8	0.125	21/32	21/32	Chord	6/8	2	1	1/32		1/32	1	264								
21	21	251/4	251/4	0.125	11/16	11/16	Chord	6/8	2	1	1/32		1/32	1	265								
21	21	503/8	503/8	0.125	23/32	23/32	Chord	6/8	2	1	1/32		1/32	1	266								
22	22	63	63	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	267								
22	22	127/2	127/2	0.375	1/8	1/8	Chord	6/8	1	1	3/32		1/16	3/2	268								
22	22	511/8	511/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	269								
22	22	64	64	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	270								
22	22	129/2	129/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	271								
22	22	65	65	0.375	1/2	1/2	Chord	6/8	1	1	3/32		1/16	3/2	272								
22	22	523/8	523/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32		1/32	1	273								
22	22	131/2	131/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	274								
22	22	63	63	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	275								
22	22	64	64	0.125	1/4	1/4	Chord	6/8	2	1	1/32		1/32	1	276								
22	22	513/8	513/8	0.125	9/32	9/32	Chord	6/8	2	1	1/32		1/32	1	277								
22	22	257/4	257/4	0.125	5/16	5/16	Chord	6/8	2	1	1/32		1/32	1	278								
22	22	515/8	515/8	0.125	11/32	11/32	Chord	6/8	2	1	1/32		1/32	1	279								
22	22	129/2	129/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	280								
22	22	131/2	131/2	0.125	5/8	5/8	Chord	6/8	2	1	1/32		1/32	1	281								
22	22	525/8	525/8	0.125	21/32	21/32	Chord	6/8	2	1	1/32		1/32	1	282								
22	22	263/4	263/4	0.125	11/16	11/16	Chord	6/8	2	1	1/32		1/32	1	283								
22	22	527/8	527/8	0.125	23/32	23/32	Chord	6/8	2	1	1/32		1/32	1	284								
23	23	66	66	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	285								
23	23	133/2	133/2	0.375	1/8	1/8	Chord	6/8	1	1	3/32		1/16	3/2	286								
23	23	535/8	535/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	287								
23	23	67	67	0.0	1/4	1/4	Dynamic	6/8	1	1	0						sf						
23	23	67	67	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	288								
23	23	135/2	135/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	289								
23	23	68	68	0.375	1/2	1/2	Chord	6/8	1	1	3/32		1/16	3/2	290								
23	23	547/8	547/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32		1/32	1	291								
23	23	137/2	137/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	292								
23	23	66	66	0.0	0	0	Dynamic	6/8	2	1	0						sf						
23	23	66	66	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	293								
23	23	67	67	0.125	1/4	1/4	Chord	6/8	2	1	1/32		1/32	1	294								
23	23	537/8	537/8	0.125	9/32	9/32	Chord	6/8	2	1	1/32		1/32	1	295								
23	23	269/4	269/4	0.125	5/16	5/16	Chord	6/8	2	1	1/32		1/32	1	296								
23	23	539/8	539/8	0.125	11/32	11/32	Chord	6/8	2	1	1/32		1/32	1	297								
23	23	135/2	135/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	298								
23	23	137/2	137/2	0.125	5/8	5/8	Chord	6/8	2	1	1/32		1/32	1	299								
23	23	549/8	549/8	0.125	21/32	21/32	Chord	6/8	2	1	1/32		1/32	1	300								
23	23	275/4	275/4	0.125	11/16	11/16	Chord	6/8	2	1	1/32		1/32	1	301								
23	23	551/8	551/8	0.125	23/32	23/32	Chord	6/8	2	1	1/32		1/32	1	302								
24	24	69	69	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	303								
24	24	139/2	139/2	0.375	1/8	1/8	Chord	6/8	1	1	3/32		1/16	3/2	304								
24	24	559/8	559/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	305								
24	24	70	70	0.0	1/4	1/4	Dynamic	6/8	1	1	0						sf						
24	24	70	70	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	306								
24	24	141/2	141/2	0.0	3/8	3/8	Spanner	6/8	1	1	0												4
24	24	141/2	141/2	0.375	3/8	3/8	Chord	6/8	1	1	3/32		1/16	3/2	307	>							4
24	24	567/8	567/8	0.0	15/32	15/32	Spanner	6/8	1	1	0												
24	24	567/8	567/8	0.125	15/32	15/32	Chord	6/8	1	1	1/32		1/32	1	308				33				
24	24	71	71	0.125	1/2	1/2	Chord	6/8	1	1	1/32		1/32	1	309								
24	24	571/8	571/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32		1/32	1	310				34				
24	24	143/2	143/2	0.125	5/8	5/8	Chord	6/8	1	1	1/32		1/32	1	311								
24	24	575/8	575/8	0.125	23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	312				35				
24	24	69	69	0.0	0	0	Dynamic	6/8	2	1	0						sf						
24	24	69	69	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	313								
24	24	70	70	0.125	1/4	1/4	Chord	6/8	2	1	1/32		1/32	1	314								
24	24	561/8	561/8	0.125	9/32	9/32	Chord	6/8	2	1	1/32		1/32	1	315								
24	24	281/4	281/4	0.125	5/16	5/16	Chord	6/8	2	1	1/32		1/32	1	316								
24	24	563/8	563/8	0.125	11/32	11/32	Chord	6/8	2	1	1/32		1/32	1	317								
24	24	141/2	141/2	0.125	3/8	3/8	Chord	6/8	2	1	1/32		1/32	1	318								
24	24	565/8	565/8	0.125	13/32	13/32	Chord	6/8	2	1	1/32		1/32	1	319								
24	24	283/4	283/4	0.125	7/16	7/16	Chord	6/8	2	1	1/32		1/32	1	320								
24	24	567/8	567/8	0.125	15/32	15/32	Chord	6/8	2	1	1/32		1/32	1	321								
24	24	71	71	0.125	1/2	1/2	Chord	6/8	2	1	1/32		1/32	1	322								
24	24	569/8	569/8	0.125	17/32	17/32	Chord	6/8	2	1	1/32		1/32	1	323								
24	24	285/4	285/4	0.125	9/16	9/16	Chord	6/8	2	1	1/32		1/32	1	324								
24	24	571/8	571/8	0.125	19/32	19/32	Chord	6/8	2	1	1/32		1/32	1	325								
24	24	143/2	143/2	0.125	5/8	5/8	Chord	6/8	2	1	1/32		1/32	1	326								
24	24	573/8	573/8	0.125	21/32	21/32	Chord	6/8	2	1	1/32		1/32	1	327								
24	24	287/4	287/4	0.125	11/16	11/16	Chord	6/8	2	1	1/32		1/32	1	328								
24	24	575/8	575/8	0.125	23/32	23/32	Chord	6/8	2	1	1/32		1/32	1	329								
25	25	72	72	0.125	0	0	Chord	6/8	1	1	1/32		1/32	1	330								
25	25	579/8	579/8	0.125	3/32	3/32	Chord	6/8	1	1	1/32		1/32	1	331				36				
25	25	145/2	145/2	0.125	1/8	1/8	Chord	6/8	1	1	1/32		1/32	1	332								
25	25	583/8	583/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	333				37				
25	25	73	73	0.125	1/4	1/4	Chord	6/8	1	1	1/32		1/32	1	334								
25	25	587/8	587/8	0.125	11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	335				38				
25	25	147/2	147/2	0.125	3/8	3/8	Chord	6/8	1	1	1/32		1/32	1	336								
25	25	591/8	591/8	0.125	15/32	15/32	Chord	6/8	1	1	1/32		1/32	1	337				39				
25	25	74	74	0.125	1/2	1/2	Chord	6/8	1	1	1/32		1/32	1	338								
25	25	595/8	595/8	0.125	19/32	19/32	Chord	6/8	1	1	1/32		1/32	1	339				40				
25	25	149/2	149/2	0.125	5/8	5/8	Chord	6/8	1	1	1/32		1/32	1	340								
25	25	599/8	599/8	0.125	23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	341				41				
25	25	72	72	0.125	0	0	Chord	6/8	2	1	1/32		1/32	1	342								
25	25	577/8	577/8	0.125	1/32	1/32	Chord	6/8	2	1	1/32		1/32	1	343								
25	25	289/4	289/4	0.125	1/16	1/16	Chord	6/8	2	1	1/32		1/32	1	344								
25	25	579/8	579/8	0.125	3/32	3/32	Chord	6/8	2	1	1/32		1/32	1	345								
25	25	145/2	145/2	0.125	1/8	1/8	Chord	6/8	2	1	1/32		1/32	1	346								
25	25	581/8	581/8	0.125	5/32	5/32	Chord	6/8	2	1	1/32		1/32	1	347								
25	25	291/4	291/4	0.125	3/16	3/16	Chord	6/8	2	1	1/32		1/32	1	348								
25	25	583/8	583/8	0.125	7/32	7/32	Chord	6/8	2	1	1/32		1/32	1	349								
25	25	73	73	0.125	1/4	1/4	Chord	6/8	2	1	1/32		1/32	1	350								
25	25	585/8	585/8	0.125	9/32	9/32	Chord	6/8	2	1	1/32		1/32	1	351								
25	25	293/4	293/4	0.125	5/16	5/16	Chord	6/8	2	1	1/32		1/32	1	352								
25	25	587/8	587/8	0.125	11/32	11/32	Chord	6/8	2	1	1/32		1/32	1	353								
25	25	147/2	147/2	0.125	3/8	3/8	Chord	6/8	2	1	1/32		1/32	1	354								
25	25	589/8	589/8	0.125	13/32	13/32	Chord	6/8	2	1	1/32		1/32	1	355								
25	25	295/4	295/4	0.125	7/16	7/16	Chord	6/8	2	1	1/32		1/32	1	356								
25	25	591/8	591/8	0.125	15/32	15/32	Chord	6/8	2	1	1/32		1/32	1	357								
25	25	74	74	0.125	1/2	1/2	Chord	6/8	2	1	1/32		1/32	1	358								
25	25	593/8	593/8	0.125	17/32	17/32	Chord	6/8	2	1	1/32		1/32	1	359								
25	25	297/4	297/4	0.125	9/16	9/16	Chord	6/8	2	1	1/32		1/32	1	360								
25	25	595/8	595/8	0.125	19/32	19/32	Chord	6/8	2	1	1/32		1/32	1	361								
25	25	149/2	149/2	0.125	5/8	5/8	Chord	6/8	2	1	1/32		1/32	1	362								
25	25	597/8	597/8	0.125	21/32	21/32	Chord	6/8	2	1	1/32		1/32	1	363								
25	25	299/4	299/4	0.125	11/16	11/16	Chord	6/8	2	1	1/32		1/32	1	364								
25	25	599/8	599/8	0.125	23/32	23/32	Chord	6/8	2	1	1/32		1/32	1	365								
26	26	75	75	0.0	0	0	Dynamic	6/8	1	1	0						pp						
26	26	75	75	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	366	pp							
26	26	151/2	151/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	367			articStaccatoAbove	42				
26	26	76	76	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	368			articStaccatoAbove					
26	26	153/2	153/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	369								
26	26	155/2	155/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	370				43				
26	26	75	75	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	371								
26	26	151/2	151/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	372			articStaccatoBelow	44				
26	26	76	76	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	373			articStaccatoBelow					
26	26	153/2	153/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	374								
27	27	78	78	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	375								
27	27	157/2	157/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	376			articStaccatoAbove	45				
27	27	79	79	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	377			articStaccatoAbove					
27	27	159/2	159/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	378								
27	27	161/2	161/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	379				46				
27	27	157/2	157/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	380			articStaccatoBelow	47				
27	27	79	79	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	381			articStaccatoBelow					
27	27	159/2	159/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	382								
28	28	81	81	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	383								
28	28	163/2	163/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	384								
28	28	82	82	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	385				48				
28	28	165/2	165/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	386								
28	28	83	83	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	387								
28	28	167/2	167/2	0.0	5/8	5/8	Dynamic	6/8	1	1	0						sf						
28	28	167/2	167/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	388								
28	28	81	81	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	389								
28	28	165/2	165/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	390								
