mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	crescendo_line	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	Trill:trill
161	157	625/2	314	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	1505						4			
162	158	629/2	316	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1506	>			144					
162	158	1259/4	1265/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1507				144					
162	158	315	633/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1508				144					
162	158	1261/4	1267/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1509				144					
162	158	631/2	317	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1510				144					
162	158	1263/4	1269/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1511				144					
162	158	316	635/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1512				144					
162	158	1265/4	1271/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1513				144					
162	158	629/2	316	0.0		0	0	Spanner	2/4	2	1	0													
162	158	629/2	316	0.0		0	0	Spanner	2/4	2	1	0												6	
162	158	629/2	316	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	1514								6	
162	158	316	635/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1515								6	
163	159	633/2	318	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1516				144					
163	159	1267/4	1273/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1517				144					
163	159	317	637/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1518				144					
163	159	1269/4	1275/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1519				144					
163	159	635/2	319	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1520				144					
163	159	1271/4	1277/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1521				144					
163	159	318	639/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1522				144					
163	159	1273/4	1279/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1523									
163	159	633/2	318	0.0		0	0	Spanner	2/4	2	1	0													
163	159	633/2	318	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1524									
163	159	317	637/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1525									
163	159	635/2	319	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1526									
163	159	318	639/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1527									
164	160	637/2	320	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1528				145					
164	160	1275/4	1281/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1529				145					
164	160	319	641/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1530				145					
164	160	1277/4	1283/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1531				145					
164	160	639/2	321	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1532	<			145					
164	160	1279/4	1285/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1533				145					
164	160	320	643/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1534				145					
164	160	1281/4	1287/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1535				145					
164	160	637/2	320	0.0		0	0	Spanner	2/4	2	1	0										5			
164	160	637/2	320	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1536				146		5			
164	160	639/2	321	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1537				146		5			
165	161	641/2	322	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1538	>			145					
165	161	1283/4	1289/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1539				145					
165	161	321	645/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1540				145					
165	161	1285/4	1291/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1541				145					
165	161	643/2	323	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1542				145					
165	161	1287/4	1293/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1543				145					
165	161	322	647/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1544				145					
165	161	1289/4	1295/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1545									
165	161	641/2	322	0.0		0	0	Spanner	2/4	2	1	0								146					
165	161	641/2	322	0.0		0	0	Spanner	2/4	2	1	0								146				7	
165	161	641/2	322	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1546				146				7	
165	161	643/2	323	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1547								7	
166	162	645/2	324	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1548									
166	162	324	651/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1549			articStaccatoAbove						
166	162	645/2	324	0.0		0	0	Spanner	2/4	2	1	0													
166	162	645/2	324	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	1550				147					
166	162	968/3	1945/6	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1551				147					
166	162	1937/6	973/3	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1552				147					
166	162	323	649/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1553				147					
166	162	1939/6	974/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1554				147					
166	162	970/3	1949/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1555									
166	162	647/2	325	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1556				148					
166	162	971/3	1951/6	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1557				148					
166	162	1943/6	976/3	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1558				148					
166	162	324	651/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1559				148					
166	162	1945/6	977/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1560				148					
166	162	973/3	1955/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1561									
166	162	645/2	324	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1562									
166	162	647/2	325	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1563									
167	163	649/2	326	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1564				149					
167	163	325	653/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1565									
167	163	326	655/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1566									
167	163	326	655/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1567									
167	163	649/2	326	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	1568									
167	163	974/3	1957/6	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1569									
167	163	1949/6	979/3	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1570									
167	163	325	653/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1571									
167	163	1951/6	980/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1572									
167	163	976/3	1961/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1573									
167	163	651/2	327	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1574									
167	163	977/3	1963/6	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1575									
167	163	1955/6	982/3	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1576									
167	163	326	655/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1577									
167	163	1957/6	983/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1578									
167	163	979/3	1967/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1579									
167	163	649/2	326	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1580									
167	163	651/2	327	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1581									
168	164	653/2	328	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1582									
168	164	653/2	328	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1583				150					
168	164	327	657/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1584									
168	164	328	659/2	0.0		3/8	3/8	Dynamic	2/4	1	2	0						sf							
168	164	328	659/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1585			articStaccatoAbove						
168	164	653/2	328	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	1586									
168	164	980/3	1969/6	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1587									
168	164	1961/6	985/3	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1588									
168	164	327	657/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1589									
168	164	1963/6	986/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1590									
168	164	982/3	1973/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1591									
168	164	655/2	329	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1592									
168	164	983/3	1975/6	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1593									
168	164	1967/6	988/3	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1594									
168	164	328	659/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1595									
168	164	1969/6	989/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1596									
168	164	985/3	1979/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1597									
168	164	653/2	328	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1598									
168	164	655/2	329	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1599									
169	165	330	663/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1600									
169	165	657/2	330	0.25		0	0	Chord	2/4	1	2	1/16		1/16	1	1601				151					
169	165	1315/4	1321/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	1602				151					
169	165	329	661/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1603				151					
169	165	1317/4	1323/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1604									
169	165	330	663/2	0.0		3/8	3/8	Dynamic	2/4	1	2	0						sf							
169	165	330	663/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1605									
169	165	657/2	330	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	1606									
169	165	986/3	1981/6	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1607									
169	165	1973/6	991/3	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1608									
169	165	329	661/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1609									
169	165	1975/6	992/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1610									
169	165	988/3	1985/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1611									
169	165	659/2	331	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1612									
169	165	989/3	1987/6	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1613									
169	165	1979/6	994/3	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1614									
169	165	330	663/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1615									
169	165	1981/6	995/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1616									
169	165	991/3	1991/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1617									
169	165	657/2	330	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1618									
169	165	659/2	331	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1619									
170	166	661/2	332	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1620									
170	166	332	667/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1621									
170	166	661/2	332	0.25		0	0	Chord	2/4	1	2	1/16		1/16	1	1622				152					
170	166	1323/4	1329/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	1623				152					
170	166	331	665/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1624				152					
170	166	1325/4	1331/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1625									
170	166	332	667/2	0.0		3/8	3/8	Dynamic	2/4	1	2	0						sf							
170	166	332	667/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1626									
170	166	661/2	332	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	1627									
170	166	992/3	1993/6	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1628									
170	166	1985/6	997/3	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1629									
170	166	331	665/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1630									
170	166	1987/6	998/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1631									
170	166	994/3	1997/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1632									
170	166	663/2	333	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1633									
170	166	995/3	1999/6	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1634									
170	166	1991/6	1000/3	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1635									
170	166	332	667/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1636									
170	166	1993/6	1001/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1637									
170	166	997/3	2003/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1638									
170	166	661/2	332	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1639									
170	166	663/2	333	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1640									
171	167	665/2	334	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1641									
171	167	334	671/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1642									
171	167	665/2	334	0.25		0	0	Chord	2/4	1	2	1/16		1/16	1	1643				153					
171	167	1331/4	1337/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	1644				153					
171	167	333	669/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1645				153					
171	167	1333/4	1339/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1646									
171	167	334	671/2	0.0		3/8	3/8	Dynamic	2/4	1	2	0						sf							
171	167	334	671/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1647									
171	167	665/2	334	0.16666666666666666		0	0	Chord	2/4	2	1	1/24		1/16	2/3	1648									
171	167	998/3	2005/6	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1649									
171	167	1997/6	1003/3	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1650									
171	167	333	669/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1651									
171	167	1999/6	1004/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1652									
171	167	1000/3	2009/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1653									
171	167	667/2	335	0.16666666666666666		1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1654									
171	167	1001/3	2011/6	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1655									
171	167	2003/6	1006/3	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1656									
171	167	334	671/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1657									
171	167	2005/6	1007/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1658									
171	167	1003/3	2015/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1659									
171	167	665/2	334	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1660									
171	167	667/2	335	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1661									
172	168	669/2	336	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1662									
172	168	669/2	336	0.25		0	0	Chord	2/4	1	2	1/16		1/16	1	1663	>			154					
172	168	1339/4	1345/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	1664				154					
172	168	335	673/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	1665				154					
172	168	1341/4	1347/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1666				154					
172	168	671/2	337	0.25		1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1667	p			154					
172	168	1343/4	1349/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	1668				154					
172	168	336	675/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	1669				154					
172	168	1345/4	1351/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1670				154					
172	168	669/2	336	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1671									
173	169	673/2	338	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1672									
173	169	1347/4	1353/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1673									
173	169	337	677/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1674									
173	169	1349/4	1355/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1675									
173	169	675/2	339	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1676									
173	169	1351/4	1357/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1677	<								
173	169	338	679/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1678									
173	169	1353/4	1359/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1679									
174	170	677/2	340	0.0		0	0	Spanner	2/4	1	1	0												8	
174	170	677/2	340	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1680				155				8	
174	170	339	681/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1681								8	
174	170	679/2	341	0.0		1/4	1/4	Spanner	2/4	1	1	0													
174	170	679/2	341	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1682			articStaccatoBelow						
174	170	340	683/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1683			ornamentTurn						
174	170	677/2	340	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1684									
174	170	679/2	341	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1685									
174	170	340	683/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1686									
174	170	677/2	340	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	1687				156					
174	170	339	681/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1688									
174	170	679/2	341	0.5		1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1689			articStaccatoBelow						
174	170	340	683/2	0.5		3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1690			articStaccatoBelow						
175	171	681/2	342	0.0		0	0	Spanner	2/4	1	1	0												9	
175	171	681/2	342	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1691				157				9	
175	171	341	685/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1692								9	
175	171	683/2	343	0.0		1/4	1/4	Spanner	2/4	1	1	0													
175	171	683/2	343	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1693			articStaccatoBelow						
175	171	342	687/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1694			ornamentTurn						
175	171	681/2	342	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1695									
175	171	683/2	343	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1696									
175	171	342	687/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1697									
175	171	681/2	342	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	1698				158					
175	171	341	685/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1699									
175	171	683/2	343	0.5		1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1700			articStaccatoBelow						
175	171	342	687/2	0.5		3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1701			articStaccatoBelow						
176	172	685/2	344	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1702			articStaccatoBelow						
176	172	687/2	345	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1703			articStaccatoBelow						
176	172	685/2	344	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1704			articStaccatoAbove						
176	172	687/2	345	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1705			articStaccatoAbove						
177	173	689/2	346	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1706			articStaccatoBelow						
177	173	2769/8	2781/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1707				159					
177	173	1385/4	1391/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1708				159					
177	173	2771/8	2783/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1709				159					
177	173	689/2	346	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1710			articStaccatoBelow						
177	173	346	695/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1711				160					
178	174	693/2	348	0.0		0	0	Dynamic	2/4	1	1	0						ff		159					
178	174	2773/8	2785/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1712				159					
178	174	1387/4	1393/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1713				159					
178	174	2775/8	2787/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1714				159					
178	174	2777/8	2789/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1715				159					
178	174	1389/4	1395/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1716				159					
178	174	2779/8	2791/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1717				159					
178	174	2781/8	2793/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1718				159					
178	174	1391/4	1397/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1719				159					
178	174	2783/8	2795/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1720				159					
178	174	2785/8	2797/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1721				159					
178	174	1393/4	1399/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1722				159					
178	174	2787/8	2799/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1723									
178	174	693/2	348	0.0		0	0	Dynamic	2/4	2	1	0						sf		160					
178	174	693/2	348	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1724				160					
178	174	347	697/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1725									
178	174	695/2	349	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1726			articStaccatoBelow						
178	174	348	699/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1727			articStaccatoBelow						
179	175	2789/8	2801/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1728				161					
179	175	1395/4	1401/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1729				161					
179	175	2791/8	2803/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1730				161					
179	175	2793/8	2805/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1731				161					
179	175	1397/4	1403/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1732				161					
179	175	2795/8	2807/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1733				161					
179	175	2797/8	2809/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1734				161					
179	175	1399/4	1405/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1735				161					
179	175	2799/8	2811/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1736				161					
179	175	2801/8	2813/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1737				161					
179	175	1401/4	1407/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1738				161					
179	175	2803/8	2815/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1739									
179	175	697/2	350	0.0		0	0	Dynamic	2/4	2	1	0						sf							
179	175	697/2	350	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1740				162					
179	175	349	701/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1741									
179	175	699/2	351	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1742			articStaccatoBelow						
179	175	350	703/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1743			articStaccatoBelow						
180	176	701/2	352	0.0		0	0	Dynamic	2/4	1	1	0						f							
180	176	701/2	352	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1744			articStaccatoAbove						
180	176	703/2	353	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1745			articStaccatoAbove						
180	176	701/2	352	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1746			articStaccatoBelow						
180	176	703/2	353	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1747			articStaccatoBelow						
181	177	705/2	354	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1748			articStaccatoAbove						
181	177	705/2	354	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1749			articStaccatoBelow						
182	178	709/2	356	0.0		0	0	Dynamic	2/4	1	1	0						pp							
182	178	709/2	356	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1750									
182	178	709/2	356	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1751									
183	179	1427/4	1433/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1752									
