mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	diminuendo_line	crescendo_line
246	245	735/2	735/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1791			articStaccatoBelow			
246	245	733/2	733/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1792						
246	245	1100/3	1100/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1793						
246	245	2201/6	2201/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1794						
246	245	367	367	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1795						
246	245	2203/6	2203/6	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1796						
246	245	1102/3	1102/3	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1797						
246	245	735/2	735/2	0.0	1/4	1/4	Dynamic	3/8	2	1	0						sf				
246	245	735/2	735/2	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1798						
246	245	1103/3	1103/3	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1799						
246	245	2207/6	2207/6	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1800						
247	246	368	368	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	1801				227		
247	246	369	369	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1802				227		
247	246	1477/4	1477/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1803				227		
247	246	368	368	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1804						
247	246	2209/6	2209/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1805						
247	246	1105/3	1105/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1806						
247	246	737/2	737/2	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1807						
247	246	1106/3	1106/3	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1808						
247	246	2213/6	2213/6	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1809						
247	246	369	369	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1810						
247	246	2215/6	2215/6	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1811						
247	246	1108/3	1108/3	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1812						
248	247	739/2	739/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1813			articStaccatoAbove			
248	247	741/2	741/2	0.0	1/4	1/4	Dynamic	3/8	1	1	0						sf				
248	247	741/2	741/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1814			articStaccatoAbove			
248	247	739/2	739/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1815						
248	247	1109/3	1109/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1816						
248	247	2219/6	2219/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1817						
248	247	370	370	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1818						
248	247	2221/6	2221/6	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1819						
248	247	1111/3	1111/3	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1820						
248	247	741/2	741/2	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1821						
248	247	1112/3	1112/3	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1822						
248	247	2225/6	2225/6	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1823						
249	248	371	371	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	1824				228		
249	248	372	372	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1825				228		
249	248	1489/4	1489/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1826				228		
249	248	371	371	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1827						
249	248	2227/6	2227/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1828						
249	248	1114/3	1114/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1829						
249	248	743/2	743/2	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1830						
249	248	1115/3	1115/3	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1831						
249	248	2231/6	2231/6	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1832						
249	248	372	372	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1833						
249	248	2233/6	2233/6	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1834						
249	248	1117/3	1117/3	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1835						
250	249	745/2	745/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1836			articStaccatoAbove			
250	249	747/2	747/2	0.0	1/4	1/4	Dynamic	3/8	1	1	0						p				
250	249	747/2	747/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1837	p			229		
250	249	1495/4	1495/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1838				229		
250	249	745/2	745/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1839						
250	249	1118/3	1118/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1840						
250	249	2237/6	2237/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1841						
250	249	373	373	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1842						
250	249	2239/6	2239/6	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1843						
250	249	1120/3	1120/3	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1844						
250	249	747/2	747/2	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1845						
250	249	1121/3	1121/3	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1846						
250	249	2243/6	2243/6	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1847						
251	250	374	374	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1848			articStaccatoBelow			
251	250	375	375	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1849				230		
251	250	1501/4	1501/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1850				230		
251	250	374	374	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1851						
251	250	2245/6	2245/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1852						
251	250	1123/3	1123/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1853						
251	250	749/2	749/2	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1854						
251	250	1124/3	1124/3	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1855						
251	250	2249/6	2249/6	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1856						
251	250	375	375	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1857						
251	250	2251/6	2251/6	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1858						
251	250	1126/3	1126/3	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1859						
252	251	751/2	751/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1860			articStaccatoAbove			
252	251	753/2	753/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1861				231		
252	251	1507/4	1507/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1862				231		
252	251	751/2	751/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1863						
252	251	1127/3	1127/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1864						
252	251	2255/6	2255/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1865						
252	251	376	376	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1866						
252	251	2257/6	2257/6	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1867						
252	251	1129/3	1129/3	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1868						
252	251	753/2	753/2	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1869						
252	251	1130/3	1130/3	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1870						
252	251	2261/6	2261/6	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1871						
253	252	377	377	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1872			articStaccatoBelow			
253	252	377	377	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1873						
253	252	378	378	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1874				232		
253	252	1513/4	1513/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1875				232		
254	253	757/2	757/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1876			articStaccatoBelow			
