mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Trill:trill	Ottava:8va	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
179	178	1071	1071	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	3104				113					370	
179	178	2143/2	2143/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	3105				113					370	
179	178	1072	1072	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	3106									370	
180	179	2145/2	2145/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	3107								10		
180	179	1074	1074	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	3108								10		
180	179	1075	1075	0.25	5/8	5/8	Chord	12/8	1	1	1/16		1/16	1	3109								10		
180	179	4301/4	4301/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16		1/16	1	3110								10		
180	179	2151/2	2151/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	3111								10		
180	179	1077	1077	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	3112								10		
180	179	1078	1078	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	3113								10		
180	179	4313/4	4313/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	3114								10		
180	179	2145/2	2145/2	0.0	0	0	Spanner	12/8	2	1	0														
180	179	2145/2	2145/2	0.0	0	0	Spanner	12/8	2	1	0													371	
180	179	2145/2	2145/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	3115				114					371	
180	179	1073	1073	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	3116				114					371	
180	179	2147/2	2147/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	3117				114					371	
180	179	1074	1074	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	3118				114					371	
180	179	2149/2	2149/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	3119				114					371	
180	179	1075	1075	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	3120				114					371	
180	179	2151/2	2151/2	0.0	3/4	3/4	Spanner	12/8	2	1	0								114						
180	179	2151/2	2151/2	0.0	3/4	3/4	Spanner	12/8	2	1	0								114					372	
180	179	2151/2	2151/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	3121				114					372	
180	179	1076	1076	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	3122				114					372	
180	179	2153/2	2153/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	3123				114					372	
180	179	1077	1077	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	3124				114					372	
180	179	2155/2	2155/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	3125				114					372	
180	179	1078	1078	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	3126									372	
181	180	2157/2	2157/2	0.0	0	0	Dynamic	12/8	1	1	0					p									
181	180	2157/2	2157/2	0.0	0	0	Spanner	12/8	1	1	0														
181	180	2157/2	2157/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	3127										
181	180	1080	1080	3.0	3/8	3/8	Chord	12/8	1	1	3/4		1/2	3/2	3128										
181	180	1083	1083	1.5	9/8	9/8	Chord	12/8	1	1	3/8		1/4	3/2	3129										
181	180	2157/2	2157/2	0.0	0	0	Spanner	12/8	2	1	0														
181	180	2157/2	2157/2	0.0	0	0	Spanner	12/8	2	1	0													373	
181	180	2157/2	2157/2	6.0	0	0	Chord	12/8	2	1	3/2		1	3/2	3130									373	
182	181	2169/2	2169/2	0.0	0	0	Dynamic	12/8	1	1	0					f									
182	181	2169/2	2169/2	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	3131										
182	181	1086	1086	0.0	3/8	3/8	Dynamic	12/8	1	1	0					other-dynamics									
182	181	1086	1086	3.0	3/8	3/8	Chord	12/8	1	1	3/4		1/2	3/2	3132										
182	181	1089	1089	1.5	9/8	9/8	Chord	12/8	1	1	3/8		1/4	3/2	3133										
182	181	2169/2	2169/2	0.0	0	0	Spanner	12/8	2	1	0														
182	181	2169/2	2169/2	0.0	0	0	Spanner	12/8	2	1	0													374	
182	181	2169/2	2169/2	1.5	0	0	Chord	12/8	2	1	3/8		1/4	3/2	3134									374	
182	181	1086	1086	0.0	3/8	3/8	Spanner	12/8	2	1	0														
182	181	1086	1086	0.0	3/8	3/8	Spanner	12/8	2	1	0													375	
182	181	1086	1086	3.0	3/8	3/8	Chord	12/8	2	1	3/4		1/2	3/2	3135									375	
182	181	1089	1089	1.5	9/8	9/8	Chord	12/8	2	1	3/8		1/4	3/2	3136									375	
182	181	2169/2	2169/2	6.0	0	0	Chord	12/8	2	2	3/2		1	3/2	3137									375	
183	182	2181/2	2181/2	0.0	0	0	Dynamic	12/8	1	1	0					p									
183	182	2181/2	2181/2	3.0	0	0	Chord	12/8	1	1	3/4		1/2	3/2	3138				115						
183	182	2187/2	2187/2	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	3139				115						
183	182	1095	1095	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	3140				115						
183	182	1096	1096	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	3141										
183	182	2181/2	2181/2	0.0	0	0	Spanner	12/8	2	1	0														
183	182	2181/2	2181/2	0.0	0	0	Spanner	12/8	2	1	0													376	
183	182	2181/2	2181/2	6.0	0	0	Chord	12/8	2	1	3/2		1	3/2	3142									376	
184	183	2193/2	2193/2	0.0	0	0	Chord	12/8	1	1	0	grace16	1/16	1	3143										
184	183	2193/2	2193/2	6.0	0	0	Chord	12/8	1	1	3/2		1	3/2	3144		ornamentTrill								
184	183	2193/2	2193/2	0.0	0	0	Spanner	12/8	2	1	0														
184	183	2193/2	2193/2	0.0	0	0	Spanner	12/8	2	1	0													377	
184	183	2193/2	2193/2	6.0	0	0	Chord	12/8	2	1	3/2		1	3/2	3145									377	
185	184	2205/2	2205/2	0.0	0	0	Chord	12/8	1	1	0	grace16after	1/16	1	3146										
185	184	2205/2	2205/2	0.0	0	0	Chord	12/8	1	1	0	grace16after	1/16	1	3147										
185	184	2205/2	2205/2	0.0	0	0	Chord	12/8	1	1	0	grace16	1/16	1	3148										
185	184	2205/2	2205/2	6.0	0	0	Chord	12/8	1	1	3/2		1	3/2	3149		ornamentTrill								
185	184	2205/2	2205/2	0.0	0	0	Spanner	12/8	2	1	0														
185	184	2205/2	2205/2	0.0	0	0	Spanner	12/8	2	1	0													378	
186	185	2217/2	2217/2	0.0	0	0	Chord	12/8	1	1	0	grace16after	1/16	1	3150										
186	185	2217/2	2217/2	0.0	0	0	Chord	12/8	1	1	0	grace16after	1/16	1	3151										
186	185	2217/2	2217/2	0.0	0	0	Chord	12/8	1	1	0	grace16	1/16	1	3152										
186	185	2217/2	2217/2	6.0	0	0	Chord	12/8	1	1	3/2		1	3/2	3153		ornamentTrill								
186	185	2217/2	2217/2	0.0	0	0	Spanner	12/8	2	1	0														
186	185	2217/2	2217/2	0.0	0	0	Spanner	12/8	2	1	0													379	
187	186	2229/2	2229/2	0.0	0	0	Dynamic	12/8	1	1	0					pp									
187	186	2229/2	2229/2	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	3154				116						
187	186	1115	1115	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	3155				116						
187	186	2231/2	2231/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	3156				116						
187	186	1116	1116	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	3157				116						
187	186	2233/2	2233/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	3158				116						
187	186	1117	1117	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	3159				116						
187	186	2235/2	2235/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	3160				116						
187	186	1118	1118	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	3161				116						
187	186	2237/2	2237/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	3162				116						
187	186	1119	1119	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	3163				116						
187	186	2239/2	2239/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	3164				116						
187	186	1120	1120	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	3165				116						
187	186	2229/2	2229/2	0.0	0	0	Spanner	12/8	2	1	0														
187	186	2229/2	2229/2	0.0	0	0	Spanner	12/8	2	1	0													380	
188	187	2241/2	2241/2	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	3166				116						
188	187	1121	1121	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	3167				116						
188	187	2243/2	2243/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	3168				116						
188	187	1122	1122	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	3169				116						
188	187	2245/2	2245/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	3170				116						
188	187	1123	1123	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	3171				116						
188	187	2247/2	2247/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	3172				116						
188	187	1124	1124	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	3173				116						
188	187	2249/2	2249/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	3174				116						
188	187	1125	1125	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	3175				116						
188	187	2251/2	2251/2	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	3176				116						
188	187	1126	1126	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	3177				116						
188	187	2241/2	2241/2	0.0	0	0	Spanner	12/8	2	1	0														
188	187	2241/2	2241/2	0.0	0	0	Spanner	12/8	2	1	0													381	
189	188	2253/2	2253/2	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	3178				116						
189	188	1127	1127	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	3179				116						
189	188	2255/2	2255/2	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	3180				116						
189	188	1128	1128	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	3181				116						
189	188	2257/2	2257/2	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	3182				116						
189	188	1129	1129	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	3183				116						
189	188	2259/2	2259/2	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	3184				116						
189	188	1130	1130	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	3185				116						
189	188	2261/2	2261/2	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	3186				116						
189	188	2253/2	2253/2	0.0	0	0	Spanner	12/8	2	1	0														
189	188	2253/2	2253/2	0.0	0	0	Spanner	12/8	2	1	0													382	
189	188	1131	1131	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	3187									382	
189	188	2263/2	2263/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	3188									382	
189	188	1132	1132	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	3189									382	
190	189	2265/2	2265/2	0.0	0	0	Spanner	12/8	1	1	0								116				11		
190	189	2265/2	2265/2	0.0	0	0	Spanner	12/8	2	1	0														
190	189	2265/2	2265/2	0.0	0	0	Spanner	12/8	2	1	0													383	
190	189	2265/2	2265/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	3190									383	
190	189	1133	1133	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	3191									383	
190	189	2267/2	2267/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	3192									383	
190	189	1134	1134	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	3193									383	
190	189	2269/2	2269/2	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	3194									383	
190	189	1135	1135	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	3195									383	
190	189	2271/2	2271/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	3196									383	
190	189	1136	1136	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	3197									383	
190	189	2273/2	2273/2	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	3198									383	
190	189	1137	1137	0.0	9/8	9/8	Dynamic	12/8	2	1	0					mf								383	
190	189	1137	1137	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	3199									383	
190	189	2275/2	2275/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	3200									383	
190	189	1138	1138	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	3201									383	
191	190	2277/2	2277/2	0.0	0	0	Spanner	12/8	1	1	0														
191	190	2277/2	2277/2	0.25	0	0	Chord	12/8	1	1	1/16		1/16	1	3202										
191	190	4555/4	4555/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16		1/16	1	3203										
191	190	1139	1139	0.25	1/8	1/8	Chord	12/8	1	1	1/16		1/16	1	3204										
191	190	4557/4	4557/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16		1/16	1	3205										
191	190	2279/2	2279/2	0.25	1/4	1/4	Chord	12/8	1	1	1/16		1/16	1	3206										
191	190	4559/4	4559/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16		1/16	1	3207										
191	190	1140	1140	0.25	3/8	3/8	Chord	12/8	1	1	1/16		1/16	1	3208										
191	190	4561/4	4561/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16		1/16	1	3209										
191	190	2281/2	2281/2	0.25	1/2	1/2	Chord	12/8	1	1	1/16		1/16	1	3210										
191	190	4563/4	4563/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16		1/16	1	3211										
191	190	1141	1141	0.25	5/8	5/8	Chord	12/8	1	1	1/16		1/16	1	3212										
191	190	4565/4	4565/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16		1/16	1	3213										
191	190	2283/2	2283/2	0.25	3/4	3/4	Chord	12/8	1	1	1/16		1/16	1	3214										
191	190	4567/4	4567/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16		1/16	1	3215										
191	190	1142	1142	0.25	7/8	7/8	Chord	12/8	1	1	1/16		1/16	1	3216										
191	190	4569/4	4569/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16		1/16	1	3217										
191	190	2285/2	2285/2	0.25	1	1	Chord	12/8	1	1	1/16		1/16	1	3218										
191	190	4571/4	4571/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16		1/16	1	3219										
191	190	1143	1143	0.25	9/8	9/8	Chord	12/8	1	1	1/16		1/16	1	3220										
191	190	4573/4	4573/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16		1/16	1	3221										
191	190	2287/2	2287/2	0.25	5/4	5/4	Chord	12/8	1	1	1/16		1/16	1	3222										
191	190	4575/4	4575/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16		1/16	1	3223										
191	190	1144	1144	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	3224										
191	190	4577/4	4577/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	3225										
191	190	2277/2	2277/2	0.0	0	0	Dynamic	12/8	2	1	0					f									
191	190	2277/2	2277/2	0.0	0	0	Spanner	12/8	2	1	0														
191	190	2277/2	2277/2	0.0	0	0	Spanner	12/8	2	1	0													384	
191	190	2277/2	2277/2	0.25	0	0	Chord	12/8	2	1	1/16		1/16	1	3226									384	
191	190	4555/4	4555/4	0.25	1/16	1/16	Chord	12/8	2	1	1/16		1/16	1	3227									384	
191	190	1139	1139	0.25	1/8	1/8	Chord	12/8	2	1	1/16		1/16	1	3228									384	
191	190	4557/4	4557/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16		1/16	1	3229									384	
191	190	2279/2	2279/2	0.25	1/4	1/4	Chord	12/8	2	1	1/16		1/16	1	3230									384	
191	190	4559/4	4559/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16		1/16	1	3231									384	
191	190	1140	1140	0.0	3/8	3/8	Spanner	12/8	2	1	0														
191	190	1140	1140	0.0	3/8	3/8	Spanner	12/8	2	1	0													385	
191	190	1140	1140	0.25	3/8	3/8	Chord	12/8	2	1	1/16		1/16	1	3232									385	
191	190	4561/4	4561/4	0.25	7/16	7/16	Chord	12/8	2	1	1/16		1/16	1	3233									385	
191	190	2281/2	2281/2	0.25	1/2	1/2	Chord	12/8	2	1	1/16		1/16	1	3234									385	
191	190	4563/4	4563/4	0.25	9/16	9/16	Chord	12/8	2	1	1/16		1/16	1	3235									385	
191	190	1141	1141	0.25	5/8	5/8	Chord	12/8	2	1	1/16		1/16	1	3236									385	
191	190	4565/4	4565/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16		1/16	1	3237									385	
191	190	2283/2	2283/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													386	
191	190	2283/2	2283/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													386	
191	190	2283/2	2283/2	0.25	3/4	3/4	Chord	12/8	2	1	1/16		1/16	1	3238									386	
191	190	4567/4	4567/4	0.25	13/16	13/16	Chord	12/8	2	1	1/16		1/16	1	3239									386	
191	190	1142	1142	0.25	7/8	7/8	Chord	12/8	2	1	1/16		1/16	1	3240									386	
191	190	4569/4	4569/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16		1/16	1	3241									386	
191	190	2285/2	2285/2	0.25	1	1	Chord	12/8	2	1	1/16		1/16	1	3242									386	
191	190	4571/4	4571/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16		1/16	1	3243									386	
191	190	1143	1143	0.0	9/8	9/8	Spanner	12/8	2	1	0														
191	190	1143	1143	0.0	9/8	9/8	Spanner	12/8	2	1	0													387	
191	190	1143	1143	0.25	9/8	9/8	Chord	12/8	2	1	1/16		1/16	1	3244									387	
191	190	4573/4	4573/4	0.25	19/16	19/16	Chord	12/8	2	1	1/16		1/16	1	3245									387	
191	190	2287/2	2287/2	0.25	5/4	5/4	Chord	12/8	2	1	1/16		1/16	1	3246									387	
191	190	4575/4	4575/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16		1/16	1	3247									387	
191	190	1144	1144	0.25	11/8	11/8	Chord	12/8	2	1	1/16		1/16	1	3248									387	
191	190	4577/4	4577/4	0.25	23/16	23/16	Chord	12/8	2	1	1/16		1/16	1	3249									387	
192	191	2289/2	2289/2	0.25	0	0	Chord	12/8	1	1	1/16		1/16	1	3250										
192	191	4579/4	4579/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16		1/16	1	3251										
192	191	1145	1145	0.25	1/8	1/8	Chord	12/8	1	1	1/16		1/16	1	3252										
192	191	4581/4	4581/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16		1/16	1	3253										
192	191	2291/2	2291/2	0.25	1/4	1/4	Chord	12/8	1	1	1/16		1/16	1	3254										
192	191	4583/4	4583/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16		1/16	1	3255										
192	191	1146	1146	0.25	3/8	3/8	Chord	12/8	1	1	1/16		1/16	1	3256										
192	191	4585/4	4585/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16		1/16	1	3257										
192	191	2293/2	2293/2	0.25	1/2	1/2	Chord	12/8	1	1	1/16		1/16	1	3258										
192	191	4587/4	4587/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16		1/16	1	3259										
192	191	1147	1147	0.25	5/8	5/8	Chord	12/8	1	1	1/16		1/16	1	3260										
192	191	4589/4	4589/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16		1/16	1	3261										
192	191	2295/2	2295/2	0.25	3/4	3/4	Chord	12/8	1	1	1/16		1/16	1	3262										
192	191	4591/4	4591/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16		1/16	1	3263										
192	191	1148	1148	0.25	7/8	7/8	Chord	12/8	1	1	1/16		1/16	1	3264										
192	191	4593/4	4593/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16		1/16	1	3265										
192	191	2297/2	2297/2	0.25	1	1	Chord	12/8	1	1	1/16		1/16	1	3266										
192	191	4595/4	4595/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16		1/16	1	3267										
192	191	1149	1149	0.25	9/8	9/8	Chord	12/8	1	1	1/16		1/16	1	3268										
192	191	4597/4	4597/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16		1/16	1	3269										
192	191	2299/2	2299/2	0.25	5/4	5/4	Chord	12/8	1	1	1/16		1/16	1	3270										
192	191	4599/4	4599/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16		1/16	1	3271										
192	191	1150	1150	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	3272										
192	191	4601/4	4601/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	3273										
192	191	2289/2	2289/2	0.0	0	0	Spanner	12/8	2	1	0														
192	191	2289/2	2289/2	0.0	0	0	Spanner	12/8	2	1	0													388	
192	191	2289/2	2289/2	0.25	0	0	Chord	12/8	2	1	1/16		1/16	1	3274									388	
192	191	4579/4	4579/4	0.25	1/16	1/16	Chord	12/8	2	1	1/16		1/16	1	3275									388	
192	191	1145	1145	0.25	1/8	1/8	Chord	12/8	2	1	1/16		1/16	1	3276									388	
192	191	4581/4	4581/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16		1/16	1	3277									388	
192	191	2291/2	2291/2	0.25	1/4	1/4	Chord	12/8	2	1	1/16		1/16	1	3278									388	
192	191	4583/4	4583/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16		1/16	1	3279									388	
192	191	1146	1146	0.0	3/8	3/8	Spanner	12/8	2	1	0														
192	191	1146	1146	0.0	3/8	3/8	Spanner	12/8	2	1	0													389	
192	191	1146	1146	0.25	3/8	3/8	Chord	12/8	2	1	1/16		1/16	1	3280									389	
192	191	4585/4	4585/4	0.25	7/16	7/16	Chord	12/8	2	1	1/16		1/16	1	3281									389	
192	191	2293/2	2293/2	0.25	1/2	1/2	Chord	12/8	2	1	1/16		1/16	1	3282									389	
192	191	4587/4	4587/4	0.25	9/16	9/16	Chord	12/8	2	1	1/16		1/16	1	3283									389	
192	191	1147	1147	0.25	5/8	5/8	Chord	12/8	2	1	1/16		1/16	1	3284									389	
192	191	4589/4	4589/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16		1/16	1	3285									389	
192	191	2295/2	2295/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
192	191	2295/2	2295/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													390	
192	191	2295/2	2295/2	0.25	3/4	3/4	Chord	12/8	2	1	1/16		1/16	1	3286									390	
192	191	4591/4	4591/4	0.25	13/16	13/16	Chord	12/8	2	1	1/16		1/16	1	3287									390	
192	191	1148	1148	0.25	7/8	7/8	Chord	12/8	2	1	1/16		1/16	1	3288									390	
192	191	4593/4	4593/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16		1/16	1	3289									390	
192	191	2297/2	2297/2	0.25	1	1	Chord	12/8	2	1	1/16		1/16	1	3290									390	
192	191	4595/4	4595/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16		1/16	1	3291									390	
192	191	1149	1149	0.0	9/8	9/8	Spanner	12/8	2	1	0														
192	191	1149	1149	0.0	9/8	9/8	Spanner	12/8	2	1	0													391	
192	191	1149	1149	0.25	9/8	9/8	Chord	12/8	2	1	1/16		1/16	1	3292									391	
192	191	4597/4	4597/4	0.25	19/16	19/16	Chord	12/8	2	1	1/16		1/16	1	3293									391	
192	191	2299/2	2299/2	0.25	5/4	5/4	Chord	12/8	2	1	1/16		1/16	1	3294									391	
192	191	4599/4	4599/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16		1/16	1	3295									391	
192	191	1150	1150	0.25	11/8	11/8	Chord	12/8	2	1	1/16		1/16	1	3296									391	
192	191	4601/4	4601/4	0.25	23/16	23/16	Chord	12/8	2	1	1/16		1/16	1	3297									391	
193	192	2301/2	2301/2	0.25	0	0	Chord	12/8	1	1	1/16		1/16	1	3298										
193	192	4603/4	4603/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16		1/16	1	3299										
193	192	1151	1151	0.25	1/8	1/8	Chord	12/8	1	1	1/16		1/16	1	3300										
193	192	4605/4	4605/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16		1/16	1	3301										
193	192	2303/2	2303/2	0.25	1/4	1/4	Chord	12/8	1	1	1/16		1/16	1	3302										
193	192	4607/4	4607/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16		1/16	1	3303										
193	192	1152	1152	0.25	3/8	3/8	Chord	12/8	1	1	1/16		1/16	1	3304										
193	192	4609/4	4609/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16		1/16	1	3305										
193	192	2305/2	2305/2	0.25	1/2	1/2	Chord	12/8	1	1	1/16		1/16	1	3306										
193	192	4611/4	4611/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16		1/16	1	3307										
193	192	1153	1153	0.25	5/8	5/8	Chord	12/8	1	1	1/16		1/16	1	3308										
193	192	4613/4	4613/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16		1/16	1	3309										
193	192	2307/2	2307/2	0.25	3/4	3/4	Chord	12/8	1	1	1/16		1/16	1	3310										
193	192	4615/4	4615/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16		1/16	1	3311										
193	192	1154	1154	0.25	7/8	7/8	Chord	12/8	1	1	1/16		1/16	1	3312										
193	192	4617/4	4617/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16		1/16	1	3313										
193	192	2309/2	2309/2	0.25	1	1	Chord	12/8	1	1	1/16		1/16	1	3314										
193	192	4619/4	4619/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16		1/16	1	3315										
193	192	1155	1155	0.25	9/8	9/8	Chord	12/8	1	1	1/16		1/16	1	3316										
193	192	4621/4	4621/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16		1/16	1	3317										
193	192	2311/2	2311/2	0.25	5/4	5/4	Chord	12/8	1	1	1/16		1/16	1	3318										
193	192	4623/4	4623/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16		1/16	1	3319										
193	192	1156	1156	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	3320										
193	192	4625/4	4625/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	3321										
193	192	2301/2	2301/2	0.0	0	0	Dynamic	12/8	2	1	0					ff									
193	192	2301/2	2301/2	0.0	0	0	Spanner	12/8	2	1	0														
193	192	2301/2	2301/2	0.0	0	0	Spanner	12/8	2	1	0													392	
193	192	2301/2	2301/2	3.0	0	0	Chord	12/8	2	1	3/4		1/2	3/2	3322									392	
193	192	2307/2	2307/2	1.5	3/4	3/4	Chord	12/8	2	1	3/8		1/4	3/2	3323									392	
193	192	1155	1155	0.0	9/8	9/8	Spanner	12/8	2	1	0														
193	192	1155	1155	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	3324										
193	192	2311/2	2311/2	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	3325										
193	192	1156	1156	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	3326										
194	193	2313/2	2313/2	0.25	0	0	Chord	12/8	1	1	1/16		1/16	1	3327										
194	193	4627/4	4627/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16		1/16	1	3328										
