mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	diminuendo_line	crescendo_line	Trill:trill
467	467	1061	1061	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	4820				208				
467	467	2123/2	2123/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	4821				208				
467	467	1062	1062	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	4822				208				
467	467	2125/2	2125/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	4823				208				
467	467	1063	1063	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	4824				208				
467	467	2127/2	2127/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4825				208				
468	468	1064	1064	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	4826								
468	468	1066	1066	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	4827								
468	468	1064	1064	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4828				208				
468	468	1065	1065	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	4829				208				
468	468	2131/2	2131/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	4830				208				
468	468	1066	1066	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	4831				208				
468	468	2133/2	2133/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	4832				208				
468	468	1067	1067	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	4833				208				
468	468	2135/2	2135/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4834				208				
469	469	1068	1068	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	4835			articStaccatoAbove					
469	469	2137/2	2137/2	0.0	1/8	1/8	Dynamic	2/2	1	1	0						pp						
469	469	2137/2	2137/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	4836	pp			209				
469	469	1069	1069	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	4837				209				
469	469	2139/2	2139/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	4838				209				
469	469	1070	1070	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	4839				209				
469	469	2141/2	2141/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	4840				209				
469	469	1071	1071	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	4841				209				
469	469	2143/2	2143/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4842				209				
469	469	1068	1068	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4843								
470	470	1072	1072	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	4844				209				
470	470	1073	1073	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	4845				209				
470	470	2147/2	2147/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	4846				209				
470	470	1074	1074	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	4847				209				
470	470	2149/2	2149/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	4848				209				
470	470	1075	1075	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	4849				209				
470	470	2151/2	2151/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4850								
471	471	1076	1076	4.0	0	0	Chord	2/2	1	1	1		1	1	4851								
471	471	1076	1076	0.0	0	0	Dynamic	2/2	2	1	0						pp						
471	471	2153/2	2153/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	4852				210				
471	471	1077	1077	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	4853				210				
471	471	2155/2	2155/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	4854				210				
471	471	1078	1078	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	4855				210				
471	471	2157/2	2157/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	4856				210				
471	471	1079	1079	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	4857				210				
471	471	2159/2	2159/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4858				210				
472	472	1080	1080	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	4859								
472	472	1082	1082	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	4860								
472	472	1080	1080	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4861				210				
472	472	1081	1081	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	4862				210				
472	472	2163/2	2163/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	4863				210				
472	472	1082	1082	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	4864				210				
472	472	2165/2	2165/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	4865				210				
472	472	1083	1083	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	4866				210				
472	472	2167/2	2167/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4867				210				
473	473	1084	1084	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	4868			articStaccatoAbove					
473	473	2169/2	2169/2	0.0	1/8	1/8	Dynamic	2/2	1	1	0						pp						
473	473	2169/2	2169/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	4869	pp			211				
473	473	1085	1085	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	4870				211				
473	473	2171/2	2171/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	4871				211				
473	473	1086	1086	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	4872				211				
473	473	2173/2	2173/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	4873				211				
473	473	1087	1087	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	4874				211				
473	473	2175/2	2175/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4875				211				
473	473	1084	1084	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4876								
474	474	1088	1088	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	4877				211				
474	474	1089	1089	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	4878				211				
474	474	2179/2	2179/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	4879				211				
474	474	1090	1090	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	4880				211				
474	474	2181/2	2181/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	4881				211				
474	474	1091	1091	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	4882				211				
474	474	2183/2	2183/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4883								
475	475	1092	1092	0.0	0	0	Spanner	2/2	1	1	0											12	
475	475	1092	1092	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	4884	<						12	
475	475	2185/2	2185/2	0.0	1/8	1/8	Spanner	2/2	1	1	0												
475	475	2185/2	2185/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	4885								
475	475	1093	1093	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	4886								
475	475	2187/2	2187/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	4887								
475	475	1094	1094	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	4888								
475	475	2189/2	2189/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	4889								
475	475	1095	1095	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	4890								
475	475	2191/2	2191/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4891								
475	475	2185/2	2185/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	4892								
475	475	1093	1093	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	4893								
475	475	2187/2	2187/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	4894								
475	475	1094	1094	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	4895								
475	475	2189/2	2189/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	4896								
475	475	1095	1095	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	4897								
475	475	2191/2	2191/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4898								
476	476	1096	1096	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	4899								
476	476	2193/2	2193/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	4900								
476	476	1097	1097	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	4901								
476	476	2195/2	2195/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	4902								
476	476	1098	1098	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	4903								
476	476	2197/2	2197/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	4904								
476	476	1099	1099	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	4905								
476	476	2199/2	2199/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4906								
476	476	1096	1096	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4907								
476	476	1097	1097	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	4908								
476	476	2195/2	2195/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	4909								
476	476	1098	1098	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	4910								
476	476	2197/2	2197/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	4911								
476	476	1099	1099	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	4912								
476	476	2199/2	2199/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4913								
477	477	1100	1100	0.0	0	0	Dynamic	2/2	1	1	0						f						
477	477	1100	1100	0.0	0	0	Spanner	2/2	1	1	0												6
477	477	1100	1100	4.0	0	0	Chord	2/2	1	1	1		1	1	4914	f							6
477	477	1100	1100	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	4915								
477	477	2201/2	2201/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	4916								
477	477	1101	1101	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	4917								
477	477	2203/2	2203/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	4918								
477	477	1102	1102	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	4919								
477	477	2205/2	2205/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	4920								
477	477	1103	1103	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	4921								
477	477	2207/2	2207/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4922								
478	478	1104	1104	4.0	0	0	Chord	2/2	1	1	1		1	1	4923								6
478	478	1104	1104	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	4924								
478	478	2209/2	2209/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	4925								
478	478	1105	1105	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	4926								
478	478	2211/2	2211/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	4927								
478	478	1106	1106	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	4928								
478	478	2213/2	2213/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	4929								
478	478	1107	1107	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	4930								
478	478	2215/2	2215/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4931								
479	479	1108	1108	0.0	0	0	Spanner	2/2	1	1	0										13		6
479	479	1108	1108	4.0	0	0	Chord	2/2	1	1	1		1	1	4932	>					13		6
479	479	1108	1108	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	4933								
479	479	2217/2	2217/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	4934								
479	479	1109	1109	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	4935								
479	479	2219/2	2219/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	4936								
479	479	1110	1110	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	4937								
479	479	2221/2	2221/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	4938								
479	479	1111	1111	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	4939								
479	479	2223/2	2223/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4940								
480	480	1112	1112	0.0	0	0	Spanner	2/2	1	1	0												6
480	480	1112	1112	4.0	0	0	Chord	2/2	1	1	1		1	1	4941								6
480	480	1112	1112	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	4942								
480	480	2225/2	2225/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	4943								
480	480	1113	1113	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	4944								
480	480	2227/2	2227/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	4945								
480	480	1114	1114	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	4946								
480	480	2229/2	2229/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	4947								
480	480	1115	1115	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	4948								
480	480	2231/2	2231/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4949								
481	481	1116	1116	0.0	0	0	Dynamic	2/2	1	1	0						p						6
481	481	1116	1116	4.0	0	0	Chord	2/2	1	1	1		1	1	4950	p							6
481	481	1116	1116	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4951								
481	481	2237/2	2237/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	4952								
481	481	1119	1119	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	4953								
481	481	2239/2	2239/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4954								
482	482	1120	1120	4.0	0	0	Chord	2/2	1	1	1		1	1	4955								6
482	482	1120	1120	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4956								
482	482	2245/2	2245/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	4957								
482	482	1123	1123	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	4958								
482	482	2247/2	2247/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4959								
483	483	1124	1124	0.0	0	0	Spanner	2/2	1	1	0											13	6
483	483	1124	1124	4.0	0	0	Chord	2/2	1	1	1		1	1	4960							13	6
483	483	1124	1124	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4961								
484	484	1128	1128	0.0	0	0	Spanner	2/2	1	1	0												6
484	484	1128	1128	4.0	0	0	Chord	2/2	1	1	1		1	1	4962								6
485	485	1132	1132	0.0	0	0	Spanner	2/2	1	1	0												
485	485	1134	1134	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	4963								
485	485	1132	1132	4.0	0	0	Chord	2/2	1	2	1		1	1	4964	pp							
485	485	1132	1132	0.0	0	0	Dynamic	2/2	2	1	0						pp						
485	485	1132	1132	0.0	0	0	Spanner	2/2	2	1	0												7
485	485	1132	1132	0.6666666666666666	0	0	Chord	2/2	2	1	1/6		1/4	2/3	4965								7
485	485	3398/3	3398/3	0.6666666666666666	1/6	1/6	Chord	2/2	2	1	1/6		1/4	2/3	4966								7
485	485	3400/3	3400/3	0.6666666666666666	1/3	1/3	Chord	2/2	2	1	1/6		1/4	2/3	4967								7
485	485	1134	1134	0.6666666666666666	1/2	1/2	Chord	2/2	2	1	1/6		1/4	2/3	4968								7
485	485	3404/3	3404/3	0.6666666666666666	2/3	2/3	Chord	2/2	2	1	1/6		1/4	2/3	4969								7
485	485	3406/3	3406/3	0.6666666666666666	5/6	5/6	Chord	2/2	2	1	1/6		1/4	2/3	4970								7
486	486	1136	1136	3.0	0	0	Chord	2/2	1	1	3/4		1/2	3/2	4971								
486	486	1139	1139	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	4972								
486	486	1136	1136	4.0	0	0	Chord	2/2	1	2	1		1	1	4973								
486	486	1136	1136	0.6666666666666666	0	0	Chord	2/2	2	1	1/6		1/4	2/3	4974								7
486	486	3410/3	3410/3	0.6666666666666666	1/6	1/6	Chord	2/2	2	1	1/6		1/4	2/3	4975								7
486	486	3412/3	3412/3	0.6666666666666666	1/3	1/3	Chord	2/2	2	1	1/6		1/4	2/3	4976								7
486	486	1138	1138	0.6666666666666666	1/2	1/2	Chord	2/2	2	1	1/6		1/4	2/3	4977								7
486	486	3416/3	3416/3	0.6666666666666666	2/3	2/3	Chord	2/2	2	1	1/6		1/4	2/3	4978								7
486	486	3418/3	3418/3	0.6666666666666666	5/6	5/6	Chord	2/2	2	1	1/6		1/4	2/3	4979								7
487	487	1140	1140	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	4980								
487	487	1142	1142	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	4981								
487	487	1140	1140	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	4982								
487	487	1142	1142	2.0	1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	4983								
487	487	1140	1140	0.6666666666666666	0	0	Chord	2/2	2	1	1/6		1/4	2/3	4984								7
487	487	3422/3	3422/3	0.6666666666666666	1/6	1/6	Chord	2/2	2	1	1/6		1/4	2/3	4985								7
487	487	3424/3	3424/3	0.6666666666666666	1/3	1/3	Chord	2/2	2	1	1/6		1/4	2/3	4986								7
487	487	1142	1142	0.6666666666666666	1/2	1/2	Chord	2/2	2	1	1/6		1/4	2/3	4987								7
487	487	3428/3	3428/3	0.6666666666666666	2/3	2/3	Chord	2/2	2	1	1/6		1/4	2/3	4988								7
487	487	3430/3	3430/3	0.6666666666666666	5/6	5/6	Chord	2/2	2	1	1/6		1/4	2/3	4989								7
488	488	1144	1144	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	4990				212				
488	488	1146	1146	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	4991								
488	488	1144	1144	4.0	0	0	Chord	2/2	1	2	1		1	1	4992								
488	488	1144	1144	0.6666666666666666	0	0	Chord	2/2	2	1	1/6		1/4	2/3	4993								7
488	488	3434/3	3434/3	0.6666666666666666	1/6	1/6	Chord	2/2	2	1	1/6		1/4	2/3	4994								7
488	488	3436/3	3436/3	0.6666666666666666	1/3	1/3	Chord	2/2	2	1	1/6		1/4	2/3	4995								7
488	488	1146	1146	0.6666666666666666	1/2	1/2	Chord	2/2	2	1	1/6		1/4	2/3	4996								7
488	488	3440/3	3440/3	0.6666666666666666	2/3	2/3	Chord	2/2	2	1	1/6		1/4	2/3	4997								7
488	488	3442/3	3442/3	0.6666666666666666	5/6	5/6	Chord	2/2	2	1	1/6		1/4	2/3	4998								7
489	489	1150	1150	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	4999								
489	489	1148	1148	4.0	0	0	Chord	2/2	1	2	1		1	1	5000								
489	489	1148	1148	0.6666666666666666	0	0	Chord	2/2	2	1	1/6		1/4	2/3	5001								7
489	489	3446/3	3446/3	0.6666666666666666	1/6	1/6	Chord	2/2	2	1	1/6		1/4	2/3	5002								7
489	489	3448/3	3448/3	0.6666666666666666	1/3	1/3	Chord	2/2	2	1	1/6		1/4	2/3	5003								7
489	489	1150	1150	0.6666666666666666	1/2	1/2	Chord	2/2	2	1	1/6		1/4	2/3	5004								7
489	489	3452/3	3452/3	0.6666666666666666	2/3	2/3	Chord	2/2	2	1	1/6		1/4	2/3	5005								7
489	489	3454/3	3454/3	0.6666666666666666	5/6	5/6	Chord	2/2	2	1	1/6		1/4	2/3	5006								7
490	490	1152	1152	3.0	0	0	Chord	2/2	1	1	3/4		1/2	3/2	5007								
490	490	1155	1155	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	5008								
490	490	1152	1152	4.0	0	0	Chord	2/2	1	2	1		1	1	5009								
490	490	1152	1152	0.6666666666666666	0	0	Chord	2/2	2	1	1/6		1/4	2/3	5010								7
490	490	3458/3	3458/3	0.6666666666666666	1/6	1/6	Chord	2/2	2	1	1/6		1/4	2/3	5011								7
490	490	3460/3	3460/3	0.6666666666666666	1/3	1/3	Chord	2/2	2	1	1/6		1/4	2/3	5012								7
490	490	1154	1154	0.6666666666666666	1/2	1/2	Chord	2/2	2	1	1/6		1/4	2/3	5013								7
490	490	3464/3	3464/3	0.6666666666666666	2/3	2/3	Chord	2/2	2	1	1/6		1/4	2/3	5014								7
490	490	3466/3	3466/3	0.6666666666666666	5/6	5/6	Chord	2/2	2	1	1/6		1/4	2/3	5015								7
491	491	1156	1156	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	5016								
491	491	1158	1158	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	5017								
491	491	1156	1156	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	5018								
491	491	1158	1158	2.0	1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	5019								
491	491	1156	1156	0.6666666666666666	0	0	Chord	2/2	2	1	1/6		1/4	2/3	5020								7
491	491	3470/3	3470/3	0.6666666666666666	1/6	1/6	Chord	2/2	2	1	1/6		1/4	2/3	5021								7
491	491	3472/3	3472/3	0.6666666666666666	1/3	1/3	Chord	2/2	2	1	1/6		1/4	2/3	5022								7
491	491	1158	1158	0.6666666666666666	1/2	1/2	Chord	2/2	2	1	1/6		1/4	2/3	5023								7
491	491	3476/3	3476/3	0.6666666666666666	2/3	2/3	Chord	2/2	2	1	1/6		1/4	2/3	5024								7
491	491	3478/3	3478/3	0.6666666666666666	5/6	5/6	Chord	2/2	2	1	1/6		1/4	2/3	5025								7
492	492	1160	1160	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	5026								
492	492	1160	1160	4.0	0	0	Chord	2/2	1	2	1		1	1	5027								
492	492	1160	1160	0.6666666666666666	0	0	Chord	2/2	2	1	1/6		1/4	2/3	5028								7
492	492	3482/3	3482/3	0.6666666666666666	1/6	1/6	Chord	2/2	2	1	1/6		1/4	2/3	5029								7
492	492	3484/3	3484/3	0.6666666666666666	1/3	1/3	Chord	2/2	2	1	1/6		1/4	2/3	5030								7
492	492	1162	1162	0.6666666666666666	1/2	1/2	Chord	2/2	2	1	1/6		1/4	2/3	5031								7
492	492	3488/3	3488/3	0.6666666666666666	2/3	2/3	Chord	2/2	2	1	1/6		1/4	2/3	5032								7
492	492	3490/3	3490/3	0.6666666666666666	5/6	5/6	Chord	2/2	2	1	1/6		1/4	2/3	5033								7
493	493	1164	1164	0.0	0	0	Dynamic	2/2	1	1	0						pp						
493	493	1166	1166	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	5034								
493	493	1164	1164	0.0	0	0	Chord	2/2	1	2	0	appoggiatura	1/8	1	5035								
493	493	1164	1164	4.0	0	0	Chord	2/2	1	2	1		1	1	5036	pp							
493	493	1164	1164	0.0	0	0	Spanner	2/2	2	1	0												
493	493	1164	1164	0.0	0	0	Spanner	2/2	2	1	0												8
493	493	1164	1164	0.6666666666666666	0	0	Chord	2/2	2	1	1/6		1/4	2/3	5037								8
493	493	3494/3	3494/3	0.6666666666666666	1/6	1/6	Chord	2/2	2	1	1/6		1/4	2/3	5038								8
493	493	3496/3	3496/3	0.6666666666666666	1/3	1/3	Chord	2/2	2	1	1/6		1/4	2/3	5039								8
493	493	1166	1166	0.6666666666666666	1/2	1/2	Chord	2/2	2	1	1/6		1/4	2/3	5040								8
493	493	3500/3	3500/3	0.6666666666666666	2/3	2/3	Chord	2/2	2	1	1/6		1/4	2/3	5041								8
493	493	3502/3	3502/3	0.6666666666666666	5/6	5/6	Chord	2/2	2	1	1/6		1/4	2/3	5042								8
494	494	1168	1168	3.0	0	0	Chord	2/2	1	1	3/4		1/2	3/2	5043								
494	494	1171	1171	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	5044								
494	494	1168	1168	4.0	0	0	Chord	2/2	1	2	1		1	1	5045								
494	494	1168	1168	0.6666666666666666	0	0	Chord	2/2	2	1	1/6		1/4	2/3	5046								8
494	494	3506/3	3506/3	0.6666666666666666	1/6	1/6	Chord	2/2	2	1	1/6		1/4	2/3	5047								8
494	494	3508/3	3508/3	0.6666666666666666	1/3	1/3	Chord	2/2	2	1	1/6		1/4	2/3	5048								8
494	494	1170	1170	0.6666666666666666	1/2	1/2	Chord	2/2	2	1	1/6		1/4	2/3	5049								8
494	494	3512/3	3512/3	0.6666666666666666	2/3	2/3	Chord	2/2	2	1	1/6		1/4	2/3	5050								8
494	494	3514/3	3514/3	0.6666666666666666	5/6	5/6	Chord	2/2	2	1	1/6		1/4	2/3	5051								8
495	495	1172	1172	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	5052								
495	495	1174	1174	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	5053								
495	495	1172	1172	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	5054								
495	495	1174	1174	2.0	1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	5055								
495	495	1172	1172	0.6666666666666666	0	0	Chord	2/2	2	1	1/6		1/4	2/3	5056								8
495	495	3518/3	3518/3	0.6666666666666666	1/6	1/6	Chord	2/2	2	1	1/6		1/4	2/3	5057								8
495	495	3520/3	3520/3	0.6666666666666666	1/3	1/3	Chord	2/2	2	1	1/6		1/4	2/3	5058								8
495	495	1174	1174	0.6666666666666666	1/2	1/2	Chord	2/2	2	1	1/6		1/4	2/3	5059								8
495	495	3524/3	3524/3	0.6666666666666666	2/3	2/3	Chord	2/2	2	1	1/6		1/4	2/3	5060								8
495	495	3526/3	3526/3	0.6666666666666666	5/6	5/6	Chord	2/2	2	1	1/6		1/4	2/3	5061								8
496	496	1176	1176	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	5062								
496	496	1176	1176	0.0	0	0	Chord	2/2	1	2	0	grace16after	1/16	1	5063								
496	496	1176	1176	0.0	0	0	Chord	2/2	1	2	0	grace16after	1/16	1	5064								
496	496	1176	1176	4.0	0	0	Chord	2/2	1	2	1		1	1	5065								
496	496	1176	1176	0.6666666666666666	0	0	Chord	2/2	2	1	1/6		1/4	2/3	5066								8
496	496	3530/3	3530/3	0.6666666666666666	1/6	1/6	Chord	2/2	2	1	1/6		1/4	2/3	5067								8
496	496	3532/3	3532/3	0.6666666666666666	1/3	1/3	Chord	2/2	2	1	1/6		1/4	2/3	5068								8
496	496	1178	1178	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	5069								8
496	496	1178	1178	0.6666666666666666	1/2	1/2	Chord	2/2	2	2	1/6		1/4	2/3	5070								
496	496	3536/3	3536/3	0.6666666666666666	2/3	2/3	Chord	2/2	2	2	1/6		1/4	2/3	5071								
496	496	3538/3	3538/3	0.6666666666666666	5/6	5/6	Chord	2/2	2	2	1/6		1/4	2/3	5072								
497	497	1182	1182	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	5073								
497	497	1180	1180	0.0	0	0	Dynamic	2/2	1	2	0						pp						
497	497	1180	1180	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	5074	pp							
497	497	1182	1182	2.0	1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	5075								
