mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	diminuendo_line	crescendo_line	Trill:trill
286	286	570	570	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	2825								
286	286	2281/4	2281/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2826								
286	286	1141/2	1141/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2827								
286	286	2283/4	2283/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2828								
286	286	571	571	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2829								
286	286	2285/4	2285/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2830								
286	286	1143/2	1143/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2831								
286	286	2287/4	2287/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2832								
287	287	2289/4	2289/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0						other-dynamics						
287	287	2289/4	2289/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2833	pp			137				
287	287	1145/2	1145/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2834				137				
287	287	2291/4	2291/4	0.0	3/16	3/16	Dynamic	2/4	1	1	0						pp						
287	287	2291/4	2291/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2835								
287	287	2293/4	2293/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2836				138				
287	287	1147/2	1147/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2837				138				
287	287	2295/4	2295/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2838								
287	287	572	572	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2839								
287	287	573	573	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	2840			articStaccatoAbove	139				
288	288	2297/4	2297/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2841				140				
288	288	1149/2	1149/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2842				140				
288	288	2299/4	2299/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2843								
288	288	2301/4	2301/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2844				141				
288	288	1151/2	1151/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2845				141				
288	288	2303/4	2303/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2846								
288	288	574	574	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	2847			articStaccatoAbove	139				
288	288	575	575	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	2848			articStaccatoAbove					
289	289	2305/4	2305/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2849				142				
289	289	1153/2	1153/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2850				142				
289	289	2307/4	2307/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2851								
289	289	2309/4	2309/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2852				143				
289	289	1155/2	1155/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2853				143				
289	289	2311/4	2311/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2854								
289	289	576	576	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2855								
289	289	577	577	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	2856			articStaccatoAbove	144				
290	290	2313/4	2313/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2857				145				
290	290	1157/2	1157/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2858				145				
290	290	2315/4	2315/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2859								
290	290	2317/4	2317/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2860				146				
290	290	1159/2	1159/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2861				146				
290	290	2319/4	2319/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2862								
290	290	578	578	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	2863			articStaccatoAbove	144				
290	290	579	579	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	2864			articStaccatoAbove					
291	291	2321/4	2321/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2865	f			147				
291	291	1161/2	1161/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2866				147				
291	291	2323/4	2323/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2867								
291	291	2325/4	2325/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2868				148				
291	291	1163/2	1163/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2869				148				
291	291	2327/4	2327/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2870								
291	291	580	580	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2871								
291	291	581	581	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	2872			articStaccatoAbove	149				
292	292	2329/4	2329/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2873				150				
292	292	1165/2	1165/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2874				150				
292	292	2331/4	2331/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2875								
292	292	2333/4	2333/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2876				151				
292	292	1167/2	1167/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2877				151				
292	292	2335/4	2335/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2878								
292	292	582	582	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	2879			articStaccatoAbove	149				
292	292	583	583	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	2880			articStaccatoAbove					
293	293	2337/4	2337/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2881				152				
293	293	1169/2	1169/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2882				152				
293	293	2339/4	2339/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2883								
293	293	2341/4	2341/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2884				153				
293	293	1171/2	1171/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2885				153				
293	293	2343/4	2343/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2886								
293	293	584	584	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2887								
293	293	585	585	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	2888			articStaccatoAbove	154				
294	294	2345/4	2345/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2889				155				
294	294	1173/2	1173/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2890				155				
294	294	2347/4	2347/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2891								
294	294	2349/4	2349/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2892				156				
294	294	1175/2	1175/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2893				156				
294	294	2351/4	2351/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2894								
294	294	586	586	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	2895			articStaccatoAbove	154				
294	294	587	587	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	2896			articStaccatoAbove					
295	295	588	588	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2897	f							
295	295	2353/4	2353/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2898								
295	295	1177/2	1177/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2899								
295	295	2355/4	2355/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2900								
295	295	589	589	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2901								
295	295	2357/4	2357/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2902								
295	295	1179/2	1179/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2903								
295	295	2359/4	2359/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2904								
295	295	588	588	0.0	0	0	Dynamic	2/4	2	1	0						f						
295	295	588	588	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2905								
295	295	589	589	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	2906			articStaccatoAbove					
296	296	590	590	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2907								
296	296	2361/4	2361/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2908								
296	296	1181/2	1181/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2909								
296	296	2363/4	2363/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2910								
296	296	591	591	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2911								
296	296	2365/4	2365/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2912								
296	296	1183/2	1183/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2913								
296	296	2367/4	2367/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2914								
296	296	590	590	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	2915								
297	297	592	592	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2916								
297	297	2369/4	2369/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2917								
297	297	1185/2	1185/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2918								
297	297	2371/4	2371/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2919								
297	297	593	593	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2920								
297	297	2373/4	2373/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2921								
297	297	1187/2	1187/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2922								
297	297	2375/4	2375/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2923								
297	297	592	592	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2924								
297	297	593	593	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	2925			articStaccatoAbove					
298	298	594	594	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2926								
298	298	2377/4	2377/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2927								
298	298	1189/2	1189/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2928								
298	298	2379/4	2379/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2929								
298	298	595	595	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2930								
298	298	2381/4	2381/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2931								
298	298	1191/2	1191/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2932								
298	298	2383/4	2383/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2933								
298	298	594	594	0.0	0	0	Dynamic	2/4	2	1	0						sf						
298	298	594	594	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	2934								
299	299	596	596	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2935								
299	299	2385/4	2385/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2936								
299	299	1193/2	1193/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2937								
299	299	2387/4	2387/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2938								
299	299	597	597	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2939								
299	299	2389/4	2389/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2940								
299	299	1195/2	1195/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2941								
299	299	2391/4	2391/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2942								
299	299	596	596	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2943								
299	299	597	597	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	2944			articStaccatoAbove					
300	300	598	598	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2945								
300	300	2393/4	2393/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2946								
300	300	1197/2	1197/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2947								
300	300	2395/4	2395/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2948								
300	300	599	599	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2949								
300	300	2397/4	2397/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2950								
300	300	1199/2	1199/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2951								
300	300	2399/4	2399/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2952								
300	300	598	598	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	2953								
301	301	600	600	0.0	0	0	Spanner	2/4	1	1	0										9		
301	301	600	600	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2954	>					9		
301	301	2401/4	2401/4	0.0	1/16	1/16	Spanner	2/4	1	1	0												
301	301	2401/4	2401/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2955								
301	301	1201/2	1201/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2956								
301	301	2403/4	2403/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2957								
301	301	601	601	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2958								
301	301	2405/4	2405/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2959								
301	301	1203/2	1203/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2960								
301	301	2407/4	2407/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2961								
301	301	601	601	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	2962								
302	302	602	602	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2963								
302	302	2409/4	2409/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2964								
302	302	1205/2	1205/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2965								
302	302	2411/4	2411/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2966								
302	302	603	603	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2967								
302	302	2413/4	2413/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2968								
302	302	1207/2	1207/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2969								
302	302	2415/4	2415/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2970								
302	302	603	603	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	2971								
303	303	604	604	0.0	0	0	Dynamic	2/4	1	1	0						p						
303	303	604	604	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2972	p							
303	303	2417/4	2417/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2973								
303	303	1209/2	1209/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2974								
303	303	2419/4	2419/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2975								
303	303	605	605	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2976								
303	303	2421/4	2421/4	0.0	5/16	5/16	Spanner	2/4	1	1	0										10		
303	303	2421/4	2421/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2977						10		
303	303	1211/2	1211/2	0.0	3/8	3/8	Spanner	2/4	1	1	0												
303	303	1211/2	1211/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2978								
303	303	2423/4	2423/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2979								
303	303	605	605	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	2980								
304	304	606	606	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2981	>							
304	304	2425/4	2425/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2982								
304	304	1213/2	1213/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2983								
304	304	2427/4	2427/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2984								
304	304	607	607	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2985								
304	304	2429/4	2429/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2986								
304	304	1215/2	1215/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2987								
304	304	2431/4	2431/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2988								
304	304	607	607	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	2989								
305	305	608	608	0.0	0	0	Dynamic	2/4	1	1	0						pp						
305	305	608	608	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2990	pp							
305	305	2433/4	2433/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2991								
305	305	1217/2	1217/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2992								
305	305	2435/4	2435/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2993								
305	305	609	609	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2994								
305	305	2437/4	2437/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2995								
305	305	1219/2	1219/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2996								
305	305	2439/4	2439/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2997								
305	305	608	608	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	2998								
305	305	609	609	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	2999				157				
306	306	610	610	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	3000								
306	306	2441/4	2441/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	3001								
306	306	1221/2	1221/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	3002								
306	306	2443/4	2443/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	3003								
306	306	611	611	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	3004								
306	306	2445/4	2445/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	3005								
306	306	1223/2	1223/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	3006								
306	306	2447/4	2447/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	3007								
306	306	610	610	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	3008								
306	306	611	611	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	3009								
307	307	612	612	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	3010								
307	307	2449/4	2449/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	3011								
307	307	1225/2	1225/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	3012								
307	307	2451/4	2451/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	3013								
307	307	613	613	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	3014								
307	307	2453/4	2453/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	3015								
307	307	1227/2	1227/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	3016								
307	307	2455/4	2455/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	3017								
307	307	612	612	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	3018								
307	307	613	613	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	3019				158				
308	308	614	614	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	3020								
308	308	2457/4	2457/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	3021								
308	308	1229/2	1229/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	3022								
308	308	2459/4	2459/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	3023								
308	308	615	615	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	3024	pp							
308	308	2461/4	2461/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	3025								
308	308	1231/2	1231/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	3026								
308	308	2463/4	2463/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	3027								
308	308	614	614	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	3028								
308	308	615	615	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	3029								
309	309	616	616	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	3030								
309	309	2465/4	2465/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	3031								
309	309	1233/2	1233/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	3032								
309	309	2467/4	2467/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	3033								
309	309	617	617	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	3034								
309	309	2469/4	2469/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	3035								
309	309	1235/2	1235/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	3036								
309	309	2471/4	2471/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	3037								
309	309	616	616	0.0	0	0	Dynamic	2/4	2	1	0						other-dynamics						
309	309	617	617	0.0	1/4	1/4	Dynamic	2/4	2	1	0						pp						
309	309	617	617	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	3038								
310	310	618	618	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	3039								
310	310	2473/4	2473/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	3040								
310	310	1237/2	1237/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	3041								
310	310	2475/4	2475/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	3042								
310	310	619	619	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	3043								
310	310	2477/4	2477/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	3044								
310	310	1239/2	1239/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	3045								
310	310	2479/4	2479/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	3046								
310	310	619	619	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	3047								
311	311	620	620	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	3048								
311	311	2481/4	2481/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	3049								
311	311	1241/2	1241/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	3050								
311	311	2483/4	2483/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	3051								
311	311	621	621	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	3052								
311	311	2485/4	2485/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	3053								
311	311	1243/2	1243/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	3054								
311	311	2487/4	2487/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	3055								
311	311	621	621	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	3056								
312	312	622	622	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	3057								
312	312	2489/4	2489/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	3058								
312	312	1245/2	1245/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	3059								
312	312	2491/4	2491/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	3060								
312	312	623	623	0.0	1/4	1/4	Dynamic	2/4	1	1	0						f						
312	312	623	623	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	3061	f							
312	312	2493/4	2493/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	3062								
312	312	1247/2	1247/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	3063								
312	312	2495/4	2495/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	3064								
312	312	623	623	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	3065								
312	312	1247/2	1247/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	3066								
313	313	624	624	0.0	0	0	Dynamic	2/4	1	1	0						ff						
313	313	624	624	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	3067	ff							
313	313	625	625	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	3068			articStaccatoAbove					
313	313	624	624	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3069								
313	313	2497/4	2497/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3070								
313	313	1249/2	1249/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3071								
313	313	2499/4	2499/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3072								
313	313	625	625	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3073								
313	313	2501/4	2501/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3074								
313	313	1251/2	1251/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3075								
313	313	2503/4	2503/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3076								
314	314	626	626	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	3077				159				
314	314	1255/2	1255/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	3078				159				
314	314	626	626	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	3079								
314	314	2505/4	2505/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	3080								
314	314	1253/2	1253/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	3081								
314	314	2507/4	2507/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	3082								
314	314	627	627	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	3083								
314	314	2509/4	2509/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	3084								
314	314	1255/2	1255/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	3085								
314	314	2511/4	2511/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	3086								
315	315	628	628	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	3087				159				
315	315	629	629	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	3088				159				
