mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur
31	30	181/2	181/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	295				
31	30	363/4	363/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	296				
32	31	91	91	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	297				
32	31	185/2	185/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	298				31
32	31	93	93	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	299				31
32	31	373/4	373/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	300				31
32	31	187/2	187/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	301				31
32	31	375/4	375/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	302				
32	31	91	91	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	303				
32	31	365/4	365/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	304				
32	31	183/2	183/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	305				
32	31	367/4	367/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	306				
32	31	92	92	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	307				
32	31	369/4	369/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	308				
32	31	185/2	185/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	309				
32	31	371/4	371/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	310				
32	31	93	93	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	311				
32	31	373/4	373/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	312				
32	31	187/2	187/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	313				
32	31	375/4	375/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	314				
33	32	94	94	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	315				
33	32	191/2	191/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	316				32
33	32	383/4	383/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	317				
33	32	96	96	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	318			articStaccatoAbove	
33	32	193/2	193/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	319				33
33	32	387/4	387/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	320				
33	32	94	94	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	321				
33	32	377/4	377/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	322				
33	32	189/2	189/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	323				
33	32	379/4	379/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	324				
33	32	95	95	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	325				
33	32	381/4	381/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	326				
33	32	191/2	191/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	327				
33	32	383/4	383/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	328				
33	32	96	96	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	329				
33	32	385/4	385/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	330				
33	32	193/2	193/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	331				
33	32	387/4	387/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	332				
34	33	97	97	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	333			articStaccatoAbove	
34	33	195/2	195/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	334				34
34	33	391/4	391/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	335				
34	33	98	98	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	336			articStaccatoAbove	
34	33	197/2	197/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	337				35
34	33	395/4	395/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	338				
34	33	99	99	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	339			articStaccatoAbove	
34	33	199/2	199/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	340				36
34	33	399/4	399/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	341				
34	33	97	97	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	342				
34	33	389/4	389/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	343				
34	33	195/2	195/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	344				
34	33	391/4	391/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	345				
34	33	98	98	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	346				
34	33	393/4	393/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	347				
34	33	197/2	197/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	348				
34	33	395/4	395/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	349				
34	33	99	99	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	350				
34	33	397/4	397/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	351				
34	33	199/2	199/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	352				
34	33	399/4	399/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	353				
35	34	100	100	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	354				
35	34	203/2	203/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	355				37
35	34	102	102	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	356				37
35	34	409/4	409/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	357				37
35	34	205/2	205/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	358				37
35	34	411/4	411/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	359				
35	34	100	100	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	360				
35	34	401/4	401/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	361				
35	34	201/2	201/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	362				
35	34	403/4	403/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	363				
35	34	101	101	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	364				
35	34	405/4	405/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	365				
35	34	203/2	203/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	366				
35	34	407/4	407/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	367				
35	34	102	102	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	368				
35	34	409/4	409/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	369				
35	34	205/2	205/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	370				
35	34	411/4	411/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	371				
36	35	103	103	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	372				
36	35	415/4	415/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	373				
36	35	104	104	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	374				
36	35	105	105	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	375				
36	35	103	103	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	376				
36	35	207/2	207/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	377				
36	35	104	104	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	378				
36	35	105	105	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	379				
37	36	106	106	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	380				
37	36	213/2	213/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	381				
37	36	427/4	427/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	382				
37	36	107	107	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	383				
37	36	429/4	429/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	384				
37	36	215/2	215/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	385				
37	36	431/4	431/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	386				
37	36	108	108	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	387				
37	36	217/2	217/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	388				
37	36	106	106	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	389				
38	37	109	109	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	390				38
38	37	219/2	219/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	391				
38	37	110	110	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	392				39
38	37	221/2	221/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	393				
38	37	111	111	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	394				40
38	37	223/2	223/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	395				
39	38	112	112	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	396				41
39	38	114	114	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	397				41
39	38	459/4	459/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	398				
39	38	113	113	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	399				
39	38	114	114	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	400				
40	39	115	115	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	401	p			
40	39	231/2	231/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	402				
40	39	463/4	463/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	403				
40	39	116	116	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	404				
40	39	465/4	465/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	405				
40	39	233/2	233/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	406				
40	39	467/4	467/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	407				
40	39	117	117	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	408				
40	39	235/2	235/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	409				
40	39	115	115	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	410				
41	40	118	118	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	411	>			
41	40	355/3	355/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	412				
41	40	356/3	356/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	413				
41	40	119	119	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	414				
41	40	358/3	358/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	415				
41	40	359/3	359/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	416				
41	40	120	120	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	417				
41	40	361/3	361/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	418				
41	40	362/3	362/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	419				
42	41	121	121	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	420	p			42
42	41	123	123	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	421				42
42	41	495/4	495/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	422				
42	41	122	122	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	423				
42	41	123	123	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	424				
43	42	124	124	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	425				43
43	42	499/4	499/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	426				43
43	42	125	125	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	427				43
43	42	503/4	503/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	428				43
43	42	126	126	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	429				43
43	42	507/4	507/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	430				
43	42	124	124	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	431				
43	42	126	126	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	432				
44	43	127	127	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	433				44
44	43	511/4	511/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	434				44
44	43	128	128	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	435				44
44	43	515/4	515/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	436				44
44	43	129	129	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	437				44
44	43	519/4	519/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	438				
44	43	127	127	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	439				
44	43	129	129	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	440				
45	44	130	130	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	441				45
45	44	523/4	523/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	442				45
45	44	131	131	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	443				45
45	44	527/4	527/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	444				45
45	44	132	132	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	445				45
45	44	531/4	531/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	446				
45	44	130	130	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	447				
45	44	132	132	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	448				
46	45	133	133	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	449				46
46	45	535/4	535/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	450				46
46	45	134	134	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	451				46
46	45	539/4	539/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	452				46
46	45	135	135	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	453				46
46	45	543/4	543/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	454				
46	45	133	133	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	455				
46	45	135	135	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	456				
47	46	136	136	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	457				47
47	46	547/4	547/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	458	pp			47
47	46	137	137	0.0	1/4	1/4	Dynamic	3/4	1	1	0						pp		47
47	46	137	137	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	459				47
47	46	551/4	551/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	460				47
47	46	138	138	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	461				47
47	46	555/4	555/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	462				
47	46	136	136	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	463				
48	47	139	139	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	464				48
48	47	559/4	559/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	465				48
48	47	140	140	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	466				48
48	47	563/4	563/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	467				
48	47	141	141	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	468				49
48	47	567/4	567/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	469				
48	47	141	141	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	470				
48	47	283/2	283/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	471				
49	48	142	142	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	472				
49	48	144	144	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	473				50
49	48	579/4	579/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	474				
49	48	142	142	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	475				
49	48	285/2	285/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	476				
49	48	143	143	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	477				
49	48	287/2	287/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	478				
49	48	144	144	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	479				
49	48	289/2	289/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	480				
50	49	145	145	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	481				
50	49	147	147	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	482				51
50	49	591/4	591/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	483				
50	49	145	145	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	484				
50	49	291/2	291/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	485				
50	49	146	146	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	486				
50	49	293/2	293/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	487				
50	49	147	147	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	488				
50	49	295/2	295/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	489				
51	50	148	148	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	490				52
51	50	149	149	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	491				52
51	50	299/2	299/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	492				52
51	50	150	150	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	493				52
51	50	301/2	301/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	494				
51	50	148	148	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	495				
51	50	297/2	297/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	496				
51	50	149	149	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	497				
51	50	299/2	299/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	498				
51	50	150	150	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	499				
51	50	301/2	301/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	500				
52	51	151	151	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	501				53
52	51	152	152	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	502				
52	51	153	153	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	503				54
52	51	615/4	615/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	504				
52	51	151	151	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	505				
52	51	303/2	303/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	506				
52	51	152	152	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	507				
52	51	305/2	305/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	508				
52	51	153	153	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	509				
52	51	307/2	307/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	510				
53	52	154	154	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	511				
53	52	156	156	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	512				55
53	52	627/4	627/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	513				
53	52	154	154	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	514				
53	52	309/2	309/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	515				
53	52	155	155	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	516				
53	52	311/2	311/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	517				
53	52	156	156	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	518				
53	52	313/2	313/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	519				
54	53	157	157	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	520				
54	53	159	159	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	521				56
54	53	639/4	639/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	522				
54	53	157	157	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	523				
54	53	315/2	315/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	524				
54	53	158	158	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	525				
54	53	317/2	317/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	526				
54	53	159	159	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	527				
54	53	319/2	319/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	528				
55	54	160	160	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	529				57
55	54	323/2	323/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	530				57
55	54	162	162	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	531				57
55	54	325/2	325/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	532				
55	54	161	161	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	533				
55	54	162	162	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	534				
56	55	163	163	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	535				
56	55	165	165	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	536				
56	55	663/4	663/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	537				
56	55	163	163	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	538				
56	55	164	164	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	539				
57	56	166	166	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	540			articAccentAbove	58
57	56	167	167	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	541				
57	56	168	168	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	542				
57	56	675/4	675/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	543				
57	56	166	166	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	544				59
57	56	167	167	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	545				
58	57	169	169	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	546			articAccentAbove	60
58	57	170	170	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	547				
58	57	171	171	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	548				
58	57	687/4	687/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	549				
58	57	169	169	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	550				61
58	57	170	170	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	551				
59	58	172	172	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	552				62
59	58	345/2	345/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	553				62
59	58	173	173	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	554				62
59	58	347/2	347/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	555				62
59	58	174	174	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	556				62
59	58	349/2	349/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	557				
59	58	173	173	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	558				
59	58	174	174	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	559				
60	59	175	175	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	560				63
60	59	176	176	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	561				
60	59	177	177	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	562				64
60	59	711/4	711/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	563				
60	59	175	175	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	564				65
60	59	176	176	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	565				
60	59	175	175	1.5	0	0	Chord	3/4	2	2	3/8		1/4	3/2	566				
61	60	178	178	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	567	f			
61	60	180	180	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	568				66
61	60	723/4	723/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	569				
61	60	178	178	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	570				
61	60	357/2	357/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	571				
61	60	179	179	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	572				
61	60	359/2	359/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	573				
61	60	180	180	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	574				
61	60	361/2	361/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	575				
62	61	181	181	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	576				
62	61	183	183	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	577				67
62	61	735/4	735/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	578				
62	61	181	181	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	579				
62	61	363/2	363/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	580				
62	61	182	182	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	581				
62	61	365/2	365/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	582				
62	61	183	183	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	583				
62	61	367/2	367/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	584				
63	62	184	184	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	585				68
63	62	185	185	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	586				68
63	62	371/2	371/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	587				68
63	62	186	186	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	588				68
