mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	decrescendo_hairpin	crescendo_line	diminuendo_line	HairPin:3_decresc.	crescendo_hairpin	TextLine	Trill:trill
49	48	96	96	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	530															
49	48	385/4	385/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	531															
49	48	189/2	189/2	0.0	0	0	Spanner	2/4	2	1	0																		
49	48	189/2	189/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	532		articStaccatoBelow													
49	48	95	95	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	533		articStaccatoBelow													
49	48	96	96	0.0	3/8	3/8	Spanner	2/4	2	1	0											17							
49	48	96	96	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	534							26	17							
50	49	193/2	193/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	535															
50	49	387/4	387/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	536															
50	49	97	97	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	537															
50	49	389/4	389/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	538															
50	49	195/2	195/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	539															
50	49	391/4	391/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	540															
50	49	98	98	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	541															
50	49	393/4	393/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	542															
50	49	193/2	193/2	0.0	0	0	Spanner	2/4	2	1	0																		
50	49	193/2	193/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	543		articStaccatoBelow													
50	49	97	97	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	544		articStaccatoBelow													
50	49	98	98	0.0	3/8	3/8	Spanner	2/4	2	1	0											18							
50	49	98	98	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	545							27	18							
51	50	197/2	197/2	0.0	0	0	Spanner	2/4	1	1	0													3					
51	50	197/2	197/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	546										3					
51	50	395/4	395/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	547										3					
51	50	99	99	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	548										3					
51	50	397/4	397/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	549										3					
51	50	199/2	199/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	550										3					
51	50	399/4	399/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	551										3					
51	50	100	100	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	552										3					
51	50	401/4	401/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	553										3					
51	50	197/2	197/2	0.0	0	0	Spanner	2/4	2	1	0																		
51	50	197/2	197/2	0.0	0	0	Spanner	2/4	2	1	0													4					
51	50	197/2	197/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	554		articStaccatoBelow								4					
51	50	99	99	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	555		articStaccatoBelow								4					
51	50	199/2	199/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	556		articStaccatoAbove								4					
51	50	100	100	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	557		articStaccatoAbove								4					
52	51	201/2	201/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	558										3					
52	51	403/4	403/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	559										3					
52	51	101	101	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	560										3					
52	51	405/4	405/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	561										3					
52	51	203/2	203/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	562										3					
52	51	407/4	407/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	563										3					
52	51	102	102	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	564										3					
52	51	409/4	409/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	565										3					
52	51	201/2	201/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	566		articStaccatoAbove								4					
52	51	101	101	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	567		articStaccatoAbove								4					
52	51	203/2	203/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	568		articStaccatoAbove								4					
52	51	102	102	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	569		articStaccatoAbove								4					
53	52	205/2	205/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	570										3					
53	52	411/4	411/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	571										3					
53	52	103	103	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	572										3					
53	52	413/4	413/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	573										3					
53	52	207/2	207/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	574										3					
53	52	415/4	415/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	575										3					
53	52	104	104	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	576										3					
53	52	417/4	417/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	577										3					
53	52	205/2	205/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	578		articStaccatoAbove								4					
53	52	103	103	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	579		articStaccatoAbove								4					
53	52	207/2	207/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	580		articStaccatoAbove								4					
53	52	104	104	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	581		articStaccatoAbove								4					
54	53	209/2	209/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	582										3					
54	53	419/4	419/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	583										3					
54	53	105	105	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	584										3					
54	53	421/4	421/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	585										3					
54	53	211/2	211/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	586										3					
54	53	423/4	423/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	587										3					
54	53	106	106	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	588										3					
54	53	425/4	425/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	589										3					
54	53	209/2	209/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	590		articStaccatoAbove								4					
54	53	105	105	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	591		articStaccatoAbove								4					
54	53	211/2	211/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	592		articStaccatoAbove								4					
54	53	106	106	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	593		articStaccatoAbove								4					
55	54	213/2	213/2	0.0	0	0	Dynamic	2/4	1	1	0				f														
55	54	213/2	213/2	0.0	0	0	Spanner	2/4	1	1	0																		
55	54	213/2	213/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	594															
55	54	427/4	427/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	595															
55	54	107	107	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	596															
55	54	429/4	429/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	597															
55	54	215/2	215/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	598															
55	54	431/4	431/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	599															
55	54	108	108	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	600															
55	54	433/4	433/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	601															
55	54	213/2	213/2	0.0	0	0	Dynamic	2/4	2	1	0				f														
55	54	213/2	213/2	0.0	0	0	Spanner	2/4	2	1	0																		
55	54	213/2	213/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	602		articStaccatoAbove													
55	54	107	107	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	603		articStaccatoAbove													
55	54	215/2	215/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	604		articStaccatoAbove													
55	54	108	108	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	605		articStaccatoAbove													
56	55	217/2	217/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	606															
56	55	435/4	435/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	607															
56	55	109	109	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	608															
56	55	437/4	437/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	609															
56	55	219/2	219/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	610															
56	55	439/4	439/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	611															
56	55	110	110	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	612															
56	55	441/4	441/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	613															
56	55	217/2	217/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	614		articStaccatoBelow													
56	55	109	109	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	615		articStaccatoBelow													
56	55	219/2	219/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	616		articStaccatoBelow													
56	55	110	110	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	617		articStaccatoBelow													
57	56	221/2	221/2	0.0	0	0	Dynamic	2/4	1	1	0				f														
57	56	221/2	221/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	618															
57	56	111	111	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	619							28								
57	56	223/2	223/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	620							28								
57	56	112	112	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	621							28								
57	56	221/2	221/2	0.0	0	0	Spanner	2/4	2	1	0											19							
57	56	221/2	221/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	622								19							
57	56	443/4	443/4	0.0	1/16	1/16	Dynamic	2/4	2	1	0				f							19							
57	56	443/4	443/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	623								19							
57	56	111	111	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	624								19							
57	56	445/4	445/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	625								19							
57	56	223/2	223/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
57	56	223/2	223/2	0.0	1/4	1/4	Spanner	2/4	2	1	0											20							
57	56	223/2	223/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	626								20							
57	56	447/4	447/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	627								20							
57	56	112	112	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	628								20							
57	56	449/4	449/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	629								20							
58	57	225/2	225/2	0.0	0	0	Dynamic	2/4	1	1	0				sf						28								
58	57	225/2	225/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	630							28								
58	57	113	113	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	631							28								
58	57	227/2	227/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	632							28								
58	57	114	114	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	633															
58	57	225/2	225/2	0.0	0	0	Spanner	2/4	2	1	0																		
58	57	225/2	225/2	0.0	0	0	Spanner	2/4	2	1	0											21							
58	57	225/2	225/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	634								21							
58	57	451/4	451/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	635								21							
58	57	113	113	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	636								21							
58	57	453/4	453/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	637								21							
58	57	227/2	227/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
58	57	227/2	227/2	0.0	1/4	1/4	Spanner	2/4	2	1	0											22							
58	57	227/2	227/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	638								22							
58	57	455/4	455/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	639								22							
58	57	114	114	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	640								22							
58	57	457/4	457/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	641								22							
59	58	115	115	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	642							29								
59	58	231/2	231/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	643							29								
59	58	116	116	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	644							29								
59	58	229/2	229/2	0.0	0	0	Spanner	2/4	2	1	0																		
59	58	229/2	229/2	0.0	0	0	Spanner	2/4	2	1	0											23							
59	58	229/2	229/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	645								23							
59	58	459/4	459/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	646								23							
59	58	115	115	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	647								23							
59	58	461/4	461/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	648								23							
59	58	231/2	231/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
59	58	231/2	231/2	0.0	1/4	1/4	Spanner	2/4	2	1	0											24							
59	58	231/2	231/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	649								24							
59	58	463/4	463/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	650								24							
59	58	116	116	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	651								24							
59	58	465/4	465/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	652								24							
60	59	233/2	233/2	0.0	0	0	Dynamic	2/4	1	1	0				sf						29								
60	59	233/2	233/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	653							29								
60	59	117	117	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	654							29								
60	59	235/2	235/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	655							29								
60	59	118	118	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	656															
60	59	233/2	233/2	0.0	0	0	Spanner	2/4	2	1	0																		
60	59	233/2	233/2	0.0	0	0	Spanner	2/4	2	1	0											25							
60	59	233/2	233/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	657								25							
60	59	467/4	467/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	658								25							
60	59	117	117	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	659								25							
60	59	469/4	469/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	660								25							
60	59	235/2	235/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
60	59	235/2	235/2	0.0	1/4	1/4	Spanner	2/4	2	1	0											26							
60	59	235/2	235/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	661								26							
60	59	471/4	471/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	662								26							
60	59	118	118	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	663								26							
60	59	473/4	473/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	664								26							
61	60	119	119	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	665		articStaccatoAbove													
61	60	239/2	239/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	666		articStaccatoAbove													
61	60	120	120	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	667		articStaccatoAbove													
61	60	237/2	237/2	0.0	0	0	Spanner	2/4	2	1	0																		
61	60	237/2	237/2	0.0	0	0	Spanner	2/4	2	1	0											27							
61	60	237/2	237/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	668								27							
61	60	475/4	475/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	669								27							
61	60	119	119	0.0	1/8	1/8	Spanner	2/4	2	1	0																		
61	60	119	119	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	670															
61	60	477/4	477/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	671															
61	60	239/2	239/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	672															
61	60	479/4	479/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	673															
61	60	120	120	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	674															
61	60	481/4	481/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	675															
62	61	241/2	241/2	0.0	0	0	Dynamic	2/4	1	1	0				sf														
62	61	241/2	241/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	676							30								
62	61	121	121	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	677		articStaccatoAbove													
62	61	243/2	243/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	678		articStaccatoAbove													
62	61	122	122	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	679		articStaccatoAbove													
62	61	241/2	241/2	0.0	0	0	Spanner	2/4	2	1	0											28							
62	61	241/2	241/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	680								28							
62	61	483/4	483/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	681								28							
62	61	121	121	0.0	1/8	1/8	Spanner	2/4	2	1	0																		
62	61	121	121	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	682															
62	61	485/4	485/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	683															
62	61	243/2	243/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	684															
62	61	487/4	487/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	685															
62	61	122	122	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	686															
62	61	489/4	489/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	687															
63	62	245/2	245/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	688		articStaccatoAbove													
63	62	123	123	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	689		articStaccatoAbove													
63	62	247/2	247/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	690		articStaccatoAbove													
63	62	124	124	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	691		articStaccatoAbove													
63	62	245/2	245/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	692															
63	62	491/4	491/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	693															
63	62	123	123	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	694															
63	62	493/4	493/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	695															
63	62	247/2	247/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	696															
63	62	495/4	495/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	697															
63	62	124	124	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	698															
63	62	497/4	497/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	699															
64	63	249/2	249/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	700		articStaccatoAbove													
64	63	125	125	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	701		articStaccatoAbove													
64	63	251/2	251/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	702		articStaccatoAbove													
64	63	249/2	249/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	703															
64	63	499/4	499/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	704															
64	63	125	125	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	705															
64	63	501/4	501/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	706															
64	63	251/2	251/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	707															
64	63	503/4	503/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	708															
64	63	126	126	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	709															
64	63	505/4	505/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	710															
65	64	127	127	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	711		articStaccatoAbove													
65	64	255/2	255/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	712		articStaccatoAbove													
65	64	128	128	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	713		articStaccatoAbove													
65	64	253/2	253/2	0.0	0	0	Spanner	2/4	2	1	0											29							
65	64	253/2	253/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	714								29							
65	64	507/4	507/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	715								29							
65	64	127	127	0.0	1/8	1/8	Spanner	2/4	2	1	0																		
65	64	127	127	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	716															
65	64	509/4	509/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	717															
65	64	255/2	255/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	718															
65	64	511/4	511/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	719															
65	64	128	128	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	720															
65	64	513/4	513/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	721															
66	65	257/2	257/2	0.0	0	0	Dynamic	2/4	1	1	0				sf														
66	65	257/2	257/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	722							31								
66	65	129	129	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	723		articStaccatoAbove													
66	65	259/2	259/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	724		articStaccatoAbove													
66	65	130	130	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	725		articStaccatoAbove													
66	65	257/2	257/2	0.0	0	0	Spanner	2/4	2	1	0											30							
66	65	257/2	257/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	726								30							
66	65	515/4	515/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	727								30							
66	65	129	129	0.0	1/8	1/8	Spanner	2/4	2	1	0																		
66	65	129	129	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	728															
66	65	517/4	517/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	729															
66	65	259/2	259/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	730															
66	65	519/4	519/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	731															
66	65	130	130	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	732															
66	65	521/4	521/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	733															
67	66	261/2	261/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	734		articStaccatoAbove													
67	66	131	131	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	735		articStaccatoAbove													
67	66	263/2	263/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	736		articStaccatoAbove													
67	66	132	132	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	737		articStaccatoAbove													
67	66	261/2	261/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	738															
67	66	523/4	523/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	739															
67	66	131	131	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	740															
67	66	525/4	525/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	741															
67	66	263/2	263/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	742															
67	66	527/4	527/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	743															
67	66	132	132	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	744															
67	66	529/4	529/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	745															
68	67	265/2	265/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	746		articStaccatoAbove													
68	67	133	133	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	747		articStaccatoAbove													
68	67	267/2	267/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	748		articStaccatoAbove													
68	67	134	134	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	749		articStaccatoAbove													
68	67	265/2	265/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	750															
68	67	531/4	531/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	751															
68	67	133	133	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	752															
68	67	533/4	533/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	753															
68	67	267/2	267/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	754															
68	67	535/4	535/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	755															
68	67	134	134	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	756															
68	67	537/4	537/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	757															
69	68	269/2	269/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	758		articStaccatoAbove													
69	68	135	135	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	759		articStaccatoAbove													
69	68	271/2	271/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	760		articStaccatoAbove													
69	68	136	136	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	761		articStaccatoAbove													
69	68	269/2	269/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	762															
69	68	539/4	539/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	763															
69	68	135	135	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	764															
69	68	541/4	541/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	765															
69	68	271/2	271/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	766															
69	68	543/4	543/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	767															
69	68	136	136	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	768															
69	68	545/4	545/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	769															
70	69	273/2	273/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	770		articStaccatoAbove													
70	69	137	137	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	771		articStaccatoAbove													
