mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin
41	38	143	151	0.25	2	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	553										
41	38	573/4	605/4	0.25	2	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	554										
41	38	287/2	303/2	0.25	2	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	555										
41	38	575/4	607/4	0.25	2	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	556										
42	39	144	152	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	557							45			
42	39	145	153	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	558							45			
42	39	146	154	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	559							45			
42	39	147	155	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	560										
42	39	144	152	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	561										
42	39	289/2	305/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	562							46			
42	39	145	153	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	563							46			
42	39	291/2	307/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	564							46			
42	39	146	154	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	565							46			
42	39	293/2	309/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	566							46			
42	39	147	155	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	567							46			
42	39	295/2	311/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	568										
43	40	148	156	0.0		0	0	Spanner	4/4	1	1	0													4
43	40	148	156	3.0		0	0	Chord	4/4	1	1	3/4	1/2	3/2	569										4
43	40	151	159	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	570										4
43	40	148	156	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	571										
43	40	297/2	313/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	572										
43	40	149	157	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	573										
43	40	299/2	315/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	574										
43	40	150	158	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	575										
43	40	301/2	317/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	576										
43	40	151	159	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	577										
43	40	303/2	319/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	578										
43	40	148	156	3.0		0	0	Chord	4/4	2	2	3/4	1/2	3/2	579										
43	40	151	159	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	580										
44	41	152	160	2.0		0	0	Chord	4/4	1	1	1/2	1/2	1	581			ornamentTrill				47			4
44	41	154	162	0.0		1/2	1/2	Spanner	4/4	1	1	0										47			
44	41	154	162	0.0		1/2	1/2	Spanner	4/4	1	1	0										47		1	
44	41	154	162	1.5		1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	582							47		1	
44	41	311/2	327/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	583									1	
44	41	152	160	2.0		0	0	Chord	4/4	1	2	1/2	1/2	1	584									1	
44	41	154	162	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	585									1	
44	41	155	163	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	586									1	
44	41	152	160	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	587										
44	41	305/2	321/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	588										
44	41	153	161	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	589										
44	41	307/2	323/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	590										
44	41	154	162	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	591										
44	41	309/2	325/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	592										
44	41	155	163	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	593										
44	41	311/2	327/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	594										
44	41	152	160	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	595										
44	41	153	161	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	596										
45	42	156	164	0.0		0	0	Spanner	4/4	1	1	0													
45	42	156	164	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	597										
45	42	625/4	657/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	598										
45	42	313/2	329/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	599										
45	42	627/4	659/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	600										
45	42	157	165	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	601										
45	42	629/4	661/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	602										
45	42	315/2	331/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	603										
45	42	631/4	663/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	604										
45	42	158	166	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	605										
45	42	633/4	665/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	606										
45	42	317/2	333/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	607										
45	42	635/4	667/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	608										
45	42	159	167	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	609										
45	42	637/4	669/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	610										
45	42	319/2	335/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	611										
45	42	639/4	671/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	612										
45	42	156	164	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	613										
45	42	158	166	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	614										
46	43	163	171	0.75		3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	615							48			
46	43	655/4	687/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	616										
46	43	160	168	0.25		0	0	Chord	4/4	1	2	1/16	1/16	1	617										
46	43	641/4	673/4	0.25		1/16	1/16	Chord	4/4	1	2	1/16	1/16	1	618										
46	43	321/2	337/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	619										
46	43	643/4	675/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	620										
46	43	161	169	0.25		1/4	1/4	Chord	4/4	1	2	1/16	1/16	1	621										
46	43	645/4	677/4	0.25		5/16	5/16	Chord	4/4	1	2	1/16	1/16	1	622										
46	43	323/2	339/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	623										
46	43	647/4	679/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	624										
46	43	162	170	0.25		1/2	1/2	Chord	4/4	1	2	1/16	1/16	1	625										
46	43	649/4	681/4	0.25		9/16	9/16	Chord	4/4	1	2	1/16	1/16	1	626										
46	43	325/2	341/2	0.25		5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	627										
46	43	651/4	683/4	0.25		11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	628										
46	43	163	171	0.25		3/4	3/4	Chord	4/4	1	2	1/16	1/16	1	629										
46	43	653/4	685/4	0.25		13/16	13/16	Chord	4/4	1	2	1/16	1/16	1	630										
46	43	327/2	343/2	0.25		7/8	7/8	Chord	4/4	1	2	1/16	1/16	1	631										
46	43	160	168	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	632										
46	43	161	169	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	633							49			
46	43	647/4	679/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	634										
46	43	162	170	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	635							50			
46	43	163	171	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	636										
47	44	164	172	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	637							51			
47	44	165	173	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	638							51			
47	44	166	174	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	639							51			
47	44	167	175	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	640										
47	44	164	172	0.25		0	0	Chord	4/4	2	1	1/16	1/16	1	641										
47	44	657/4	689/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	642										
47	44	329/2	345/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	643										
47	44	659/4	691/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	644										
47	44	165	173	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	645										
47	44	661/4	693/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	646										
47	44	331/2	347/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	647										
47	44	663/4	695/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	648										
47	44	166	174	0.25		1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	649										
47	44	665/4	697/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	650										
47	44	333/2	349/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	651										
47	44	667/4	699/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	652										
47	44	167	175	0.25		3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	653										
47	44	669/4	701/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	654										
47	44	335/2	351/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	655										
47	44	671/4	703/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	656										
48	45	168	176	0.0		0	0	Dynamic	4/4	1	1	0					other-dynamics								
48	45	168	176	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	657										
48	45	673/4	705/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	658										
48	45	337/2	353/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	659										
48	45	675/4	707/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	660										
48	45	169	177	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	661										
48	45	677/4	709/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	662										
48	45	339/2	355/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	663										
48	45	679/4	711/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	664										
48	45	170	178	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	665										
48	45	681/4	713/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	666										
48	45	341/2	357/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	667										
48	45	683/4	715/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	668										
48	45	171	179	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	669										
48	45	685/4	717/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	670										
48	45	343/2	359/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	671										
48	45	687/4	719/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	672										
48	45	168	176	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	673										
48	45	171	179	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	674							52			
48	45	687/4	719/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	675										
48	45	171	179	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	676										
49	46	172	180	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	677										
49	46	689/4	721/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	678										
49	46	345/2	361/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	679										
49	46	691/4	723/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	680										
49	46	173	181	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	681										
49	46	693/4	725/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	682										
49	46	347/2	363/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	683										
49	46	695/4	727/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	684										
49	46	174	182	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	685										
49	46	697/4	729/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	686										
49	46	349/2	365/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	687										
49	46	699/4	731/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	688										
49	46	175	183	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	689										
49	46	701/4	733/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	690										
49	46	351/2	367/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	691										
49	46	703/4	735/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	692										
49	46	172	180	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	693										
49	46	175	183	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	694							53			
49	46	703/4	735/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	695										
50	47	176	184	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	696										
50	47	705/4	737/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	697										
50	47	353/2	369/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	698										
50	47	707/4	739/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	699										
50	47	177	185	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	700										
50	47	709/4	741/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	701										
50	47	355/2	371/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	702										
50	47	711/4	743/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	703										
50	47	178	186	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	704										
50	47	713/4	745/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	705										
50	47	357/2	373/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	706										
50	47	715/4	747/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	707										
50	47	179	187	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	708										
50	47	717/4	749/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	709										
50	47	359/2	375/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	710										
50	47	719/4	751/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	711										
50	47	176	184	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	712										
50	47	177	185	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	713							54			
50	47	711/4	743/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	714										
50	47	178	186	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	715										
50	47	179	187	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	716							55			
50	47	719/4	751/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	717										
51	48	180	188	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	718										
51	48	721/4	753/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	719										
51	48	361/2	377/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	720										
51	48	723/4	755/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	721										
51	48	181	189	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	722										
51	48	725/4	757/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	723										
51	48	363/2	379/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	724										
51	48	727/4	759/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	725										
51	48	182	190	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	726										
51	48	729/4	761/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	727										
51	48	365/2	381/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	728										
51	48	731/4	763/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	729										
51	48	183	191	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	730										
51	48	733/4	765/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	731										
51	48	367/2	383/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	732										
51	48	735/4	767/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	733										
51	48	180	188	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	734										
51	48	181	189	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	735							56			
51	48	727/4	759/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	736										
51	48	182	190	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	737										
51	48	183	191	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	738							57			
51	48	735/4	767/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	739										
52	49	184	192	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	740										
52	49	737/4	769/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	741										
52	49	369/2	385/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	742										
52	49	739/4	771/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	743										
52	49	185	193	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	744										
52	49	741/4	773/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	745										
52	49	371/2	387/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	746										
52	49	743/4	775/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	747										
52	49	186	194	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	748										
52	49	745/4	777/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	749										
52	49	373/2	389/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	750										
52	49	747/4	779/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	751										
52	49	187	195	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	752										
52	49	749/4	781/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	753										
52	49	375/2	391/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	754										
52	49	751/4	783/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	755										
52	49	184	192	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	756										
52	49	185	193	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	757							58			
52	49	743/4	775/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	758										
52	49	186	194	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	759										
52	49	187	195	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	760							59			
52	49	751/4	783/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	761										
53	50	188	196	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	762										
53	50	753/4	785/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	763										
53	50	377/2	393/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	764										
53	50	755/4	787/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	765										
53	50	189	197	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	766										
53	50	757/4	789/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	767										
53	50	379/2	395/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	768										
53	50	759/4	791/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	769										
53	50	190	198	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	770										
53	50	761/4	793/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	771										
53	50	381/2	397/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	772										
53	50	763/4	795/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	773										
53	50	191	199	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	774										
53	50	765/4	797/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	775										
53	50	383/2	399/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	776										
53	50	767/4	799/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	777										
53	50	188	196	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	778										
53	50	189	197	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	779							60			
53	50	759/4	791/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	780										
53	50	190	198	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	781										
53	50	191	199	0.75		3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	782							61			
53	50	767/4	799/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	783										
54	51	192	200	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	784										
54	51	769/4	801/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	785										
54	51	385/2	401/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	786										
54	51	771/4	803/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	787										
54	51	193	201	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	788										
54	51	773/4	805/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	789										
54	51	387/2	403/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	790										
54	51	775/4	807/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	791										
54	51	194	202	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	792										
54	51	777/4	809/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	793										
54	51	389/2	405/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	794										
54	51	779/4	811/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	795										
54	51	195	203	0.0		3/4	3/4	Spanner	4/4	1	1	0													5
54	51	195	203	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	796										5
54	51	781/4	813/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	797										5
54	51	391/2	407/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	798										5
54	51	783/4	815/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	799										5
54	51	192	200	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	800										
54	51	193	201	0.75		1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	801							62			
54	51	775/4	807/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	802										
54	51	194	202	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	803										
54	51	195	203	0.25		3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	804										
54	51	781/4	813/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	805										
54	51	391/2	407/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	806										
54	51	783/4	815/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	807										
55	52	196	204	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	808										5
55	52	785/4	817/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	809										5
55	52	393/2	409/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	810										5
55	52	787/4	819/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	811										5
55	52	197	205	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	812										5
55	52	789/4	821/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	813										5
55	52	395/2	411/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	814										5
55	52	791/4	823/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	815										5
55	52	198	206	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	816										5
55	52	793/4	825/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	817										5
55	52	397/2	413/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	818										5
55	52	795/4	827/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	819										5
55	52	199	207	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	820										5
55	52	797/4	829/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	821										5
55	52	399/2	415/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	822										5
55	52	799/4	831/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	823										5
55	52	196	204	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	824										
55	52	197	205	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	825										
55	52	789/4	821/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	826										
55	52	395/2	411/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	827										
55	52	791/4	823/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	828										
55	52	198	206	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	829										
55	52	199	207	0.25		3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	830										
55	52	797/4	829/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	831										
55	52	399/2	415/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	832										
55	52	799/4	831/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	833										
56	53	200	208	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	834										5
56	53	801/4	833/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	835										5
56	53	401/2	417/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	836										5
56	53	803/4	835/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	837										5
56	53	201	209	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	838										5
56	53	805/4	837/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	839										5
