mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	crescendo_hairpin	diminuendo_line	decrescendo_hairpin
21	20	79	79	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	250											
21	20	238/3	238/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	251											
21	20	239/3	239/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	252											
21	20	76	76	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	253											
22	21	80	80	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	254											
22	21	241/3	241/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	255											
22	21	242/3	242/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	256											
22	21	81	81	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	257											
22	21	244/3	244/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	258											
22	21	245/3	245/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	259											
22	21	82	82	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	260											
22	21	247/3	247/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	261											
22	21	248/3	248/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	262											
22	21	83	83	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	263											
22	21	250/3	250/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	264											
22	21	251/3	251/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	265											
23	22	253/3	253/3	0.0		1/12	1/12	Dynamic	2/2	1	1	0					mf										
23	22	253/3	253/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	266											
23	22	254/3	254/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	267											
23	22	85	85	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	268											
23	22	256/3	256/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	269											
23	22	257/3	257/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	270											
23	22	86	86	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	271											
23	22	259/3	259/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	272											
23	22	260/3	260/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	273											
23	22	87	87	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	274											
23	22	262/3	262/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	275											
23	22	263/3	263/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	276											
23	22	84	84	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	277											
23	22	85	85	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	278							20				
23	22	86	86	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	279							20				
23	22	87	87	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	280							20				
24	23	88	88	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	281											
24	23	265/3	265/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	282											
24	23	266/3	266/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	283											
24	23	89	89	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	284											
24	23	268/3	268/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	285											
24	23	269/3	269/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	286											
24	23	90	90	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	287											
24	23	271/3	271/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	288											
24	23	272/3	272/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	289											
24	23	91	91	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	290											
24	23	274/3	274/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	291											
24	23	275/3	275/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	292											
24	23	88	88	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	293							20				
24	23	89	89	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	294							20				
24	23	90	90	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	295							20				
24	23	91	91	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	296											
25	24	92	92	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	297											
25	24	93	93	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	298											
25	24	280/3	280/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	299											
25	24	281/3	281/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	300											
25	24	94	94	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	301											
25	24	283/3	283/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	302											
25	24	284/3	284/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	303											
25	24	95	95	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	304											
25	24	286/3	286/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	305											
25	24	287/3	287/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	306											
25	24	92	92	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	307											
25	24	277/3	277/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	308											
25	24	278/3	278/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	309											
25	24	93	93	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	310											
25	24	280/3	280/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	311											
25	24	281/3	281/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	312											
25	24	94	94	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	313											
25	24	283/3	283/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	314											
25	24	284/3	284/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	315											
25	24	95	95	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	316											
25	24	286/3	286/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	317											
25	24	287/3	287/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	318											
26	25	96	96	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	319											
26	25	289/3	289/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	320											
26	25	290/3	290/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	321											
26	25	97	97	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	322											
26	25	292/3	292/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	323											
26	25	293/3	293/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	324											
26	25	98	98	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	325											
26	25	295/3	295/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	326											
26	25	296/3	296/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	327											
26	25	99	99	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	328											
26	25	298/3	298/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	329											
26	25	299/3	299/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	330											
26	25	96	96	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	331											
26	25	289/3	289/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	332											
26	25	290/3	290/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	333											
26	25	97	97	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	334											
26	25	292/3	292/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	335											
26	25	293/3	293/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	336											
26	25	98	98	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	337											
26	25	295/3	295/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	338											
26	25	296/3	296/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	339											
26	25	99	99	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	340											
26	25	298/3	298/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	341											
26	25	299/3	299/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	342											
27	26	100	100	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	343											
27	26	101	101	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	344											
27	26	304/3	304/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	345											
27	26	305/3	305/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	346											
27	26	102	102	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	347											
27	26	307/3	307/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	348											
27	26	308/3	308/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	349											
27	26	103	103	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	350											
27	26	310/3	310/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	351											
27	26	311/3	311/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	352											
27	26	100	100	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	353											
27	26	301/3	301/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	354											
27	26	302/3	302/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	355											
27	26	101	101	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	356							21				
27	26	203/2	203/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	357							21				
27	26	102	102	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	358							21				
27	26	205/2	205/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	359							21				
27	26	103	103	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	360							21				
27	26	207/2	207/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	361							21				
28	27	104	104	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	362											
28	27	313/3	313/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	363											
28	27	314/3	314/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	364											
28	27	105	105	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	365											
28	27	316/3	316/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	366											
28	27	317/3	317/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	367											
28	27	106	106	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	368											
28	27	319/3	319/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	369											
28	27	320/3	320/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	370											
28	27	107	107	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	371											
28	27	322/3	322/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	372											
28	27	323/3	323/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	373											
28	27	104	104	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	374							21				
28	27	209/2	209/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	375							21				
28	27	105	105	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	376							21				
28	27	211/2	211/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	377							21				
28	27	106	106	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	378							21				
28	27	213/2	213/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	379							21				
28	27	107	107	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	380							21				
28	27	215/2	215/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	381											
29	28	108	108	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	382											
29	28	325/3	325/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	383											
29	28	326/3	326/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	384											
29	28	109	109	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	385											
29	28	328/3	328/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	386											
29	28	329/3	329/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	387											
29	28	110	110	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	388											
29	28	331/3	331/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	389											
29	28	332/3	332/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	390											
29	28	111	111	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	391											
29	28	334/3	334/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	392											
29	28	335/3	335/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	393											
29	28	108	108	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	394							22				
29	28	217/2	217/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	395							22				
29	28	109	109	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	396							22				
29	28	219/2	219/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	397							22				
29	28	110	110	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	398							22				
29	28	221/2	221/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	399							22				
29	28	111	111	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	400							22				
29	28	223/2	223/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	401											
30	29	112	112	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	402											
30	29	337/3	337/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	403											
30	29	338/3	338/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	404											
30	29	113	113	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	405											
30	29	340/3	340/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	406											
30	29	341/3	341/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	407											
30	29	114	114	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	408											
30	29	343/3	343/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	409											
30	29	344/3	344/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	410											
30	29	115	115	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	411											
30	29	346/3	346/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	412											
30	29	347/3	347/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	413											
30	29	112	112	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	414											
30	29	225/2	225/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	415											
30	29	113	113	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	416											
30	29	227/2	227/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	417											
30	29	114	114	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	418											
30	29	229/2	229/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	419											
30	29	115	115	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	420											
30	29	231/2	231/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	421											
31	30	116	116	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	422											
31	30	349/3	349/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	423											
31	30	350/3	350/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	424											
31	30	117	117	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	425											
31	30	352/3	352/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	426											
31	30	353/3	353/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	427											
31	30	118	118	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	428											
31	30	355/3	355/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	429											
31	30	356/3	356/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	430											
31	30	119	119	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	431											
31	30	358/3	358/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	432											
31	30	359/3	359/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	433											
31	30	116	116	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	434											
31	30	117	117	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	435							23				
31	30	235/2	235/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	436							23				
31	30	118	118	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	437							23				
31	30	237/2	237/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	438							23				
31	30	119	119	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	439							23				
31	30	239/2	239/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	440											
32	31	120	120	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	441											
32	31	361/3	361/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	442											
32	31	362/3	362/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	443											
32	31	121	121	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	444											
32	31	364/3	364/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	445											
32	31	365/3	365/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	446											
32	31	122	122	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	447											
32	31	367/3	367/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	448											
32	31	368/3	368/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	449											
32	31	123	123	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	450											
32	31	370/3	370/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	451											
32	31	371/3	371/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	452											
32	31	120	120	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	453							24				
32	31	241/2	241/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	454							24				
32	31	121	121	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	455							24				
32	31	243/2	243/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	456							24				
32	31	122	122	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	457							24				
32	31	245/2	245/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	458							24				
32	31	123	123	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	459							24				
32	31	247/2	247/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	460											
33	32	124	124	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	461											
33	32	373/3	373/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	462											
33	32	374/3	374/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	463											
33	32	125	125	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	464											
33	32	376/3	376/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	465											
33	32	377/3	377/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	466											
33	32	126	126	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	467											
33	32	379/3	379/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	468											
33	32	380/3	380/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	469											
33	32	127	127	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	470											
33	32	382/3	382/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	471											
33	32	383/3	383/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	472											
33	32	124	124	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	473							25				
33	32	125	125	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	474							25				
33	32	126	126	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	475							25				
33	32	127	127	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	476											
34	33	128	128	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	477											
34	33	385/3	385/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	478											
34	33	386/3	386/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	479											
34	33	129	129	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	480											
34	33	388/3	388/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	481											
34	33	389/3	389/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	482											
34	33	130	130	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	483											
34	33	391/3	391/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	484											
34	33	392/3	392/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	485											
34	33	131	131	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	486											
34	33	394/3	394/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	487											
34	33	395/3	395/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	488											
34	33	128	128	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	489											
34	33	257/2	257/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	490											
34	33	129	129	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	491											
34	33	259/2	259/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	492											
34	33	130	130	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	493											
34	33	261/2	261/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	494											
34	33	131	131	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	495											
34	33	263/2	263/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	496											
35	34	132	132	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	497											
35	34	134	134	0.0		1/2	1/2	Dynamic	2/2	1	1	0					p										
35	34	134	134	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	498											
35	34	135	135	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	499											
35	34	132	132	0.0		0	0	Spanner	2/2	2	1	0												0			
35	34	132	132	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	500								0			
35	34	397/3	397/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	501								0			
35	34	398/3	398/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	502								0			
35	34	133	133	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	503								0			
35	34	400/3	400/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	504								0			
35	34	401/3	401/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	505								0			
35	34	134	134	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	506								0			
35	34	403/3	403/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	507								0			
35	34	404/3	404/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	508								0			
35	34	135	135	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	509								0			
35	34	406/3	406/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	510								0			
35	34	407/3	407/3	0.0		11/12	11/12	Spanner	2/2	2	1	0															
