mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	crescendo_hairpin	diminuendo_line	decrescendo_hairpin
38	37	437/3	437/3	0.0		5/12	5/12	Spanner	2/2	2	1	0															
38	37	437/3	437/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	552											
38	37	146	146	0.0		1/2	1/2	Spanner	2/2	2	1	0												5			
38	37	146	146	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	553								5			
38	37	439/3	439/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	554								5			
38	37	440/3	440/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	555								5			
38	37	147	147	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	556								5			
38	37	442/3	442/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	557								5			
38	37	443/3	443/3	0.0		11/12	11/12	Spanner	2/2	2	1	0															
38	37	443/3	443/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	558											
39	38	148	148	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	559											
39	38	150	150	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	560											
39	38	151	151	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	561											
39	38	148	148	0.0		0	0	Spanner	2/2	2	1	0												6			
39	38	148	148	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	562								6			
39	38	445/3	445/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	563								6			
39	38	446/3	446/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	564								6			
39	38	149	149	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	565								6			
39	38	448/3	448/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	566								6			
39	38	449/3	449/3	0.0		5/12	5/12	Spanner	2/2	2	1	0															
39	38	449/3	449/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	567											
39	38	150	150	0.0		1/2	1/2	Spanner	2/2	2	1	0												7			
39	38	150	150	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	568								7			
39	38	451/3	451/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	569								7			
39	38	452/3	452/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	570								7			
39	38	151	151	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	571								7			
39	38	454/3	454/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	572								7			
39	38	455/3	455/3	0.0		11/12	11/12	Spanner	2/2	2	1	0															
39	38	455/3	455/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	573											
40	39	152	152	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	574							29				
40	39	153	153	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	575							29				
40	39	154	154	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	576							29				
40	39	155	155	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	577											
40	39	152	152	0.0		0	0	Spanner	2/2	2	1	0												8			
40	39	152	152	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	578								8			
40	39	457/3	457/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	579								8			
40	39	458/3	458/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	580								8			
40	39	153	153	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	581								8			
40	39	460/3	460/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	582								8			
40	39	461/3	461/3	0.0		5/12	5/12	Spanner	2/2	2	1	0															
40	39	461/3	461/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	583											
40	39	154	154	0.0		1/2	1/2	Spanner	2/2	2	1	0												9			
40	39	154	154	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	584								9			
40	39	463/3	463/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	585								9			
40	39	464/3	464/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	586								9			
40	39	155	155	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	587								9			
40	39	466/3	466/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	588								9			
40	39	467/3	467/3	0.0		11/12	11/12	Spanner	2/2	2	1	0															
40	39	467/3	467/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	589											
41	40	156	156	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	590											
41	40	158	158	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	591		articStaccatoBelow					30				
41	40	159	159	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	592		articStaccatoBelow									
41	40	156	156	0.0		0	0	Spanner	2/2	2	1	0												10			
41	40	156	156	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	593								10			
41	40	469/3	469/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	594								10			
41	40	470/3	470/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	595								10			
41	40	157	157	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	596								10			
41	40	472/3	472/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	597								10			
41	40	473/3	473/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	598								10			
41	40	158	158	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	599								10			
41	40	475/3	475/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	600								10			
41	40	476/3	476/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	601								10			
41	40	159	159	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	602								10			
41	40	478/3	478/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	603								10			
41	40	479/3	479/3	0.0		11/12	11/12	Spanner	2/2	2	1	0															
41	40	479/3	479/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	604											
42	41	160	160	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	605											
42	41	162	162	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	606		articStaccatoBelow					31				
42	41	163	163	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	607		articStaccatoBelow									
42	41	160	160	0.0		0	0	Spanner	2/2	2	1	0												11			
42	41	160	160	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	608								11			
42	41	481/3	481/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	609								11			
42	41	482/3	482/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	610								11			
42	41	161	161	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	611								11			
42	41	484/3	484/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	612								11			
42	41	485/3	485/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	613								11			
42	41	162	162	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	614								11			
42	41	487/3	487/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	615								11			
42	41	488/3	488/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	616								11			
42	41	163	163	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	617								11			
42	41	490/3	490/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	618								11			
42	41	491/3	491/3	0.0		11/12	11/12	Spanner	2/2	2	1	0															
42	41	491/3	491/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	619											
43	42	164	164	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	620											
43	42	166	166	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	621											
43	42	167	167	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	622											
43	42	164	164	0.0		0	0	Dynamic	2/2	2	1	0					p										
43	42	164	164	0.0		0	0	Spanner	2/2	2	1	0												12			
43	42	164	164	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	623								12			
43	42	493/3	493/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	624								12			
43	42	494/3	494/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	625								12			
43	42	165	165	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	626								12			
43	42	496/3	496/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	627								12			
43	42	497/3	497/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	628								12			
43	42	166	166	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	629								12			
43	42	499/3	499/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	630								12			
43	42	500/3	500/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	631								12			
43	42	167	167	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	632								12			
43	42	502/3	502/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	633								12			
43	42	503/3	503/3	0.0		11/12	11/12	Spanner	2/2	2	1	0															
43	42	503/3	503/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	634											
44	43	168	168	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	635							32				
44	43	169	169	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	636							32				
44	43	170	170	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	637							32				
44	43	171	171	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	638											
44	43	168	168	0.0		0	0	Spanner	2/2	2	1	0												13			
44	43	168	168	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	639								13			
44	43	505/3	505/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	640								13			
44	43	506/3	506/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	641								13			
44	43	169	169	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	642								13			
44	43	508/3	508/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	643								13			
44	43	509/3	509/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	644								13			
44	43	170	170	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	645								13			
44	43	511/3	511/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	646								13			
44	43	512/3	512/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	647								13			
44	43	171	171	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	648								13			
44	43	514/3	514/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	649								13			
44	43	515/3	515/3	0.0		11/12	11/12	Spanner	2/2	2	1	0															
44	43	515/3	515/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	650											
45	44	172	172	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	651											
45	44	174	174	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	652											
45	44	175	175	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	653											
45	44	172	172	0.0		0	0	Spanner	2/2	2	1	0												14			
45	44	172	172	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	654								14			
45	44	517/3	517/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	655								14			
45	44	518/3	518/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	656								14			
45	44	173	173	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	657								14			
45	44	520/3	520/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	658								14			
45	44	521/3	521/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	659								14			
45	44	174	174	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	660								14			
45	44	523/3	523/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	661								14			
45	44	524/3	524/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	662								14			
45	44	175	175	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	663								14			
45	44	526/3	526/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	664								14			
45	44	527/3	527/3	0.0		11/12	11/12	Spanner	2/2	2	1	0															
45	44	527/3	527/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	665											
46	45	176	176	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	666							33				
46	45	177	177	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	667							33				
46	45	178	178	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	668							33				
46	45	179	179	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	669											
46	45	176	176	0.0		0	0	Spanner	2/2	2	1	0												15			
46	45	176	176	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	670								15			
46	45	529/3	529/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	671								15			
46	45	530/3	530/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	672								15			
46	45	177	177	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	673								15			
46	45	532/3	532/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	674								15			
46	45	533/3	533/3	0.0		5/12	5/12	Spanner	2/2	2	1	0															
46	45	533/3	533/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	675											
46	45	178	178	0.0		1/2	1/2	Spanner	2/2	2	1	0												16			
46	45	178	178	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	676								16			
46	45	535/3	535/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	677								16			
46	45	536/3	536/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	678								16			
46	45	179	179	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	679								16			
46	45	538/3	538/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	680								16			
46	45	539/3	539/3	0.0		11/12	11/12	Spanner	2/2	2	1	0															
46	45	539/3	539/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	681											
47	46	180	180	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	682											
47	46	182	182	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	683											
47	46	183	183	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	684											
47	46	180	180	0.0		0	0	Spanner	2/2	2	1	0												17			
47	46	180	180	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	685								17			
47	46	541/3	541/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	686								17			
47	46	542/3	542/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	687								17			
47	46	181	181	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	688								17			
47	46	544/3	544/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	689								17			
47	46	545/3	545/3	0.0		5/12	5/12	Spanner	2/2	2	1	0															
47	46	545/3	545/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	690											
47	46	182	182	0.0		1/2	1/2	Spanner	2/2	2	1	0												18			
47	46	182	182	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	691								18			
47	46	547/3	547/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	692								18			
47	46	548/3	548/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	693								18			
47	46	183	183	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	694								18			
47	46	550/3	550/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	695								18			
47	46	551/3	551/3	0.0		11/12	11/12	Spanner	2/2	2	1	0															
47	46	551/3	551/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	696											
48	47	184	184	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	697							34				
48	47	185	185	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	698							34				
48	47	186	186	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	699							34				
48	47	187	187	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	700											
48	47	184	184	0.0		0	0	Spanner	2/2	2	1	0												19			
48	47	184	184	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	701								19			
48	47	553/3	553/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	702								19			
48	47	554/3	554/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	703								19			
48	47	185	185	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	704								19			
48	47	556/3	556/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	705								19			
48	47	557/3	557/3	0.0		5/12	5/12	Spanner	2/2	2	1	0															
48	47	557/3	557/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	706											
48	47	186	186	0.0		1/2	1/2	Spanner	2/2	2	1	0												20			
48	47	186	186	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	707								20			
48	47	559/3	559/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	708								20			
48	47	560/3	560/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	709								20			
48	47	187	187	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	710								20			
48	47	562/3	562/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	711								20			
48	47	563/3	563/3	0.0		11/12	11/12	Spanner	2/2	2	1	0															
48	47	563/3	563/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	712											
49	48	188	188	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	713											
49	48	190	190	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	714		articStaccatoBelow					35				
49	48	191	191	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	715		articStaccatoBelow									
49	48	188	188	0.0		0	0	Spanner	2/2	2	1	0												21			
49	48	188	188	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	716								21			
49	48	565/3	565/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	717								21			
49	48	566/3	566/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	718								21			
49	48	189	189	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	719								21			
49	48	568/3	568/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	720								21			
49	48	569/3	569/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	721								21			
49	48	190	190	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	722								21			
49	48	571/3	571/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	723								21			
49	48	572/3	572/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	724								21			
49	48	191	191	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	725								21			
49	48	574/3	574/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	726								21			
49	48	575/3	575/3	0.0		11/12	11/12	Spanner	2/2	2	1	0															
49	48	575/3	575/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	727											
50	49	192	192	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	728											
50	49	194	194	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	729		articStaccatoBelow					36				
50	49	195	195	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	730		articStaccatoBelow									
50	49	192	192	0.0		0	0	Spanner	2/2	2	1	0												22			
50	49	192	192	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	731								22			
50	49	577/3	577/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	732								22			
50	49	578/3	578/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	733								22			
50	49	193	193	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	734								22			
50	49	580/3	580/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	735								22			
50	49	581/3	581/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	736								22			
50	49	194	194	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	737								22			
50	49	583/3	583/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	738								22			
50	49	584/3	584/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	739								22			
50	49	195	195	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	740								22			
50	49	586/3	586/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	741								22			
50	49	587/3	587/3	0.0		11/12	11/12	Spanner	2/2	2	1	0															
50	49	587/3	587/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	742											
51	50	196	196	0.0		0	0	Dynamic	2/2	1	1	0					f										
51	50	196	196	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	743											
51	50	198	198	0.0		1/2	1/2	Dynamic	2/2	1	1	0					ff										
51	50	198	198	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	744											
51	50	199	199	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	745											
51	50	196	196	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	746											
51	50	589/3	589/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	747											
51	50	590/3	590/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	748											
51	50	197	197	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	749											
51	50	592/3	592/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	750											
51	50	593/3	593/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	751											
51	50	198	198	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	752											
51	50	595/3	595/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	753											
51	50	596/3	596/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	754											
51	50	199	199	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	755											
51	50	598/3	598/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	756											
51	50	599/3	599/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	757											
52	51	200	200	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	758											
52	51	202	202	0.0		1/2	1/2	Dynamic	2/2	1	1	0					ff										
52	51	202	202	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	759											
52	51	203	203	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	760											
52	51	200	200	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	761											
52	51	601/3	601/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	762											
52	51	602/3	602/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	763											
52	51	201	201	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	764											
52	51	604/3	604/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	765											
52	51	605/3	605/3	0.3333333333333333		5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	766											
52	51	202	202	0.3333333333333333		1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	767											
52	51	607/3	607/3	0.3333333333333333		7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	768											
52	51	608/3	608/3	0.3333333333333333		2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	769											
52	51	203	203	0.3333333333333333		3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	770											
52	51	610/3	610/3	0.3333333333333333		5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	771											
52	51	611/3	611/3	0.3333333333333333		11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	772											
53	52	204	204	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	773											
53	52	206	206	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	774											
53	52	207	207	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	775											
53	52	204	204	0.3333333333333333		0	0	Chord	2/2	2	1	1/12		1/8	2/3	776											
53	52	613/3	613/3	0.3333333333333333		1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	777											
53	52	614/3	614/3	0.3333333333333333		1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	778											
53	52	205	205	0.3333333333333333		1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	779											
53	52	616/3	616/3	0.3333333333333333		1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	780											
