mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	crescendo_hairpin	decrescendo_hairpin
269	269	806	806	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1658									167			
269	269	1613/2	1613/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1659												
270	270	809	809	0.0	1/2	1/2	Dynamic	3/4	1	1	0						sf										
270	270	809	809	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1660									168			
270	270	807	807	0.0	0	0	Dynamic	3/4	2	1	0						ff										
270	270	807	807	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1661												
271	271	810	810	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1662												
271	271	811	811	0.0	1/4	1/4	Dynamic	3/4	2	1	0						fp										
271	271	811	811	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1663												
271	271	810	810	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	1664									169			
271	271	811	811	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	1665									169			
271	271	812	812	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1666									169			
272	272	814	814	0.0	1/4	1/4	Dynamic	3/4	1	1	0						p										
272	272	814	814	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1667												
272	272	815	815	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1668												
272	272	813	813	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1669												
272	272	813	813	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	1670									169			
272	272	814	814	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	1671									169			
272	272	815	815	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1672												
273	273	816	816	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1673									170			
273	273	817	817	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1674												
273	273	816	816	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	1675												
273	273	816	816	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1676									171			
273	273	817	817	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1677									171			
273	273	818	818	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1678									171			
274	274	820	820	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1679												
274	274	821	821	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1680												
274	274	819	819	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1681									171			
274	274	820	820	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1682									171			
274	274	821	821	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1683												
275	275	822	822	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1684									172			
275	275	823	823	0.0	1/4	1/4	Dynamic	3/4	1	1	0						fp										
275	275	823	823	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1685												
275	275	822	822	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	1686												
275	275	822	822	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1687									173			
275	275	823	823	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1688									173			
275	275	824	824	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1689									173			
276	276	826	826	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1690												
276	276	827	827	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1691												
276	276	825	825	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1692									173			
276	276	825	825	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	1693												
276	276	826	826	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	1694												
276	276	827	827	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1695												
277	277	828	828	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1696									174			
277	277	829	829	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1697												
277	277	828	828	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	1698												
277	277	828	828	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1699									175			
277	277	829	829	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1700									175			
277	277	830	830	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1701									175			
278	278	832	832	0.0	1/4	1/4	Dynamic	3/4	1	1	0						p										
278	278	832	832	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1702												
278	278	833	833	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1703												
278	278	831	831	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1704									175			
278	278	832	832	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1705									175			
278	278	833	833	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1706												
279	279	834	834	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1707									176			
279	279	835	835	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1708												
279	279	834	834	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1709												
279	279	834	834	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	1710									177			
279	279	835	835	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	1711									177			
279	279	836	836	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1712									177			
280	280	838	838	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1713												
280	280	839	839	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1714												
280	280	837	837	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1715												
280	280	838	838	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1716												
280	280	839	839	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1717												
281	281	840	840	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1718												
281	281	840	840	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1719												
282	282	843	843	0.0	0	0	Dynamic	3/4	1	1	0						ff										
282	282	843	843	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1720												
282	282	843	843	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1721												
283	283	846	846	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1722												
283	283	846	846	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1723												
