mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	Trill:trill
63	62	184	184	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	689					
63	62	369/2	369/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	690					
63	62	185	185	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	691					
63	62	371/2	371/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	692					
63	62	186	186	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	693					
64	63	373/2	373/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	694					
64	63	187	187	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	695				40	
64	63	375/2	375/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	696					
64	63	188	188	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	697			articStaccatoBelow		
64	63	377/2	377/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	698			articStaccatoBelow		
64	63	189	189	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	699			articStaccatoBelow		
64	63	373/2	373/2	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	700					
65	64	379/2	379/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	701			articStaccatoAbove		
65	64	190	190	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	702			articStaccatoAbove		
65	64	381/2	381/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	703			articStaccatoAbove		
65	64	191	191	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	704			articStaccatoAbove		
65	64	383/2	383/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	705			articStaccatoAbove		
65	64	192	192	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	706			articStaccatoAbove		
66	65	385/2	385/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	707			articStaccatoAbove		
66	65	193	193	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	708				41	
66	65	387/2	387/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	709					
66	65	194	194	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	710			articStaccatoAbove		
66	65	389/2	389/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	711			articStaccatoAbove		
66	65	195	195	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	712			articStaccatoAbove		
66	65	385/2	385/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	713			articStaccatoBelow		
66	65	193	193	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	714				42	
66	65	387/2	387/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	715					
66	65	194	194	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	716			articStaccatoBelow		
66	65	389/2	389/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	717					
66	65	195	195	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	718			articStaccatoBelow		
67	66	391/2	391/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	719			articStaccatoAbove		
67	66	196	196	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	720			articStaccatoAbove		
67	66	393/2	393/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	721			articStaccatoAbove		
67	66	197	197	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	722			articStaccatoAbove		
67	66	395/2	395/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	723			articStaccatoAbove		
67	66	198	198	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	724			articStaccatoAbove		
67	66	391/2	391/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	725			articStaccatoAbove		
67	66	196	196	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	726			articStaccatoAbove		
67	66	393/2	393/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	727			articStaccatoAbove		
67	66	197	197	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	728			articStaccatoAbove		
67	66	395/2	395/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	729			articStaccatoAbove		
67	66	198	198	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	730			articStaccatoAbove		
68	67	399/2	399/2	0.0	1/4	1/4	Dynamic	6/8	1	1	0						pp			
68	67	399/2	399/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	731			articStaccatoAbove		
68	67	200	200	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	732			articStaccatoAbove		
68	67	401/2	401/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	733			articStaccatoAbove		
68	67	201	201	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	734			articStaccatoAbove		
68	67	397/2	397/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	735			articStaccatoAbove		
68	67	199	199	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	736			articStaccatoAbove		
68	67	399/2	399/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	737			articStaccatoAbove		
68	67	200	200	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	738			articStaccatoAbove		
68	67	401/2	401/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	739			articStaccatoAbove		
68	67	201	201	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	740			articStaccatoAbove		
69	68	403/2	403/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	741			articStaccatoAbove		
69	68	202	202	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	742			articStaccatoAbove		
69	68	405/2	405/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	743			articStaccatoAbove		
69	68	203	203	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	744			articStaccatoAbove		
69	68	407/2	407/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	745			articStaccatoAbove		
69	68	204	204	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	746			articStaccatoAbove		
69	68	403/2	403/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	747			articStaccatoBelow		
69	68	202	202	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	748			articStaccatoBelow		
69	68	405/2	405/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	749			articStaccatoBelow		
69	68	203	203	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	750			articStaccatoBelow		
69	68	407/2	407/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	751			articStaccatoBelow		
69	68	204	204	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	752			articStaccatoBelow		
70	69	409/2	409/2	0.0	0	0	Dynamic	6/8	1	1	0						p			
70	69	409/2	409/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	753			articStaccatoBelow		
70	69	205	205	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	754			articStaccatoBelow		
70	69	411/2	411/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	755			articStaccatoBelow		
70	69	206	206	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	756			articStaccatoAbove		
70	69	413/2	413/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	757			articStaccatoAbove		
70	69	207	207	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	758			articStaccatoAbove		
70	69	409/2	409/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	759					
71	70	415/2	415/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	760			articStaccatoAbove		
71	70	208	208	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	761			articStaccatoAbove		
71	70	417/2	417/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	762			articStaccatoAbove		
71	70	209	209	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	763			articStaccatoAbove		
71	70	419/2	419/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	764			articStaccatoAbove		
71	70	210	210	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	765			articStaccatoAbove		
71	70	210	210	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	766			articStaccatoAbove		
72	71	421/2	421/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	767			articStaccatoAbove		
72	71	423/2	423/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	768			articStaccatoAbove		
72	71	212	212	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	769			articStaccatoAbove		
72	71	213	213	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	770			articStaccatoAbove		
72	71	421/2	421/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	771			articStaccatoAbove		
72	71	423/2	423/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	772			articStaccatoAbove		
72	71	212	212	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	773			articStaccatoAbove		
72	71	213	213	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	774			articStaccatoAbove		
73	72	427/2	427/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	775			articStaccatoAbove		
73	72	216	216	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	776					
73	72	427/2	427/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	777			articStaccatoAbove		
74	73	433/2	433/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	778			articStaccatoBelow		
74	73	217	217	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	779			articStaccatoBelow		
74	73	435/2	435/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	780			articStaccatoBelow		
74	73	218	218	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	781			articStaccatoBelow		
74	73	437/2	437/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	782			articStaccatoBelow		
74	73	219	219	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	783			articStaccatoBelow		
74	73	433/2	433/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	784					
75	74	439/2	439/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	785			articStaccatoAbove		
75	74	220	220	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	786			articStaccatoAbove		
75	74	441/2	441/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	787			articStaccatoAbove		
75	74	221	221	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	788			articStaccatoAbove		
75	74	443/2	443/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	789			articStaccatoAbove		
75	74	222	222	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	790			articStaccatoAbove		
75	74	222	222	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	791			articStaccatoBelow		
76	75	445/2	445/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	792			articStaccatoAbove		
76	75	447/2	447/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	793			articStaccatoAbove		
76	75	224	224	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	794			articStaccatoAbove		
76	75	225	225	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	795			articStaccatoAbove		
76	75	445/2	445/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	796			articStaccatoBelow		
76	75	447/2	447/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	797			articStaccatoBelow		
76	75	224	224	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	798					
76	75	225	225	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	799			articStaccatoBelow		
77	76	451/2	451/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	800			articStaccatoAbove		
77	76	451/2	451/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	801			articStaccatoBelow		
77	76	228	228	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	802					
78	77	457/2	457/2	0.0	0	0	Dynamic	6/8	1	1	0						f			
78	77	457/2	457/2	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	803					
78	77	457/2	457/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	804					
78	77	229	229	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	805					
78	77	459/2	459/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	806					
78	77	230	230	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	807					
78	77	461/2	461/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	808					
78	77	231	231	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	809					
79	78	463/2	463/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	810					
79	78	233	233	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	811					
79	78	467/2	467/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	812					
79	78	234	234	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	813					
79	78	463/2	463/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	814					
79	78	232	232	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	815					
79	78	465/2	465/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	816					
79	78	233	233	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	817					
79	78	467/2	467/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	818					
79	78	234	234	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	819					
80	79	469/2	469/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	820					
80	79	471/2	471/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	821					
80	79	236	236	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	822					
80	79	237	237	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	823					
80	79	469/2	469/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	824					
80	79	471/2	471/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	825					
80	79	236	236	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	826					
80	79	237	237	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	827					
81	80	475/2	475/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	828					
81	80	475/2	475/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	829					
81	80	240	240	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	830					
82	81	481/2	481/2	0.0	0	0	Dynamic	6/8	1	1	0						ff			
82	81	481/2	481/2	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	831					
82	81	481/2	481/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	832					
82	81	241	241	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	833					
82	81	483/2	483/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	834					
82	81	242	242	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	835					
82	81	485/2	485/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	836					
82	81	243	243	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	837					
83	82	487/2	487/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	838					
83	82	245	245	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	839					
83	82	491/2	491/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	840					
83	82	246	246	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	841					
83	82	487/2	487/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	842					
83	82	244	244	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	843					
83	82	489/2	489/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	844					
83	82	245	245	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	845					
83	82	491/2	491/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	846					
83	82	246	246	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	847					
84	83	493/2	493/2	0.0	0	0	Dynamic	6/8	1	1	0						p			
84	83	493/2	493/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	848					
84	83	495/2	495/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	849					
84	83	248	248	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	850					
84	83	249	249	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	851					
84	83	493/2	493/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	852					
84	83	495/2	495/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	853					
84	83	248	248	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	854					
84	83	249	249	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	855					
85	84	499/2	499/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	856					
85	84	499/2	499/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	857					
85	84	252	252	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	858					
86	85	505/2	505/2	0.0	0	0	Dynamic	6/8	1	1	0						f			
86	85	505/2	505/2	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	859					
86	85	505/2	505/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	860					
86	85	253	253	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	861					
86	85	507/2	507/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	862					
86	85	254	254	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	863					
86	85	509/2	509/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	864					
86	85	255	255	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	865					
87	86	511/2	511/2	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	866					
87	86	257	257	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	867					
87	86	515/2	515/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	868					
87	86	258	258	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	869					
87	86	511/2	511/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	870					
87	86	256	256	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	871					
87	86	513/2	513/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	872					
87	86	257	257	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	873					
87	86	515/2	515/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	874					
87	86	258	258	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	875					
88	87	259	259	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	876				43	
88	87	519/2	519/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	877					
88	87	521/2	521/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	878				44	
88	87	261	261	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	879					
88	87	517/2	517/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	880					
88	87	259	259	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	881				45	
88	87	519/2	519/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	882					
88	87	260	260	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	883					
88	87	521/2	521/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	884				46	
88	87	261	261	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	885					
89	88	262	262	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	886			articStaccatoAbove		
89	88	525/2	525/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	887			articStaccatoAbove		
89	88	263	263	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	888			articStaccatoAbove		
89	88	527/2	527/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	889			articStaccatoAbove		
89	88	264	264	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	890			articStaccatoAbove		
89	88	523/2	523/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	891					
89	88	262	262	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	892			articStaccatoBelow		
89	88	525/2	525/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	893			articStaccatoBelow		
89	88	263	263	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	894			articStaccatoBelow		
89	88	527/2	527/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	895			articStaccatoBelow		
89	88	264	264	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	896			articStaccatoBelow		
90	89	265	265	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	897				47	
90	89	531/2	531/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	898					
90	89	533/2	533/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	899				48	
90	89	267	267	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	900					
90	89	529/2	529/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	901					
90	89	265	265	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	902				49	
90	89	531/2	531/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	903					
90	89	266	266	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	904					
90	89	533/2	533/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	905				50	
90	89	267	267	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	906					
91	90	268	268	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	907			articStaccatoAbove		
91	90	537/2	537/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	908			articStaccatoAbove		
91	90	269	269	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	909			articStaccatoAbove		
91	90	539/2	539/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	910			articStaccatoAbove		
91	90	270	270	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	911			articStaccatoAbove		
91	90	535/2	535/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	912					
91	90	268	268	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	913			articStaccatoBelow		
91	90	537/2	537/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	914			articStaccatoBelow		
91	90	269	269	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	915			articStaccatoBelow		
91	90	539/2	539/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	916			articStaccatoBelow		
91	90	270	270	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	917			articStaccatoBelow		
92	91	271	271	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	918				51	
92	91	543/2	543/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	919					
92	91	545/2	545/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	920				52	
92	91	273	273	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	921					
92	91	541/2	541/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	922					
92	91	271	271	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	923				53	
92	91	543/2	543/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	924					
92	91	272	272	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	925					
92	91	545/2	545/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	926				54	
92	91	273	273	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	927					
93	92	274	274	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	928			articStaccatoAbove		
93	92	549/2	549/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	929			articStaccatoAbove		
93	92	275	275	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	930			articStaccatoAbove		
93	92	551/2	551/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	931			articStaccatoAbove		
93	92	276	276	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	932			articStaccatoAbove		
93	92	547/2	547/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	933					
93	92	274	274	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	934			articStaccatoBelow		
93	92	549/2	549/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	935			articStaccatoBelow		
93	92	275	275	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	936			articStaccatoBelow		
93	92	551/2	551/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	937			articStaccatoBelow		
93	92	276	276	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	938			articStaccatoBelow		
94	93	277	277	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	939			articStaccatoAbove		
94	93	555/2	555/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	940			articStaccatoAbove		
94	93	278	278	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	941			articStaccatoAbove		
94	93	557/2	557/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	942			articStaccatoAbove		
94	93	279	279	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	943			articStaccatoAbove		
94	93	553/2	553/2	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	944					
94	93	277	277	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	945			articStaccatoBelow		
94	93	555/2	555/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	946			articStaccatoBelow		
94	93	278	278	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	947			articStaccatoBelow		
94	93	557/2	557/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	948			articStaccatoBelow		
94	93	279	279	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	949			articStaccatoBelow		
95	94	280	280	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	950			articStaccatoAbove		
95	94	561/2	561/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	951			articStaccatoAbove		
95	94	281	281	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	952			articStaccatoAbove		
