mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_line	diminuendo_line	crescendo_hairpin
53	53	211	211	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	552								
53	53	208	208	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	553				66				
53	53	419/2	419/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	554								
53	53	210	210	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	555			articStaccatoAbove					
53	53	211	211	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	556			articStaccatoAbove					
53	53	208	208	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	557								
53	53	210	210	1.0		1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	558								
53	53	211	211	1.0		3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	559								
54	54	212	212	0.0		0	0	Dynamic	4/4	1	1	0						ff						
54	54	212	212	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	560	ff		articStaccatoAbove					
54	54	213	213	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	561			articStaccatoAbove					
54	54	214	214	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	562			articStaccatoAbove					
54	54	215	215	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	563			articStaccatoAbove					
54	54	213	213	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	564			articStaccatoAbove					
54	54	214	214	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	565			articStaccatoAbove					
54	54	215	215	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	566			articStaccatoAbove					
55	55	216	216	0.0		0	0	Dynamic	4/4	1	1	0						sf						
55	55	216	216	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	567				67				
55	55	217	217	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	568								
55	55	216	216	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	569								
56	56	220	220	0.0		0	0	Dynamic	4/4	1	1	0						p						
56	56	221	221	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	570								
56	56	220	220	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	571								
57	57	449/2	449/2	0.0		1/8	1/8	Dynamic	4/4	1	1	0						pp						
57	57	449/2	449/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	572	pp							
57	57	225	225	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	573								
57	57	451/2	451/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	574								
57	57	453/2	453/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	575								
57	57	227	227	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	576								
57	57	455/2	455/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	577								
57	57	224	224	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	578				68				
57	57	226	226	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	579				68				
58	58	457/2	457/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	580								
58	58	229	229	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	581								
58	58	459/2	459/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	582								
58	58	461/2	461/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	583								
58	58	231	231	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	584								
58	58	463/2	463/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	585								
58	58	228	228	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	586				68				
58	58	230	230	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	587				68				
59	59	465/2	465/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	588								
59	59	233	233	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	589								
59	59	467/2	467/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	590								
59	59	469/2	469/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	591								
59	59	235	235	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	592								
59	59	471/2	471/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	593								
59	59	469/2	469/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	594								
59	59	235	235	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	595								
59	59	471/2	471/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	596								
59	59	232	232	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	597				68				
59	59	234	234	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	598				68				
60	60	473/2	473/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	599								
60	60	237	237	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	600								
60	60	475/2	475/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	601								
60	60	477/2	477/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	602								
60	60	239	239	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	603								
60	60	479/2	479/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	604								
60	60	477/2	477/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	605								
60	60	239	239	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	606								
60	60	479/2	479/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	607								
60	60	236	236	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	608				68				
60	60	238	238	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	609								
61	60		240	0.0	1	0	0	Dynamic	4/4	1	1	0						p						
61	60		240	2.0	1	0	0	Chord	4/4	1	1	1/2		1/2	1	610	p			69				
61	60		242	2.0	1	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	611								
61	60		240	0.5	1	0	0	Chord	4/4	2	1	1/8		1/8	1	612								
61	60		481/2	0.5	1	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	613								
61	60		241	0.5	1	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	614								
61	60		483/2	0.5	1	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	615								
61	60		485/2	0.5	1	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	616								
61	60		243	0.5	1	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	617								
61	60		487/2	0.5	1	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	618								
62	60	240	244	0.0	2	0	0	Dynamic	4/4	1	1	0						p						
62	60	240	244	2.0	2	0	0	Chord	4/4	1	1	1/2		1/2	1	619	p							
62	60	242	246	2.0	2	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	620								
62	60	240	244	0.5	2	0	0	Chord	4/4	2	1	1/8		1/8	1	621								
62	60	481/2	489/2	0.5	2	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	622								
62	60	241	245	0.5	2	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	623								
62	60	483/2	491/2	0.5	2	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	624								
62	60	485/2	493/2	0.5	2	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	625								
62	60	243	247	0.5	2	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	626								
62	60	487/2	495/2	0.5	2	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	627								
63	61	244	248	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	628								
63	61	246	250	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	629								
63	61	489/2	497/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	630								
63	61	245	249	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	631								
63	61	491/2	499/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	632								
63	61	493/2	501/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	633								
63	61	247	251	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	634								
63	61	495/2	503/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	635								
64	62	248	252	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	636	<							
64	62	250	254	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	637			articStaccatoAbove					
64	62	497/2	505/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	638								
64	62	249	253	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	639								
64	62	499/2	507/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	640								
64	62	501/2	509/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	641								
64	62	251	255	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	642								
64	62	503/2	511/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	643								
65	63	252	256	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	644			articStaccatoAbove					
65	63	254	258	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	645			articStaccatoAbove					
65	63	505/2	513/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	646								
65	63	253	257	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	647								
65	63	507/2	515/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	648								
65	63	509/2	517/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	649								
65	63	255	259	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	650								
65	63	511/2	519/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	651								
66	64	256	260	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	652								
66	64	259	263	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	653				70				
66	64	519/2	527/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	654				70				
66	64	256	260	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	655								
66	64	1025/4	1041/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	656								
66	64	513/2	521/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	657								
66	64	1027/4	1043/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	658								
66	64	257	261	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	659								
66	64	1029/4	1045/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	660								
66	64	515/2	523/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	661								
66	64	1031/4	1047/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	662								
66	64	258	262	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	663								
66	64	1033/4	1049/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	664								
66	64	517/2	525/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	665								
66	64	1035/4	1051/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	666								
66	64	259	263	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	667								
66	64	1037/4	1053/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	668								
66	64	519/2	527/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	669								
66	64	1039/4	1055/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	670								
67	65	260	264	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	671				70				
67	65	521/2	529/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	672				70				
67	65	261	265	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	673				70				
67	65	523/2	531/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	674				70				
67	65	262	266	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	675				70				
67	65	525/2	533/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	676				70				
67	65	263	267	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	677				70				
67	65	527/2	535/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	678								
67	65	260	264	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	679								
67	65	1041/4	1057/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	680								
67	65	521/2	529/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	681								
67	65	1043/4	1059/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	682								
67	65	261	265	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	683								
67	65	1045/4	1061/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	684								
67	65	523/2	531/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	685								
67	65	1047/4	1063/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	686								
67	65	262	266	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	687								
67	65	1049/4	1065/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	688								
67	65	525/2	533/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	689								
67	65	1051/4	1067/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	690								
67	65	263	267	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	691								
67	65	1053/4	1069/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	692								
67	65	527/2	535/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	693								
67	65	1055/4	1071/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	694								
68	66	264	268	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	695								
68	66	267	271	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	696				71				
68	66	535/2	543/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	697				71				
68	66	264	268	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	698								
68	66	1057/4	1073/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	699								
68	66	529/2	537/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	700								
68	66	1059/4	1075/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	701								
68	66	265	269	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	702								
68	66	1061/4	1077/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	703								
68	66	531/2	539/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	704								
68	66	1063/4	1079/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	705								
68	66	266	270	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	706								
68	66	1065/4	1081/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	707								
68	66	533/2	541/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	708								
68	66	1067/4	1083/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	709								
68	66	267	271	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	710								
68	66	1069/4	1085/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	711								
68	66	535/2	543/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	712								
68	66	1071/4	1087/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	713								
69	67	268	272	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	714				71				
69	67	537/2	545/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	715				71				
69	67	269	273	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	716				71				
69	67	539/2	547/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	717				71				
69	67	270	274	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	718				71				
69	67	541/2	549/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	719				71				
69	67	271	275	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	720				71				
69	67	543/2	551/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	721								
69	67	268	272	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	722								
69	67	1073/4	1089/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	723								
69	67	537/2	545/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	724								
69	67	1075/4	1091/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	725								
69	67	269	273	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	726								
69	67	1077/4	1093/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	727								
69	67	539/2	547/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	728								
69	67	1079/4	1095/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	729								
69	67	270	274	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	730								
69	67	1081/4	1097/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	731								
69	67	541/2	549/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	732								
69	67	1083/4	1099/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	733								
69	67	271	275	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	734								
69	67	1085/4	1101/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	735								
69	67	543/2	551/2	0.0		7/8	7/8	Spanner	4/4	2	1	0										2		
69	67	543/2	551/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	736						2		
69	67	1087/4	1103/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	737						2		
70	68	272	276	0.0		0	0	Spanner	4/4	1	1	0										3		
70	68	272	276	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	738	<					3		
70	68	274	278	0.0		1/2	1/2	Spanner	4/4	1	1	0												
70	68	274	278	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	739								
70	68	549/2	557/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	740				72				
70	68	275	279	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	741				72				
70	68	551/2	559/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	742				72				
70	68	272	276	0.0		0	0	Spanner	4/4	2	1	0												
70	68	272	276	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	743								
70	68	1089/4	1105/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	744								
70	68	545/2	553/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	745								
70	68	1091/4	1107/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	746								
70	68	273	277	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	747								
70	68	1093/4	1109/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	748								
70	68	547/2	555/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	749								
70	68	1095/4	1111/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	750								
70	68	274	278	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	751								
70	68	1097/4	1113/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	752								
70	68	549/2	557/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	753								
70	68	1099/4	1115/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	754								
70	68	275	279	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	755								
70	68	1101/4	1117/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	756								
70	68	551/2	559/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	757								
70	68	1103/4	1119/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	758								
71	69	276	280	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	759				72				
71	69	553/2	561/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	760				72				
71	69	277	281	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	761				72				
71	69	555/2	563/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	762				72				
71	69	278	282	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	763				72				
71	69	557/2	565/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	764				72				
71	69	279	283	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	765				72				
71	69	559/2	567/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	766								
71	69	276	280	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	767								
71	69	1105/4	1121/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	768								
71	69	553/2	561/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	769								
71	69	1107/4	1123/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	770								
71	69	277	281	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	771								
71	69	1109/4	1125/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	772								
71	69	555/2	563/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	773								
71	69	1111/4	1127/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	774								
71	69	278	282	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	775								
71	69	1113/4	1129/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	776								
71	69	557/2	565/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	777								
71	69	1115/4	1131/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	778								
71	69	279	283	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	779								
71	69	1117/4	1133/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	780								
71	69	559/2	567/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	781								
71	69	1119/4	1135/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	782								
72	70	280	284	0.0		0	0	Dynamic	4/4	1	1	0						p						
72	70	280	284	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	783	p							
72	70	283	287	0.0		3/4	3/4	Spanner	4/4	1	1	0										4		
72	70	283	287	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	784				73		4		
72	70	567/2	575/2	0.0		7/8	7/8	Spanner	4/4	1	1	0								73				
72	70	567/2	575/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	785				73				
72	70	280	284	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	786								
72	70	1121/4	1137/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	787								
72	70	561/2	569/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	788								
72	70	1123/4	1139/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	789								
72	70	281	285	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	790								
72	70	1125/4	1141/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	791								
72	70	563/2	571/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	792								
72	70	1127/4	1143/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	793								
72	70	282	286	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	794								
72	70	1129/4	1145/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	795								
72	70	565/2	573/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	796								
72	70	1131/4	1147/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	797								
72	70	283	287	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	798								
72	70	1133/4	1149/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	799								
72	70	567/2	575/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	800								
72	70	1135/4	1151/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	801								
73	71	284	288	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	802				73				
73	71	569/2	577/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	803				73				
73	71	285	289	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	804				73				
73	71	571/2	579/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	805				73				
73	71	286	290	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	806				73				
73	71	573/2	581/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	807				73				
73	71	287	291	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	808				73				
73	71	575/2	583/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	809								
73	71	284	288	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	810								
73	71	1137/4	1153/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	811								
73	71	569/2	577/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	812								
73	71	1139/4	1155/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	813								
73	71	285	289	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	814								
73	71	1141/4	1157/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	815								
73	71	571/2	579/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	816								
73	71	1143/4	1159/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	817								
73	71	286	290	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	818								
73	71	1145/4	1161/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	819								
73	71	573/2	581/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	820								
73	71	1147/4	1163/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	821								
73	71	287	291	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	822								
73	71	1149/4	1165/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	823								
73	71	575/2	583/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	824								
73	71	1151/4	1167/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	825								
74	72	288	292	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	826				74				
74	72	291	295	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	827				74				
74	72	583/2	591/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	828								
