mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	Trill:prallprall	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
22	21	83	83	0.0		5/8	5/8	Dynamic	2/2	2	1	0						f															3	3	
22	21	83	83	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	227																3	3	
22	21	167/2	167/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	228																3	3	
22	21	84	84	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	229																3	3	
23	22	169/2	169/2	0.0		0	0	Dynamic	2/2	1	1	0						p																	
23	22	169/2	169/2	0.0		0	0	Spanner	2/2	1	1	0																							0
23	22	169/2	169/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	230		articStaccatissimoAbove																0
23	22	171/2	171/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	231		articStaccatissimoAbove																0
23	22	173/2	173/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	232		articStaccatissimoAbove																0
23	22	175/2	175/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	233		articStaccatissimoAbove																0
23	22	169/2	169/2	0.0		0	0	Spanner	2/2	2	1	0																							
23	22	85	85	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	234																		
23	22	86	86	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	235																		
23	22	87	87	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	236																		
23	22	88	88	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	237																		
24	23	177/2	177/2	0.0		0	0	Dynamic	2/2	1	1	0						f																	0
24	23	177/2	177/2	2.0		0	0	Chord	2/2	1	1	1/2			1/2	1	238																		0
24	23	181/2	181/2	0.0		1/2	1/2	Dynamic	2/2	1	1	0						sf																	0
24	23	181/2	181/2	2.0		1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	239																		0
24	23	177/2	177/2	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	240																		
24	23	89	89	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	241																		
24	23	179/2	179/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	242																		
24	23	90	90	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	243																		
24	23	91	91	0.0		5/8	5/8	Dynamic	2/2	2	1	0						f																	
24	23	91	91	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	244																		
24	23	183/2	183/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	245																		
24	23	92	92	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	246																		
25	24	185/2	185/2	0.0		0	0	Dynamic	2/2	1	1	0						p																	0
25	24	185/2	185/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	247		articStaccatissimoAbove																0
25	24	187/2	187/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	248		articStaccatissimoAbove																0
25	24	189/2	189/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	249		articStaccatissimoAbove																0
25	24	191/2	191/2	0.0		3/4	3/4	Spanner	2/2	1	1	0																				1			0
25	24	191/2	191/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	250		articStaccatissimoAbove													1			0
25	24	93	93	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	251																		
25	24	94	94	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	252																		
25	24	95	95	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	253																		
25	24	96	96	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	254																		
26	25	193/2	193/2	0.0		0	0	SystemText	2/2	1	1	0								"<i><font size=""12""/>-        -        -        -        -        -        -        -</i>"												1			0
26	25	193/2	193/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	255		articStaccatissimoAbove													1			0
26	25	195/2	195/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	256		articStaccatissimoAbove													1			0
26	25	197/2	197/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	257		articStaccatissimoAbove													1			0
26	25	199/2	199/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	258		articStaccatissimoAbove													1			0
26	25	97	97	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	259																		
26	25	98	98	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	260																		
26	25	99	99	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	261																		
26	25	100	100	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	262																		
27	26	201/2	201/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	263		articStaccatissimoAbove													1			0
27	26	203/2	203/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	264		articStaccatissimoAbove													1			0
27	26	205/2	205/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	265		articStaccatissimoAbove													1			0
27	26	207/2	207/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	266		articStaccatissimoAbove													1			0
27	26	101	101	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	267																		
27	26	102	102	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	268																		
27	26	103	103	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	269																		
27	26	104	104	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	270																		
28	27	209/2	209/2	0.0		0	0	Dynamic	2/2	1	1	0						f																	0
28	27	209/2	209/2	0.0		0	0	Spanner	2/2	1	1	0																							0
28	27	209/2	209/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	271		articStaccatissimoAbove																0
28	27	211/2	211/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	272		articStaccatissimoAbove																0
28	27	213/2	213/2	0.0		1/2	1/2	Dynamic	2/2	1	1	0						sf																	0
28	27	213/2	213/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	273		articStaccatissimoAbove																0
28	27	215/2	215/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	274		articStaccatissimoAbove																0
28	27	105	105	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	275																		
28	27	106	106	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	276																		
28	27	107	107	0.0		5/8	5/8	Dynamic	2/2	2	1	0						f																	
28	27	107	107	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	277																		
28	27	108	108	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	278																		
29	28	217/2	217/2	0.0		0	0	Dynamic	2/2	1	1	0						sf																	
29	28	217/2	217/2	0.0		0	0	Spanner	2/2	1	1	0																							
29	28	217/2	217/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	279		articStaccatissimoAbove																
29	28	219/2	219/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	280		articStaccatissimoAbove																
29	28	221/2	221/2	0.0		1/2	1/2	Dynamic	2/2	1	1	0						sf																	
29	28	221/2	221/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	281		articStaccatissimoAbove																
29	28	223/2	223/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	282		articStaccatissimoAbove																
29	28	109	109	0.0		1/8	1/8	Dynamic	2/2	2	1	0						f																	
29	28	109	109	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	283																		
29	28	110	110	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	284																		
29	28	111	111	0.0		5/8	5/8	Dynamic	2/2	2	1	0						f																	
29	28	111	111	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	285																		
29	28	112	112	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	286																		
30	29	225/2	225/2	0.0		0	0	Dynamic	2/2	1	1	0						sf																	
30	29	225/2	225/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	287		articStaccatissimoAbove																
30	29	113	113	0.0		1/8	1/8	SystemText	2/2	1	1	0								"<font size=""7""/>________________
Note: Certain fingerings of Beethoven are provided, based on Schenker edition."															
30	29	227/2	227/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	288		articStaccatissimoAbove																
30	29	229/2	229/2	0.0		1/2	1/2	Dynamic	2/2	1	1	0						sf																	
30	29	229/2	229/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	289		articStaccatissimoBelow																
30	29	231/2	231/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	290		articStaccatissimoBelow																
30	29	113	113	0.0		1/8	1/8	Dynamic	2/2	2	1	0						f																	
30	29	113	113	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	291																		
30	29	114	114	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	292																		
30	29	115	115	0.0		5/8	5/8	Dynamic	2/2	2	1	0						f																	
30	29	115	115	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	293																		
30	29	116	116	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	294																		
31	30	233/2	233/2	0.0		0	0	Dynamic	2/2	1	1	0						sf																	
31	30	233/2	233/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	295		articStaccatissimoBelow																
31	30	235/2	235/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	296		articStaccatissimoBelow																
31	30	237/2	237/2	0.0		1/2	1/2	Dynamic	2/2	1	1	0						sf																	
31	30	237/2	237/2	0.0		1/2	1/2	Tempo	2/2	1	1	0									𝅗𝅥=127	254.0	𝅗𝅥	127.0	0.0										
31	30	237/2	237/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	297		articStaccatissimoBelow																
31	30	239/2	239/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	298		articStaccatissimoBelow																
31	30	117	117	0.0		1/8	1/8	Dynamic	2/2	2	1	0						f																	
31	30	117	117	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	299																		
31	30	118	118	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	300																		
31	30	119	119	0.0		5/8	5/8	Dynamic	2/2	2	1	0						f																	
31	30	119	119	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	301																		
31	30	120	120	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	302																		
32	31	241/2	241/2	0.0		0	0	Tempo	2/2	1	1	0									𝅗𝅥=124	248.0	𝅗𝅥	124.0	0.0										
32	31	241/2	241/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	303																		
32	31	243/2	243/2	0.0		1/4	1/4	Tempo	2/2	1	1	0									𝅗𝅥=121	242.0	𝅗𝅥	121.0	0.0										
32	31	243/2	243/2	0.0		1/4	1/4	Spanner	2/2	1	1	0																			0				
32	31	243/2	243/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	304														0				
32	31	245/2	245/2	0.0		1/2	1/2	SystemText	2/2	1	1	0								"<i><font size=""11""/>ritar  -          -          dan  -       -  do</i>"											0				
32	31	245/2	245/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	305														0				
32	31	247/2	247/2	0.0		3/4	3/4	Tempo	2/2	1	1	0									𝅗𝅥=117	234.0	𝅗𝅥	117.0	0.0						0				
32	31	247/2	247/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	306														0				
32	31	241/2	241/2	0.0		0	0	Spanner	2/2	2	1	0																					4	4	
32	31	121	121	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	307																4	4	
32	31	122	122	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	308																4	4	
32	31	123	123	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	309																4	4	
32	31	124	124	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	310																4	4	
33	32	249/2	249/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	311														0				
33	32	251/2	251/2	0.0		1/4	1/4	Tempo	2/2	1	1	0									𝅗𝅥=112	224.0	𝅗𝅥	112.0	0.0						0				
33	32	251/2	251/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	312														0				
33	32	253/2	253/2	0.0		1/2	1/2	Dynamic	2/2	1	1	0						p																	
33	32	253/2	253/2	0.0		1/2	1/2	Spanner	2/2	1	1	0																							
33	32	253/2	253/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	313																		
33	32	255/2	255/2	0.0		3/4	3/4	Tempo	2/2	1	1	0									𝅗𝅥=108	216.0	𝅗𝅥	108.0	0.0										
33	32	255/2	255/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	314																		
33	32	125	125	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	315																4	4	
33	32	126	126	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	316																4	4	
33	32	127	127	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	317																4	4	
33	32	128	128	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	318																4	4	
34	33	257/2	257/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	319																		
34	33	259/2	259/2	0.0		1/4	1/4	Tempo	2/2	1	1	0									𝅗𝅥=103	206.0	𝅗𝅥	103.0	0.0										
34	33	259/2	259/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	320																		
34	33	261/2	261/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	321																		
34	33	263/2	263/2	0.0		3/4	3/4	Tempo	2/2	1	1	0									𝅗𝅥=100	200.0	𝅗𝅥	100.0	0.0										
34	33	263/2	263/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	322																		
34	33	129	129	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	323																4	4	
34	33	130	130	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	324																4	4	
34	33	131	131	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	325																4	4	
34	33	132	132	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	326																4	4	
35	34	265/2	265/2	0.0		0	0	Dynamic	2/2	1	1	0						pp																	
35	34	265/2	265/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	327																		
35	34	267/2	267/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	328																		
35	34	269/2	269/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	329																		
35	34	271/2	271/2	0.0		3/4	3/4	SystemText	2/2	1	1	0								"<i><font size=""12""/>a</i>"															
35	34	136	136	0.0		7/8	7/8	Tempo	2/2	1	1	0									𝅗𝅥=132	264.0	𝅗𝅥	132.0	0.0										
35	34	133	133	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	330																4	4	
35	34	134	134	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	331																4	4	
35	34	135	135	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	332																4	4	
35	34	271/2	271/2	0.0		3/4	3/4	Spanner	2/2	2	1	0																							
35	34	136	136	0.0		7/8	7/8	Dynamic	2/2	2	1	0						f																	
35	34	136	136	0.0		7/8	7/8	Spanner	2/2	2	1	0																					5	5	
35	34	136	136	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	333																5	5	
36	35	273/2	273/2	0.0		0	0	SystemText	2/2	1	1	0								"<i><font size=""12""/>tempo</i>"															
36	35	138	138	0.0		3/8	3/8	Dynamic	2/2	1	1	0						ff																	
36	35	138	138	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	334																		
36	35	277/2	277/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	335		articStaccatissimoAbove																
36	35	279/2	279/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	336		articStaccatissimoAbove																
36	35	140	140	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	337		articStaccatissimoAbove																
36	35	273/2	273/2	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	338																5	5	
36	35	138	138	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	339																5	5	
36	35	277/2	277/2	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	340		articStaccatissimoAbove														5	5	
36	35	279/2	279/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	341		articStaccatissimoAbove														5	5	
36	35	140	140	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	342		articStaccatissimoAbove														5	5	
37	36	281/2	281/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	343		articStaccatissimoAbove																
37	36	283/2	283/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	344		articStaccatissimoAbove																
37	36	144	144	0.0		7/8	7/8	Tempo	2/2	1	1	0									𝅗𝅥=132	264.0	𝅗𝅥	132.0	0.0										
37	36	281/2	281/2	1.0		0	0	Chord	2/2	2	1	1/4			1/4	1	345		articStaccatissimoAbove														5	5	
37	36	283/2	283/2	1.0		1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	346		articStaccatissimoAbove														5	5	
37	36	144	144	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	347																5	5	
38	37	146	146	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	348																		
38	37	293/2	293/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	349		articStaccatissimoAbove																
38	37	295/2	295/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	350		articStaccatissimoAbove																
38	37	148	148	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	351		articStaccatissimoAbove																
38	37	289/2	289/2	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	352																5	5	
38	37	146	146	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	353																5	5	
38	37	293/2	293/2	0.0		1/2	1/2	Spanner	2/2	2	1	0																							
38	37	293/2	293/2	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	354		articStaccatissimoAbove																
38	37	295/2	295/2	0.0		3/4	3/4	Spanner	2/2	2	1	0																					6	6	
38	37	295/2	295/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	355		articStaccatissimoAbove														6	6	
38	37	148	148	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	356		articStaccatissimoAbove														6	6	
39	38	297/2	297/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	357		articStaccatissimoAbove																
39	38	299/2	299/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	358		articStaccatissimoAbove																
39	38	303/2	303/2	0.0		3/4	3/4	Dynamic	2/2	1	1	0						p																	
39	38	303/2	303/2	0.0		3/4	3/4	Tempo	2/2	1	1	0									𝅗𝅥=130	260.0	𝅗𝅥	130.0	0.0										
39	38	297/2	297/2	1.0		0	0	Chord	2/2	2	1	1/4			1/4	1	359		articStaccatissimoAbove														6	6	
39	38	299/2	299/2	1.0		1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	360		articStaccatissimoAbove														6	6	
39	38	301/2	301/2	0.0		1/2	1/2	Spanner	2/2	2	1	0																							
39	38	152	152	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	361																		
40	39	307/2	307/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	362																		
40	39	311/2	311/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	363																		
40	39	305/2	305/2	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	364																		
40	39	154	154	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	365																		
40	39	309/2	309/2	1.5		1/2	1/2	Chord	2/2	2	1	3/8			1/4	3/2	366																		
40	39	156	156	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	367																		
41	40	315/2	315/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	368																		
41	40	319/2	319/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	369																		
41	40	313/2	313/2	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	370																		
41	40	158	158	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	371																		
41	40	317/2	317/2	1.5		1/2	1/2	Chord	2/2	2	1	3/8			1/4	3/2	372																		
41	40	160	160	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	373																		
42	41	323/2	323/2	0.0		1/4	1/4	Spanner	2/2	1	1	0																				2			
42	41	323/2	323/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	374															2			
42	41	327/2	327/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	375															2			
42	41	321/2	321/2	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	376																		
42	41	162	162	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	377																		
42	41	325/2	325/2	1.5		1/2	1/2	Chord	2/2	2	1	3/8			1/4	3/2	378																		
42	41	164	164	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	379																		
43	42	331/2	331/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	380															2			
43	42	335/2	335/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	381															2			
43	42	329/2	329/2	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	382																		
43	42	166	166	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	383																		
43	42	333/2	333/2	1.5		1/2	1/2	Chord	2/2	2	1	3/8			1/4	3/2	384																		
43	42	168	168	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	385																		
44	43	337/2	337/2	0.0		0	0	Spanner	2/2	1	1	0																				2			1
44	43	339/2	339/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	386															2			1
44	43	343/2	343/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	387															2			1
44	43	337/2	337/2	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	388																		
44	43	170	170	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	389																		
44	43	341/2	341/2	1.5		1/2	1/2	Chord	2/2	2	1	3/8			1/4	3/2	390																		
44	43	172	172	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	391																		
45	44	347/2	347/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	392															2			1
45	44	351/2	351/2	0.0		3/4	3/4	Dynamic	2/2	1	1	0						f																	1
45	44	351/2	351/2	0.0		3/4	3/4	Spanner	2/2	1	1	0																							1
45	44	351/2	351/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	393																		1
45	44	345/2	345/2	1.5		0	0	Chord	2/2	2	1	3/8			1/4	3/2	394																		
45	44	174	174	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	395																		
45	44	349/2	349/2	1.5		1/2	1/2	Chord	2/2	2	1	3/8			1/4	3/2	396																		
45	44	176	176	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	397																		
46	45	353/2	353/2	0.0		0	0	Spanner	2/2	1	1	0																			1				1
46	45	353/2	353/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	398														1				1
46	45	355/2	355/2	0.0		1/4	1/4	SystemText	2/2	1	1	0								"<font size=""12""/>-          -           -           -         -          -         -                  -         -        -        -        -"											1				
46	45	355/2	355/2	0.0		1/4	1/4	Tempo	2/2	1	1	0									𝅗𝅥=132	264.0	𝅗𝅥	132.0	0.0						1				
46	45	355/2	355/2	0.0		1/4	1/4	Spanner	2/2	1	1	0																			1				
46	45	355/2	355/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	399														1				
46	45	178	178	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	400														1				
46	45	357/2	357/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	401														1				
46	45	359/2	359/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	402									14					1				
46	45	180	180	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	403									14					1				
46	45	353/2	353/2	1.0		0	0	Chord	2/2	2	1	1/4			1/4	1	404																		
46	45	355/2	355/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	405																		
46	45	178	178	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	406																		
46	45	357/2	357/2	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	407																		
46	45	359/2	359/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	408																		
46	45	180	180	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	409																		
47	46	361/2	361/2	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	410														1				
47	46	363/2	363/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	411														1				
47	46	182	182	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	412														1				
47	46	365/2	365/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	413														1				
47	46	367/2	367/2	0.0		3/4	3/4	Spanner	2/2	1	1	0																			1				2
47	46	367/2	367/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	414														1				2
47	46	184	184	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	415														1				2
47	46	361/2	361/2	1.0		0	0	Chord	2/2	2	1	1/4			1/4	1	416																		
47	46	363/2	363/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	417																		
47	46	182	182	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	418																		
47	46	365/2	365/2	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	419																		
47	46	367/2	367/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	420																		
47	46	184	184	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	421																		
48	47	369/2	369/2	0.0		0	0	Dynamic	2/2	1	1	0						p																	2
48	47	369/2	369/2	0.0		0	0	Spanner	2/2	1	1	0																							2
48	47	369/2	369/2	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	422									15									2
48	47	185	185	0.0		1/8	1/8	Spanner	2/2	1	1	0														15						3			2
48	47	185	185	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	423									15						3			2
48	47	371/2	371/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	424									15						3			2
48	47	186	186	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	425									15						3			2
48	47	373/2	373/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	426									15						3			2
48	47	187	187	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	427									15						3			2
48	47	375/2	375/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	428									15						3			2
