mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur
136	130	519/2	267	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	899				
136	130	1039/4	1069/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	900				
136	130	260	535/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	901				
136	130	1041/4	1071/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	902				
136	130	517/2	266	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	903				
136	130	260	535/2	0.5		3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	904			articStaccatoBelow	
137	131	521/2	268	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	905				
137	131	1043/4	1073/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	906				
137	131	261	537/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	907				
137	131	1045/4	1075/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	908				
137	131	523/2	269	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	909				
137	131	1047/4	1077/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	910				
137	131	262	539/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	911				
137	131	1049/4	1079/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	912				
137	131	521/2	268	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	913			articStaccatoBelow	
137	131	262	539/2	0.125		3/8	3/8	Chord	2/4	2	2	1/32		1/32	1	914				55
137	131	2097/8	2157/8	0.125		13/32	13/32	Chord	2/4	2	2	1/32		1/32	1	915				55
137	131	1049/4	1079/4	0.125		7/16	7/16	Chord	2/4	2	2	1/32		1/32	1	916				55
137	131	2099/8	2159/8	0.125		15/32	15/32	Chord	2/4	2	2	1/32		1/32	1	917				55
138	132	264	543/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	918			articStaccatoBelow	
138	132	525/2	270	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	919				
138	132	1051/4	1081/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	920				
138	132	263	541/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	921				
138	132	1053/4	1083/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	922				
138	132	527/2	271	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	923				
138	132	1055/4	1085/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	924				
138	132	264	543/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	925				
138	132	1057/4	1087/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	926				
138	132	525/2	270	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	927				
139	133	529/2	272	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	928			articStaccatoBelow	
139	133	531/2	273	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	929			articStaccatoBelow	
139	133	529/2	272	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	930				
139	133	1059/4	1089/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	931				
139	133	265	545/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	932				
139	133	1061/4	1091/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	933				
139	133	531/2	273	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	934				
139	133	1063/4	1093/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	935				
139	133	266	547/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	936				
139	133	1065/4	1095/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	937				
140	134	533/2	274	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	938			articStaccatoBelow	
140	134	535/2	275	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	939			articStaccatoBelow	
140	134	533/2	274	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	940				
140	134	1067/4	1097/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	941				
140	134	267	549/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	942				
140	134	1069/4	1099/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	943				
140	134	535/2	275	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	944				
140	134	1071/4	1101/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	945				
140	134	268	551/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	946				
140	134	1073/4	1103/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	947				
141	135	537/2	276	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	948			articStaccatoBelow	
141	135	539/2	277	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	949			articStaccatoBelow	
141	135	537/2	276	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	950				
141	135	1075/4	1105/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	951				
141	135	269	553/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	952				
141	135	1077/4	1107/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	953				
141	135	539/2	277	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	954				
141	135	1079/4	1109/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	955				
141	135	270	555/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	956				
141	135	1081/4	1111/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	957				
142	136	541/2	278	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	958			articStaccatoBelow	
142	136	541/2	278	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	959				
142	136	1083/4	1113/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	960				
142	136	271	557/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	961				
142	136	1085/4	1115/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	962				
142	136	543/2	279	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	963				
142	136	1087/4	1117/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	964				
142	136	272	559/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	965				
142	136	1089/4	1119/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	966				
142	136	272	559/2	0.0		3/8	3/8	Dynamic	2/4	2	2	0						ff		
142	136	272	559/2	0.5		3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	967			articStaccatoBelow	
143	137	545/2	280	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	968				
143	137	1091/4	1121/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	969				
143	137	273	561/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	970				
143	137	1093/4	1123/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	971				
143	137	547/2	281	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	972				
143	137	1095/4	1125/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	973				
143	137	274	563/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	974				
143	137	1097/4	1127/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	975				
143	137	545/2	280	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	976			articStaccatoBelow	
143	137	274	563/2	0.125		3/8	3/8	Chord	2/4	2	2	1/32		1/32	1	977				56
143	137	2193/8	2253/8	0.125		13/32	13/32	Chord	2/4	2	2	1/32		1/32	1	978				56
143	137	1097/4	1127/4	0.125		7/16	7/16	Chord	2/4	2	2	1/32		1/32	1	979				56
143	137	2195/8	2255/8	0.125		15/32	15/32	Chord	2/4	2	2	1/32		1/32	1	980				56
144	138	276	567/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	981			articStaccatoBelow	
144	138	549/2	282	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	982				
144	138	1099/4	1129/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	983				
144	138	275	565/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	984				
144	138	1101/4	1131/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	985				
144	138	551/2	283	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	986				
144	138	1103/4	1133/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	987				
144	138	276	567/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	988				
144	138	1105/4	1135/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	989				
144	138	549/2	282	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	990				
145	139	553/2	284	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	991			articStaccatoBelow	
145	139	555/2	285	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	992			articStaccatoBelow	
145	139	553/2	284	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	993				
145	139	1107/4	1137/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	994				
145	139	277	569/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	995				
145	139	1109/4	1139/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	996				
145	139	555/2	285	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	997				
145	139	1111/4	1141/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	998				
145	139	278	571/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	999				
145	139	1113/4	1143/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1000				
146	140	557/2	286	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1001			articStaccatoBelow	
146	140	559/2	287	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1002			articStaccatoBelow	
146	140	557/2	286	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1003				
146	140	1115/4	1145/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1004				
146	140	279	573/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1005				
146	140	1117/4	1147/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1006				
146	140	559/2	287	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1007				
146	140	1119/4	1149/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1008				
146	140	280	575/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1009				
146	140	1121/4	1151/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1010				
147	141	561/2	288	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1011			articStaccatoBelow	
147	141	563/2	289	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1012			articStaccatoBelow	
147	141	561/2	288	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1013				
147	141	1123/4	1153/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1014				
147	141	281	577/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1015				
147	141	1125/4	1155/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1016				
147	141	563/2	289	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1017				
147	141	1127/4	1157/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1018				
147	141	282	579/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1019				
147	141	1129/4	1159/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1020				
148	142	565/2	290	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1021			articStaccatoBelow	
148	142	565/2	290	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1022				
148	142	1131/4	1161/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1023				
148	142	283	581/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1024				
148	142	1133/4	1163/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1025				
148	142	567/2	291	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1026				
148	142	1135/4	1165/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1027				
148	142	284	583/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1028				
148	142	1137/4	1167/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1029				
148	142	284	583/2	0.5		3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1030				
149	143	569/2	292	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1031				
149	143	1139/4	1169/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1032				
149	143	285	585/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1033				
149	143	1141/4	1171/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1034				
149	143	571/2	293	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1035				
149	143	1143/4	1173/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1036				
149	143	286	587/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1037				
149	143	1145/4	1175/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1038				
149	143	569/2	292	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1039			articStaccatoBelow	
149	143	286	587/2	0.125		3/8	3/8	Chord	2/4	2	2	1/32		1/32	1	1040				57
149	143	2289/8	2349/8	0.125		13/32	13/32	Chord	2/4	2	2	1/32		1/32	1	1041				57
149	143	1145/4	1175/4	0.125		7/16	7/16	Chord	2/4	2	2	1/32		1/32	1	1042				57
149	143	2291/8	2351/8	0.125		15/32	15/32	Chord	2/4	2	2	1/32		1/32	1	1043				57
150	144	288	591/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1044			articStaccatoAbove	
150	144	573/2	294	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1045				
150	144	1147/4	1177/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1046				
150	144	287	589/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1047				
150	144	1149/4	1179/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1048				
150	144	575/2	295	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1049				
150	144	1151/4	1181/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1050				
150	144	288	591/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1051				
150	144	1153/4	1183/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1052				
150	144	573/2	294	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1053				
151	145	577/2	296	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1054			articStaccatoBelow	
151	145	579/2	297	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1055			articStaccatoBelow	
151	145	577/2	296	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1056				
151	145	1155/4	1185/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1057				
151	145	289	593/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1058				
151	145	1157/4	1187/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1059				
151	145	579/2	297	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1060				
151	145	1159/4	1189/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1061				
151	145	290	595/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1062				
151	145	1161/4	1191/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1063				
152	146	581/2	298	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1064			articStaccatoBelow	
152	146	583/2	299	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1065			articStaccatoBelow	
152	146	581/2	298	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1066				
152	146	1163/4	1193/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1067				
152	146	291	597/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1068				
152	146	1165/4	1195/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1069				
152	146	583/2	299	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1070				
152	146	1167/4	1197/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1071				
152	146	292	599/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1072				
152	146	1169/4	1199/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1073				
153	147	585/2	300	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1074			articStaccatoBelow	
153	147	587/2	301	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1075			articStaccatoBelow	
153	147	585/2	300	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1076				
153	147	1171/4	1201/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1077				
153	147	293	601/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1078				
153	147	1173/4	1203/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1079				
153	147	587/2	301	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1080				
153	147	1175/4	1205/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1081				
153	147	294	603/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1082				
153	147	1177/4	1207/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1083				
154	148	296	607/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1084			articStaccatoBelow	
154	148	589/2	302	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1085				
154	148	1179/4	1209/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1086				
154	148	295	605/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1087				
154	148	1181/4	1211/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1088				
154	148	591/2	303	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1089				
154	148	1183/4	1213/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1090				
154	148	296	607/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1091				
154	148	1185/4	1215/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1092				
154	148	589/2	302	0.0		0	0	Dynamic	2/4	2	2	0						f		
154	148	589/2	302	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1093				
155	149	593/2	304	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1094			articStaccatoBelow	
155	149	595/2	305	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1095			articStaccatoBelow	
155	149	593/2	304	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1096				
155	149	1187/4	1217/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1097				
155	149	297	609/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1098				
155	149	1189/4	1219/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1099				
155	149	595/2	305	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1100				
155	149	1191/4	1221/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1101				
155	149	298	611/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1102				
155	149	1193/4	1223/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1103				
156	150	597/2	306	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1104			articStaccatoBelow	
156	150	599/2	307	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1105			articStaccatoBelow	
156	150	597/2	306	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1106				
156	150	1195/4	1225/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1107				
156	150	299	613/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1108				
156	150	1197/4	1227/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1109				
156	150	599/2	307	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1110				
156	150	1199/4	1229/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1111				
156	150	300	615/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1112				
156	150	1201/4	1231/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1113				
157	151	601/2	308	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1114			articStaccatoBelow	
157	151	603/2	309	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1115			articStaccatoBelow	
157	151	601/2	308	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1116				
157	151	1203/4	1233/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1117				
157	151	301	617/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1118				
157	151	1205/4	1235/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1119				
157	151	603/2	309	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1120				
157	151	1207/4	1237/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1121				
157	151	302	619/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1122				
157	151	1209/4	1239/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1123				
158	152	304	623/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1124			articStaccatoBelow	
158	152	605/2	310	0.0		0	0	Dynamic	2/4	2	1	0						f		
158	152	605/2	310	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1125				
158	152	1211/4	1241/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1126				
158	152	303	621/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1127				
158	152	1213/4	1243/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1128				
158	152	607/2	311	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1129				
158	152	1215/4	1245/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1130				
158	152	304	623/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1131				
158	152	1217/4	1247/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1132				
158	152	605/2	310	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	1133				
159	153	609/2	312	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1134			articStaccatoBelow	
159	153	611/2	313	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1135			articStaccatoBelow	
159	153	609/2	312	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1136				
159	153	1219/4	1249/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1137				
159	153	305	625/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1138				
159	153	1221/4	1251/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1139				
159	153	611/2	313	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1140				
159	153	1223/4	1253/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1141				
159	153	306	627/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1142				
159	153	1225/4	1255/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1143				
160	154	613/2	314	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1144			articStaccatoBelow	
160	154	615/2	315	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1145			articStaccatoBelow	
160	154	613/2	314	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1146				
160	154	1227/4	1257/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1147				
160	154	307	629/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1148				
160	154	1229/4	1259/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1149				
160	154	615/2	315	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1150				
160	154	1231/4	1261/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1151				
160	154	308	631/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1152				
160	154	1233/4	1263/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1153				
161	155	617/2	316	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1154			articStaccatoAbove	
161	155	619/2	317	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1155			articStaccatoAbove	
161	155	617/2	316	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1156				
161	155	1235/4	1265/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1157				
161	155	309	633/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1158				
161	155	1237/4	1267/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1159				
161	155	619/2	317	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1160				
161	155	1239/4	1269/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1161				
161	155	310	635/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1162				
161	155	1241/4	1271/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1163				
162	156	621/2	318	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1164				
162	156	621/2	318	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1165				
162	156	1243/4	1273/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1166				
162	156	311	637/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1167				
162	156	1245/4	1275/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1168				
162	156	623/2	319	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1169				
162	156	1247/4	1277/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1170				
162	156	312	639/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1171				
162	156	1249/4	1279/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1172				
162	156	623/2	319	0.0		1/4	1/4	Dynamic	2/4	2	2	0						ff		
