mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur
181	175	699/2	357	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1292				69
181	175	350	715/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1293				
182	176	351	717/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1294				70
182	176	703/2	359	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1295				70
182	176	352	719/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1296				70
182	176	701/2	358	0.0		0	0	Dynamic	2/4	2	1	0						fp		
182	176	701/2	358	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	1297				71
182	176	352	719/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1298				71
183	177	705/2	360	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1299			articStaccatoAbove	
183	177	353	721/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1300				72
183	177	707/2	361	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1301				72
183	177	354	723/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1302				72
183	177	705/2	360	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1303			articStaccatoAbove	
183	177	353	721/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1304				73
183	177	707/2	361	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1305				73
183	177	354	723/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1306				73
184	178	709/2	362	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1307				72
184	178	356	727/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1308				72
184	178	709/2	362	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1309				
184	178	355	725/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1310				
184	178	711/2	363	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1311				
184	178	356	727/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1312				
184	178	709/2	362	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1313				73
184	178	355	725/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1314				73
184	178	711/2	363	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1315				73
184	178	356	727/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1316				73
185	179	713/2	364	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1317				
185	179	715/2	365	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1318				
185	179	713/2	364	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1319			articStaccatoAbove	
185	179	357	729/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1320			articStaccatoAbove	
185	179	715/2	365	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1321			articStaccatoAbove	
185	179	358	731/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1322			articStaccatoAbove	
186	180	717/2	366	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1323				
186	180	719/2	367	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1324				
186	180	360	735/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1325	f			
186	180	2161/6	1103/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1326				
186	180	1081/3	2207/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1327				
186	180	717/2	366	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1328			articStaccatoAbove	
186	180	359	733/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1329			articStaccatoAbove	
186	180	719/2	367	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1330			articStaccatoAbove	
187	181	721/2	368	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1331			articStaccatoBelow	
187	181	361	737/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1332			articStaccatoBelow	
187	181	723/2	369	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1333			articStaccatoBelow	
187	181	362	739/2	0.0		3/8	3/8	Chord	2/4	1	1	0	grace32	1/32	1	1334				
187	181	362	739/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1335			articStaccatoBelow	
187	181	361	737/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1336				
187	181	2167/6	1106/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1337				
187	181	1084/3	2213/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1338				
187	181	723/2	369	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1339				
187	181	362	739/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	2	1/24		1/16	2/3	1340				
187	181	2173/6	1109/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	2	1/24		1/16	2/3	1341				
187	181	1087/3	2219/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	2	1/24		1/16	2/3	1342				
188	182	725/2	370	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	1343				
188	182	725/2	370	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1344			articStaccatoAbove	
188	182	364	743/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1345				
188	182	2185/6	1115/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1346				
188	182	1093/3	2231/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1347				
188	182	363	741/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1348			articStaccatoBelow	
188	182	727/2	371	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1349			articStaccatoBelow	
188	182	725/2	370	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1350			articStaccatoAbove	
188	182	363	741/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1351			articStaccatoAbove	
188	182	727/2	371	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1352			articStaccatoAbove	
189	183	729/2	372	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1353			articStaccatoBelow	
189	183	365	745/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1354			articStaccatoBelow	
189	183	731/2	373	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1355			articStaccatoBelow	
189	183	366	747/2	0.0		3/8	3/8	Chord	2/4	1	1	0	grace32	1/32	1	1356				
189	183	366	747/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1357			articStaccatoBelow	
189	183	365	745/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1358				
189	183	2191/6	1118/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1359				
189	183	1096/3	2237/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1360				
189	183	731/2	373	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1361				
189	183	366	747/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	2	1/24		1/16	2/3	1362				
189	183	2197/6	1121/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	2	1/24		1/16	2/3	1363				
189	183	1099/3	2243/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	2	1/24		1/16	2/3	1364				
190	184	733/2	374	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	1365				
190	184	733/2	374	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1366			articStaccatoAbove	
190	184	368	751/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1367				
190	184	2209/6	1127/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1368				
190	184	1105/3	2255/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1369				
190	184	367	749/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1370			articStaccatoBelow	
190	184	735/2	375	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1371			articStaccatoBelow	
190	184	733/2	374	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1372			articStaccatoAbove	
190	184	367	749/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1373			articStaccatoAbove	
190	184	735/2	375	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1374			articStaccatoAbove	
191	185	737/2	376	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1375			articStaccatoBelow	
191	185	369	753/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1376			articStaccatoBelow	
191	185	739/2	377	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1377			articStaccatoBelow	
191	185	370	755/2	0.0		3/8	3/8	Chord	2/4	1	1	0	grace32	1/32	1	1378				
191	185	370	755/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1379			articStaccatoBelow	
191	185	369	753/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1380				
191	185	2215/6	1130/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1381				
191	185	1108/3	2261/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1382				
191	185	739/2	377	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1383				
191	185	370	755/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	2	1/24		1/16	2/3	1384				
191	185	2221/6	1133/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	2	1/24		1/16	2/3	1385				
191	185	1111/3	2267/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	2	1/24		1/16	2/3	1386				
192	186	741/2	378	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	1387				
192	186	741/2	378	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1388			articStaccatoAbove	
192	186	372	759/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1389				
192	186	2233/6	1139/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1390				
192	186	1117/3	2279/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1391				
192	186	371	757/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1392			articStaccatoBelow	
192	186	743/2	379	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1393			articStaccatoBelow	
192	186	741/2	378	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1394			articStaccatoAbove	
192	186	371	757/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1395			articStaccatoAbove	
192	186	743/2	379	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1396			articStaccatoAbove	
193	187	745/2	380	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1397			articStaccatoBelow	
193	187	373	761/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1398			articStaccatoBelow	
193	187	747/2	381	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1399			articStaccatoBelow	
193	187	374	763/2	0.0		3/8	3/8	Chord	2/4	1	1	0	grace32	1/32	1	1400				
193	187	374	763/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1401			articStaccatoBelow	
193	187	373	761/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1402				
193	187	2239/6	1142/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1403				
193	187	1120/3	2285/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1404				
193	187	747/2	381	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1405				
193	187	374	763/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	2	1/24		1/16	2/3	1406				
193	187	2245/6	1145/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	2	1/24		1/16	2/3	1407				
193	187	1123/3	2291/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	2	1/24		1/16	2/3	1408				
194	188	749/2	382	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	1409				
194	188	749/2	382	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1410			articStaccatoAbove	
194	188	376	767/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1411			articStaccatoAbove	
194	188	375	765/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1412			articStaccatoBelow	
194	188	751/2	383	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1413			articStaccatoBelow	
194	188	376	767/2	0.0		3/8	3/8	Dynamic	2/4	1	2	0						p		
194	188	749/2	382	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1414			articStaccatoAbove	
194	188	375	765/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1415			articStaccatoAbove	
194	188	751/2	383	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1416			articStaccatoAbove	
195	189	753/2	384	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1417			articStaccatoAbove	
195	189	378	771/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1418			articStaccatoAbove	
195	189	753/2	384	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1419			articStaccatoBelow	
195	189	377	769/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1420			articStaccatoBelow	
195	189	755/2	385	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1421			articStaccatoBelow	
195	189	753/2	384	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1422			articStaccatoBelow	
195	189	377	769/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1423			articStaccatoBelow	
195	189	755/2	385	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1424			articStaccatoAbove	
196	190	757/2	386	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1425			articStaccatoAbove	
196	190	380	775/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1426			articStaccatoAbove	
196	190	757/2	386	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1427			articStaccatoBelow	
196	190	379	773/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1428			articStaccatoBelow	
196	190	759/2	387	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1429			articStaccatoBelow	
196	190	757/2	386	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1430			articStaccatoBelow	
196	190	379	773/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1431			articStaccatoBelow	
196	190	759/2	387	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1432			articStaccatoBelow	
197	191	761/2	388	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1433			articStaccatoAbove	
197	191	382	779/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1434				
197	191	2293/6	1169/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1435				
197	191	1147/3	2339/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1436				
197	191	761/2	388	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1437			articStaccatoBelow	
197	191	381	777/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1438			articStaccatoBelow	
197	191	763/2	389	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1439			articStaccatoBelow	
197	191	761/2	388	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1440			articStaccatoBelow	
197	191	381	777/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1441			articStaccatoBelow	
197	191	763/2	389	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1442			articStaccatoBelow	
198	192	765/2	390	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1443			articStaccatoBelow	
198	192	383	781/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1444			articStaccatoBelow	
198	192	767/2	391	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1445			articStaccatoBelow	
198	192	384	783/2	0.0		3/8	3/8	Chord	2/4	1	1	0	grace32	1/32	1	1446				
198	192	384	783/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1447			articStaccatoBelow	
198	192	383	781/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1448				
198	192	2299/6	1172/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1449				
198	192	1150/3	2345/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1450				
198	192	767/2	391	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1451				
198	192	384	783/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	2	1/24		1/16	2/3	1452				
198	192	2305/6	1175/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	2	1/24		1/16	2/3	1453				
198	192	1153/3	2351/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	2	1/24		1/16	2/3	1454				
199	193	769/2	392	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	1455				
199	193	769/2	392	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1456			articStaccatoAbove	
199	193	386	787/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1457			articStaccatoAbove	
199	193	385	785/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1458			articStaccatoBelow	
199	193	771/2	393	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1459			articStaccatoBelow	
199	193	386	787/2	0.0		3/8	3/8	Dynamic	2/4	1	2	0						p		
199	193	769/2	392	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1460			articStaccatoAbove	
199	193	385	785/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1461			articStaccatoAbove	
199	193	771/2	393	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1462			articStaccatoAbove	
200	194	773/2	394	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1463			articStaccatoAbove	
200	194	388	791/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1464			articStaccatoAbove	
200	194	773/2	394	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1465			articStaccatoBelow	
200	194	387	789/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1466			articStaccatoBelow	
200	194	775/2	395	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1467			articStaccatoBelow	
200	194	773/2	394	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1468			articStaccatoBelow	
200	194	387	789/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1469			articStaccatoBelow	
200	194	775/2	395	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1470			articStaccatoBelow	
201	195	777/2	396	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1471			articStaccatoAbove	
201	195	390	795/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1472			articStaccatoAbove	
201	195	777/2	396	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1473			articStaccatoBelow	
201	195	389	793/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1474			articStaccatoBelow	
201	195	779/2	397	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1475			articStaccatoBelow	
201	195	777/2	396	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1476			articStaccatoBelow	
201	195	389	793/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1477			articStaccatoBelow	
201	195	779/2	397	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1478			articStaccatoBelow	
202	196	781/2	398	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1479			articStaccatoAbove	
202	196	392	799/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	1480				
202	196	2353/6	1199/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	1481				
202	196	1177/3	2399/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	1482				
202	196	781/2	398	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1483			articStaccatoBelow	
202	196	391	797/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1484			articStaccatoBelow	
202	196	783/2	399	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1485			articStaccatoBelow	
202	196	781/2	398	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1486			articStaccatoBelow	
202	196	391	797/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1487			articStaccatoBelow	
202	196	783/2	399	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1488	f		articStaccatoBelow	
202	196	392	799/2	0.0		3/8	3/8	Dynamic	2/4	2	1	0						f		
203	197	785/2	400	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1489			articStaccatoBelow	
203	197	393	801/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1490			articStaccatoBelow	
203	197	787/2	401	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1491			articStaccatoBelow	
203	197	394	803/2	0.0		3/8	3/8	Chord	2/4	1	1	0	grace32	1/32	1	1492				
203	197	394	803/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1493			articStaccatoBelow	
203	197	393	801/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1494				
203	197	2359/6	1202/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1495				
203	197	1180/3	2405/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1496				
203	197	787/2	401	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1497				
203	197	394	803/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	2	1/24		1/16	2/3	1498				
203	197	2365/6	1205/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	2	1/24		1/16	2/3	1499				
203	197	1183/3	2411/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	2	1/24		1/16	2/3	1500				
204	198	789/2	402	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	1501				
204	198	789/2	402	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1502			articStaccatoAbove	
204	198	396	807/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1503			articStaccatoAbove	
204	198	395	805/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1504			articStaccatoBelow	
204	198	791/2	403	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1505			articStaccatoBelow	
204	198	396	807/2	0.0		3/8	3/8	Dynamic	2/4	1	2	0						p		
204	198	789/2	402	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1506			articStaccatoBelow	
204	198	395	805/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1507			articStaccatoBelow	
204	198	791/2	403	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1508			articStaccatoBelow	
205	199	793/2	404	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1509			articStaccatoAbove	
205	199	398	811/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1510			articStaccatoAbove	
205	199	793/2	404	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1511			articStaccatoBelow	
205	199	397	809/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1512			articStaccatoBelow	
205	199	795/2	405	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1513			articStaccatoBelow	
205	199	793/2	404	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1514			articStaccatoAbove	
205	199	397	809/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1515			articStaccatoAbove	
205	199	795/2	405	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1516			articStaccatoAbove	
206	200	797/2	406	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1517			articStaccatoAbove	
206	200	400	815/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1518			articStaccatoAbove	
206	200	797/2	406	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1519			articStaccatoBelow	
206	200	399	813/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1520			articStaccatoBelow	
206	200	799/2	407	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1521			articStaccatoBelow	
206	200	797/2	406	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1522			articStaccatoAbove	
206	200	399	813/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1523			articStaccatoAbove	
206	200	799/2	407	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1524			articStaccatoAbove	
207	201	801/2	408	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1525			articStaccatoAbove	
207	201	402	819/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1526			articStaccatoAbove	
207	201	801/2	408	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	1527			articStaccatoBelow	
207	201	401	817/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1528			articStaccatoBelow	
207	201	803/2	409	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1529			articStaccatoBelow	
207	201	801/2	408	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1530			articStaccatoAbove	
207	201	401	817/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1531			articStaccatoAbove	
207	201	803/2	409	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1532			articStaccatoAbove	
208	202	805/2	410	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1533				
208	202	404	823/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1534			articStaccatoBelow	
208	202	403	821/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1535				
208	202	2419/6	1232/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1536				
208	202	1210/3	2465/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1537				
208	202	807/2	411	0.0		1/4	1/4	Dynamic	2/4	2	1	0						p		
208	202	807/2	411	0.0		1/4	1/4	Dynamic	2/4	2	1	0						ff		
