mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	diminuendo_line	crescendo_line	crescendo_hairpin
62	60	475/2	475/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	523													
62	60	238	238	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	524													
62	60	477/2	477/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	525													
62	60	239	239	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	526													
62	60	479/2	479/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	527													
62	60	240	240	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	528													
62	60	481/2	481/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	529													
63	61	241	241	0.0	0	0	Spanner	2/2	1	1	0																	8
63	61	483/2	483/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	530									57				8
63	61	242	242	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	531									57				8
63	61	485/2	485/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	532													8
63	61	487/2	487/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	533									58				8
63	61	244	244	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	534									58				8
63	61	489/2	489/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	535													8
63	61	241	241	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	536													
63	61	483/2	483/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	537													
63	61	242	242	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	538													
63	61	485/2	485/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	539													
63	61	243	243	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	540													
63	61	487/2	487/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	541													
63	61	244	244	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	542													
63	61	489/2	489/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	543													
64	62	491/2	491/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	544													8
64	62	246	246	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	545													8
64	62	493/2	493/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	546													8
64	62	495/2	495/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	547													8
64	62	248	248	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	548													8
64	62	497/2	497/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	549													8
64	62	245	245	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	550													
64	62	491/2	491/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	551													
64	62	246	246	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	552													
64	62	493/2	493/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	553													
64	62	247	247	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	554													
64	62	495/2	495/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	555													
64	62	248	248	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	556													
64	62	497/2	497/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	557													
65	63	249	249	0.0	0	0	Dynamic	2/2	1	1	0						fp											
65	63	249	249	0.0	0	0	Spanner	2/2	1	1	0																	
65	63	249	249	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	558													
65	63	252	252	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	559									59				
65	63	249	249	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	560													
65	63	499/2	499/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	561													
65	63	250	250	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	562													
65	63	501/2	501/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	563													
65	63	251	251	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	564													
65	63	503/2	503/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	565													
65	63	252	252	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	566													
65	63	505/2	505/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	567													
66	64	253	253	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	568									59				
66	64	254	254	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	569									59				
66	64	255	255	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	570									59				
66	64	256	256	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	571													
66	64	253	253	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	572													
66	64	507/2	507/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	573													
66	64	254	254	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	574													
66	64	509/2	509/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	575													
66	64	255	255	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	576													
66	64	511/2	511/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	577													
66	64	256	256	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	578													
66	64	513/2	513/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	579													
67	65	257	257	0.0	0	0	Dynamic	2/2	1	1	0						sf											
67	65	257	257	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	580									60				
67	65	517/2	517/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	581									60				
67	65	259	259	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	582			articStaccatoAbove										
67	65	260	260	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	583									61				
67	65	257	257	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	584									62				
67	65	259	259	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	585													
67	65	257	257	1.0	0	0	Chord	2/2	2	2	1/4		1/4	1	586													
67	65	258	258	1.0	1/4	1/4	Chord	2/2	2	2	1/4		1/4	1	587													
67	65	259	259	0.5	1/2	1/2	Chord	2/2	2	2	1/8		1/8	1	588													
67	65	519/2	519/2	0.5	5/8	5/8	Chord	2/2	2	2	1/8		1/8	1	589													
67	65	260	260	0.5	3/4	3/4	Chord	2/2	2	2	1/8		1/8	1	590													
67	65	521/2	521/2	0.5	7/8	7/8	Chord	2/2	2	2	1/8		1/8	1	591													
68	66	261	261	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	592									61				
68	66	262	262	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	593									61				
68	66	263	263	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	594									61				
68	66	264	264	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	595													
68	66	261	261	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	596													
68	66	523/2	523/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	597													
68	66	262	262	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	598													
68	66	525/2	525/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	599													
68	66	263	263	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	600													
68	66	527/2	527/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	601													
68	66	264	264	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	602													
68	66	529/2	529/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	603													
69	67	265	265	0.0	0	0	Dynamic	2/2	1	1	0						sf											
69	67	265	265	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	604									63				
69	67	533/2	533/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	605									63				
69	67	267	267	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	606			articStaccatoAbove										
69	67	268	268	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	607													
69	67	537/2	537/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	608													
69	67	265	265	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	609									64				
69	67	267	267	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	610													
69	67	268	268	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	611									65				
69	67	265	265	1.0	0	0	Chord	2/2	2	2	1/4		1/4	1	612													
69	67	266	266	1.0	1/4	1/4	Chord	2/2	2	2	1/4		1/4	1	613													
69	67	267	267	1.0	1/2	1/2	Chord	2/2	2	2	1/4		1/4	1	614													
70	68	269	269	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	615													
70	68	539/2	539/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	616													
70	68	270	270	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	617													
70	68	541/2	541/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	618													
70	68	271	271	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	619													
70	68	543/2	543/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	620													
70	68	272	272	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	621													
70	68	545/2	545/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	622													
70	68	269	269	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	623									65				
70	68	270	270	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	624									65				
70	68	271	271	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	625									65				
70	68	272	272	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	626													
71	69	274	274	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	627									66				
71	69	275	275	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	628													
71	69	273	273	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	629													
71	69	547/2	547/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	630													
71	69	274	274	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	631													
71	69	549/2	549/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	632													
71	69	275	275	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	633													
71	69	551/2	551/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	634													
71	69	276	276	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	635													
71	69	553/2	553/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	636													
71	69	273	273	0.0	0	0	Dynamic	2/2	2	1	0						sf											
71	69	273	273	1.5	0	0	Chord	2/2	2	1	3/8		1/4	3/2	637									67				
71	69	549/2	549/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	638									67				
71	69	275	275	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	639			articStaccatoBelow										
71	69	276	276	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	640									68				
72	70	277	277	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	641													
72	70	555/2	555/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	642													
72	70	278	278	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	643													
72	70	557/2	557/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	644													
72	70	279	279	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	645													
72	70	559/2	559/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	646													
72	70	280	280	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	647													
72	70	561/2	561/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	648													
72	70	277	277	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	649									68				
72	70	278	278	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	650									68				
72	70	279	279	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	651									68				
72	70	280	280	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	652													
73	71	282	282	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	653									69				
73	71	283	283	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	654													
73	71	281	281	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	655													
73	71	563/2	563/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	656													
73	71	282	282	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	657													
73	71	565/2	565/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	658													
73	71	283	283	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	659													
73	71	567/2	567/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	660													
73	71	284	284	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	661													
73	71	569/2	569/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	662													
73	71	281	281	0.0	0	0	Dynamic	2/2	2	1	0						sf											
73	71	281	281	1.5	0	0	Chord	2/2	2	1	3/8		1/4	3/2	663									70				
73	71	565/2	565/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	664									70				
73	71	283	283	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	665			articStaccatoBelow										
73	71	284	284	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	666									71				
74	72	285	285	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	667													
74	72	571/2	571/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	668													
74	72	286	286	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	669													
74	72	573/2	573/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	670													
74	72	287	287	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	671													
74	72	575/2	575/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	672													
74	72	288	288	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	673													
74	72	577/2	577/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	674													
74	72	285	285	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	675									71				
74	72	286	286	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	676									71				
74	72	287	287	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	677									71				
74	72	288	288	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	678													
75	73	291	291	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	679													
75	73	289	289	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	680													
75	73	579/2	579/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	681													
75	73	290	290	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	682													
75	73	581/2	581/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	683													
75	73	291	291	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	684													
75	73	583/2	583/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	685													
75	73	292	292	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	686													
75	73	585/2	585/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	687													
75	73	289	289	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	688									72				
75	73	290	290	2.0	1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	689													
75	73	292	292	0.0	3/4	3/4	Dynamic	2/2	2	1	0						sf											
75	73	292	292	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	690													
76	74	295	295	0.0	1/2	1/2	Dynamic	2/2	1	1	0						sf											
76	74	295	295	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	691													
76	74	293	293	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	692													
76	74	587/2	587/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	693													
76	74	294	294	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	694													
76	74	589/2	589/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	695													
76	74	295	295	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	696													
76	74	591/2	591/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	697													
76	74	296	296	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	698													
76	74	593/2	593/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	699													
76	74	293	293	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	700													
76	74	294	294	2.0	1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	701													
76	74	296	296	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	702													
77	75	299	299	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	703													
77	75	297	297	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	704													
77	75	595/2	595/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	705													
77	75	298	298	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	706													
77	75	597/2	597/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	707													
77	75	299	299	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	708													
77	75	599/2	599/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	709													
77	75	300	300	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	710													
77	75	601/2	601/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	711													
77	75	297	297	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	712													
77	75	298	298	2.0	1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	713													
77	75	300	300	0.0	3/4	3/4	Dynamic	2/2	2	1	0						sf											
77	75	300	300	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	714													
78	76	303	303	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	715													
78	76	304	304	0.0	3/4	3/4	Dynamic	2/2	1	1	0						sf											
78	76	301	301	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	716													
78	76	603/2	603/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	717													
78	76	302	302	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	718													
78	76	605/2	605/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	719													
78	76	303	303	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	720													
78	76	607/2	607/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	721													
78	76	304	304	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	722													
78	76	609/2	609/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	723													
78	76	301	301	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	724													
78	76	302	302	2.0	1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	725													
78	76	304	304	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	726													
79	77	307	307	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	727													
79	77	305	305	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	728													
79	77	611/2	611/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	729													
79	77	306	306	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	730													
79	77	613/2	613/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	731													
79	77	307	307	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	732													
79	77	615/2	615/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	733													
79	77	308	308	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	734													
79	77	617/2	617/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	735													
79	77	305	305	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	736													
79	77	306	306	2.0	1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	737													
79	77	308	308	0.0	3/4	3/4	Dynamic	2/2	2	1	0						sf											
79	77	308	308	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	738													
80	78	311	311	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	739													
80	78	623/2	623/2	0.0	5/8	5/8	Dynamic	2/2	1	1	0						sf											
80	78	309	309	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	740													
80	78	619/2	619/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	741													
80	78	310	310	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	742													
80	78	621/2	621/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	743													
80	78	311	311	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	744													
80	78	623/2	623/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	745													
80	78	312	312	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	746													
80	78	625/2	625/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	747													
80	78	309	309	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	748													
80	78	310	310	2.0	1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	749													
80	78	312	312	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	750													
81	79	315	315	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	751													
81	79	631/2	631/2	0.0	5/8	5/8	Dynamic	2/2	1	1	0						sf											
81	79	313	313	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	752													
81	79	627/2	627/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	753													
81	79	314	314	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	754													
81	79	629/2	629/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	755													
81	79	315	315	0.5	1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	756													
81	79	631/2	631/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	757													
81	79	316	316	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	758													
81	79	633/2	633/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	759													
81	79	314	314	2.0	1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	760													
81	79	316	316	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	761													
82	80	317	317	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	762													
82	80	635/2	635/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	763													
82	80	318	318	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	764													
82	80	637/2	637/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	765													
82	80	319	319	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	766													
82	80	639/2	639/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	767													
82	80	320	320	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	768													
82	80	641/2	641/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	769													
82	80	318	318	2.0	1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	770													
82	80	320	320	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	771													
83	81	321	321	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	772													
83	81	324	324	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	773									73				
83	81	321	321	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	774													
83	81	643/2	643/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	775													
83	81	322	322	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	776													
83	81	645/2	645/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	777													
83	81	323	323	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	778													
83	81	647/2	647/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	779													
83	81	324	324	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	780													
83	81	649/2	649/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	781													
84	82	325	325	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	782			articStaccatoAbove										
84	82	328	328	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	783									74				
84	82	325	325	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	784													
84	82	651/2	651/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	785													
84	82	326	326	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	786													
84	82	653/2	653/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	787													
84	82	327	327	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	788													
84	82	655/2	655/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	789													
84	82	328	328	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	790													
84	82	657/2	657/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	791													
85	83	329	329	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	792			articStaccatoAbove										
85	83	332	332	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	793									75				
85	83	329	329	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	794													
85	83	659/2	659/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	795													
85	83	330	330	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	796													
85	83	661/2	661/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	797													
85	83	331	331	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	798													
85	83	663/2	663/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	799													
85	83	332	332	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	800													
85	83	665/2	665/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	801													
86	84	333	333	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	802			articStaccatoAbove										
86	84	335	335	0.0	1/2	1/2	Dynamic	2/2	1	1	0						sf											
86	84	335	335	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	803									76				
86	84	333	333	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	804													
86	84	667/2	667/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	805													
86	84	334	334	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	806													
86	84	669/2	669/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	807													
