mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	crescendo_line
39	38	76	76	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	266												
40	39	305/4	305/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	267			articStaccatoBelow									
40	39	153/2	153/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	268									0			
40	39	307/4	307/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	269									0			
40	39	77	77	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	270									0			
40	39	309/4	309/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	271			articStaccatoAbove									
40	39	155/2	155/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	272									1			
40	39	311/4	311/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	273									1			
40	39	78	78	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	274									1			
40	39	305/4	305/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	275			articStaccatoAbove									
40	39	153/2	153/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	276									2			
40	39	307/4	307/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	277									2			
40	39	77	77	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	278									2			
40	39	309/4	309/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	279			articStaccatoBelow									
40	39	155/2	155/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	280									3			
40	39	311/4	311/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	281									3			
40	39	78	78	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	282									3			
41	40	313/4	313/4	0.0	0	0	Dynamic	2/4	1	1	0					sf										
41	40	313/4	313/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	283	sf		articStaccatoAbove									
41	40	157/2	157/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	284									4			
41	40	315/4	315/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	285									4			
41	40	79	79	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	286									4			
41	40	317/4	317/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	287			articStaccatoBelow									
41	40	159/2	159/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	288									5			
41	40	319/4	319/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	289									5			
41	40	80	80	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	290									5			
41	40	313/4	313/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	291			articStaccatoBelow									
41	40	157/2	157/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	292									6			
41	40	315/4	315/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	293									6			
41	40	79	79	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	294									6			
41	40	317/4	317/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	295			articStaccatoAbove									
41	40	159/2	159/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	296									7			
41	40	319/4	319/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	297									7			
41	40	80	80	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	298									7			
42	41	321/4	321/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	299			articStaccatoBelow									
42	41	161/2	161/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	300									8			
42	41	323/4	323/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	301									8			
42	41	81	81	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	302									8			
42	41	325/4	325/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	303			articStaccatoAbove									
42	41	163/2	163/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	304									9			
42	41	327/4	327/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	305									9			
42	41	82	82	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	306									9			
42	41	321/4	321/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	307			articStaccatoAbove									
42	41	161/2	161/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	308									10			
42	41	323/4	323/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	309									10			
42	41	81	81	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	310									10			
42	41	325/4	325/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	311			articStaccatoBelow									
42	41	163/2	163/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	312									11			
42	41	327/4	327/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	313									11			
42	41	82	82	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	314									11			
43	42	329/4	329/4	0.0	0	0	Dynamic	2/4	1	1	0					sf										
43	42	329/4	329/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	315	sf		articStaccatoAbove									
43	42	165/2	165/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	316									12			
43	42	331/4	331/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	317									12			
43	42	83	83	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	318									12			
43	42	333/4	333/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	319			articStaccatoBelow									
43	42	167/2	167/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	320									13			
43	42	335/4	335/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	321									13			
43	42	84	84	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	322									13			
43	42	329/4	329/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	323			articStaccatoBelow									
43	42	165/2	165/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	324									14			
43	42	331/4	331/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	325									14			
43	42	83	83	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	326									14			
43	42	333/4	333/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	327			articStaccatoAbove									
43	42	167/2	167/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	328									15			
43	42	335/4	335/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	329									15			
43	42	84	84	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	330									15			
44	43	337/4	337/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	331			articStaccatoBelow									
44	43	169/2	169/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	332									16			
44	43	339/4	339/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	333									16			
44	43	85	85	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	334									16			
44	43	341/4	341/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	335			articStaccatoAbove									
44	43	171/2	171/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	336									17			
44	43	343/4	343/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	337									17			
44	43	86	86	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	338									17			
44	43	337/4	337/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	339			articStaccatoAbove									
44	43	169/2	169/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	340									18			
44	43	339/4	339/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	341									18			
44	43	85	85	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	342									18			
44	43	341/4	341/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	343			articStaccatoBelow									
44	43	171/2	171/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	344									19			
44	43	343/4	343/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	345									19			
44	43	86	86	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	346									19			
45	44	345/4	345/4	0.0	0	0	Dynamic	2/4	1	1	0					sf										
45	44	345/4	345/4	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	347	sf											
45	44	345/4	345/4	2.0	0	0	Chord	2/4	2	1	1/2	1/2	1	348												
46	45	353/4	353/4	1.75	0	0	Chord	2/4	1	1	7/16	1/4	7/4	349												
46	45	90	90	0.0	7/16	7/16	Dynamic	2/4	1	1	0					p										
46	45	90	90	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	350	f											
46	45	353/4	353/4	1.75	0	0	Chord	2/4	2	1	7/16	1/4	7/4	351												
47	46	361/4	361/4	1.5	0	0	Chord	2/4	1	1	3/8	1/4	3/2	352												
47	46	367/4	367/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	353												
47	46	92	92	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	354												
47	46	361/4	361/4	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	355												
48	47	369/4	369/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	356												
48	47	185/2	185/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	357												
48	47	371/4	371/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	358												
48	47	93	93	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	359												
48	47	373/4	373/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	360												
48	47	187/2	187/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	361												
48	47	375/4	375/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	362												
48	47	94	94	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	363												
49	48	377/4	377/4	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	364												
49	48	96	96	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	365	p											
50	49	385/4	385/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	366												
50	49	97	97	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	367												
50	49	389/4	389/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	368												
50	49	98	98	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	369												
50	49	385/4	385/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	370			articStaccatoAbove									
50	49	389/4	389/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	371			articStaccatoAbove									
51	50	393/4	393/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	372												
51	50	100	100	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	373												
51	50	393/4	393/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	374			articStaccatoAbove									
52	51	401/4	401/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	375												
52	51	101	101	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	376												
52	51	405/4	405/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	377												
52	51	102	102	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	378												
52	51	401/4	401/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	379			articStaccatoAbove									
52	51	405/4	405/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	380			articStaccatoAbove									
53	52	409/4	409/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	381												
53	52	104	104	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	382	f											
53	52	409/4	409/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	383			articStaccatoAbove									
53	52	413/4	413/4	0.0	1/4	1/4	Dynamic	2/4	2	1	0					f										
54	53	417/4	417/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	384												
54	53	105	105	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	385												
54	53	421/4	421/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	386												
54	53	106	106	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	387												
54	53	417/4	417/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	388			articStaccatoAbove									
54	53	421/4	421/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	389			articStaccatoBelow									
55	54	425/4	425/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	390												
55	54	425/4	425/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	391			articStaccatoBelow									
56	55	433/4	433/4	0.0	0	0	Dynamic	2/4	1	1	0					p										
56	55	433/4	433/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	392	p		articStaccatoAbove									
56	55	437/4	437/4	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	393			articStaccatoAbove									
56	55	433/4	433/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	394			articStaccatoBelow									
56	55	437/4	437/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	395			articStaccatoBelow									
57	56	441/4	441/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	396			articStaccatoAbove									
57	56	112	112	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	397	f											
57	56	441/4	441/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	398			articStaccatoBelow									
57	56	445/4	445/4	0.0	1/4	1/4	Dynamic	2/4	2	1	0					f										
58	57	449/4	449/4	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	399												
58	57	113	113	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	400												
58	57	453/4	453/4	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	401												
58	57	114	114	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	402												
58	57	449/4	449/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	403			articStaccatoBelow									
58	57	453/4	453/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	404			articStaccatoBelow									
59	58	457/4	457/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	405												
59	58	457/4	457/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	406			articStaccatoBelow									
60	59	465/4	465/4	0.0	0	0	Dynamic	2/4	1	1	0					p										
60	59	465/4	465/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	407	p		articStaccatoBelow									
60	59	469/4	469/4	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	408			articStaccatoBelow									
60	59	465/4	465/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	409			articStaccatoAbove									
60	59	469/4	469/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	410			articStaccatoAbove									
61	60	473/4	473/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	411			articStaccatoBelow									
61	60	473/4	473/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	412			articStaccatoAbove									
62	61	481/4	481/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	413			articStaccatoAbove									
62	61	485/4	485/4	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	414			articStaccatoAbove									
62	61	481/4	481/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	415			articStaccatoBelow									
62	61	485/4	485/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	416			articStaccatoBelow									
63	62	489/4	489/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	417			articStaccatoAbove									
63	62	489/4	489/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	418			articStaccatoBelow									
64	63	497/4	497/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	419			articStaccatoBelow									
64	63	501/4	501/4	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	420			articStaccatoBelow									
64	63	497/4	497/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	421			articStaccatoBelow									
64	63	501/4	501/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	422			articStaccatoBelow									
65	64	505/4	505/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	423												
65	64	253/2	253/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	424									20			
65	64	507/4	507/4	0.0	1/8	1/8	Spanner	2/4	1	1	0												20			1
65	64	507/4	507/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	425									20			1
65	64	127	127	0.0	3/16	3/16	Spanner	2/4	1	1	0												20			
65	64	127	127	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	426									20			
65	64	509/4	509/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	427									20			
65	64	255/2	255/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	428									20			
65	64	511/4	511/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	429									20			
65	64	128	128	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	430												
65	64	505/4	505/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	431												
66	65	513/4	513/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	432									21			
66	65	257/2	257/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	433									21			
66	65	515/4	515/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	434									21			
66	65	129	129	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	435									21			
66	65	517/4	517/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	436									21			
66	65	259/2	259/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	437									21			
66	65	519/4	519/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	438									21			
66	65	130	130	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	439												
67	66	521/4	521/4	0.0	0	0	Dynamic	2/4	1	1	0					p										
67	66	521/4	521/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	440	p		articStaccatoBelow									
67	66	523/4	523/4	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	441												
67	66	527/4	527/4	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	442												
67	66	521/4	521/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	443												
67	66	523/4	523/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	444												
67	66	525/4	525/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	445												
67	66	527/4	527/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	446												
68	67	529/4	529/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	447			articStaccatoAbove									
68	67	531/4	531/4	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	448												
68	67	535/4	535/4	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	449												
68	67	529/4	529/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	450												
68	67	531/4	531/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	451												
68	67	533/4	533/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	452												
68	67	535/4	535/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	453												
69	68	537/4	537/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	454			articStaccatoBelow									
69	68	539/4	539/4	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	455												
69	68	543/4	543/4	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	456												
69	68	537/4	537/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	457												
69	68	539/4	539/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	458												
69	68	541/4	541/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	459												
69	68	543/4	543/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	460												
70	69	545/4	545/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	461												
70	69	547/4	547/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	462												
70	69	137	137	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	463												
70	69	549/4	549/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	464												
70	69	275/2	275/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	465												
70	69	551/4	551/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	466												
70	69	138	138	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	467												
70	69	545/4	545/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	468												
70	69	547/4	547/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	469												
70	69	549/4	549/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	470												
70	69	551/4	551/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	471												
71	70	553/4	553/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	472			articStaccatoAbove									
71	70	555/4	555/4	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	473												
71	70	559/4	559/4	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	474												
71	70	553/4	553/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	475												
71	70	555/4	555/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	476												
71	70	557/4	557/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	477												
71	70	559/4	559/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	478												
72	71	561/4	561/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	479			articStaccatoAbove									
72	71	563/4	563/4	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	480												
72	71	567/4	567/4	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	481												
72	71	561/4	561/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	482												
72	71	563/4	563/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	483												
72	71	565/4	565/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	484												
72	71	567/4	567/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	485												
73	72	569/4	569/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	486												
73	72	571/4	571/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	487												
73	72	143	143	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	488												
73	72	573/4	573/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	489												
73	72	287/2	287/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	490												
73	72	575/4	575/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	491												
73	72	144	144	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	492												
73	72	569/4	569/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	493												
73	72	571/4	571/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	494												
73	72	573/4	573/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	495												
73	72	575/4	575/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	496												
74	73	577/4	577/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	497												
74	73	577/4	577/4	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	498												
74	73	289/2	289/2	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	499												
74	73	579/4	579/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	500												
74	73	145	145	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	501												
74	73	581/4	581/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	502												
74	73	291/2	291/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	503												
74	73	583/4	583/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	504												
74	73	146	146	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	505												
75	74	585/4	585/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	506	f											
75	74	293/2	293/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	507												
75	74	587/4	587/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	508												
75	74	147	147	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	509												
75	74	589/4	589/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	510												
75	74	295/2	295/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	511												
75	74	591/4	591/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	512												
75	74	148	148	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	513												
75	74	585/4	585/4	0.0	0	0	Dynamic	2/4	2	1	0					f										
75	74	585/4	585/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	514			articStaccatoBelow									
75	74	587/4	587/4	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	515												
75	74	591/4	591/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	516												
76	75	593/4	593/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	517												
76	75	297/2	297/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	518												
76	75	595/4	595/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	519												
76	75	149	149	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	520												
76	75	597/4	597/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	521												
76	75	299/2	299/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	522												
76	75	599/4	599/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	523												
76	75	150	150	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	524												
76	75	593/4	593/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	525			articStaccatoBelow									
76	75	595/4	595/4	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	526												
76	75	599/4	599/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	527												
77	76	601/4	601/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	528												
77	76	301/2	301/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	529												
77	76	603/4	603/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	530												
77	76	151	151	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	531												
