mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	pedal
99	94	749/4	789/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1121					9			
99	94	375/2	395/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1122					9			
99	94	186	196	0.75		0	0	Chord	2/4	1	2	3/16	1/8	3/2	1123					9			
99	94	747/4	787/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	1124					9			
99	94	187	197	0.5		1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	1125					9			
99	94	375/2	395/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	1126					9			
99	94	186	196	0.0		0	0	StaffText	2/4	2	1	0						<i><sym>dynamicRinforzando</sym><sym>dynamicForte</sym></i>					
99	94	186	196	0.0		0	0	Dynamic	2/4	2	1	0				mf							
99	94	186	196	0.75		0	0	Chord	2/4	2	1	3/16	1/8	3/2	1127								
99	94	747/4	787/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1128								
99	94	187	197	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1129								
99	94	375/2	395/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1130								
99	94	751/4	791/4	0.0		7/16	7/16	Dynamic	2/4	2	1	0				mp							
99	94	751/4	791/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1131								
100	95	188	198	0.0		0	0	Dynamic	2/4	1	1	0				p							
100	95	188	198	0.0		0	0	Spanner	2/4	1	1	0											
100	95	188	198	0.0		0	0	Spanner	2/4	1	1	0								10			
100	95	188	198	1.0		0	0	Chord	2/4	1	1	1/4	1/4	1	1132					10			
100	95	189	199	1.0		1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	1133					10			
100	95	188	198	1.0		0	0	Chord	2/4	1	2	1/4	1/4	1	1134					10			
100	95	189	199	1.0		1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	1135					10			
100	95	188	198	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	1136								
100	95	189	199	0.0		1/4	1/4	StaffText	2/4	2	1	0						<i>dimin.</i>					
100	95	189	199	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	1137								
101	96	190	200	0.0		0	0	Dynamic	2/4	1	1	0				pp							
101	96	190	200	0.0		0	0	Dynamic	2/4	1	1	0				pp							
101	96	190	200	0.0		0	0	Dynamic	2/4	1	1	0				pp							
101	96	190	200	0.0		0	0	Dynamic	2/4	1	1	0				pp							
101	96	190	200	0.0		0	0	Spanner	2/4	1	1	0											
101	96	190	200	2.0		0	0	Chord	2/4	1	1	1/2	1/2	1	1138								
101	96	190	200	0.0		0	0	Spanner	2/4	2	1	0											148
101	96	190	200	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	1139								148
102	97	192	202	0.0		0	0	Dynamic	2/4	1	1	0				ff							
102	97	192	202	2.0		0	0	Chord	2/4	1	1	1/2	1/2	1	1140								
102	97	192	202	0.0		0	0	StaffText	2/4	2	1	0						<i>attacca il Allegro.</i>					148
102	97	192	202	0.0		0	0	StaffText	2/4	2	1	0						<i>arpeggio</i>					148
102	97	192	202	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	1141								148
102	97	194	204	0.0		1/2	1/2	Spanner	2/4	2	1	0											
102	97	192	202	0.25		0	0	Chord	2/4	2	2	1/16	1/16	1	1142								
