mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	pedal
56	51	100	110	0.0		0	0	Spanner	2/4	2	1	0											
56	51	100	110	0.0		0	0	Spanner	2/4	2	1	0											40
56	51	100	110	0.125		0	0	Chord	2/4	2	1	1/32	1/32	1	480								40
56	51	801/8	881/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32	1/32	1	481								40
56	51	401/4	441/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32	1/32	1	482								40
56	51	803/8	883/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32	1/32	1	483								40
56	51	201/2	221/2	0.125		1/8	1/8	Chord	2/4	2	1	1/32	1/32	1	484								40
56	51	805/8	885/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32	1/32	1	485								40
56	51	403/4	443/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32	1/32	1	486								40
56	51	807/8	887/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32	1/32	1	487								40
56	51	101	111	0.0		1/4	1/4	Spanner	2/4	2	1	0											
56	51	101	111	0.0		1/4	1/4	Spanner	2/4	2	1	0											41
56	51	101	111	0.125		1/4	1/4	Chord	2/4	2	1	1/32	1/32	1	488								41
56	51	809/8	889/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32	1/32	1	489								41
56	51	405/4	445/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32	1/32	1	490								41
56	51	811/8	891/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32	1/32	1	491								41
56	51	203/2	223/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	492								41
56	51	813/8	893/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	493								41
56	51	407/4	447/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	494								41
56	51	815/8	895/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	495								41
57	52	102	112	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	496								
57	52	102	112	0.0		0	0	Spanner	2/4	2	1	0											
57	52	102	112	0.0		0	0	Spanner	2/4	2	1	0											42
57	52	102	112	0.125		0	0	Chord	2/4	2	1	1/32	1/32	1	497								42
57	52	817/8	897/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32	1/32	1	498								42
57	52	409/4	449/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32	1/32	1	499								42
57	52	819/8	899/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32	1/32	1	500								42
57	52	205/2	225/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											
57	52	205/2	225/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											43
57	52	205/2	225/2	0.125		1/8	1/8	Chord	2/4	2	1	1/32	1/32	1	501								43
57	52	821/8	901/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32	1/32	1	502								43
57	52	411/4	451/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32	1/32	1	503								43
57	52	823/8	903/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32	1/32	1	504								43
57	52	103	113	0.0		1/4	1/4	Spanner	2/4	2	1	0											
57	52	103	113	0.0		1/4	1/4	Spanner	2/4	2	1	0											44
57	52	103	113	0.125		1/4	1/4	Chord	2/4	2	1	1/32	1/32	1	505								44
57	52	825/8	905/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32	1/32	1	506								44
57	52	413/4	453/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32	1/32	1	507								44
57	52	827/8	907/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32	1/32	1	508								44
57	52	207/2	227/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											
57	52	207/2	227/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											45
57	52	207/2	227/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	509								45
57	52	829/8	909/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	510								45
57	52	415/4	455/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	511								45
57	52	831/8	911/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	512								45
58	53	209/2	229/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0				sf							
58	53	209/2	229/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	513								
58	53	211/2	231/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0				sf							
58	53	211/2	231/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	514								
58	53	104	114	0.0		0	0	Spanner	2/4	2	1	0											
58	53	104	114	0.0		0	0	Spanner	2/4	2	1	0											46
58	53	104	114	0.125		0	0	Chord	2/4	2	1	1/32	1/32	1	515								46
58	53	833/8	913/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32	1/32	1	516								46
58	53	417/4	457/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32	1/32	1	517								46
58	53	835/8	915/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32	1/32	1	518								46
58	53	209/2	229/2	0.125		1/8	1/8	Chord	2/4	2	1	1/32	1/32	1	519								46
58	53	837/8	917/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32	1/32	1	520								46
58	53	419/4	459/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32	1/32	1	521								46
58	53	839/8	919/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32	1/32	1	522								46
58	53	105	115	0.0		1/4	1/4	Spanner	2/4	2	1	0											
58	53	105	115	0.0		1/4	1/4	Spanner	2/4	2	1	0											47
58	53	105	115	0.125		1/4	1/4	Chord	2/4	2	1	1/32	1/32	1	523								47
58	53	841/8	921/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32	1/32	1	524								47
58	53	421/4	461/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32	1/32	1	525								47
58	53	843/8	923/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32	1/32	1	526								47
58	53	211/2	231/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	527								47
58	53	845/8	925/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	528								47
58	53	423/4	463/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	529								47
58	53	847/8	927/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	530								47
59	54	106	116	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	531								
59	54	213/2	233/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0				other-dynamics							
59	54	213/2	233/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	532								
59	54	215/2	235/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0				other-dynamics							
59	54	215/2	235/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	533								
59	54	106	116	0.0		0	0	Spanner	2/4	2	1	0											
59	54	106	116	0.0		0	0	Spanner	2/4	2	1	0											48
59	54	106	116	0.125		0	0	Chord	2/4	2	1	1/32	1/32	1	534								48
59	54	849/8	929/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32	1/32	1	535								48
59	54	425/4	465/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32	1/32	1	536								48
59	54	851/8	931/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32	1/32	1	537								48
59	54	213/2	233/2	0.125		1/8	1/8	Chord	2/4	2	1	1/32	1/32	1	538								48
59	54	853/8	933/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32	1/32	1	539								48
59	54	427/4	467/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32	1/32	1	540								48
59	54	855/8	935/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32	1/32	1	541								48
59	54	107	117	0.0		1/4	1/4	Spanner	2/4	2	1	0											
59	54	107	117	0.0		1/4	1/4	Spanner	2/4	2	1	0											49
59	54	107	117	0.125		1/4	1/4	Chord	2/4	2	1	1/32	1/32	1	542								49
59	54	857/8	937/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32	1/32	1	543								49
59	54	429/4	469/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32	1/32	1	544								49
59	54	859/8	939/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32	1/32	1	545								49
59	54	215/2	235/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											
59	54	215/2	235/2	0.0		3/8	3/8	Spanner	2/4	2	1	0											50
59	54	215/2	235/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	546								50
59	54	861/8	941/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	547								50
59	54	431/4	471/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	548								50
59	54	863/8	943/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	549								50
60	55	108	118	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	550								
60	55	217/2	237/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	551								
60	55	109	119	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	552								
60	55	219/2	239/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	553								
60	55	108	118	0.0		0	0	Spanner	2/4	2	1	0											
60	55	108	118	0.0		0	0	Spanner	2/4	2	1	0											51
60	55	108	118	0.125		0	0	Chord	2/4	2	1	1/32	1/32	1	554								51
60	55	865/8	945/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32	1/32	1	555								51
60	55	433/4	473/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32	1/32	1	556								51
60	55	867/8	947/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32	1/32	1	557								51
60	55	217/2	237/2	0.125		1/8	1/8	Chord	2/4	2	1	1/32	1/32	1	558								51
60	55	869/8	949/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32	1/32	1	559								51
60	55	435/4	475/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32	1/32	1	560								51
60	55	871/8	951/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32	1/32	1	561								51
60	55	109	119	0.0		1/4	1/4	Spanner	2/4	2	1	0											
60	55	109	119	0.0		1/4	1/4	Spanner	2/4	2	1	0											52
60	55	109	119	0.125		1/4	1/4	Chord	2/4	2	1	1/32	1/32	1	562								52
60	55	873/8	953/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32	1/32	1	563								52
60	55	437/4	477/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32	1/32	1	564								52
60	55	875/8	955/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32	1/32	1	565								52
60	55	219/2	239/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	566								52
60	55	877/8	957/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	567								52
60	55	439/4	479/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	568								52
60	55	879/8	959/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	569								52
61	56	110	120	0.0		0	0	Spanner	2/4	1	1	0											53
61	56	110	120	0.125		0	0	Chord	2/4	1	1	1/32	1/32	1	570								53
61	56	881/8	961/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	571								53
61	56	441/4	481/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	572								53
61	56	883/8	963/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	573								53
61	56	221/2	241/2	0.0		1/8	1/8	Spanner	2/4	1	1	0											
61	56	221/2	241/2	0.0		1/8	1/8	Spanner	2/4	1	1	0											54
61	56	221/2	241/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	574								54
61	56	885/8	965/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	575								54
61	56	443/4	483/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	576								54
61	56	887/8	967/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	577								54
61	56	111	121	0.0		1/4	1/4	Spanner	2/4	1	1	0											
61	56	111	121	0.0		1/4	1/4	Spanner	2/4	1	1	0											55
61	56	111	121	0.125		1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	578								55
61	56	889/8	969/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	579								55
61	56	445/4	485/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	580								55
61	56	891/8	971/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	581								55
61	56	223/2	243/2	0.0		3/8	3/8	Spanner	2/4	1	1	0											
61	56	223/2	243/2	0.0		3/8	3/8	Spanner	2/4	1	1	0											56
61	56	223/2	243/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	582								56
61	56	893/8	973/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	583								56
61	56	447/4	487/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	584								56
61	56	895/8	975/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	585								56
61	56	110	120	0.0		0	0	Spanner	2/4	2	1	0											
61	56	110	120	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	586								
62	57	112	122	0.0		0	0	Spanner	2/4	1	1	0											
62	57	112	122	0.0		0	0	Spanner	2/4	1	1	0											57
62	57	112	122	0.125		0	0	Chord	2/4	1	1	1/32	1/32	1	587								57
62	57	897/8	977/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	588								57
62	57	449/4	489/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	589								57
62	57	899/8	979/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	590								57
62	57	225/2	245/2	0.0		1/8	1/8	Spanner	2/4	1	1	0											
62	57	225/2	245/2	0.0		1/8	1/8	Spanner	2/4	1	1	0											58
62	57	225/2	245/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	591								58
62	57	901/8	981/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	592								58
62	57	451/4	491/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	593								58
62	57	903/8	983/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	594								58
62	57	113	123	0.0		1/4	1/4	Spanner	2/4	1	1	0											
62	57	113	123	0.0		1/4	1/4	Spanner	2/4	1	1	0											59
62	57	113	123	0.125		1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	595								59
62	57	905/8	985/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	596								59
62	57	453/4	493/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	597								59
62	57	907/8	987/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	598								59
62	57	227/2	247/2	0.0		3/8	3/8	Spanner	2/4	1	1	0											60
62	57	227/2	247/2	0.0		3/8	3/8	Spanner	2/4	1	1	0											60
62	57	227/2	247/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	599								60
62	57	909/8	989/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	600								60
62	57	455/4	495/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	601								60
62	57	911/8	991/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	602								60
62	57	225/2	245/2	0.0		1/8	1/8	Dynamic	2/4	2	1	0				sf							
62	57	225/2	245/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	603								
62	57	227/2	247/2	0.0		3/8	3/8	Dynamic	2/4	2	1	0				sf							
62	57	227/2	247/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	604								
63	58	114	124	0.0		0	0	Spanner	2/4	1	1	0											
63	58	114	124	0.0		0	0	Spanner	2/4	1	1	0											61
63	58	114	124	0.125		0	0	Chord	2/4	1	1	1/32	1/32	1	605								61
63	58	913/8	993/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	606								61
63	58	457/4	497/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	607								61
63	58	915/8	995/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	608								61
63	58	229/2	249/2	0.0		1/8	1/8	Spanner	2/4	1	1	0											
63	58	229/2	249/2	0.0		1/8	1/8	Spanner	2/4	1	1	0											62
63	58	229/2	249/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	609								62
63	58	917/8	997/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	610								62
63	58	459/4	499/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	611								62
63	58	919/8	999/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	612								62
63	58	115	125	0.0		1/4	1/4	Spanner	2/4	1	1	0											
63	58	115	125	0.0		1/4	1/4	Spanner	2/4	1	1	0											63
63	58	115	125	0.125		1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	613								63
63	58	921/8	1001/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	614								63
63	58	461/4	501/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	615								63
63	58	923/8	1003/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	616								63
63	58	231/2	251/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0				f							
63	58	231/2	251/2	0.0		3/8	3/8	Spanner	2/4	1	1	0											
63	58	231/2	251/2	0.0		3/8	3/8	Spanner	2/4	1	1	0											64
63	58	231/2	251/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	617								64
63	58	925/8	1005/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	618								64
63	58	463/4	503/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	619								64
63	58	927/8	1007/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	620								64
63	58	114	124	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	621								
63	58	229/2	249/2	0.0		1/8	1/8	Dynamic	2/4	2	1	0				sf							
63	58	229/2	249/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	622								
63	58	231/2	251/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	623								
64	59	116	126	0.0		0	0	Spanner	2/4	1	1	0											
64	59	116	126	0.125		0	0	Chord	2/4	1	1	1/32	1/32	1	624								
64	59	929/8	1009/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	625								
64	59	465/4	505/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	626								
64	59	931/8	1011/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	627								
64	59	233/2	253/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	628								
64	59	933/8	1013/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	629								
64	59	467/4	507/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	630								
64	59	935/8	1015/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	631								
64	59	117	127	0.125		1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	632								
64	59	937/8	1017/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	633								
64	59	469/4	509/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	634								
64	59	939/8	1019/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	635								
64	59	235/2	255/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	636								
64	59	941/8	1021/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	637								
64	59	471/4	511/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	638								
64	59	943/8	1023/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	639								
64	59	116	126	0.0		0	0	Spanner	2/4	2	1	0											65
64	59	116	126	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	640								65
64	59	233/2	253/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	641								65
64	59	117	127	0.0		1/4	1/4	Spanner	2/4	2	1	0											
64	59	117	127	0.0		1/4	1/4	Spanner	2/4	2	1	0											66
64	59	117	127	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	642								66
64	59	235/2	255/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	643								66
65	60	118	128	0.125		0	0	Chord	2/4	1	1	1/32	1/32	1	644								
65	60	945/8	1025/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	645								
65	60	473/4	513/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	646								
65	60	947/8	1027/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	647								
65	60	237/2	257/2	0.0		1/8	1/8	Spanner	2/4	1	1	0											67
65	60	237/2	257/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	648								67
65	60	949/8	1029/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	649								67
65	60	475/4	515/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	650								67
65	60	951/8	1031/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	651								67
65	60	119	129	0.0		1/4	1/4	Spanner	2/4	1	1	0											
65	60	119	129	0.0		1/4	1/4	Spanner	2/4	1	1	0											68
65	60	119	129	0.125		1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	652								68
65	60	953/8	1033/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	653								68
65	60	477/4	517/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	654								68
65	60	955/8	1035/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	655								68
65	60	239/2	259/2	0.0		3/8	3/8	Spanner	2/4	1	1	0											
65	60	239/2	259/2	0.0		3/8	3/8	Spanner	2/4	1	1	0											69
65	60	239/2	259/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	656								69
65	60	957/8	1037/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	657								69
65	60	479/4	519/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	658								69
65	60	959/8	1039/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	659								69
65	60	118	128	0.0		0	0	Spanner	2/4	2	1	0											
65	60	118	128	0.0		0	0	Spanner	2/4	2	1	0											70
65	60	118	128	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	660								70
65	60	237/2	257/2	0.0		1/8	1/8	Spanner	2/4	2	1	0											
66	61	120	130	0.0		0	0	Spanner	2/4	1	1	0											
66	61	120	130	0.0		0	0	Spanner	2/4	1	1	0											71
66	61	120	130	0.125		0	0	Chord	2/4	1	1	1/32	1/32	1	661								71
66	61	961/8	1041/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	662								71
66	61	481/4	521/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	663								71
66	61	963/8	1043/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	664								71
66	61	241/2	261/2	0.0		1/8	1/8	Spanner	2/4	1	1	0											
66	61	241/2	261/2	0.0		1/8	1/8	Spanner	2/4	1	1	0											72
66	61	241/2	261/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	665								72
66	61	965/8	1045/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	666								72
66	61	483/4	523/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	667								72
66	61	967/8	1047/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	668								72
66	61	121	131	0.0		1/4	1/4	Spanner	2/4	1	1	0											
66	61	121	131	0.0		1/4	1/4	Spanner	2/4	1	1	0											73
66	61	121	131	0.125		1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	669								73
66	61	969/8	1049/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	670								73
66	61	485/4	525/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	671								73
66	61	971/8	1051/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	672								73
66	61	243/2	263/2	0.0		3/8	3/8	Spanner	2/4	1	1	0											
66	61	243/2	263/2	0.0		3/8	3/8	Spanner	2/4	1	1	0											74
66	61	243/2	263/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	673								74
66	61	973/8	1053/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	674								74
66	61	487/4	527/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	675								74
66	61	975/8	1055/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	676								74
66	61	241/2	261/2	0.0		1/8	1/8	Dynamic	2/4	2	1	0				sf							
66	61	241/2	261/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	677								
66	61	243/2	263/2	0.0		3/8	3/8	Dynamic	2/4	2	1	0				sf							
66	61	243/2	263/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	678								
67	62	122	132	0.0		0	0	Spanner	2/4	1	1	0											
67	62	122	132	0.0		0	0	Spanner	2/4	1	1	0											75
67	62	122	132	0.125		0	0	Chord	2/4	1	1	1/32	1/32	1	679								75
67	62	977/8	1057/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	680								75
67	62	489/4	529/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	681								75
67	62	979/8	1059/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	682								75
67	62	245/2	265/2	0.0		1/8	1/8	Spanner	2/4	1	1	0											
67	62	245/2	265/2	0.0		1/8	1/8	Spanner	2/4	1	1	0											76
67	62	245/2	265/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	683								76
67	62	981/8	1061/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	684								76
67	62	491/4	531/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	685								76
67	62	983/8	1063/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	686								76
67	62	123	133	0.0		1/4	1/4	Spanner	2/4	1	1	0											
67	62	123	133	0.0		1/4	1/4	Spanner	2/4	1	1	0											77
67	62	123	133	0.125		1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	687								77
67	62	985/8	1065/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	688								77
67	62	493/4	533/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	689								77
67	62	987/8	1067/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	690								77
67	62	247/2	267/2	0.0		3/8	3/8	Spanner	2/4	1	1	0											
67	62	247/2	267/2	0.0		3/8	3/8	Spanner	2/4	1	1	0											78
67	62	247/2	267/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	691								78
67	62	989/8	1069/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	692								78
67	62	495/4	535/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	693								78
67	62	991/8	1071/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	694								78
