mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	slur	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
18	18	139/4	139/4	0.0	3/16	3/16	Chord	2/4	1	1	0	grace16	1/16	1	261							
18	18	139/4	139/4	0.0	3/16	3/16	Chord	2/4	1	1	0	grace16	1/16	1	262							
18	18	139/4	139/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	263							
18	18	35	35	0.0	1/4	1/4	Spanner	2/4	1	1	0								4			
18	18	35	35	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	264		articStaccatoBelow	33	4			
18	18	141/4	141/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	265		articStaccatoBelow		4			
18	18	71/2	71/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	266			34	4			
18	18	285/8	285/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	267				4			
18	18	143/4	143/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	268			35	4			
18	18	287/8	287/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	269				4			
18	18	34	34	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	270							
18	18	273/8	273/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	271							
18	18	137/4	137/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	272							
18	18	275/8	275/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	273							
18	18	69/2	69/2	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	274							
18	18	277/8	277/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	275							
18	18	139/4	139/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	276							
18	18	279/8	279/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	277							
18	18	35	35	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	278							
18	18	281/8	281/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	279							
18	18	141/4	141/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	280							
18	18	283/8	283/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	281							
18	18	71/2	71/2	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	282							
18	18	285/8	285/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	283							
18	18	143/4	143/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	284							
18	18	287/8	287/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	285							
19	19	36	36	0.0	0	0	Spanner	2/4	1	1	0											
19	19	36	36	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	286							
19	19	145/4	145/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	287							
19	19	147/4	147/4	0.0	3/16	3/16	Spanner	2/4	1	1	0									6		
19	19	147/4	147/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	288					6		
19	19	149/4	149/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	289					6		
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	290					6		
19	19	36	36	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	291		articStaccatoAbove					
19	19	289/8	289/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	292		articStaccatoAbove					
19	19	145/4	145/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	293		articStaccatoAbove					
19	19	291/8	291/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	294		articStaccatoAbove					
19	19	73/2	73/2	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	295		articStaccatoAbove					
19	19	293/8	293/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	296		articStaccatoAbove					
19	19	147/4	147/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	297		articStaccatoAbove					
19	19	295/8	295/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	298		articStaccatoAbove					
19	19	37	37	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	299		articStaccatoAbove					
19	19	297/8	297/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	300		articStaccatoAbove					
19	19	149/4	149/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	301		articStaccatoAbove					
19	19	299/8	299/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	302		articStaccatoAbove					
19	19	75/2	75/2	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	303		articStaccatoAbove					
19	19	301/8	301/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	304		articStaccatoAbove					
19	19	151/4	151/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	305		articStaccatoAbove					
19	19	303/8	303/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	306		articStaccatoAbove					
20	20	38	38	0.0	0	0	Dynamic	2/4	1	1	0					sf						
20	20	38	38	0.0	0	0	Spanner	2/4	1	1	0											
20	20	153/4	153/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	307							
20	20	155/4	155/4	0.0	3/16	3/16	Spanner	2/4	1	1	0									7		
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	308					7		
20	20	157/4	157/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	309					7		
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	310					7		
20	20	38	38	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	311		articStaccatoAbove					
20	20	305/8	305/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	312		articStaccatoAbove					
20	20	153/4	153/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	313		articStaccatoAbove					
20	20	307/8	307/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	314		articStaccatoAbove					
20	20	77/2	77/2	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	315		articStaccatoAbove					
20	20	309/8	309/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	316		articStaccatoAbove					
20	20	155/4	155/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	317		articStaccatoAbove					
20	20	311/8	311/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	318		articStaccatoAbove					
20	20	39	39	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	319		articStaccatoAbove					
20	20	313/8	313/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	320		articStaccatoAbove					
20	20	157/4	157/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	321		articStaccatoAbove					
20	20	315/8	315/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	322		articStaccatoAbove					
20	20	79/2	79/2	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	323		articStaccatoAbove					
20	20	317/8	317/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	324		articStaccatoAbove					
20	20	159/4	159/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	325		articStaccatoAbove					
20	20	319/8	319/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	326		articStaccatoAbove					
21	21	40	40	0.0	0	0	Spanner	2/4	1	1	0											
21	21	40	40	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	327			36				
21	21	323/8	323/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	328			36				
21	21	81/2	81/2	1.5	1/8	1/8	Chord	2/4	1	1	3/8		1/4	3/2	329							
21	21	40	40	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	330							
21	21	40	40	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	331							
21	21	81/2	81/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	332							
21	21	41	41	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	333							
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	334							
21	21	40	40	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	335							
22	22	42	42	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	336			37				
22	22	169/4	169/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	337							
22	22	339/8	339/8	1.0	3/32	3/32	Chord	2/4	1	1	1/4		1/4	1	338							
22	22	347/8	347/8	0.375	11/32	11/32	Chord	2/4	1	1	3/32		1/16	3/2	339			38				
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	340							
22	22	42	42	1.5	0	0	Chord	2/4	1	2	3/8		1/4	3/2	341							
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	342							
22	22	42	42	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	343							
22	22	85/2	85/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	344							
22	22	43	43	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	345							
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	346							
22	22	42	42	1.5	0	0	Chord	2/4	2	2	3/8		1/4	3/2	347							
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	348							
22	22	42	42	2.0	0	0	Chord	2/4	2	3	1/2		1/2	1	349							
23	23	44	44	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	350			39				
23	23	89/2	89/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	351			39				
23	23	359/8	359/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	352							
23	23	45	45	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	353			40				
23	23	91/2	91/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	354			40				
23	23	367/8	367/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	355							
23	23	89/2	89/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	356							
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	357							
23	23	89/2	89/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	358							
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	359							
24	24	46	46	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	360			41				
24	24	185/4	185/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16		1/8	3/2	361			41				
24	24	47	47	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	362							
24	24	189/4	189/4	0.0	5/16	5/16	Spanner	2/4	1	1	0								5			
24	24	93/2	93/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	363				5			
24	24	47	47	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	364				5			
24	24	189/4	189/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	365			42	5			
24	24	95/2	95/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	366			42	5			
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	367				5			
24	24	93/2	93/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	368							
24	24	47	47	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	369							
24	24	189/4	189/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	370							
24	24	95/2	95/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	371							
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	372							
25	25	48	48	0.0	0	0	Spanner	2/4	1	1	0											
25	25	48	48	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	373							
25	25	97/2	97/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace32	1/32	1	374							
25	25	97/2	97/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace32	1/32	1	375							
25	25	97/2	97/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace32	1/32	1	376							
25	25	97/2	97/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace32	1/32	1	377							
25	25	97/2	97/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	378							
25	25	391/8	391/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	379							
25	25	49	49	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	380							
25	25	99/2	99/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	381							
25	25	397/8	397/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	382							
25	25	199/4	199/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	383							
25	25	399/8	399/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	384							
25	25	48	48	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	385							
25	25	97/2	97/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	386							
25	25	49	49	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	387							
25	25	197/4	197/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	388							
25	25	99/2	99/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	389							
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	390							
26	26	50	50	0.0	0	0	Spanner	2/4	1	1	0									8		
26	26	50	50	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	391			43		8		
26	26	203/4	203/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	392			43		8		
26	26	407/8	407/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	393					8		
26	26	51	51	0.0	1/4	1/4	Spanner	2/4	1	1	0											
26	26	103/2	103/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					p						
26	26	103/2	103/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	394			44				
26	26	207/4	207/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	395							
26	26	50	50	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	396							
26	26	101/2	101/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	397							
27	27	52	52	0.0	0	0	Spanner	2/4	1	1	0								6			
27	27	52	52	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	398			45	6			
27	27	419/8	419/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	399				6			
27	27	105/2	105/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	400				6			
27	27	107/2	107/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					sf						
27	27	107/2	107/2	0.0	3/8	3/8	Spanner	2/4	1	1	0											
27	27	107/2	107/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	401			46				
27	27	431/8	431/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	402							
27	27	52	52	1.5	0	0	Chord	2/4	1	2	3/8		1/4	3/2	403							
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	404							
27	27	52	52	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	405							
27	27	105/2	105/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	406							
27	27	53	53	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	407							
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	408							
27	27	52	52	1.5	0	0	Chord	2/4	2	2	3/8		1/4	3/2	409							
28	28	54	54	0.0	0	0	Dynamic	2/4	1	1	0					sf						
28	28	54	54	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	410			47				
28	28	435/8	435/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	411							
28	28	109/2	109/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0					sf						
28	28	109/2	109/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	412			48				
28	28	439/8	439/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	413							
28	28	55	55	0.0	1/4	1/4	Dynamic	2/4	1	1	0					sf						
28	28	55	55	0.375	1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	414			49				
28	28	443/8	443/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	415							
28	28	111/2	111/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0					p						
28	28	111/2	111/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	416							
28	28	445/8	445/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	417							
28	28	223/4	223/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	418							
28	28	447/8	447/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	419							
28	28	54	54	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	420							
28	28	109/2	109/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	421							
28	28	55	55	0.0	1/4	1/4	Spanner	2/4	1	2	0									9		
28	28	55	55	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	422					9		
28	28	111/2	111/2	0.0	3/8	3/8	Spanner	2/4	1	2	0											
28	28	54	54	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	423							
28	28	109/2	109/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	424							
28	28	55	55	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	425							
29	29	56	56	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	426							
29	29	449/8	449/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	427							
29	29	225/4	225/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	428							
29	29	451/8	451/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	429							
29	29	113/2	113/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	430							
29	29	453/8	453/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	431							
29	29	227/4	227/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	432							
29	29	455/8	455/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	433							
29	29	57	57	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	434							
29	29	457/8	457/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	435							
29	29	229/4	229/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	436							
29	29	459/8	459/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	437							
29	29	115/2	115/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	438							
29	29	461/8	461/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	439							
29	29	231/4	231/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	440							
29	29	463/8	463/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	441							
30	30	58	58	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	442							
30	30	465/8	465/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	443							
30	30	233/4	233/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	444							
30	30	467/8	467/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	445							
30	30	117/2	117/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	446							
30	30	469/8	469/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	447							
30	30	235/4	235/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	448							
30	30	471/8	471/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	449							
30	30	59	59	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	450							
30	30	473/8	473/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	451							
30	30	237/4	237/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	452							
30	30	475/8	475/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	453							
30	30	119/2	119/2	0.0	3/8	3/8	Spanner	2/4	1	1	0								7			
30	30	119/2	119/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	454		articStaccatoAbove	50	7			
30	30	477/8	477/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	455		articStaccatoAbove	50	7			
30	30	239/4	239/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	456		articStaccatoAbove	50	7			
30	30	479/8	479/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	457		articStaccatoAbove		7			
31	31	60	60	0.0	0	0	Spanner	2/4	1	1	0											
31	31	60	60	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	458			51				
31	31	121/2	121/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	459			51				
31	31	61	61	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	460			51				
31	31	123/2	123/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	461			51				
31	31	247/4	247/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	462							
31	31	60	60	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	463							
31	31	481/8	481/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	464							
31	31	241/4	241/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	465							
31	31	483/8	483/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	466							
31	31	121/2	121/2	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	467							
31	31	485/8	485/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	468							
31	31	243/4	243/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	469							
31	31	487/8	487/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	470							
31	31	61	61	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	471							
31	31	489/8	489/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	472							
31	31	245/4	245/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	473							
31	31	491/8	491/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	474							
31	31	123/2	123/2	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	475							
31	31	493/8	493/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	476							
31	31	247/4	247/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	477							
31	31	495/8	495/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	478							
32	32	62	62	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	479			52				
32	32	125/2	125/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace32	1/32	1	480			52				
32	32	125/2	125/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace32	1/32	1	481			52				
32	32	125/2	125/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace32	1/32	1	482			52				
32	32	125/2	125/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace32	1/32	1	483			52				
32	32	125/2	125/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	484			52				
32	32	251/4	251/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	485							
32	32	63	63	0.0	1/4	1/4	Spanner	2/4	1	1	0								8			
32	32	63	63	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	486		articStaccatoAbove	53	8			
32	32	253/4	253/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	487		articStaccatoAbove		8			
32	32	127/2	127/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	488			54	8			
32	32	509/8	509/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	489				8			
32	32	255/4	255/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	490			55	8			
32	32	511/8	511/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	491				8			
32	32	62	62	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	492							
32	32	497/8	497/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	493							
32	32	249/4	249/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	494							
32	32	499/8	499/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	495							
32	32	125/2	125/2	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	496							
32	32	501/8	501/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	497							
32	32	251/4	251/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	498							
32	32	503/8	503/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	499							
32	32	63	63	0.125	1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	500							
32	32	505/8	505/8	0.125	9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	501							
32	32	253/4	253/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	502							
32	32	507/8	507/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	503							
32	32	127/2	127/2	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	504							
32	32	509/8	509/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	505							
32	32	255/4	255/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	506							
32	32	511/8	511/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	507							
33	33	64	64	0.0	0	0	Dynamic	2/4	1	1	0					p						
33	33	64	64	0.0	0	0	Spanner	2/4	1	1	0											
33	33	64	64	0.0	0	0	Spanner	2/4	1	1	0									10		
33	33	64	64	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	508			56		10		
33	33	513/8	513/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	509			56		10		
33	33	257/4	257/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	510			56		10		
33	33	515/8	515/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	511					10		
33	33	129/2	129/2	0.0	1/8	1/8	Spanner	2/4	1	1	0											
33	33	129/2	129/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	512							
33	33	65	65	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	513							
33	33	521/8	521/8	0.0625	9/32	9/32	Chord	2/4	1	1	1/64		1/64	1	514			57				
33	33	1043/16	1043/16	0.0625	19/64	19/64	Chord	2/4	1	1	1/64		1/64	1	515							
