mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
337	327	2609/4	2689/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3339									
337	327	1305/2	1345/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3340									
337	327	2611/4	2691/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3341									
337	327	653	673	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3342									
337	327	2613/4	2693/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3343									
337	327	1307/2	1347/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3344									
337	327	2615/4	2695/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3345									
337	327	652	672	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	3346									
337	327	2609/4	2689/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	3347									
337	327	1305/2	1345/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	3348									
337	327	2611/4	2691/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	3349									
337	327	653	673	0.0		1/4	1/4	Dynamic	2/4	2	1	0				sf								
337	327	653	673	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	3350									
337	327	1305/2	1345/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	3351									
337	327	653	673	1.0		1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	3352									
337	327	2609/4	2689/4	0.75		1/16	1/16	Chord	2/4	2	3	3/16	1/8	3/2	3353									
338	328	654	674	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3354									
338	328	2617/4	2697/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3355									
338	328	1309/2	1349/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3356									
338	328	2619/4	2699/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3357									
338	328	655	675	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3358									
338	328	2621/4	2701/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3359									
338	328	1311/2	1351/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3360									
338	328	2623/4	2703/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3361									
338	328	654	674	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	3362									
338	328	2617/4	2697/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	3363									
338	328	1309/2	1349/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	3364									
338	328	2619/4	2699/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	3365									
338	328	655	675	0.0		1/4	1/4	Dynamic	2/4	2	1	0				sf								
338	328	655	675	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	3366									
338	328	1309/2	1349/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	3367									
338	328	655	675	1.0		1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	3368									
338	328	2617/4	2697/4	0.75		1/16	1/16	Chord	2/4	2	3	3/16	1/8	3/2	3369									
339	329	656	676	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3370									
339	329	2625/4	2705/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3371									
339	329	1313/2	1353/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3372									
339	329	2627/4	2707/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3373									
339	329	657	677	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3374									
339	329	2629/4	2709/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3375									
339	329	1315/2	1355/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3376									
339	329	2631/4	2711/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3377									
339	329	2625/4	2705/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	3378									
339	329	1313/2	1353/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	3379									
339	329	2627/4	2707/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	3380									
339	329	657	677	0.0		1/4	1/4	Dynamic	2/4	2	1	0				sf								
339	329	657	677	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	3381									
339	329	1313/2	1353/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	3382									
339	329	657	677	1.0		1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	3383									
339	329	2625/4	2705/4	0.75		1/16	1/16	Chord	2/4	2	3	3/16	1/8	3/2	3384									
340	330	658	678	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3385									
340	330	2633/4	2713/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3386									
340	330	1317/2	1357/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3387									
340	330	2635/4	2715/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3388									
340	330	659	679	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3389									
340	330	2637/4	2717/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3390									
340	330	1319/2	1359/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3391									
340	330	2639/4	2719/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3392									
340	330	658	678	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	3393									
340	330	2633/4	2713/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	3394									
340	330	1317/2	1357/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	3395									
340	330	2635/4	2715/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	3396									
340	330	659	679	0.0		1/4	1/4	Dynamic	2/4	2	1	0				sf								
340	330	659	679	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	3397									
340	330	1317/2	1357/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	3398									
340	330	659	679	1.0		1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	3399									
340	330	2633/4	2713/4	0.75		1/16	1/16	Chord	2/4	2	3	3/16	1/8	3/2	3400									
341	331	660	680	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3401									
341	331	2641/4	2721/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3402									
341	331	1321/2	1361/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3403									
341	331	2643/4	2723/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3404									
341	331	661	681	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3405									
341	331	2645/4	2725/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3406									
341	331	1323/2	1363/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3407									
341	331	2647/4	2727/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3408									
341	331	2641/4	2721/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	3409									
341	331	1321/2	1361/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	3410									
341	331	2643/4	2723/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	3411									
341	331	661	681	0.0		1/4	1/4	Dynamic	2/4	2	1	0				sf								
341	331	661	681	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	3412									
341	331	1321/2	1361/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	3413									
341	331	661	681	1.0		1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	3414									
341	331	2641/4	2721/4	0.75		1/16	1/16	Chord	2/4	2	3	3/16	1/8	3/2	3415									
342	332	662	682	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3416									
342	332	2649/4	2729/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3417									
342	332	1325/2	1365/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3418									
342	332	2651/4	2731/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3419									
342	332	663	683	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3420									
342	332	2653/4	2733/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3421									
342	332	1327/2	1367/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3422									
342	332	2655/4	2735/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3423									
342	332	662	682	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	3424									
342	332	2649/4	2729/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	3425									
342	332	1325/2	1365/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	3426									
342	332	2651/4	2731/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	3427									
342	332	663	683	0.0		1/4	1/4	Dynamic	2/4	2	1	0				sf								
342	332	663	683	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	3428									
342	332	1325/2	1365/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	3429									
342	332	663	683	1.0		1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	3430									
342	332	2649/4	2729/4	0.75		1/16	1/16	Chord	2/4	2	3	3/16	1/8	3/2	3431									
343	333	664	684	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3432									
343	333	2657/4	2737/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3433									
343	333	1329/2	1369/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3434									
343	333	2659/4	2739/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3435									
343	333	665	685	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3436									
343	333	2661/4	2741/4	0.0		5/16	5/16	Dynamic	2/4	1	1	0				sf								
343	333	2661/4	2741/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3437									
343	333	1331/2	1371/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3438									
343	333	2663/4	2743/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3439									
343	333	664	684	0.0		0	0	StaffText	2/4	2	1	0						<i>più <sym>dynamicForte</sym></i>						
343	333	2657/4	2737/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	3440									
343	333	1329/2	1369/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	3441									
343	333	2659/4	2739/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	3442									
343	333	665	685	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	3443									
343	333	1329/2	1369/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	3444									
343	333	665	685	1.0		1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	3445									
343	333	2657/4	2737/4	0.75		1/16	1/16	Chord	2/4	2	3	3/16	1/8	3/2	3446									
344	334	666	686	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3447									
344	334	2665/4	2745/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3448									
344	334	1333/2	1373/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3449									
344	334	2667/4	2747/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3450									
344	334	667	687	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3451									
344	334	2669/4	2749/4	0.0		5/16	5/16	Dynamic	2/4	1	1	0				sf								
344	334	2669/4	2749/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3452									
344	334	1335/2	1375/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3453									
344	334	2671/4	2751/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3454									
344	334	666	686	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	3455									
344	334	2665/4	2745/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	3456									
344	334	1333/2	1373/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	3457									
344	334	2667/4	2747/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	3458									
344	334	667	687	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	3459									
344	334	1333/2	1373/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	3460									
344	334	667	687	1.0		1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	3461									
344	334	2665/4	2745/4	0.75		1/16	1/16	Chord	2/4	2	3	3/16	1/8	3/2	3462									
345	335	668	688	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3463									
345	335	2673/4	2753/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3464									
345	335	1337/2	1377/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3465									
345	335	2675/4	2755/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3466									
345	335	669	689	0.0		1/4	1/4	Dynamic	2/4	1	1	0				sf								
345	335	669	689	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3467									
345	335	2677/4	2757/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3468									
345	335	1339/2	1379/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3469									
345	335	2679/4	2759/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3470									
345	335	668	688	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	3471									
345	335	2673/4	2753/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	3472									
345	335	1337/2	1377/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	3473									
345	335	2675/4	2755/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	3474									
345	335	669	689	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	3475									
345	335	1337/2	1377/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	3476									
345	335	669	689	1.0		1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	3477									
345	335	2673/4	2753/4	0.75		1/16	1/16	Chord	2/4	2	3	3/16	1/8	3/2	3478									
346	336	670	690	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3479									
346	336	2681/4	2761/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3480									
346	336	1341/2	1381/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3481									
346	336	2683/4	2763/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3482									
346	336	671	691	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3483									
346	336	2685/4	2765/4	0.0		5/16	5/16	Dynamic	2/4	1	1	0				sf								
346	336	2685/4	2765/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3484									
346	336	1343/2	1383/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3485									
346	336	2687/4	2767/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3486									
346	336	670	690	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	3487									
346	336	2681/4	2761/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	3488									
346	336	1341/2	1381/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	3489									
346	336	2683/4	2763/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	3490									
346	336	671	691	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	3491									
346	336	1341/2	1381/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	3492									
346	336	671	691	1.0		1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	3493									
346	336	2681/4	2761/4	0.75		1/16	1/16	Chord	2/4	2	3	3/16	1/8	3/2	3494									
347	337	672	692	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3495									
347	337	2689/4	2769/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3496									
347	337	1345/2	1385/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3497									
347	337	2691/4	2771/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3498									
347	337	673	693	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3499									
347	337	2693/4	2773/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3500									
347	337	1347/2	1387/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3501									
347	337	2695/4	2775/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3502									
347	337	2689/4	2769/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	3503									
347	337	1345/2	1385/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	3504									
347	337	2691/4	2771/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	3505									
347	337	673	693	0.0		1/4	1/4	Dynamic	2/4	2	1	0				sf								
347	337	673	693	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	3506									
347	337	1345/2	1385/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	3507									
347	337	673	693	1.0		1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	3508									
347	337	2689/4	2769/4	0.75		1/16	1/16	Chord	2/4	2	3	3/16	1/8	3/2	3509									
348	338	674	694	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3510									
348	338	2697/4	2777/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3511									
348	338	1349/2	1389/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3512									
348	338	2699/4	2779/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3513									
348	338	675	695	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3514									
348	338	2701/4	2781/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3515									
348	338	1351/2	1391/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3516									
348	338	2703/4	2783/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3517									
348	338	674	694	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	3518									
348	338	2697/4	2777/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	3519									
348	338	1349/2	1389/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	3520									
348	338	2699/4	2779/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	3521									
348	338	675	695	0.0		1/4	1/4	Dynamic	2/4	2	1	0				sf								
348	338	675	695	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	3522									
348	338	1349/2	1389/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	3523									
348	338	675	695	1.0		1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	3524									
348	338	2697/4	2777/4	0.75		1/16	1/16	Chord	2/4	2	3	3/16	1/8	3/2	3525									
349	339	676	696	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3526									
349	339	2705/4	2785/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3527									
349	339	1353/2	1393/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3528									
349	339	2707/4	2787/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3529									
349	339	677	697	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3530									
349	339	2709/4	2789/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3531									
349	339	1355/2	1395/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3532									
349	339	2711/4	2791/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3533									
349	339	2705/4	2785/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	3534									
349	339	1353/2	1393/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	3535									
349	339	2707/4	2787/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	3536									
349	339	677	697	0.0		1/4	1/4	Dynamic	2/4	2	1	0				sf								
349	339	677	697	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	3537									
349	339	1353/2	1393/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	3538									
349	339	677	697	1.0		1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	3539									
349	339	2705/4	2785/4	0.75		1/16	1/16	Chord	2/4	2	3	3/16	1/8	3/2	3540									
350	340	678	698	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3541									
350	340	2713/4	2793/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3542									
350	340	1357/2	1397/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3543									
350	340	2715/4	2795/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3544									
350	340	679	699	0.0		1/4	1/4	Spanner	2/4	1	1	0												2
350	340	679	699	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3545									2
350	340	2717/4	2797/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3546									2
350	340	1359/2	1399/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3547									2
350	340	2719/4	2799/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3548									2
350	340	2713/4	2793/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	3549									
350	340	1357/2	1397/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	3550									
350	340	2715/4	2795/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	3551									
350	340	679	699	0.0		1/4	1/4	Dynamic	2/4	2	1	0				sf								
350	340	679	699	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	3552									
350	340	1357/2	1397/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	3553									
350	340	679	699	1.0		1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	3554									
350	340	2713/4	2793/4	0.75		1/16	1/16	Chord	2/4	2	3	3/16	1/8	3/2	3555									
351	341	680	700	0.0		0	0	Dynamic	2/4	1	1	0				ff								2
351	341	680	700	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3556									2
351	341	2721/4	2801/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3557									2
351	341	1361/2	1401/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3558									2
351	341	2723/4	2803/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3559									2
351	341	681	701	0.0		1/4	1/4	Dynamic	2/4	1	1	0				sf								2
351	341	681	701	1.0		1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	3560									2
351	341	680	700	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	3561									
351	341	1363/2	1403/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	3562									
351	341	2727/4	2807/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	3563									
351	341	1363/2	1403/2	0.5		3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	3564									
352	342	682	702	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3565									2
352	342	2729/4	2809/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3566									2
352	342	1365/2	1405/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3567									2
352	342	2731/4	2811/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3568									2
352	342	683	703	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3569									2
352	342	2733/4	2813/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3570									2
352	342	1367/2	1407/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3571									2
352	342	2735/4	2815/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3572									2
352	342	682	702	0.0		0	0	Dynamic	2/4	2	1	0				sf								
352	342	682	702	1.5		0	0	Chord	2/4	2	1	3/8	1/4	3/2	3573									
352	342	1367/2	1407/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	3574									
352	342	682	702	1.5		0	0	Chord	2/4	2	2	3/8	1/4	3/2	3575									
353	343	684	704	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3576									2
353	343	2737/4	2817/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3577									2
353	343	1369/2	1409/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3578									2
353	343	2739/4	2819/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3579									2
353	343	685	705	0.0		1/4	1/4	Dynamic	2/4	1	1	0				sf								2
353	343	685	705	1.0		1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	3580									2
353	343	684	704	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	3581									
353	343	1371/2	1411/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	3582									
353	343	2743/4	2823/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	3583									
353	343	1371/2	1411/2	0.5		3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	3584									
354	344	686	706	0.0		0	0	Dynamic	2/4	1	1	0				sf								2
354	344	686	706	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3585									2
354	344	2745/4	2825/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3586									2
354	344	1373/2	1413/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3587									2
354	344	2747/4	2827/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3588									2
354	344	687	707	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3589									2
354	344	2749/4	2829/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3590									2
354	344	1375/2	1415/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3591									2
354	344	2751/4	2831/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3592									2
354	344	686	706	1.5		0	0	Chord	2/4	2	1	3/8	1/4	3/2	3593									
354	344	1375/2	1415/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	3594									
354	344	686	706	1.5		0	0	Chord	2/4	2	2	3/8	1/4	3/2	3595									
355	345	688	708	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3596									2
355	345	2753/4	2833/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3597									2
