mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin
70	70	139	139	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1092						
71	71	140	140	0.375	0	0	Chord	2/4	1	1	3/32	1/16	3/2	1093				180		
71	71	1123/8	1123/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	1094						
71	71	281/2	281/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1095			articStaccatoAbove			
71	71	563/4	563/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1096			articStaccatoAbove			
71	71	140	140	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	1097						
71	71	141	141	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	1098						
71	71	1135/8	1135/8	0.125	15/32	15/32	Chord	2/4	1	2	1/32	1/32	1	1099						
71	71	140	140	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1100						
71	71	141	141	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1101						
71	71	283/2	283/2	0.0	3/8	3/8	Dynamic	2/4	2	1	0					ff				
72	72	142	142	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1102						
72	72	143	143	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1103						
72	72	575/4	575/4	0.0	7/16	7/16	Dynamic	2/4	1	1	0					p				
72	72	575/4	575/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1104				181		
72	72	142	142	0.0	0	0	Dynamic	2/4	2	1	0					ff				
72	72	142	142	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1105						
72	72	143	143	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1106						
72	72	575/4	575/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1107				182		
73	73	144	144	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1108				181		
73	73	577/4	577/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1109						
73	73	579/4	579/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1110				183		
73	73	145	145	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1111				183		
73	73	581/4	581/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1112						
73	73	583/4	583/4	0.1875	7/16	7/16	Chord	2/4	1	1	3/64	1/32	3/2	1113						
73	73	2335/16	2335/16	0.0625	31/64	31/64	Chord	2/4	1	1	1/64	1/64	1	1114						
73	73	144	144	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1115				182		
73	73	577/4	577/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1116						
73	73	579/4	579/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1117				184		
73	73	145	145	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1118				184		
73	73	581/4	581/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1119						
74	74	146	146	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1120				185		
74	74	585/4	585/4	0.1875	1/16	1/16	Chord	2/4	1	1	3/64	1/32	3/2	1121			ornamentTurn	185		
74	74	2343/16	2343/16	0.0625	7/64	7/64	Chord	2/4	1	1	1/64	1/64	1	1122						
74	74	293/2	293/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1123				186		
74	74	587/4	587/4	0.1875	3/16	3/16	Chord	2/4	1	1	3/64	1/32	3/2	1124			ornamentTurn	186		
74	74	2351/16	2351/16	0.0625	15/64	15/64	Chord	2/4	1	1	1/64	1/64	1	1125						
74	74	147	147	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1126						
74	74	146	146	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	1127						
74	74	147	147	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	1128						
74	74	146	146	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1129						
74	74	147	147	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1130						
74	74	591/4	591/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1131				187		
75	75	148	148	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1132				188		
75	75	297/2	297/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1133						
75	75	149	149	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1134				189		
75	75	299/2	299/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1135						
75	75	599/4	599/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1136				190		
75	75	148	148	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1137				187		
75	75	593/4	593/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1138						
75	75	595/4	595/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1139				191		
75	75	149	149	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1140				191		
75	75	597/4	597/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1141						
76	76	150	150	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1142			articStaccatoAbove			
76	76	601/4	601/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1143				192		
76	76	301/2	301/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1144						
76	76	603/4	603/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1145				193		
76	76	151	151	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1146				193		
76	76	605/4	605/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1147				193		
76	76	303/2	303/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1148				193		
76	76	607/4	607/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1149						
76	76	151	151	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	1150						
77	77	152	152	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1151						
77	77	609/4	609/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0					p				
77	77	609/4	609/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1152			articStaccatoBelow	194		
77	77	305/2	305/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1153			articStaccatoBelow	194		
77	77	611/4	611/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1154			articStaccatoBelow			
77	77	153	153	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1155			articStaccatoBelow	195		
77	77	613/4	613/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1156			articStaccatoBelow	195		
77	77	307/2	307/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1157			articStaccatoBelow	195		
77	77	615/4	615/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1158			articStaccatoBelow			
77	77	152	152	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1159						
77	77	153	153	0.375	1/4	1/4	Chord	2/4	2	1	3/32	1/16	3/2	1160				196		
77	77	1227/8	1227/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32	1/32	1	1161						
77	77	307/2	307/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1162			articStaccatoBelow			
77	77	615/4	615/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1163			articStaccatoBelow			
78	78	154	154	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1164			articStaccatoAbove	197		
78	78	617/4	617/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1165			articStaccatoAbove	197		
78	78	309/2	309/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1166			articStaccatoAbove	197		
78	78	619/4	619/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1167			articStaccatoAbove			
78	78	155	155	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1168			articStaccatoAbove	198		
78	78	621/4	621/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1169			articStaccatoAbove	198		
78	78	311/2	311/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1170			articStaccatoAbove	198		
78	78	623/4	623/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1171			articStaccatoAbove			
78	78	154	154	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1172						
78	78	155	155	0.375	1/4	1/4	Chord	2/4	2	1	3/32	1/16	3/2	1173				199		
78	78	1243/8	1243/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32	1/32	1	1174						
78	78	311/2	311/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1175			articStaccatoAbove			
78	78	623/4	623/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1176			articStaccatoAbove			
79	79	156	156	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1177			articStaccatoAbove	200		
79	79	625/4	625/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1178			articStaccatoAbove	200		
79	79	313/2	313/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1179			articStaccatoAbove	200		
79	79	627/4	627/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1180			articStaccatoAbove			
79	79	157	157	0.0	1/4	1/4	Dynamic	2/4	1	1	0					sf				
79	79	157	157	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1181			ornamentTurn			
79	79	629/4	629/4	0.0	5/16	5/16	Dynamic	2/4	1	1	0					sf				
79	79	629/4	629/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1182				201		
79	79	315/2	315/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	1183				201		
79	79	1261/8	1261/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	1184						
79	79	631/4	631/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	1185			articStaccatoAbove			
79	79	1263/8	1263/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	1186			articStaccatoAbove			
79	79	156	156	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1187			articStaccatoAbove			
79	79	157	157	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	1188						
80	80	158	158	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1189						
80	80	633/4	633/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0					sf				
80	80	633/4	633/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16	1/8	3/2	1190						
80	80	637/4	637/4	0.0	5/16	5/16	Dynamic	2/4	1	1	0					f				
80	80	637/4	637/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1191			ornamentTrill			
80	80	319/2	319/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1192			articStaccatoAbove			
80	80	639/4	639/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1193			articStaccatoAbove			
80	80	158	158	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1194						
81	81	160	160	0.0	0	0	Dynamic	2/4	1	1	0					sfp				
81	81	160	160	0.0	0	0	Dynamic	2/4	1	1	0					p				
81	81	160	160	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1195				202		
81	81	161	161	0.125	1/4	1/4	Chord	2/4	1	1	1/32	1/32	1	1196				202		
81	81	1289/8	1289/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	1197				202		
81	81	645/4	645/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	1198				202		
81	81	1291/8	1291/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	1199				202		
81	81	323/2	323/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	1200				202		
81	81	1293/8	1293/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	1201				202		
81	81	647/4	647/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	1202				202		
81	81	1295/8	1295/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	1203						
81	81	161	161	0.0	1/4	1/4	Dynamic	2/4	2	1	0					pp				
81	81	161	161	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	1204						
82	82	162	162	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1205				203		
82	82	163	163	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1206						
82	82	162	162	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1207				204		
82	82	163	163	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1208						
