mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	crescendo_line	diminuendo_line
18	18	137/4	137/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	285								
18	18	69/2	69/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	286								
18	18	139/4	139/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	287								
18	18	35	35	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	288								
18	18	141/4	141/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	289								
18	18	71/2	71/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	290								
18	18	143/4	143/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	291								
19	19	36	36	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	292				26				
19	19	37	37	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	293				26				
19	19	149/4	149/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	294				26				
19	19	75/2	75/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	295				26				
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	296								
19	19	36	36	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	297								
19	19	145/4	145/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	298								
19	19	73/2	73/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	299								
19	19	147/4	147/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	300								
19	19	37	37	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	301								
19	19	149/4	149/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	302								
19	19	75/2	75/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	303								
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	304								
20	20	38	38	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	305				27				
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	306				27				
20	20	39	39	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	307			ornamentTurnInverted	27				
20	20	79/2	79/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	308				27				
20	20	319/8	319/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	309								
20	20	38	38	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	310								
20	20	153/4	153/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	311								
20	20	77/2	77/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	312								
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	313								
20	20	39	39	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	314								
20	20	157/4	157/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	315								
20	20	79/2	79/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	316								
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	317								
21	21	40	40	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	318								
21	21	41	41	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	319			ornamentTurn	28				
21	21	167/4	167/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	320				28				
21	21	335/8	335/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	321								
21	21	40	40	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	322								
21	21	161/4	161/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	323								
21	21	81/2	81/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	324								
21	21	163/4	163/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	325								
21	21	41	41	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	326								
21	21	165/4	165/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	327								
21	21	83/2	83/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	328								
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	329								
22	22	42	42	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	330								
22	22	42	42	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	331								
22	22	42	42	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	332								
22	22	42	42	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	333				29				
22	22	337/8	337/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	334								
22	22	169/4	169/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	335				30				
22	22	85/2	85/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	336				30				
22	22	171/4	171/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	337				30				
22	22	343/8	343/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	338				30				
22	22	43	43	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	339				30				
22	22	345/8	345/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	340				30				
22	22	173/4	173/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	341				30				
22	22	347/8	347/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	342				30				
22	22	87/2	87/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	343				30				
22	22	349/8	349/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	344				30				
22	22	175/4	175/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	345				30				
22	22	351/8	351/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	346								
22	22	169/4	169/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	347								
22	22	85/2	85/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	348								
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	349								
22	22	173/4	173/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	350								
22	22	87/2	87/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	351								
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	352								
23	23	44	44	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	353								
23	23	179/4	179/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	354				31				
23	23	45	45	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	355				31				
23	23	181/4	181/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	356				31				
23	23	91/2	91/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	357				31				
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	358								
23	23	44	44	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	359								
24	24	46	46	0.0	0	0	Spanner	2/4	1	1	0											0	
24	24	46	46	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	360							0	
24	24	185/4	185/4	0.0	1/16	1/16	Spanner	2/4	1	1	0												
24	24	93/2	93/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	361								
24	24	47	47	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	362								
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	363								
24	24	46	46	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	364	<			32				
24	24	185/4	185/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	365								
24	24	93/2	93/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	366				33				
24	24	187/4	187/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	367								
24	24	47	47	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	368				34				
24	24	189/4	189/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	369								
24	24	95/2	95/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	370				35				
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	371								
24	24	46	46	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	372								
25	25	48	48	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	373								
25	25	99/2	99/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	374				36				
25	25	399/8	399/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	375								
25	25	48	48	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	376								
25	25	195/4	195/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	377								
25	25	49	49	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	378				37				
25	25	197/4	197/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	379				37				
25	25	99/2	99/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	380				37				
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	381								
26	26	50	50	0.0	0	0	Spanner	2/4	1	1	0											1	
26	26	50	50	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	382				38			1	
26	26	201/4	201/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	383							1	
26	26	101/2	101/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	384				39			1	
26	26	203/4	203/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	385							1	
26	26	51	51	0.0	1/4	1/4	Spanner	2/4	1	1	0												
26	26	51	51	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	386				40				
26	26	205/4	205/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	387								
26	26	103/2	103/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	388				41				
26	26	207/4	207/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	389								
26	26	50	50	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	390								
26	26	51	51	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	391								
26	26	50	50	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	392								
26	26	51	51	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	393								
27	27	52	52	0.0	0	0	Spanner	2/4	1	1	0										0		
27	27	52	52	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	394						0		
27	27	209/4	209/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0						p				0		
27	27	52	52	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	395				42		0		
27	27	209/4	209/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	396						0		
27	27	105/2	105/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	397				43		0		
27	27	211/4	211/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	398						0		
27	27	53	53	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	399				44		0		
27	27	213/4	213/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	400						0		
27	27	107/2	107/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	401				45		0		
27	27	215/4	215/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	402						0		
27	27	52	52	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	403								
28	28	54	54	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	404						0		
28	28	109/2	109/2	0.0	1/8	1/8	Spanner	2/4	1	1	0									0	0		
28	28	54	54	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	405				46	0	0		
28	28	217/4	217/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	406					0	0		
28	28	109/2	109/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	407				47	0	0		
28	28	219/4	219/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	408					0	0		
28	28	55	55	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	409	pp			48	0	0		
28	28	221/4	221/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	410					0	0		
28	28	111/2	111/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	411				49	0	0		
28	28	223/4	223/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	412					0	0		
28	28	54	54	0.0	0	0	Dynamic	2/4	2	1	0						pp						
28	28	54	54	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	413								
29	29	56	56	0.0	0	0	Spanner	2/4	1	1	0												
29	29	56	56	0.0	0	0	Spanner	2/4	1	1	0												
29	29	56	56	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	414				50				
29	29	57	57	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	415				50				
29	29	56	56	0.0	0	0	Dynamic	2/4	1	2	0						p						
29	29	56	56	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	416	p							
29	29	225/4	225/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	417								
29	29	113/2	113/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	418								
29	29	227/4	227/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	419								
29	29	57	57	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	420								
29	29	229/4	229/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	421								
29	29	115/2	115/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	422								
29	29	231/4	231/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	423								
29	29	56	56	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	424				51				
29	29	57	57	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	425				51				
30	30	58	58	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	426				50				
30	30	119/2	119/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	427								
30	30	58	58	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	428								
30	30	233/4	233/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	429								
30	30	117/2	117/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	430								
30	30	235/4	235/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	431								
30	30	59	59	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	432								
30	30	237/4	237/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	433								
30	30	119/2	119/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	434								
30	30	239/4	239/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	435								
30	30	58	58	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	436				51				
30	30	59	59	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	437								
31	31	60	60	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	438				52				
31	31	121/2	121/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	439				52				
31	31	61	61	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	440				52				
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	441								
31	31	60	60	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	442								
31	31	241/4	241/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	443								
31	31	121/2	121/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	444								
31	31	243/4	243/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	445								
31	31	61	61	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	446								
31	31	245/4	245/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	447								
31	31	123/2	123/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	448								
31	31	247/4	247/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	449								
31	31	60	60	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	450								
31	31	121/2	121/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	451								
31	31	61	61	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	452								
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	453								
32	32	62	62	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	454				53				
32	32	127/2	127/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	455				53				
32	32	62	62	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	456								
32	32	249/4	249/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	457								
32	32	125/2	125/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	458								
32	32	251/4	251/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	459								
32	32	63	63	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	460								
32	32	253/4	253/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	461								
32	32	127/2	127/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	462								
32	32	255/4	255/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	463								
32	32	62	62	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	464				54				
32	32	63	63	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	465				54				
33	33	64	64	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	466								
33	33	65	65	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	467				55				
33	33	263/4	263/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	468				55				
33	33	527/8	527/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	469								
33	33	64	64	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	470								
33	33	257/4	257/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	471								
33	33	129/2	129/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	472								
33	33	259/4	259/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	473								
33	33	65	65	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	474								
33	33	261/4	261/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	475								
33	33	131/2	131/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	476								
33	33	263/4	263/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	477								
33	33	64	64	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	478				54				
33	33	65	65	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	479								
34	34	66	66	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	480				56				
34	34	67	67	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	481				56				
34	34	66	66	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	482								
34	34	265/4	265/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	483								
34	34	133/2	133/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	484								
34	34	267/4	267/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	485								
34	34	67	67	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	486								
34	34	269/4	269/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	487								
34	34	135/2	135/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	488								
34	34	271/4	271/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	489								
34	34	66	66	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	490				57				
34	34	67	67	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	491				57				
35	35	68	68	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	492								
35	35	69	69	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	493			articStaccatoAbove	58				
35	35	277/4	277/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	494			articStaccatoAbove	58				
35	35	139/2	139/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	495			articStaccatoAbove	58				
35	35	279/4	279/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	496			articStaccatoAbove					
35	35	68	68	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	497								
35	35	273/4	273/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	498								
35	35	137/2	137/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	499								
35	35	275/4	275/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	500								
35	35	69	69	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	501								
35	35	277/4	277/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	502								
35	35	139/2	139/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	503								
35	35	279/4	279/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	504								
35	35	68	68	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	505				57				
35	35	69	69	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	506								
36	36	70	70	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	507				59				
36	36	71	71	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	508								
36	36	143/2	143/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	509								
36	36	70	70	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	510								
36	36	281/4	281/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	511								
36	36	141/2	141/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	512								
36	36	283/4	283/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	513								
36	36	71	71	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	514								
36	36	70	70	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	515								
36	36	141/2	141/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	516								
36	36	71	71	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	517								
37	37	72	72	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	518				60				
37	37	145/2	145/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	519				60				
37	37	73	73	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	520				60				
37	37	147/2	147/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	521								
37	37	72	72	0.16666666666666666	0	0	Chord	2/4	1	2	1/24		1/16	2/3	522	pp							
37	37	433/6	433/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	2	1/24		1/16	2/3	523								
37	37	217/3	217/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	2	1/24		1/16	2/3	524								
37	37	145/2	145/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	2	1/24		1/16	2/3	525								
37	37	218/3	218/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	2	1/24		1/16	2/3	526								
37	37	437/6	437/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	2	1/24		1/16	2/3	527								
37	37	73	73	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	528								
37	37	439/6	439/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	529								
37	37	220/3	220/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	530								
37	37	147/2	147/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	531								
37	37	221/3	221/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	532								
37	37	443/6	443/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	533								
37	37	72	72	0.0	0	0	Dynamic	2/4	2	1	0						pp						
37	37	72	72	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	534								
38	38	74	74	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	535				61				
38	38	149/2	149/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	536								
38	38	74	74	0.16666666666666666	0	0	Chord	2/4	1	2	1/24		1/16	2/3	537								
38	38	445/6	445/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	2	1/24		1/16	2/3	538								
38	38	223/3	223/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	2	1/24		1/16	2/3	539								
38	38	149/2	149/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	2	1/24		1/16	2/3	540								
38	38	224/3	224/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	2	1/24		1/16	2/3	541								
38	38	449/6	449/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	2	1/24		1/16	2/3	542								
38	38	75	75	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	543								
38	38	451/6	451/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	544								
38	38	226/3	226/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	545								
38	38	151/2	151/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	546								
38	38	227/3	227/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	547								
38	38	455/6	455/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	548								
38	38	74	74	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	549								
38	38	149/2	149/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	550								
38	38	224/3	224/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	551				62				
38	38	449/6	449/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	552								
38	38	75	75	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	553			articStaccatoAbove	63				
38	38	451/6	451/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	554			articStaccatoAbove	63				
38	38	226/3	226/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	555			articStaccatoAbove					
38	38	151/2	151/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	556			articStaccatoAbove	64				
38	38	227/3	227/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	557			articStaccatoAbove	64				
38	38	455/6	455/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	558			articStaccatoAbove					
