mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	crescendo_line	decrescendo_hairpin	diminuendo_line	crescendo_hairpin
155	151	1219/4	1235/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1664			articStaccatoAbove					
155	151	305	309	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1665	>		articStaccatoAbove					
155	151	1221/4	1237/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1666			articStaccatoAbove					
155	151	611/2	619/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1667			articStaccatoAbove					
155	151	1223/4	1239/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1668			articStaccatoAbove					
155	151	304	308	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1669			articStaccatoBelow					
155	151	2439/8	2471/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1670			articStaccatoBelow					
155	151	305	309	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1671			articStaccatoBelow					
155	151	2447/8	2479/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1672			articStaccatoBelow					
156	152	306	310	0.0		0	0	Spanner	2/4	1	1	0											3	
156	152	306	310	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1673			articStaccatoBelow				3	
156	152	1225/4	1241/4	0.0		1/16	1/16	Spanner	2/4	1	1	0												
156	152	1225/4	1241/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1674			articStaccatoBelow					
156	152	613/2	621/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1675			articStaccatoBelow					
156	152	1227/4	1243/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1676			articStaccatoBelow					
156	152	307	311	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1677			articStaccatoAbove					
156	152	1229/4	1245/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1678			articStaccatoAbove					
156	152	615/2	623/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1679			articStaccatoAbove					
156	152	1231/4	1247/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1680			articStaccatoAbove					
156	152	306	310	0.5		0	0	Chord	2/4	2	2	1/8		1/8	1	1681			articStaccatoBelow					
156	152	2455/8	2487/8	0.125		7/32	7/32	Chord	2/4	2	2	1/32		1/32	1	1682			articStaccatoBelow					
156	152	307	311	0.5		1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1683			articStaccatoBelow					
156	152	2463/8	2495/8	0.125		15/32	15/32	Chord	2/4	2	2	1/32		1/32	1	1684			articStaccatoBelow					
157	153	308	312	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1685	pp		articStaccatoBelow					
157	153	1235/4	1251/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1686			articStaccatoBelow					
157	153	309	313	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1687			articStaccatoBelow					
157	153	1239/4	1255/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1688			articStaccatoBelow					
157	153	308	312	0.0		0	0	Dynamic	2/4	2	1	0						pp						
157	153	308	312	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1689			articStaccatoBelow					
157	153	1233/4	1249/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1690			articStaccatoAbove					
157	153	617/2	625/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1691			articStaccatoAbove					
157	153	1235/4	1251/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1692			articStaccatoAbove					
157	153	309	313	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1693			articStaccatoAbove					
157	153	1237/4	1253/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1694			articStaccatoAbove					
157	153	619/2	627/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1695			articStaccatoAbove					
157	153	1239/4	1255/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1696			articStaccatoAbove					
158	154	310	314	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1697			articStaccatoBelow					
158	154	1243/4	1259/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1698			articStaccatoAbove					
158	154	311	315	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1699				45				
158	154	1245/4	1261/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1700								
158	154	623/2	631/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1701			articStaccatoAbove					
158	154	1247/4	1263/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1702			articStaccatoAbove					
158	154	310	314	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1703			articStaccatoAbove					
158	154	1241/4	1257/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1704			articStaccatoAbove					
158	154	621/2	629/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1705			articStaccatoAbove					
158	154	1243/4	1259/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1706			articStaccatoAbove					
158	154	311	315	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1707			articStaccatoAbove					
158	154	1245/4	1261/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1708			articStaccatoAbove					
158	154	623/2	631/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1709			articStaccatoAbove					
158	154	1247/4	1263/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1710			articStaccatoAbove					
159	155	312	316	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1711			articStaccatoAbove					
159	155	1251/4	1267/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1712			articStaccatoAbove					
159	155	313	317	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1713			articStaccatoAbove					
159	155	1255/4	1271/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1714			articStaccatoAbove					
159	155	312	316	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1715								
159	155	1249/4	1265/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1716								
159	155	625/2	633/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1717								
159	155	1251/4	1267/4	0.0		3/16	3/16	Dynamic	2/4	2	1	0						other-dynamics						
159	155	1251/4	1267/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1718								
159	155	313	317	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1719								
159	155	1253/4	1269/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1720								
159	155	627/2	635/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1721								
159	155	1255/4	1271/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1722								
160	156	314	318	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1723			articStaccatoAbove					
160	156	1259/4	1275/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1724			articStaccatoAbove					
160	156	315	319	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1725				46				
160	156	1261/4	1277/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1726								
160	156	631/2	639/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1727			articStaccatoAbove					
160	156	1263/4	1279/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1728			articStaccatoAbove					
160	156	314	318	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1729								
160	156	1257/4	1273/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1730								
160	156	629/2	637/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1731								
160	156	1259/4	1275/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1732								
160	156	315	319	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1733								
160	156	1261/4	1277/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1734								
160	156	631/2	639/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1735								
160	156	1263/4	1279/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1736								
161	157	316	320	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1737			articStaccatoAbove					
161	157	1267/4	1283/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1738								
161	157	317	321	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1739				47				
161	157	1269/4	1285/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1740								
161	157	635/2	643/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1741			articStaccatoAbove					
161	157	1271/4	1287/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1742			articStaccatoAbove					
161	157	316	320	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1743			articStaccatoAbove					
161	157	1265/4	1281/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1744			articStaccatoAbove					
161	157	633/2	641/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1745			articStaccatoAbove					
161	157	1267/4	1283/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1746			articStaccatoAbove					
161	157	317	321	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1747			articStaccatoAbove					
161	157	1269/4	1285/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1748			articStaccatoAbove					
161	157	635/2	643/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1749			articStaccatoAbove					
161	157	1271/4	1287/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1750			articStaccatoAbove					
162	158	318	322	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1751			articStaccatoBelow					
162	158	1275/4	1291/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1752			articStaccatoAbove					
162	158	319	323	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1753				48				
162	158	1277/4	1293/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1754								
162	158	639/2	647/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1755			articStaccatoAbove					
162	158	1279/4	1295/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1756			articStaccatoAbove					
162	158	318	322	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1757			articStaccatoAbove					
162	158	1273/4	1289/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1758			articStaccatoAbove					
162	158	637/2	645/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1759			articStaccatoAbove					
162	158	1275/4	1291/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1760			articStaccatoAbove					
162	158	319	323	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1761			articStaccatoAbove					
162	158	1277/4	1293/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1762			articStaccatoAbove					
162	158	639/2	647/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1763			articStaccatoAbove					
162	158	1279/4	1295/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1764			articStaccatoAbove					
163	159	320	324	0.0		0	0	Dynamic	2/4	1	1	0						pp						
163	159	320	324	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1765	pp		articStaccatoAbove					
163	159	1281/4	1297/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1766			articStaccatoAbove					
163	159	641/2	649/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1767			articStaccatoAbove					
163	159	1283/4	1299/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1768			articStaccatoAbove					
163	159	321	325	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1769			articStaccatoAbove					
163	159	1285/4	1301/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1770			articStaccatoAbove					
163	159	643/2	651/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1771			articStaccatoAbove					
163	159	1287/4	1303/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1772			articStaccatoAbove					
163	159	320	324	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1773								
164	160	322	326	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1774			articStaccatoBelow					
164	160	1289/4	1305/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1775			articStaccatoBelow					
164	160	645/2	653/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1776			articStaccatoBelow					
164	160	1291/4	1307/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1777			articStaccatoBelow					
164	160	323	327	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1778			articStaccatoBelow					
164	160	1293/4	1309/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1779			articStaccatoBelow					
164	160	647/2	655/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1780			articStaccatoBelow					
164	160	1295/4	1311/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1781			articStaccatoBelow					
164	160	322	326	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1782			articStaccatoAbove					
164	160	1289/4	1305/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1783			articStaccatoAbove					
164	160	645/2	653/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1784			articStaccatoAbove					
164	160	1291/4	1307/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1785			articStaccatoAbove					
164	160	323	327	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1786			articStaccatoBelow					
164	160	1293/4	1309/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1787			articStaccatoBelow					
164	160	647/2	655/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1788			articStaccatoBelow					
164	160	1295/4	1311/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1789			articStaccatoBelow					
165	161	324	328	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1790			articStaccatoAbove					
165	161	1297/4	1313/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1791				49				
165	161	649/2	657/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1792								
165	161	1299/4	1315/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1793			articStaccatoAbove					
165	161	325	329	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1794			articStaccatoAbove					
165	161	1301/4	1317/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1795			articStaccatoAbove					
165	161	651/2	659/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1796			articStaccatoAbove					
165	161	1303/4	1319/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1797			articStaccatoAbove					
165	161	324	328	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1798			articStaccatoBelow					
165	161	1297/4	1313/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1799				50				
165	161	649/2	657/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1800								
165	161	1299/4	1315/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1801			articStaccatoBelow					
165	161	325	329	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1802			articStaccatoBelow					
165	161	1301/4	1317/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1803			articStaccatoBelow					
165	161	651/2	659/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1804			articStaccatoBelow					
165	161	1303/4	1319/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1805			articStaccatoBelow					
166	162	326	330	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1806			articStaccatoAbove					
166	162	1305/4	1321/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1807				51				
166	162	653/2	661/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1808								
166	162	1307/4	1323/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1809			articStaccatoAbove					
166	162	327	331	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1810			articStaccatoAbove					
166	162	1309/4	1325/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1811			articStaccatoAbove					
166	162	655/2	663/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1812			articStaccatoAbove					
166	162	1311/4	1327/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1813			articStaccatoAbove					
166	162	326	330	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1814			articStaccatoBelow					
166	162	1305/4	1321/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1815				52				
166	162	653/2	661/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1816								
166	162	1307/4	1323/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1817			articStaccatoBelow					
166	162	327	331	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1818			articStaccatoBelow					
166	162	1309/4	1325/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1819			articStaccatoBelow					
166	162	655/2	663/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1820			articStaccatoBelow					
166	162	1311/4	1327/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1821			articStaccatoBelow					
167	163	328	332	0.0		0	0	Spanner	2/4	1	1	0									6			
167	163	328	332	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1822	<		articStaccatoAbove		6			
167	163	1313/4	1329/4	0.0		1/16	1/16	Spanner	2/4	1	1	0												
167	163	1313/4	1329/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1823			articStaccatoAbove					
167	163	657/2	665/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1824			articStaccatoAbove					
167	163	1315/4	1331/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1825			articStaccatoAbove					
167	163	329	333	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1826			articStaccatoBelow					
167	163	1317/4	1333/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1827			articStaccatoBelow					
167	163	659/2	667/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1828			articStaccatoBelow					
167	163	1319/4	1335/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1829			articStaccatoBelow					
167	163	328	332	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1830			articStaccatoBelow					
167	163	1313/4	1329/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1831			articStaccatoBelow					
167	163	657/2	665/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1832			articStaccatoBelow					
167	163	1315/4	1331/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1833			articStaccatoBelow					
167	163	329	333	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1834			articStaccatoBelow					
167	163	1317/4	1333/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1835			articStaccatoBelow					
167	163	659/2	667/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1836			articStaccatoBelow					
167	163	1319/4	1335/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1837			articStaccatoBelow					
168	164	330	334	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1838			articStaccatoBelow					
168	164	1321/4	1337/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1839			articStaccatoBelow					
168	164	661/2	669/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1840			articStaccatoBelow					
168	164	1323/4	1339/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1841			articStaccatoBelow					
168	164	331	335	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1842			articStaccatoBelow					
168	164	1325/4	1341/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1843			articStaccatoBelow					
168	164	663/2	671/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1844	>		articStaccatoBelow					
168	164	1327/4	1343/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1845			articStaccatoBelow					
168	164	330	334	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1846			articStaccatoAbove					
168	164	1321/4	1337/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1847			articStaccatoAbove					
168	164	661/2	669/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1848			articStaccatoAbove					
168	164	1323/4	1339/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1849			articStaccatoAbove					
168	164	331	335	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1850			articStaccatoAbove					
168	164	1325/4	1341/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1851			articStaccatoAbove					
168	164	663/2	671/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1852			articStaccatoAbove					
168	164	1327/4	1343/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1853			articStaccatoAbove					
169	165	332	336	0.0		0	0	Spanner	2/4	1	1	0											4	
169	165	332	336	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1854			articStaccatoBelow				4	
169	165	1329/4	1345/4	0.0		1/16	1/16	Spanner	2/4	1	1	0												
169	165	1329/4	1345/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1855			articStaccatoBelow					
169	165	665/2	673/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1856			articStaccatoBelow					
169	165	1331/4	1347/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1857			articStaccatoBelow					
169	165	333	337	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1858			articStaccatoBelow					
169	165	1333/4	1349/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1859			articStaccatoBelow					
169	165	667/2	675/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1860			articStaccatoBelow					
169	165	1335/4	1351/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1861			articStaccatoBelow					
169	165	332	336	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1862			articStaccatoAbove					
169	165	1329/4	1345/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1863			articStaccatoAbove					
169	165	665/2	673/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1864			articStaccatoAbove					
169	165	1331/4	1347/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1865			articStaccatoAbove					
169	165	333	337	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1866			articStaccatoAbove					
169	165	1333/4	1349/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1867			articStaccatoAbove					
169	165	667/2	675/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1868			articStaccatoAbove					
169	165	1335/4	1351/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1869			articStaccatoAbove					
170	166	334	338	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1870			articStaccatoBelow					
170	166	335	339	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1871	p		articStaccatoAbove					
170	166	334	338	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1872			articStaccatoAbove					
170	166	335	339	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1873			articStaccatoBelow					
171	167	336	340	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1874			articStaccatoBelow					
171	167	337	341	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1875	pp		articStaccatoAbove					
171	167	675/2	683/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0						pp						
171	167	336	340	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1876			articStaccatoBelow					
171	167	337	341	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1877			articStaccatoAbove					
172	168	338	342	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1878			articStaccatoAbove					
172	168	339	343	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1879			articStaccatoAbove					
172	168	679/2	687/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1880			articStaccatoAbove					
172	168	338	342	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1881			articStaccatoAbove					
172	168	339	343	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1882			articStaccatoBelow					
172	168	679/2	687/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1883			articStaccatoBelow					
173	169	340	344	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1884			articStaccatoBelow					
173	169	340	344	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1885			articStaccatoBelow					
