mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	slur	Trill:trill	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
127	120	357	384	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1820			134						
127	120	358	385	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1821			134						
127	120	359	386	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1822									
127	120	356	383	3.0		0	0	Chord	2/2	2	2	3/4		1/2	3/2	1823									
127	120	359	386	1.0		3/4	3/4	Chord	2/2	2	2	1/4		1/4	1	1824									
128	121	360	387	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	1825									
128	121	362	389	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	1826									
128	121	721/2	775/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1827		articStaccatoBelow							
128	121	361	388	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1828									
128	121	723/2	777/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1829									
128	121	362	389	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1830		articStaccatoBelow							
128	121	725/2	779/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1831		articStaccatoBelow							
128	121	363	390	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1832		articStaccatoBelow							
128	121	727/2	781/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1833		articStaccatoBelow							
129	122	364	391	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	1834									
129	122	366	393	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	1835									
129	122	364	391	1.0		0	0	Chord	2/2	1	2	1/4		1/4	1	1836									
129	122	365	392	0.5		1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	1837									
129	122	731/2	785/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	1838									
129	122	366	393	1.0		1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	1839									
129	122	367	394	1.0		3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	1840									
129	122	364	391	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1841		articStaccatoBelow							
129	122	729/2	783/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1842		articStaccatoBelow							
129	122	365	392	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1843		articStaccatoBelow							
129	122	731/2	785/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1844		articStaccatoBelow							
129	122	366	393	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1845		articStaccatoBelow							
129	122	733/2	787/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1846		articStaccatoBelow							
129	122	367	394	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1847		articStaccatoBelow							
129	122	735/2	789/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1848		articStaccatoBelow							
130	123	737/2	791/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1849		articStaccatoAbove							
130	123	369	396	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1850		articStaccatoAbove							
130	123	739/2	793/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1851		articStaccatoAbove							
130	123	370	397	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1852		articStaccatoAbove							
130	123	741/2	795/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1853		articStaccatoAbove							
130	123	371	398	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1854		articStaccatoAbove							
130	123	743/2	797/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1855		articStaccatoAbove							
130	123	368	395	2.0		0	0	Chord	2/2	1	2	1/2		1/2	1	1856									
130	123	370	397	2.0		1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	1857									
130	123	368	395	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1858		articStaccatoAbove							
130	123	737/2	791/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1859		articStaccatoAbove							
130	123	369	396	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1860		articStaccatoAbove							
130	123	739/2	793/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1861		articStaccatoAbove							
130	123	370	397	2.0		1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	1862									
131	124	372	399	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1863									
131	124	745/2	799/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1864									
131	124	373	400	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1865									
131	124	747/2	801/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1866									
131	124	374	401	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1867									
131	124	749/2	803/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1868									
131	124	375	402	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1869									
131	124	751/2	805/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1870									
131	124	372	399	1.0		0	0	Chord	2/2	1	2	1/4		1/4	1	1871									
131	124	373	400	0.5		1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	1872									
131	124	747/2	801/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	1873									
131	124	374	401	1.0		1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	1874									
131	124	375	402	1.0		3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	1875									
131	124	372	399	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	1876									
131	124	374	401	2.0		1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	1877									
132	125	376	403	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1878									
132	125	753/2	807/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1879									
132	125	377	404	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1880									
132	125	755/2	809/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1881									
132	125	378	405	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1882									
132	125	757/2	811/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1883									
132	125	379	406	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1884									
132	125	759/2	813/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1885									
132	125	376	403	1.0		0	0	Chord	2/2	1	2	1/4		1/4	1	1886									
132	125	377	404	0.5		1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	1887									
132	125	755/2	809/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	1888									
132	125	378	405	1.0		1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	1889									
132	125	379	406	1.0		3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	1890									
132	125	376	403	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	1891									
132	125	378	405	2.0		1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	1892									
133	126	380	407	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1893									
133	126	761/2	815/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1894									
133	126	381	408	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1895									
133	126	763/2	817/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1896									
133	126	382	409	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1897									
133	126	765/2	819/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1898									
133	126	383	410	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1899		articStaccatoAbove							
133	126	767/2	821/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1900									
133	126	380	407	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	1901									
133	126	382	409	2.0		1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	1902									
133	126	380	407	1.0		0	0	Chord	2/2	2	2	1/4		1/4	1	1903									
133	126	381	408	0.5		1/4	1/4	Chord	2/2	2	2	1/8		1/8	1	1904									
133	126	763/2	817/2	0.5		3/8	3/8	Chord	2/2	2	2	1/8		1/8	1	1905									
133	126	382	409	1.0		1/2	1/2	Chord	2/2	2	2	1/4		1/4	1	1906									
133	126	383	410	1.0		3/4	3/4	Chord	2/2	2	2	1/4		1/4	1	1907									
134	127	384	411	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1908									
134	127	769/2	823/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1909									
134	127	385	412	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1910									
134	127	771/2	825/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1911									
134	127	386	413	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1912									
134	127	773/2	827/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1913									
134	127	387	414	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1914									
134	127	775/2	829/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1915									
134	127	384	411	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1916									
134	127	385	412	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1917									
134	127	771/2	825/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1918									
134	127	386	413	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1919									
134	127	387	414	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1920									
134	127	384	411	1.0		0	0	Chord	2/2	2	2	1/4		1/4	1	1921									
134	127	385	412	2.0		1/4	1/4	Chord	2/2	2	2	1/2		1/2	1	1922									
134	127	387	414	1.0		3/4	3/4	Chord	2/2	2	2	1/4		1/4	1	1923									
135	128	388	415	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1924									
135	128	777/2	831/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1925									
135	128	389	416	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1926									
135	128	779/2	833/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1927									
135	128	390	417	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1928									
135	128	781/2	835/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1929									
135	128	391	418	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1930									
135	128	783/2	837/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1931									
135	128	390	417	1.0		1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	1932									
135	128	391	418	0.5		3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	1933									
135	128	388	415	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1934									
135	128	777/2	831/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1935									
135	128	389	416	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1936									
135	128	779/2	833/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1937									
135	128	390	417	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1938									
135	128	391	418	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1939									
135	128	388	415	3.0		0	0	Chord	2/2	2	2	3/4		1/2	3/2	1940									
135	128	391	418	1.0		3/4	3/4	Chord	2/2	2	2	1/4		1/4	1	1941									
136	129	392	419	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1942		articStaccatoAbove							
136	129	785/2	839/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1943		articStaccatoAbove							
136	129	393	420	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1944		articStaccatoAbove							
136	129	787/2	841/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1945		articStaccatoAbove							
136	129	394	421	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1946		articStaccatoAbove							
136	129	789/2	843/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1947		articStaccatoAbove							
136	129	395	422	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1948		articStaccatoAbove							
136	129	791/2	845/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1949		articStaccatoAbove							
136	129	392	419	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	1950									
136	129	394	421	2.0		1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	1951									
137	130	396	423	0.0		0	0	Dynamic	2/2	1	1	0					f								
137	130	396	423	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1952									
137	130	793/2	847/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1953		articStaccatoBelow							
137	130	397	424	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1954		articStaccatoBelow							
137	130	795/2	849/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1955		articStaccatoBelow							
137	130	398	425	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1956		articStaccatoBelow							
137	130	797/2	851/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1957		articStaccatoBelow							
137	130	399	426	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1958		articStaccatoBelow							
137	130	799/2	853/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1959		articStaccatoBelow							
137	130	396	423	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1960									
137	130	397	424	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1961									
137	130	795/2	849/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1962									
137	130	398	425	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1963									
137	130	399	426	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1964									
138	131	400	427	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	1965									
138	131	400	427	1.0		0	0	Chord	2/2	1	2	1/4		1/4	1	1966									
138	131	401	428	2.0		1/4	1/4	Chord	2/2	1	2	1/2		1/2	1	1967									
138	131	403	430	0.5		3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	1968									
138	131	807/2	861/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	1969									
138	131	402	429	2.0		1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	1970									
138	131	400	427	0.5		0	0	Chord	2/2	2	2	1/8		1/8	1	1971									
138	131	801/2	855/2	0.5		1/8	1/8	Chord	2/2	2	2	1/8		1/8	1	1972									
138	131	401	428	0.5		1/4	1/4	Chord	2/2	2	2	1/8		1/8	1	1973									
138	131	803/2	857/2	0.5		3/8	3/8	Chord	2/2	2	2	1/8		1/8	1	1974									
138	131	402	429	0.5		1/2	1/2	Chord	2/2	2	2	1/8		1/8	1	1975									
138	131	805/2	859/2	0.5		5/8	5/8	Chord	2/2	2	2	1/8		1/8	1	1976									
138	131	403	430	0.5		3/4	3/4	Chord	2/2	2	2	1/8		1/8	1	1977									
138	131	807/2	861/2	0.5		7/8	7/8	Chord	2/2	2	2	1/8		1/8	1	1978									
139	132	809/2	863/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1979									
139	132	405	432	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1980									
139	132	811/2	865/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1981									
139	132	406	433	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1982									
139	132	813/2	867/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1983									
139	132	407	434	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1984									
139	132	815/2	869/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1985									
139	132	404	431	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1986									
139	132	809/2	863/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1987									
139	132	405	432	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1988									
139	132	811/2	865/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1989									
139	132	406	433	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1990									
139	132	404	431	1.0		0	0	Chord	2/2	2	2	1/4		1/4	1	1991									
139	132	407	434	1.0		3/4	3/4	Chord	2/2	2	2	1/4		1/4	1	1992									
140	133	408	435	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	1993									
140	133	410	437	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	1994									
140	133	817/2	871/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	1995									
140	133	409	436	0.5		1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	1996									
140	133	819/2	873/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	1997									
140	133	410	437	0.5		1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	1998									
140	133	821/2	875/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	1999									
140	133	411	438	0.5		3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	2000									
140	133	823/2	877/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	2001									
140	133	408	435	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	2002									
140	133	410	437	2.0		1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	2003									
140	133	408	435	0.5		0	0	Chord	2/2	2	2	1/8		1/8	1	2004									
140	133	817/2	871/2	0.5		1/8	1/8	Chord	2/2	2	2	1/8		1/8	1	2005									
140	133	409	436	0.5		1/4	1/4	Chord	2/2	2	2	1/8		1/8	1	2006									
140	133	819/2	873/2	0.5		3/8	3/8	Chord	2/2	2	2	1/8		1/8	1	2007									
140	133	410	437	0.5		1/2	1/2	Chord	2/2	2	2	1/8		1/8	1	2008									
140	133	821/2	875/2	0.5		5/8	5/8	Chord	2/2	2	2	1/8		1/8	1	2009									
140	133	411	438	0.5		3/4	3/4	Chord	2/2	2	2	1/8		1/8	1	2010									
140	133	823/2	877/2	0.5		7/8	7/8	Chord	2/2	2	2	1/8		1/8	1	2011									
141	134	412	439	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2012									
141	134	413	440	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2013									
141	134	414	441	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2014									
141	134	415	442	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2015									
141	134	412	439	0.5		0	0	Chord	2/2	1	2	1/8		1/8	1	2016									
141	134	825/2	879/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8		1/8	1	2017									
141	134	413	440	0.5		1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	2018									
141	134	827/2	881/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	2019									
141	134	414	441	0.5		1/2	1/2	Chord	2/2	1	2	1/8		1/8	1	2020									
141	134	829/2	883/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8		1/8	1	2021									
141	134	415	442	0.5		3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	2022									
141	134	831/2	885/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	2023			135						
141	134	412	439	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2024									
141	134	412	439	0.5		0	0	Chord	2/2	2	2	1/8		1/8	1	2025									
141	134	825/2	879/2	0.5		1/8	1/8	Chord	2/2	2	2	1/8		1/8	1	2026									
141	134	413	440	0.5		1/4	1/4	Chord	2/2	2	2	1/8		1/8	1	2027									
141	134	827/2	881/2	0.5		3/8	3/8	Chord	2/2	2	2	1/8		1/8	1	2028									
141	134	414	441	0.5		1/2	1/2	Chord	2/2	2	2	1/8		1/8	1	2029									
141	134	829/2	883/2	0.5		5/8	5/8	Chord	2/2	2	2	1/8		1/8	1	2030									
141	134	415	442	0.5		3/4	3/4	Chord	2/2	2	2	1/8		1/8	1	2031									
141	134	831/2	885/2	0.5		7/8	7/8	Chord	2/2	2	2	1/8		1/8	1	2032									
142	135	416	443	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2033									
142	135	833/2	887/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2034		articStaccatoBelow							
142	135	417	444	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2035		articStaccatoBelow							
142	135	835/2	889/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2036		articStaccatoBelow							
142	135	418	445	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2037		articStaccatoAbove							
142	135	837/2	891/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2038		articStaccatoAbove							
142	135	419	446	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2039		articStaccatoAbove							
142	135	839/2	893/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2040		articStaccatoAbove							
142	135	416	443	0.5		0	0	Chord	2/2	1	2	1/8		1/8	1	2041									
142	135	416	443	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	2042									
142	135	418	445	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2043									
142	135	419	446	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2044									
143	136	420	447	0.0		0	0	Spanner	2/2	1	1	0									0				
143	136	420	447	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2045		articStaccatoAbove			0				
143	136	841/2	895/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2046		articStaccatoAbove			0				
143	136	421	448	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2047		articStaccatoAbove			0				
143	136	843/2	897/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2048		articStaccatoAbove			0				
143	136	422	449	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2049		articStaccatoAbove			0				
143	136	845/2	899/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2050		articStaccatoAbove			0				
143	136	423	450	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2051		articStaccatoAbove			0				
143	136	847/2	901/2	0.0		7/8	7/8	Spanner	2/2	1	1	0													
143	136	847/2	901/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2052		articStaccatoAbove							
143	136	420	447	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	2053			136						
143	136	422	449	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2054									
143	136	423	450	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2055									
144	137	424	451	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2056									
144	137	426	453	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2057									
144	137	424	451	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2058									
144	137	425	452	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2059									
144	137	851/2	905/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2060									
144	137	426	453	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2061									
144	137	853/2	907/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2062									
144	137	427	454	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2063									
144	137	855/2	909/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2064									
145	138	428	455	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2065									
145	138	429	456	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2066									
145	138	859/2	913/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2067									
145	138	430	457	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2068									
145	138	428	455	2.0		0	0	Chord	2/2	1	2	1/2		1/2	1	2069									
145	138	430	457	1.0		1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	2070									
145	138	431	458	1.0		3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	2071									
145	138	428	455	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2072									
145	138	857/2	911/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2073									
145	138	429	456	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2074									
145	138	859/2	913/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2075									
145	138	430	457	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2076									
145	138	861/2	915/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2077									
145	138	431	458	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2078									
145	138	863/2	917/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2079									
146	139	432	459	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2080									
146	139	434	461	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2081									
146	139	435	462	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2082									
146	139	432	459	1.0		0	0	Chord	2/2	1	2	1/4		1/4	1	2083									
146	139	433	460	0.5		1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	2084									
146	139	867/2	921/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	2085									
146	139	434	461	1.0		1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	2086									
146	139	432	459	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	2087									
146	139	865/2	919/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	2088									
146	139	433	460	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2089									
146	139	867/2	921/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2090									
146	139	434	461	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	2091									
146	139	869/2	923/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	2092									
146	139	435	462	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	2093									
146	139	871/2	925/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	2094									
147	140	436	463	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2095									
147	140	437	464	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2096									
147	140	875/2	929/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2097									
147	140	438	465	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2098									
147	140	436	463	1.5		0	0	Chord	2/2	1	2	3/8		1/4	3/2	2099									
147	140	875/2	929/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	2100									
