mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	slur	Trill:trill	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
170	162	4185/8	4401/8	0.125		21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	2561									25
170	162	2093/4	2201/4	0.125		11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	2562									25
170	162	4187/8	4403/8	0.125		23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	2563									25
170	162	1041/2	1095/2	0.5		0	0	Chord	3/4	1	2	1/8		1/8	1	2564			161						25
170	162	521	548	0.5		1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	2565									25
170	162	1043/2	1097/2	0.5		1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	2566			162						25
170	162	522	549	0.5		3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	2567									25
170	162	1045/2	1099/2	0.5		1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	2568			163						25
170	162	523	550	0.5		5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	2569									25
170	162	1041/2	1095/2	0.125		0	0	Chord	3/4	2	1	1/32		1/32	1	2570									
170	162	4165/8	4381/8	0.125		1/32	1/32	Chord	3/4	2	1	1/32		1/32	1	2571									
170	162	2083/4	2191/4	0.125		1/16	1/16	Chord	3/4	2	1	1/32		1/32	1	2572									
170	162	4167/8	4383/8	0.125		3/32	3/32	Chord	3/4	2	1	1/32		1/32	1	2573									
170	162	521	548	0.125		1/8	1/8	Chord	3/4	2	1	1/32		1/32	1	2574									
170	162	4169/8	4385/8	0.125		5/32	5/32	Chord	3/4	2	1	1/32		1/32	1	2575									
170	162	2085/4	2193/4	0.125		3/16	3/16	Chord	3/4	2	1	1/32		1/32	1	2576									
170	162	4171/8	4387/8	0.125		7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	2577									
170	162	1043/2	1097/2	0.125		1/4	1/4	Chord	3/4	2	1	1/32		1/32	1	2578									
170	162	4173/8	4389/8	0.125		9/32	9/32	Chord	3/4	2	1	1/32		1/32	1	2579									
170	162	2087/4	2195/4	0.125		5/16	5/16	Chord	3/4	2	1	1/32		1/32	1	2580									
170	162	4175/8	4391/8	0.125		11/32	11/32	Chord	3/4	2	1	1/32		1/32	1	2581									
170	162	522	549	0.125		3/8	3/8	Chord	3/4	2	1	1/32		1/32	1	2582									
170	162	4177/8	4393/8	0.125		13/32	13/32	Chord	3/4	2	1	1/32		1/32	1	2583									
170	162	2089/4	2197/4	0.125		7/16	7/16	Chord	3/4	2	1	1/32		1/32	1	2584									
170	162	4179/8	4395/8	0.125		15/32	15/32	Chord	3/4	2	1	1/32		1/32	1	2585									
170	162	1045/2	1099/2	0.125		1/2	1/2	Chord	3/4	2	1	1/32		1/32	1	2586									
170	162	4181/8	4397/8	0.125		17/32	17/32	Chord	3/4	2	1	1/32		1/32	1	2587									
170	162	2091/4	2199/4	0.125		9/16	9/16	Chord	3/4	2	1	1/32		1/32	1	2588									
170	162	4183/8	4399/8	0.125		19/32	19/32	Chord	3/4	2	1	1/32		1/32	1	2589									
170	162	523	550	0.125		5/8	5/8	Chord	3/4	2	1	1/32		1/32	1	2590									
170	162	4185/8	4401/8	0.125		21/32	21/32	Chord	3/4	2	1	1/32		1/32	1	2591									
170	162	2093/4	2201/4	0.125		11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	2592									
170	162	4187/8	4403/8	0.125		23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	2593									
170	162	1041/2	1095/2	0.5		0	0	Chord	3/4	2	2	1/8		1/8	1	2594			164						
170	162	521	548	0.5		1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	2595									
170	162	1043/2	1097/2	0.5		1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	2596			165						
170	162	522	549	0.5		3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	2597									
170	162	1045/2	1099/2	0.5		1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	2598			166						
170	162	523	550	0.5		5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	2599									
171	163	1047/2	1101/2	0.125		0	0	Chord	3/4	1	1	1/32		1/32	1	2600									25
171	163	4189/8	4405/8	0.125		1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	2601									25
171	163	2095/4	2203/4	0.125		1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	2602									25
171	163	4191/8	4407/8	0.125		3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	2603									25
171	163	524	551	0.125		1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	2604									25
171	163	4193/8	4409/8	0.125		5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	2605									25
171	163	2097/4	2205/4	0.125		3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	2606									25
171	163	4195/8	4411/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	2607									25
171	163	1049/2	1103/2	0.125		1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	2608									25
171	163	4197/8	4413/8	0.125		9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	2609									25
171	163	2099/4	2207/4	0.125		5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	2610									25
171	163	4199/8	4415/8	0.125		11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	2611									25
171	163	525	552	0.125		3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	2612									25
171	163	4201/8	4417/8	0.125		13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	2613									25
171	163	2101/4	2209/4	0.125		7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	2614									25
171	163	4203/8	4419/8	0.125		15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	2615									25
171	163	1051/2	1105/2	0.125		1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	2616									25
171	163	4205/8	4421/8	0.125		17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	2617									25
171	163	2103/4	2211/4	0.125		9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	2618									25
171	163	4207/8	4423/8	0.125		19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	2619									25
171	163	526	553	0.125		5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	2620									25
171	163	4209/8	4425/8	0.125		21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	2621									25
171	163	2105/4	2213/4	0.125		11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	2622									25
171	163	4211/8	4427/8	0.125		23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	2623									25
171	163	1047/2	1101/2	0.5		0	0	Chord	3/4	1	2	1/8		1/8	1	2624			167						25
171	163	524	551	0.5		1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	2625									25
171	163	1049/2	1103/2	0.5		1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	2626			168						25
171	163	525	552	0.5		3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	2627									25
171	163	1051/2	1105/2	0.5		1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	2628			169						25
171	163	526	553	0.5		5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	2629									25
171	163	1047/2	1101/2	0.125		0	0	Chord	3/4	2	1	1/32		1/32	1	2630									
171	163	4189/8	4405/8	0.125		1/32	1/32	Chord	3/4	2	1	1/32		1/32	1	2631									
171	163	2095/4	2203/4	0.125		1/16	1/16	Chord	3/4	2	1	1/32		1/32	1	2632									
171	163	4191/8	4407/8	0.125		3/32	3/32	Chord	3/4	2	1	1/32		1/32	1	2633									
171	163	524	551	0.125		1/8	1/8	Chord	3/4	2	1	1/32		1/32	1	2634									
171	163	4193/8	4409/8	0.125		5/32	5/32	Chord	3/4	2	1	1/32		1/32	1	2635									
171	163	2097/4	2205/4	0.125		3/16	3/16	Chord	3/4	2	1	1/32		1/32	1	2636									
171	163	4195/8	4411/8	0.125		7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	2637									
171	163	1049/2	1103/2	0.125		1/4	1/4	Chord	3/4	2	1	1/32		1/32	1	2638									
171	163	4197/8	4413/8	0.125		9/32	9/32	Chord	3/4	2	1	1/32		1/32	1	2639									
171	163	2099/4	2207/4	0.125		5/16	5/16	Chord	3/4	2	1	1/32		1/32	1	2640									
171	163	4199/8	4415/8	0.125		11/32	11/32	Chord	3/4	2	1	1/32		1/32	1	2641									
171	163	525	552	0.125		3/8	3/8	Chord	3/4	2	1	1/32		1/32	1	2642									
171	163	4201/8	4417/8	0.125		13/32	13/32	Chord	3/4	2	1	1/32		1/32	1	2643									
171	163	2101/4	2209/4	0.125		7/16	7/16	Chord	3/4	2	1	1/32		1/32	1	2644									
171	163	4203/8	4419/8	0.125		15/32	15/32	Chord	3/4	2	1	1/32		1/32	1	2645									
171	163	1051/2	1105/2	0.125		1/2	1/2	Chord	3/4	2	1	1/32		1/32	1	2646									
171	163	4205/8	4421/8	0.125		17/32	17/32	Chord	3/4	2	1	1/32		1/32	1	2647									
171	163	2103/4	2211/4	0.125		9/16	9/16	Chord	3/4	2	1	1/32		1/32	1	2648									
171	163	4207/8	4423/8	0.125		19/32	19/32	Chord	3/4	2	1	1/32		1/32	1	2649									
171	163	526	553	0.125		5/8	5/8	Chord	3/4	2	1	1/32		1/32	1	2650									
171	163	4209/8	4425/8	0.125		21/32	21/32	Chord	3/4	2	1	1/32		1/32	1	2651									
171	163	2105/4	2213/4	0.125		11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	2652									
171	163	4211/8	4427/8	0.125		23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	2653									
171	163	1047/2	1101/2	0.5		0	0	Chord	3/4	2	2	1/8		1/8	1	2654			170						
171	163	524	551	0.5		1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	2655									
171	163	1049/2	1103/2	0.5		1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	2656			171						
171	163	525	552	0.5		3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	2657									
171	163	1051/2	1105/2	0.5		1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	2658			172						
171	163	526	553	0.5		5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	2659									
172	164	1053/2	1107/2	0.125		0	0	Chord	3/4	1	1	1/32		1/32	1	2660									25
172	164	4213/8	4429/8	0.125		1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	2661									25
172	164	2107/4	2215/4	0.125		1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	2662									25
172	164	4215/8	4431/8	0.125		3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	2663									25
172	164	527	554	0.125		1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	2664									25
172	164	4217/8	4433/8	0.125		5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	2665									25
172	164	2109/4	2217/4	0.125		3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	2666									25
172	164	4219/8	4435/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	2667									25
172	164	1055/2	1109/2	0.125		1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	2668									25
172	164	4221/8	4437/8	0.125		9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	2669									25
172	164	2111/4	2219/4	0.125		5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	2670									25
172	164	4223/8	4439/8	0.125		11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	2671									25
172	164	528	555	0.125		3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	2672									25
172	164	4225/8	4441/8	0.125		13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	2673									25
172	164	2113/4	2221/4	0.125		7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	2674									25
172	164	4227/8	4443/8	0.125		15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	2675									25
172	164	1057/2	1111/2	0.0		1/2	1/2	Spanner	3/4	1	1	0													
172	164	1057/2	1111/2	0.0		1/2	1/2	Spanner	3/4	1	1	0								0					
172	164	3173/6	3335/6	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	2676				0					
172	164	3175/6	3337/6	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	2677				0					
172	164	1053/2	1107/2	0.5		0	0	Chord	3/4	1	2	1/8		1/8	1	2678									
172	164	527	554	0.5		1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	2679									
172	164	1055/2	1109/2	0.5		1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	2680									
172	164	528	555	0.5		3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	2681									
172	164	1057/2	1111/2	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	2682									
172	164	1053/2	1107/2	0.125		0	0	Chord	3/4	2	1	1/32		1/32	1	2683									
172	164	4213/8	4429/8	0.125		1/32	1/32	Chord	3/4	2	1	1/32		1/32	1	2684									
172	164	2107/4	2215/4	0.125		1/16	1/16	Chord	3/4	2	1	1/32		1/32	1	2685									
172	164	4215/8	4431/8	0.125		3/32	3/32	Chord	3/4	2	1	1/32		1/32	1	2686									
172	164	527	554	0.125		1/8	1/8	Chord	3/4	2	1	1/32		1/32	1	2687									
172	164	4217/8	4433/8	0.125		5/32	5/32	Chord	3/4	2	1	1/32		1/32	1	2688									
172	164	2109/4	2217/4	0.125		3/16	3/16	Chord	3/4	2	1	1/32		1/32	1	2689									
172	164	4219/8	4435/8	0.125		7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	2690									
172	164	1055/2	1109/2	0.125		1/4	1/4	Chord	3/4	2	1	1/32		1/32	1	2691									
172	164	4221/8	4437/8	0.125		9/32	9/32	Chord	3/4	2	1	1/32		1/32	1	2692									
172	164	2111/4	2219/4	0.125		5/16	5/16	Chord	3/4	2	1	1/32		1/32	1	2693									
172	164	4223/8	4439/8	0.125		11/32	11/32	Chord	3/4	2	1	1/32		1/32	1	2694									
172	164	528	555	0.125		3/8	3/8	Chord	3/4	2	1	1/32		1/32	1	2695									
172	164	4225/8	4441/8	0.125		13/32	13/32	Chord	3/4	2	1	1/32		1/32	1	2696									
172	164	2113/4	2221/4	0.125		7/16	7/16	Chord	3/4	2	1	1/32		1/32	1	2697									
172	164	4227/8	4443/8	0.125		15/32	15/32	Chord	3/4	2	1	1/32		1/32	1	2698									
172	164	1057/2	1111/2	0.0		1/2	1/2	Spanner	3/4	2	1	0								1					
172	164	1057/2	1111/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2699				1					
172	164	1053/2	1107/2	0.5		0	0	Chord	3/4	2	2	1/8		1/8	1	2700									
172	164	527	554	0.5		1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	2701									
172	164	1055/2	1109/2	0.5		1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	2702									
172	164	528	555	0.5		3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	2703									
172	164	1057/2	1111/2	0.3333333333333333		1/2	1/2	Chord	3/4	2	2	1/12		1/8	2/3	2704									
172	164	3173/6	3335/6	0.3333333333333333		7/12	7/12	Chord	3/4	2	2	1/12		1/8	2/3	2705									
172	164	3175/6	3337/6	0.3333333333333333		2/3	2/3	Chord	3/4	2	2	1/12		1/8	2/3	2706									
173	165	1059/2	1113/2	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	2707				0					
173	165	3179/6	3341/6	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	2708				0					
173	165	3181/6	3343/6	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	2709				0					
173	165	1061/2	1115/2	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	2710				0					
173	165	3185/6	3347/6	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	2711				0					
173	165	3187/6	3349/6	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	2712				0					
173	165	1063/2	1117/2	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	2713				0					
173	165	3191/6	3353/6	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	2714				0					
173	165	3193/6	3355/6	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	2715				0					
173	165	1059/2	1113/2	3.0		0	0	Chord	3/4	1	2	3/4		1/2	3/2	2716									
173	165	1059/2	1113/2	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	2717				1					
173	165	1059/2	1113/2	0.3333333333333333		0	0	Chord	3/4	2	2	1/12		1/8	2/3	2718									
173	165	3179/6	3341/6	0.3333333333333333		1/12	1/12	Chord	3/4	2	2	1/12		1/8	2/3	2719									
173	165	3181/6	3343/6	0.3333333333333333		1/6	1/6	Chord	3/4	2	2	1/12		1/8	2/3	2720									
173	165	1061/2	1115/2	0.3333333333333333		1/4	1/4	Chord	3/4	2	2	1/12		1/8	2/3	2721									
173	165	3185/6	3347/6	0.3333333333333333		1/3	1/3	Chord	3/4	2	2	1/12		1/8	2/3	2722									
173	165	3187/6	3349/6	0.3333333333333333		5/12	5/12	Chord	3/4	2	2	1/12		1/8	2/3	2723									
173	165	1063/2	1117/2	0.3333333333333333		1/2	1/2	Chord	3/4	2	2	1/12		1/8	2/3	2724									
173	165	3191/6	3353/6	0.3333333333333333		7/12	7/12	Chord	3/4	2	2	1/12		1/8	2/3	2725									
173	165	3193/6	3355/6	0.3333333333333333		2/3	2/3	Chord	3/4	2	2	1/12		1/8	2/3	2726									
174	166	1065/2	1119/2	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	2727				0					
174	166	3197/6	3359/6	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	2728				0					
174	166	3199/6	3361/6	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	2729				0					
174	166	1067/2	1121/2	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	2730				0					
174	166	3203/6	3365/6	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	2731				0					
174	166	3205/6	3367/6	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	2732				0					
174	166	1069/2	1123/2	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	2733				0					
174	166	3209/6	3371/6	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	2734				0					
174	166	3211/6	3373/6	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	2735				0					
174	166	1065/2	1119/2	3.0		0	0	Chord	3/4	1	2	3/4		1/2	3/2	2736									
174	166	1065/2	1119/2	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	2737				1					
174	166	1065/2	1119/2	0.3333333333333333		0	0	Chord	3/4	2	2	1/12		1/8	2/3	2738									
174	166	3197/6	3359/6	0.3333333333333333		1/12	1/12	Chord	3/4	2	2	1/12		1/8	2/3	2739									
174	166	3199/6	3361/6	0.3333333333333333		1/6	1/6	Chord	3/4	2	2	1/12		1/8	2/3	2740									
174	166	1067/2	1121/2	0.3333333333333333		1/4	1/4	Chord	3/4	2	2	1/12		1/8	2/3	2741									
174	166	3203/6	3365/6	0.3333333333333333		1/3	1/3	Chord	3/4	2	2	1/12		1/8	2/3	2742									
174	166	3205/6	3367/6	0.3333333333333333		5/12	5/12	Chord	3/4	2	2	1/12		1/8	2/3	2743									
174	166	1069/2	1123/2	0.3333333333333333		1/2	1/2	Chord	3/4	2	2	1/12		1/8	2/3	2744									
174	166	3209/6	3371/6	0.3333333333333333		7/12	7/12	Chord	3/4	2	2	1/12		1/8	2/3	2745									
174	166	3211/6	3373/6	0.3333333333333333		2/3	2/3	Chord	3/4	2	2	1/12		1/8	2/3	2746									
175	167	1071/2	1125/2	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	2747				0					
175	167	3215/6	3377/6	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	2748				0					
175	167	3217/6	3379/6	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	2749				0					
175	167	1073/2	1127/2	0.0		1/4	1/4	Spanner	3/4	1	1	0													
175	167	1073/2	1127/2	0.0		1/4	1/4	Spanner	3/4	1	1	0								2					
175	167	1073/2	1127/2	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	2750				2					
175	167	3221/6	3383/6	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	2751				2					
175	167	3223/6	3385/6	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	2752				2					
175	167	1075/2	1129/2	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	2753			173	2					
175	167	3227/6	3389/6	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	2754			173	2					
175	167	3229/6	3391/6	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	2755				2					
175	167	1071/2	1125/2	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	2756									
175	167	1073/2	1127/2	2.0		1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	2757									
175	167	1071/2	1125/2	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2758				1					
175	167	1073/2	1127/2	0.0		1/4	1/4	Spanner	3/4	2	1	0													
175	167	1073/2	1127/2	0.0		1/4	1/4	Spanner	3/4	2	1	0								3					
175	167	1073/2	1127/2	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	2759				3					
175	167	1071/2	1125/2	0.3333333333333333		0	0	Chord	3/4	2	2	1/12		1/8	2/3	2760									
175	167	3215/6	3377/6	0.3333333333333333		1/12	1/12	Chord	3/4	2	2	1/12		1/8	2/3	2761									
175	167	3217/6	3379/6	0.3333333333333333		1/6	1/6	Chord	3/4	2	2	1/12		1/8	2/3	2762									
175	167	3221/6	3383/6	0.3333333333333333		1/3	1/3	Chord	3/4	2	2	1/12		1/8	2/3	2763									
175	167	3223/6	3385/6	0.3333333333333333		5/12	5/12	Chord	3/4	2	2	1/12		1/8	2/3	2764									
175	167	1075/2	1129/2	0.3333333333333333		1/2	1/2	Chord	3/4	2	2	1/12		1/8	2/3	2765									
175	167	3227/6	3389/6	0.3333333333333333		7/12	7/12	Chord	3/4	2	2	1/12		1/8	2/3	2766									
175	167	3229/6	3391/6	0.3333333333333333		2/3	2/3	Chord	3/4	2	2	1/12		1/8	2/3	2767									
176	168	1077/2	1131/2	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	2768			174	2					
176	168	3233/6	3395/6	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	2769			174	2					
176	168	3235/6	3397/6	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	2770				2					
176	168	1079/2	1133/2	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	2771				2					
176	168	3239/6	3401/6	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	2772				2					
176	168	3241/6	3403/6	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	2773				2					
176	168	1081/2	1135/2	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	2774			175	2					
176	168	3245/6	3407/6	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	2775				2					
176	168	3247/6	3409/6	0.0		2/3	2/3	Spanner	3/4	1	1	0													
176	168	3247/6	3409/6	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	2776		articStaccatoAbove							
176	168	1077/2	1131/2	2.0		0	0	Chord	3/4	1	2	1/2		1/2	1	2777									
176	168	1081/2	1135/2	0.5		1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	2778									
176	168	541	568	0.0		5/8	5/8	Chord	3/4	1	2	0	grace32	1/32	1	2779									
176	168	541	568	0.0		5/8	5/8	Chord	3/4	1	2	0	grace32	1/32	1	2780									
176	168	541	568	0.5		5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	2781									
176	168	1077/2	1131/2	0.3333333333333333		0	0	Chord	3/4	2	1	1/12		1/8	2/3	2782			176	3					
176	168	3233/6	3395/6	0.3333333333333333		1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	2783			176	3					
176	168	3235/6	3397/6	0.3333333333333333		1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	2784				3					
176	168	1079/2	1133/2	0.3333333333333333		1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	2785				3					
176	168	3239/6	3401/6	0.3333333333333333		1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	2786				3					
176	168	3241/6	3403/6	0.3333333333333333		5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	2787				3					
176	168	1081/2	1135/2	0.0		1/2	1/2	Spanner	3/4	2	1	0													
176	168	1081/2	1135/2	0.0		1/2	1/2	Spanner	3/4	2	1	0								4					
176	168	1081/2	1135/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2788				4					
176	168	1077/2	1131/2	2.0		0	0	Chord	3/4	2	2	1/2		1/2	1	2789									
177	169	1083/2	1137/2	0.125		0	0	Chord	3/4	1	1	1/32		1/32	1	2790		articStaccatoAbove							
177	169	4333/8	4549/8	0.125		1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	2791									
177	169	2167/4	2275/4	0.125		1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	2792									
177	169	4335/8	4551/8	0.125		3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	2793									
177	169	542	569	0.125		1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	2794		articStaccatoAbove							
177	169	4337/8	4553/8	0.125		5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	2795									
177	169	2169/4	2277/4	0.125		3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	2796									
177	169	4339/8	4555/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	2797									
177	169	1085/2	1139/2	0.125		1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	2798		articStaccatoAbove							
177	169	4341/8	4557/8	0.125		9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	2799									
177	169	2171/4	2279/4	0.125		5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	2800									
177	169	4343/8	4559/8	0.125		11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	2801									
177	169	543	570	0.125		3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	2802		articStaccatoAbove							
177	169	4345/8	4561/8	0.125		13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	2803									
177	169	2173/4	2281/4	0.125		7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	2804									
177	169	4347/8	4563/8	0.125		15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	2805									
177	169	1087/2	1141/2	0.125		1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	2806		articStaccatoAbove							
177	169	4349/8	4565/8	0.125		17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	2807									
177	169	2175/4	2283/4	0.125		9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	2808									
177	169	4351/8	4567/8	0.125		19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	2809									
